날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
2024-09-13(금),맑은콩나물국,23.85,모듬쌈,39.01,팽이버섯국,47.22,,,3072.75
2024-09-13(금),비엔나소시지케찹볶음,323.78,족발,216.1,피자춘권,406.1,,,3072.75
2024-09-13(금),가쓰오계란말이,165.9,배추김치,13.68,닭매운양념조림,448.33,,,3072.75
2024-09-13(금),가공우유,90.0,나박물김치,0.0,배추김치,13.68,,,3072.75
2024-09-13(금),배추김치,13.68,사인머스켓,44.91,"과일바,부대계약",150.0,,,3072.75
2024-09-14(토),누텔라토스트,653.0,훈제닭다리,899.75,쌀밥,355.0,,,3045.36
2024-09-14(토),옥수수콘스프,32.15,"상온주스, 오뚜기, 오쉐프마시는제주한라봉봉, 125mL",65.0,스팸짜글이,296.09,,,3045.36
2024-09-14(토),시저샐러드,95.91,,,돈육야채볶음,333.16,,,3045.36
2024-09-14(토),무피클,12.72,,,양파간장절임,23.63,,,3045.36
2024-09-14(토),시리얼,175.95,,,파김치,38.0,,,3045.36
2024-09-14(토),우유),65.0,,,,,,,3045.36
2024-09-15(일),쌀밥,355.0,쌀밥,355.0,쌀밥,355.0,,,2831.57
2024-09-15(일),사골우거지국,79.13,조갯살미역국,24.39,얼큰오징어국,51.54,,,2831.57
2024-09-15(일),비엔나소시지케찹볶음,323.78,춘천닭갈비,534.46,콩나물쇠고기볶음,252.61,,,2831.57
2024-09-15(일),감자조림,90.41,계란찜,110.44,치즈말이어묵구이,169.45,,,2831.57
2024-09-15(일),배추김치,13.68,딸기다쿠아즈,0.0,골드키위퓨레,0.0,,,2831.57
2024-09-15(일),우유),65.0,갓김치,38.0,배추김치,13.68,,,2831.57
2024-09-16(월),쌀밥,355.0,흑미밥,356.0,지코바치킨덮밥,748.83,,,3411.96
2024-09-16(월),쇠고기곰탕,91.95,뼈없는감자탕,443.64,유부장국,40.34,,,3411.96
2024-09-16(월),베이컨야채볶음,276.99,부추전,199.01,계란후라이,45.0,,,3411.96
2024-09-16(월),진미채볶음,183.97,도라지나물,45.27,파인애플샐러드,75.59,,,3411.96
2024-09-16(월),시리얼,175.95,열무김치,24.0,배추김치,13.68,,,3411.96
2024-09-16(월),배추김치,13.68,배,68.06,식혜,190.0,,,3411.96
2024-09-16(월),우유),65.0,,,,,,,3411.96
2024-09-17(화),쌀밥,355.0,잡곡밥,366.51,쌀밥,355.0,,,3167.87
2024-09-17(화),쇠고기무국,62.05,쇠고기육개장,137.34,스팸짜글이,296.09,,,3167.87
2024-09-17(화),난자완스,340.14,돈등갈비찜,511.29,돼지불고기,318.17,,,3167.87
2024-09-17(화),간장깻잎지,10.09,오미산적,124.1,양파간장절임,23.63,,,3167.87
2024-09-17(화),배추김치,13.68,고사리나물,21.58,파김치,38.0,,,3167.87
2024-09-17(화),사과,29.52,오색송편,0.0,아이스크림 샌드위치,152.0,,,3167.87
2024-09-17(화),,,배추김치,13.68,,,,,3167.87
2024-09-18(수),불고기오믈렛,435.61,흑미밥,356.0,쌀밥,355.0,,,3872.52
2024-09-18(수),치킨브리또,200.0,부대찌개,412.55,돼지찌개,95.26,,,3872.52
2024-09-18(수),무피클,12.72,잡채,159.58,김부각,217.0,,,3872.52
2024-09-18(수),시리얼,175.95,돼지고기육전,188.32,닭순살묵은지찜,598.84,,,3872.52
2024-09-18(수),타코샐러드,66.51,영양약밥,53.2,옥수수콘소시지,159.3,,,3872.52
2024-09-18(수),우유),65.0,배추김치,13.68,깍두기,38.0,,,3872.52
2024-09-18(수),,,,,"아이스크림 콘,완제품",270.0,,,3872.52
2024-09-19(목),쌀밥,355.0,김치말이국수,378.21,쌀밥,355.0,,,2647.11
2024-09-19(목),맑은콩나물국,23.85,깻잎튀김,68.73,닭곰탕,249.2,,,2647.11
2024-09-19(목),모듬햄볶음,191.9,유부닭,146.0,돈육청경채볶음,291.97,,,2647.11
2024-09-19(목),물만두찜,297.07,열무김치,24.0,오이양파무침,29.02,,,2647.11
2024-09-19(목),배추김치,13.68,유산균 발효 음료,68.0,배추김치,13.68,,,2647.11
2024-09-19(목),우유),65.0,,,바나나,76.8,,,2647.11
2024-09-20(금),장조림버터비빔밥,731.93,잡곡밥,366.51,햄마요덮밥,628.06,,,3495.78
2024-09-20(금),순두부국,74.67,쇠고기미역국,42.75,우동국물,17.36,,,3495.78
2024-09-20(금),떡갈비칠리조림,466.27,콘치즈제육볶음,707.49,매콤콩나물무침,38.56,,,3495.78
2024-09-20(금),가공우유,194.0,궁채장아찌,0.0,미니치즈토스트,74.25,,,3495.78
2024-09-01(일),쌀밥,355.0,족발덮밥,681.86,중화비빔밥,592.15,,,2865.65
2024-09-01(일),전주식콩나물국,185.1,두부맑은국,58.51,물만두국,208.37,,,2865.65
2024-09-01(일),비엔나소시지케찹볶음,323.78,볼어묵조림,165.45,계란후라이,45.0,,,2865.65
2024-09-01(일),계란찜,110.44,궁채장아찌,0.0,양파간장절임,23.63,,,2865.65
2024-09-01(일),배추김치,13.68,매실에이드,0.0,열무김치,24.0,,,2865.65
2024-09-01(일),우유),65.0,배추김치,13.68,,,,,2865.65
2024-09-02(월),장조림버터비빔밥,731.93,검은콩밥,625.65,불닭덮밥,749.95,,,3754.54
2024-09-02(월),돼지고기무찌개,69.73,부대찌개,412.55,순두부백탕,60.06,,,3754.54
2024-09-02(월),베이컨야채볶음,276.99,장어순살강정,287.4,모짜소떡핫도그,61.1,,,3754.54
2024-09-02(월),시리얼,175.95,감자매운조림,77.65,가공우유,82.5,,,3754.54
2024-09-02(월),배추김치,13.68,자몽허니블랙티,0.0,무피클,12.72,,,3754.54
2024-09-02(월),우유),65.0,파김치,38.0,배추김치,13.68,,,3754.54
2024-09-03(화),쌀밥,355.0,치킨데리야끼볶음밥,549.7,쌀밥,355.0,,,3810.65
2024-09-03(화),쇠고기무국,62.05,미소된장국,46.71,콩나물김치국,232.0,,,3810.65
2024-09-03(화),난자완스,340.14,멘츠카츠,445.3,돼지불고기,318.17,,,3810.65
2024-09-03(화),밥싸먹는햄,210.0,할라피뇨피클,40.0,치즈볼,387.4,,,3810.65
2024-09-03(화),배추김치,13.68,만다린샐러드,75.23,간장깻잎지,10.09,,,3810.65
2024-09-03(화),유산균 발효유,84.5,배추김치,13.68,파김치,38.0,,,3810.65
2024-09-03(화),,,아이스크림 팩형,234.0,,,,,3810.65
2024-09-04(수),삼계죽,852.15,잡곡밥,366.51,후리가케밥,376.51,,,3752.82
2024-09-04(수),햄에그롤,308.2,쇠고기육개장,137.34,우동국물,17.36,,,3752.82
2024-09-04(수),무말랭이무침,97.02,오징어볶음&소면,333.14,고추마요치킨,778.33,,,3752.82
2024-09-04(수),시리얼,175.95,메추리알장조림,39.35,치킨무,5.0,,,3752.82
2024-09-04(수),배추김치,13.68,연유아이스블루베리,72.0,열대과일큐브,63.6,,,3752.82
2024-09-04(수),우유),65.0,갓김치,38.0,배추김치,13.68,,,3752.82
2024-09-04(수),,,,,"청량음료, 코카콜라음료, 스프라이트제로, 355mL/캔",,,,3752.82
2024-09-05(목),쌀밥,355.0,물냉면,884.38,쌀밥,355.0,,,3248.31
2024-09-05(목),감자양파찌개,88.25,오징어젓무침,65.75,유부장국,40.34,,,3248.31
2024-09-05(목),대패삼겹숙주볶음,243.09,매콤닭무침,288.99,쇠고기야채볶음,283.13,,,3248.31
2024-09-05(목),명엽채고추장조림,0.0,열무김치,24.0,스팸튀김,326.1,,,3248.31
2024-09-05(목),배추김치,13.68,멜론,100.8,파김치,38.0,,,3248.31
2024-09-05(목),우유),65.0,,,바나나,76.8,,,3248.31
2024-09-06(금),쌀밥,355.0,잡곡밥,366.51,쌀밥,355.0,,,4267.88
2024-09-20(금),파김치,38.0,상추겉절이,14.25,배추김치,13.68,,,3495.78
2024-09-20(금),,,파인애플스틱,50.0,,,,,3495.78
2024-09-20(금),,,갓김치,38.0,,,,,3495.78
2024-09-21(토),불고기버거,378.2,청양고추맛소시지,59.3,쌀밥,355.0,,,2012.67
2024-09-21(토),야채샐러드,130.73,베이비슈,72.0,감자수제비국,193.21,,,2012.67
2024-09-21(토),오이피클,70.0,"상온주스, 오뚜기, 오쉐프마시는블랙사파이어, 100mL",55.0,볼어묵파인애플조림,116.56,,,2012.67
2024-09-21(토),시리얼,175.95,,,쇠고기야채볶음,283.13,,,2012.67
2024-09-21(토),우유),65.0,,,배추김치,13.68,,,2012.67
2024-09-21(토),,,,,사인머스켓,44.91,,,2012.67
2024-09-22(일),쌀밥,355.0,쌀밥,355.0,쌀밥,355.0,,,3959.3
2024-09-22(일),두부고추장찌개,93.73,쇠고기육개장,137.34,감자짜글이,153.02,,,3959.3
2024-09-22(일),비엔나소시지야채볶음,343.59,안동찜닭,601.14,돈육마늘간장볶음,745.64,,,3959.3
2024-09-22(일),계란후라이,45.0,양파간장절임,23.63,볼어묵조림,165.45,,,3959.3
2024-09-22(일),배추김치,13.68,자몽에이드,70.0,배추김치,13.68,,,3959.3
2024-09-22(일),매일두유 초콜릿 190ml,250.0,파김치,38.0,바나나맛우유,200.4,,,3959.3
2024-09-23(월),쌀밥,355.0,잡곡밥,366.51,셀프주먹밥,613.06,,,3201.52
2024-09-23(월),전주식콩나물국,185.1,사골곰탕,1.41,우동국물,17.36,,,3201.52
2024-09-23(월),파인애플함박조림,312.04,김치전,245.31,닭강정,645.8,,,3201.52
2024-09-23(월),명엽채고추장조림,0.0,도토리묵무침,58.89,치킨무,5.0,,,3201.52
2024-09-23(월),시리얼,175.95,초코마카롱,0.0,망고샐러드,103.41,,,3201.52
2024-09-23(월),배추김치,13.68,깍두기,38.0,,,,,3201.52
2024-09-23(월),우유),65.0,,,,,,,3201.52
2024-09-24(화),쌀밥,355.0,비프마살라커리,711.8,쌀밥,355.0,,,4146.6
2024-09-24(화),쇠고기미역국,42.75,유부장국,40.34,모듬어묵탕,80.92,,,4146.6
2024-09-24(화),오징어당면볶음,303.54,두부까스,326.3,돈육김치볶음,485.92,,,4146.6
2024-09-24(화),직불떡갈비,253.7,또띠아,48.0,집게맛살튀김,297.9,,,4146.6
2024-09-24(화),깍두기,38.0,키위드레싱샐러드,77.75,파김치,38.0,,,4146.6
2024-09-24(화),농후 발효유,96.0,배추김치,13.68,"아이스크림, 떠먹는형",470.0,,,4146.6
2024-09-24(화),,,탄산음료,112.0,,,,,4146.6
2024-09-25(수),미니시카고피자,0.0,흑미밥,356.0,치킨갈릭마요주먹밥,190.0,,,2149.98
2024-09-25(수),모듬피클,36.8,꽃게탕,50.52,미소된장국,46.71,,,2149.98
2024-09-25(수),구운계란,0.0,대패불고기,283.02,치즈떡볶이,349.28,,,2149.98
2024-09-25(수),큐브참치샐러드,49.83,간장깻잎지,10.09,회오리소세지,316.7,,,2149.98
2024-09-25(수),시리얼,175.95,갓김치,38.0,꼬들단무지,16.4,,,2149.98
2024-09-25(수),우유),65.0,아이스크림 샌드위치,152.0,배추김치,13.68,,,2149.98
2024-09-26(목),쌀밥,355.0,메밀소바,824.09,쌀밥,355.0,,,2839.53
2024-09-26(목),쇠고기무국,62.05,콘치즈돈까스,102.6,돼지찌개,95.26,,,2839.53
2024-09-26(목),견과류멸치볶음,62.09,산고추장아찌,1.2,쇠고기야채볶음,283.13,,,2839.53
2024-09-26(목),돈육청경채볶음,291.97,딸기드레싱샐러드,66.99,생선묵조림,125.06,,,2839.53
2024-09-26(목),배추김치,13.68,배추김치,13.68,연유아이스딸기,72.0,,,2839.53
2024-09-26(목),우유),65.0,대추방울토마토,12.73283,파김치,38.0,,,2839.53
2024-09-27(금),쌀밥,355.0,전주비빔밥,506.17,쌀밥,355.0,,,2991.72
2024-09-27(금),조갯살미역국,24.39,도토리묵냉국,110.7,돼지고기무찌개,69.73,,,2991.72
2024-09-27(금),참치김치볶음,327.08,계란후라이,45.0,순대곱창볶음,395.92,,,2991.72
2024-09-27(금),연두부양념장,67.51,메밀전병,306.38,두부양념장,63.75,,,2991.72
2024-09-27(금),가공우유,282.5,소다맛아이스크림,0.0,배추김치,13.68,,,2991.72
2024-09-27(금),백김치,0.0,열무김치,24.0,사인머스켓,44.91,,,2991.72
2024-09-28(토),모닝빵,301.0,버팔로윙봉,630.24,쌀밥,355.0,,,2873.49
2024-09-28(토),양송이스프,100.65,"상온주스, 오뚜기, 오쉐프마시는샤인머스캣, 100mL",55.0,스팸짜글이,296.09,,,2873.49
2024-09-28(토),단호박샐러드,142.4,,,쇠고기불고기,629.92,,,2873.49
2024-09-28(토),오이피클,70.0,,,매콤콩나물무침,38.56,,,2873.49
2024-09-28(토),시리얼,175.95,,,자두에이드,0.0,,,2873.49
2024-09-28(토),우유),65.0,,,배추김치,13.68,,,2873.49
2024-09-29(일),쌀밥,355.0,쌀밥,355.0,참치마요덮밥,665.66,,,3303.17
2024-09-29(일),전주식콩나물국,185.1,감자양파찌개,88.25,얼큰오징어국,51.54,,,3303.17
2024-09-29(일),콘치즈계란찜,109.65,제육볶음,705.49,비엔나소시지야채볶음,343.59,,,3303.17
2024-09-29(일),매콤닭불구이,298.5,메추리알장조림,39.35,배추김치,13.68,,,3303.17
2024-09-29(일),배추김치,13.68,청사과에이드,0.0,,,,,3303.17
2024-09-29(일),우유),65.0,배추김치,13.68,,,,,3303.17
2024-09-30(월),장조림버터비빔밥,731.93,잡곡밥,366.51,짜장맛후리가케밥,355.0,,,3771.41
2024-09-30(월),돼지고기무찌개,69.73,쇠고기육개장,137.34,우동국물,17.36,,,3771.41
2024-09-30(월),에그랑땡,396.8,고등어필렛튀김,399.92,허니간장누룽지치킨,545.4,,,3771.41
2024-09-30(월),시리얼,175.95,꽃모양떡갈비,183.7,치킨무,5.0,,,3771.41
2024-09-30(월),배추김치,13.68,바나나빵,150.0,야채샐러드,130.73,,,3771.41
2024-09-30(월),우유),65.0,배추김치,13.68,배추김치,13.68,,,3771.41
2024-09-30(월),,,,,갈배사이다 제로 355ml,,,,3771.41
,,,,,,,,,
,,,,,,,,,
2024-09-07(토),우유),65.0,,,배추김치,13.68,,,3087.03
2024-09-07(토),,,,,과일푸딩,126.0,,,3087.03
2024-09-08(일),간장계란밥,420.28,마파두부덮밥,572.46,쌀밥,355.0,,,3289.29
2024-09-08(일),쇠고기미역국,42.75,파송송계란국,69.18,호박된장국,66.36,,,3289.29
2024-09-08(일),진미채볶음,183.97,닭매운양념조림,448.33,돈육야채볶음,333.16,,,3289.29
2024-09-08(일),베이컨야채볶음,276.99,매실에이드,0.0,볼어묵조림,165.45,,,3289.29
2024-09-08(일),배추김치,13.68,배추김치,13.68,갓김치,38.0,,,3289.29
2024-09-08(일),매일두유 초콜릿 190ml,250.0,,,"해태에이치티비,갈아만든배,238ml",40.0,,,3289.29
2024-09-09(월),쌀밥,355.0,잡곡밥,366.51,참치마요구운주먹밥,200.0,,,3701.85
2024-09-09(월),두부고추장찌개,93.73,돼지고기김치찌개,294.56,우동국물,17.36,,,3701.85
2024-09-09(월),감자채볶음,64.5,쇠고기불고기,629.92,누들떡볶이,436.28,,,3701.85
2024-09-09(월),직불떡갈비조림,297.92,고구마맛탕,192.44,치즈스틱,181.6,,,3701.85
2024-09-09(월),시리얼,175.95,에그타르트,175.0,꼬들단무지,16.4,,,3701.85
2024-09-09(월),깍두기,38.0,파김치,38.0,레몬에이드,50.0,,,3701.85
2024-09-09(월),우유),65.0,,,배추김치,13.68,,,3701.85
2024-09-10(화),쌀밥,355.0,흑미밥,356.0,쌀밥,355.0,,,3139.53
2024-09-10(화),쇠고기무국,62.05,버섯된장찌개,93.82,물만두국,208.37,,,3139.53
2024-09-10(화),햄야채볶음,191.94,매콤닭불구이,298.5,닭순살묵은지찜,598.84,,,3139.53
2024-09-10(화),메추리알장조림,39.35,아귀순살콩나물찜,119.53,간장깻잎지,10.09,,,3139.53
2024-09-10(화),배추김치,13.68,배추김치,13.68,배추김치,13.68,,,3139.53
2024-09-10(화),우유),65.0,팥빙수,280.0,,,,,3139.53
2024-09-10(화),,,우유),65.0,,,,,3139.53
2024-09-11(수),함박스테이크버거,466.3,잡곡밥,366.51,후리가케밥,376.51,,,3450.49
2024-09-11(수),베이컨구이,295.3,돼지찌개,95.26,미소된장국,46.71,,,3450.49
2024-09-11(수),계란후라이,45.0,안동찜닭,601.14,밀푀유돈까스,317.59,,,3450.49
2024-09-11(수),야채샐러드,130.73,도라지무침,60.66,단무지무침,22.17,,,3450.49
