날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
2023-06-20,,,짜먹는발효유,38.4kcal,열무김치,0kcal,,,3008.71kcal
2023-06-21,밥,344.85kcal,검은콩밥,347.35kcal,잡곡밥,334.3kcal,,,2783.62kcal
2023-06-21,쇠고기미역국,49.56kcal,유부장국,15.8kcal,흑임자옹심이국,128.09kcal,,,2783.62kcal
2023-06-21,미트볼데리야끼조림,362.15kcal,들깨순볶음,24kcal,새우가스&치폴레소스,326.3kcal,,,2783.62kcal
2023-06-21,오이고추장무침,22.2kcal,쇠고기버섯볶음,349.03kcal,닭매운찜,303.59kcal,,,2783.62kcal
2023-06-21,배추김치,0kcal,오이소박이,14.8kcal,깍두기,0kcal,,,2783.62kcal
2023-06-21,백색우유,122kcal,,,메론,39.6kcal,,,2783.62kcal
2023-06-22,밥,344.85kcal,흑미밥,345.45kcal,야채볶음밥&자장소스,130.59kcal,,,2847.41kcal
2023-06-22,얼큰한오징어국,90.73kcal,두부된장찌개,69.47kcal,팽이버섯된장국,22.88kcal,,,2847.41kcal
2023-06-22,언양식반달불고기,187.55kcal,돼지고기수육,1053.88kcal,매콤폭찹스테이크,105.1kcal,,,2847.41kcal
2023-06-22,계란찜,87.15kcal,양파간장절임,71.22kcal,깍두기,0kcal,,,2847.41kcal
2023-06-22,깍두기,0kcal,모듬쌈,7.43kcal,파인애플주스,95kcal,,,2847.41kcal
2023-06-22,두유,150kcal,배추김치,0kcal,,,,,2847.41kcal
2023-06-22,,,수박,86.112kcal,,,,,2847.41kcal
2023-06-23,밥,344.85kcal,검은콩밥,347.35kcal,밀쌀밥,345.59kcal,,,2601.09kcal
2023-06-23,생선묵김치찌개,15.32kcal,쇠고기육개장,106.98kcal,닭볶음탕,304.89kcal,,,2601.09kcal
2023-06-23,닭순살감자조림,284.89kcal,방어구이&양념장,64.82kcal,잡채,244.14kcal,,,2601.09kcal
2023-06-23,무부추무침,24.27kcal,돈육표고장조림,368.71kcal,아삭이고추된장무침,18.78kcal,,,2601.09kcal
2023-06-23,깍두기,0kcal,배추김치,0kcal,배추김치,0kcal,,,2601.09kcal
2023-06-23,백색우유,122kcal,,,대추방울토마토,8.5kcal,,,2601.09kcal
2023-06-24,주먹밥,440kcal,,,밥,344.85kcal,,,2741.23kcal
2023-06-24,크림치즈베이글,434.6kcal,,,감자계란국,56.13kcal,,,2741.23kcal
2023-06-24,양송이스프,7.4kcal,,,우엉조림,23.69kcal,,,2741.23kcal
2023-06-24,시리얼,218.06kcal,,,수육부추무침,478.72kcal,,,2741.23kcal
2023-06-24,마카로니콘샐러드,170.78kcal,,,총각김치,0kcal,,,2741.23kcal
2023-06-24,바나나,81.6kcal,,,짜먹는발효유,38.4kcal,,,2741.23kcal
2023-06-24,백색우유,122kcal,,,쌀국수,325kcal,,,2741.23kcal
2023-06-25,밥,344.85kcal,밥,344.85kcal,밥,344.85kcal,,,2812.44kcal
2023-06-25,콩나물김치국,20.43kcal,팽이버섯계란국,64.18kcal,느타리버섯배추국,24.94kcal,,,2812.44kcal
2023-06-25,순살안동찜닭,426.55kcal,제육고추장불고기,622.47kcal,쇠고기불고기,278.28kcal,,,2812.44kcal
2023-06-25,오이지무침,7.67kcal,마늘쫑장아찌무침,1.07kcal,양념깻잎지무침,12kcal,,,2812.44kcal
2023-06-25,딸기라떼,198kcal,배추김치,0kcal,파김치,0kcal,,,2812.44kcal
2023-06-25,깍두기,0kcal,망고주스,122.3kcal,,,,,2812.44kcal
2023-06-26,밥,344.85kcal,불닭덮밥,628.43kcal,찹쌀밥,376.85kcal,,,2728.39kcal
2023-06-26,건새우애호박찌개,88.35kcal,미니잔치국수,268.01kcal,근대된장국,16.74kcal,,,2728.39kcal
2023-06-26,멸치비엔나볶음,109.52kcal,스틱단무지,21kcal,조미김,0kcal,,,2728.39kcal
2023-06-26,김자반,110.5kcal,얼갈이배추겉절이,51.95kcal,쇠고기우엉조림,209.94kcal,,,2728.39kcal
2023-06-26,계란말이,78.15kcal,조각케익,200.8kcal,오징어야채무침,101.3kcal,,,2728.39kcal
2023-06-26,배추김치,0kcal,백색우유,122kcal,갓김치,0kcal,,,2728.39kcal
2023-06-27,주먹밥,175kcal,찰보리밥,360.65kcal,흑미밥,345.45kcal,,,3823.72kcal
2023-06-27,브로콜리크림스프,4.37kcal,황태채무국,37.51kcal,치즈부대찌개,437.77kcal,,,3823.72kcal
2023-06-27,크래미양상추샐러드,142.5kcal,베이컨감자채볶음,115.24kcal,돈쭈꾸미볶음,186.12kcal,,,3823.72kcal
2023-06-27,스콘&딸기잼,598.6kcal,마라불고기,551.79kcal,쌈무,7.5kcal,,,3823.72kcal
2023-06-27,시리얼,218.06kcal,츄러스,165.05kcal,열무김치,0kcal,,,3823.72kcal
2023-06-27,백색우유,122kcal,깍두기,0kcal,수박,86.112kcal,,,3823.72kcal
2023-06-27,,,떠먹는형아이스크림,270kcal,,,,,3823.72kcal
2023-06-28,밥,344.85kcal,닭죽,239.91kcal,현미밥,363kcal,,,2985.08kcal
2023-06-28,두부맑은국,37.31kcal,닭장각삼계탕,356.39kcal,사골우거지국,60.67kcal,,,2985.08kcal
2023-06-28,돈육굴소스양배추볶음,334.45kcal,모듬야채&쌈장,9.65kcal,메추리알장조림,321.41kcal,,,2985.08kcal
2023-06-28,무말랭이무침,52.54kcal,핫도그,107.8kcal,베이컨떡말이,448.6kcal,,,2985.08kcal
2023-06-28,배추김치,0kcal,깍두기,0kcal,열무김치,0kcal,,,2985.08kcal
2023-06-28,백색우유,122kcal,카페모카,69kcal,탄산음료,117.5kcal,,,2985.08kcal
2023-06-29,밥,344.85kcal,간짜장면,176.88kcal,제육덮밥,757.2kcal,,,2330.58kcal
2023-06-29,팽이버섯된장국,22.88kcal,짬뽕국물,82.28kcal,호박된장찌개,54.19kcal,,,2330.58kcal
2023-06-29,쇠고기야채볶음,292.42kcal,꿔바로우,199.01kcal,조미김,0kcal,,,2330.58kcal
2023-06-29,햄계란찜,157.9kcal,배추김치&단무지,0kcal,알마늘오징어젓무침,81.37kcal,,,2330.58kcal
2023-06-29,깍두기,0kcal,메론,39.6kcal,총각김치,0kcal,,,2330.58kcal
2023-06-29,,,,,백색우유,122kcal,,,2330.58kcal
2023-06-30,밥,344.85kcal,낙지젓부추비빔밥,395.7kcal,치킨마요덮밥,935.19kcal,,,3872.28kcal
2023-06-30,나가사끼짬뽕찌개,116.28kcal,콩나물무채국,30.06kcal,아욱고추장찌개,84.01kcal,,,3872.28kcal
2023-06-01,밥,344.85kcal,잡곡밥,334.3kcal,찹쌀밥,376.85kcal,,,3096.38kcal
2023-06-01,뼈없는갈비탕,15.75kcal,미역국,7.01kcal,쇠고기감자국,95.06kcal,,,3096.38kcal
2023-06-01,햄슬라이스야채볶음,153.74kcal,LA식돈갈비찜,275.19kcal,마파두부,251.55kcal,,,3096.38kcal
2023-06-01,김자반,110.5kcal,비빔막국수,199.81kcal,고구마맛탕,432.88kcal,,,3096.38kcal
2023-06-01,오징어젓무침,60.89kcal,컵케익,270kcal,깍두기,0kcal,,,3096.38kcal
2023-06-01,깍두기,0kcal,배추김치,0kcal,사과주스,46kcal,,,3096.38kcal
2023-06-01,백색우유,122kcal,,,,,,,3096.38kcal
2023-06-02,밥,344.85kcal,젓가락떡국,285.29kcal,수제자장밥,474.85kcal,,,3158.76kcal
2023-06-02,건새우아욱된장국,22.78kcal,현미밥,363kcal,계란파국,72.72kcal,,,3158.76kcal
2023-06-02,돈육김치두루치기,244.62kcal,쇠고기육전,350.95kcal,매콤깐풍기,363.59kcal,,,3158.76kcal
2023-06-02,연두부양념장,81.14kcal,명태초무침,116.97kcal,단무지,0kcal,,,3158.76kcal
2023-06-02,깍두기,0kcal,딸기라떼,198kcal,메론,39.6kcal,,,3158.76kcal
2023-06-02,바나나맛우유,200.4kcal,갓김치,0kcal,,,,,3158.76kcal
2023-06-03,주먹밥,515kcal,,,밥,344.85kcal,,,2423.98kcal
2023-06-03,소시지구이,88.9kcal,,,감자호박국,38.85kcal,,,2423.98kcal
2023-06-03,팬케이크,322.56kcal,,,쇠고기버섯볶음,349.03kcal,,,2423.98kcal
2023-06-03,시리얼,218.06kcal,,,콩나물무침,24.73kcal,,,2423.98kcal
2023-06-03,크래미양상추샐러드,142.5kcal,,,배추김치,0kcal,,,2423.98kcal
2023-06-03,대추방울토마토,8.5kcal,,,건빵,249kcal,,,2423.98kcal
2023-06-03,백색우유,122kcal,,,,,,,2423.98kcal
2023-06-04,햄야채볶음밥,623.11kcal,밥,344.85kcal,밥,344.85kcal,,,2873.99kcal
2023-06-04,감자옹심이국,96.31kcal,미소된장국,23.29kcal,만두전골,407.63kcal,,,2873.99kcal
2023-06-04,열대과일샐러드,19.06kcal,돈육청경채볶음,373.79kcal,닭간장소스찜,294.47kcal,,,2873.99kcal
2023-06-04,깍두기,0kcal,감자조림,48.1kcal,미나리무생채,21.53kcal,,,2873.99kcal
2023-06-04,백색우유,122kcal,총각김치,0kcal,배추김치,0kcal,,,2873.99kcal
2023-06-04,,,복숭아주스,155kcal,맛밤,,,,2873.99kcal
2023-06-05,버터간장계란밥,826.8kcal,검은콩밥,347.35kcal,찰보리밥,360.65kcal,,,3970.68kcal
2023-06-05,순두부김치찌개,50.32kcal,등뼈감자탕,661kcal,아욱고추장찌개,84.01kcal,,,3970.68kcal
2023-06-05,비엔나볶음&케찹,408.05kcal,조기구이,111.17kcal,돈육미나리볶음,366.36kcal,,,3970.68kcal
2023-06-05,낙지젓무침,59.82kcal,청포묵김가루무침,39.79kcal,베이컨떡말이,448.6kcal,,,3970.68kcal
2023-06-05,배추김치,0kcal,갓김치,0kcal,깍두기,0kcal,,,3970.68kcal
2023-06-05,두유,150kcal,마시는발효유,56kcal,과일바,0.76kcal,,,3970.68kcal
2023-06-06,밥,344.85kcal,참치마요덮밥,543.78kcal,밥,344.85kcal,,,3169.85kcal
2023-06-06,근대콩나물조개국,26.05kcal,닭개장,0.84kcal,꼬치어묵탕,193.81kcal,,,3169.85kcal
2023-06-06,제육간장불고기,694.64kcal,무말랭이무침,52.54kcal,국물떡볶이,313.6kcal,,,3169.85kcal
2023-06-06,감자매운조림,64.19kcal,핫바,156.1kcal,훈제닭다리,273.6kcal,,,3169.85kcal
2023-06-06,깍두기,0kcal,열무김치,0kcal,요구르트,39kcal,,,3169.85kcal
2023-06-06,백색우유,122kcal,,,배추김치,0kcal,,,3169.85kcal
2023-06-07,밥,344.85kcal,찹쌀밥,376.85kcal,잡곡밥,334.3kcal,,,3843.12kcal
2023-06-07,쇠고기미역국,49.56kcal,느타리버섯배추국,24.94kcal,순두부찌개,114.62kcal,,,3843.12kcal
2023-06-07,호박볶음,52.25kcal,안동찜닭,346.19kcal,파인애플돼지갈비찜,1354.65kcal,,,3843.12kcal
2023-06-07,갈릭미트볼조림,51.15kcal,비빔만두,169.45kcal,간장깻잎지,0kcal,,,3843.12kcal
2023-06-07,배추김치,0kcal,깍두기,0kcal,오이소박이,14.8kcal,,,3843.12kcal
2023-06-07,백색우유,122kcal,청포도주스,84.51kcal,컵라면,365kcal,,,3843.12kcal
2023-06-07,,,,,참외,38kcal,,,3843.12kcal
2023-06-08,밥,344.85kcal,차돌쌀국수,709.27kcal,순대국밥,738.28kcal,,,3040.45kcal
2023-06-08,감자된장국,32.62kcal,나시고랭볶음밥,262.5kcal,동그랑땡부침,155.45kcal,,,3040.45kcal
2023-06-08,생선묵꽈리고추볶음,125.38kcal,새우짜조롤,300.1kcal,아삭이고추된장무침,18.78kcal,,,3040.45kcal
2023-06-08,베이컨구이,160kcal,양파간장절임,71.22kcal,깍두기,0kcal,,,3040.45kcal
2023-06-08,배추김치,0kcal,배추김치,0kcal,에이드,,,,3040.45kcal
2023-06-08,백색우유,122kcal,,,,,,,3040.45kcal
2023-06-09,밥,344.85kcal,군모닝,516.65kcal,현미밥,363kcal,,,2592.57kcal
2023-06-09,나가사끼짬뽕찌개,116.28kcal,돈토마호크구이,414.18kcal,돼지고기김치찌개,80.55kcal,,,2592.57kcal
2023-06-09,조미김,0kcal,오미자모듬피클,0kcal,눈꽃치즈로제돈가스,236.45kcal,,,2592.57kcal
2023-06-09,메추리알장조림,321.41kcal,옥수수스프,13.45kcal,브로콜리깨소금무침,16.48kcal,,,2592.57kcal
2023-06-09,오이지무침,7.67kcal,백색우유,122kcal,갓김치,0kcal,,,2592.57kcal
2023-06-09,배추김치,0kcal,,,메론,39.6kcal,,,2592.57kcal
2023-06-10,달콤햄치즈샌드위치,225kcal,,,쌀국수,325kcal,,,1461.82kcal
2023-06-10,소시지구이,277.9kcal,,,,,,,1461.82kcal
2023-06-10,양송이스프,7.4kcal,,,,,,,1461.82kcal
2023-06-10,새우파스타샐러드,286.46kcal,,,,,,,1461.82kcal
2023-06-10,시리얼,218.06kcal,,,,,,,1461.82kcal
2023-06-10,백색우유,122kcal,,,,,,,1461.82kcal
2023-06-11,밥,344.85kcal,돈육김치덮밥,554.14kcal,밥,344.85kcal,,,2980.49kcal
2023-06-11,순두부오징어국,84.25kcal,팽이버섯된장국,22.88kcal,부대찌개,287.38kcal,,,2980.49kcal
2023-06-11,함박스테이크/소스,311.99kcal,꽃맛살샐러드,309.37kcal,청양풍닭볶음,323.13kcal,,,2980.49kcal
2023-06-11,감자샐러드,0kcal,깍두기,0kcal,계란찜,87.15kcal,,,2980.49kcal
2023-06-11,깍두기,0kcal,감귤주스,180kcal,총각김치,0kcal,,,2980.49kcal
2023-06-11,대추방울토마토,8.5kcal,,,백색우유,122kcal,,,2980.49kcal
2023-06-12,밥,344.85kcal,콩나물밥,416.91kcal,흑미밥,345.45kcal,,,3733.16kcal
2023-06-12,계란조갯살찌개,72.66kcal,도토리수제비,148.29kcal,두부된장찌개,69.47kcal,,,3733.16kcal
2023-06-12,돼지고기가지볶음,307.13kcal,닭갈비,337.79kcal,베이컨감자전,365.95kcal,,,3733.16kcal
2023-06-12,애호박나물,38.1kcal,삼치순살조림,109.25kcal,등갈비찜,866.66kcal,,,3733.16kcal
2023-06-12,배추김치,0kcal,파김치,23.6kcal,츄러스,165.05kcal,,,3733.16kcal
2023-06-12,백색우유,122kcal,,,깍두기,0kcal,,,3733.16kcal
2023-06-13,밥,344.85kcal,아란치니,277.8kcal,수제카레밥,403.85kcal,,,4041.33kcal
2023-06-13,순두부김치찌개,50.32kcal,새우크림스파게티,1142.01kcal,계란파국,72.72kcal,,,4041.33kcal
2023-06-13,돈육표고장조림,368.71kcal,햄&치즈크로와상,653.75kcal,스틱단무지,21kcal,,,4041.33kcal
2023-06-13,양념깻잎지무침,12kcal,모듬피클,74.2kcal,불고기브리또,347.82kcal,,,4041.33kcal
2023-06-13,깍두기,0kcal,이온음료,58.8kcal,배추김치,0kcal,,,4041.33kcal
2023-06-13,떠먹는 발효유,96kcal,,,탄산음료,117.5kcal,,,4041.33kcal
2023-06-14,밥,344.85kcal,찰보리밥,360.65kcal,밀쌀밥,345.59kcal,,,2503.17kcal
2023-06-14,쇠고기무국,52.67kcal,감자호박국,38.85kcal,돼지고기애호박찌개,94.9kcal,,,2503.17kcal
2023-06-14,볼어묵볶음,30.21kcal,마늘후레이크닭강정,407.75kcal,멸치비엔나볶음,109.52kcal,,,2503.17kcal
2023-06-14,알마늘오징어젓무침,81.37kcal,코다리순살꽈리고추조림,84.76kcal,새송이버섯장조림,138.05kcal,,,2503.17kcal
2023-06-14,열무김치,0kcal,갓김치,0kcal,배추김치,0kcal,,,2503.17kcal
2023-06-14,백색우유,122kcal,배주스,40kcal,샌드형아이스크림,252kcal,,,2503.17kcal
2023-06-15,밥,344.85kcal,새우튀김덮밥,589.07kcal,현미밥,363kcal,,,4168.70kcal
2023-06-15,콩나물무채국,30.06kcal,매운양념꼬치어묵,175.6kcal,뼈없는감자탕,322.88kcal,,,4168.70kcal
2023-06-15,부추표고버섯볶음,31.96kcal,훈제연어샐러드,14.29kcal,우엉잡채,168.28kcal,,,4168.70kcal
2023-06-15,쇠고기마파두부,149.69kcal,자몽에이드,1920.48kcal,오이양파무침,20.54kcal,,,4168.70kcal
2023-07-17,오이양파무침,24.59kcal,리코타치즈샐러드,72.13kcal,총각김치,16.4kcal,,,2855.88kcal
2023-07-17,가공우유,97kcal,자몽에이드,32kcal,멜론,39.6kcal,,,2855.88kcal
2023-07-17,배추김치,32kcal,,,,,,,2855.88kcal
2023-07-18,장국죽,155.94kcal,메밀소바,787.26kcal,간짜장밥,482.05kcal,,,3659.94kcal
2023-07-18,고기야채말이,644.67kcal,김치만두찜,168.1kcal,짬뽕국물,92.08kcal,,,3659.94kcal
2023-07-18,시리얼,218.06kcal,명태초무침,121.02kcal,칠리새우,473.19kcal,,,3659.94kcal
2023-07-18,배추김치,32kcal,과일맛젤리,225kcal,짜사이무침,60.07kcal,,,3659.94kcal
2023-07-18,대추방울토마토,8.5kcal,열무김치,30kcal,"해태에이치티비,갈아만든배,238ml",40kcal,,,3659.94kcal
2023-07-18,우유),122kcal,,,,,,,3659.94kcal
2023-07-19,밥,285kcal,검은콩밥,290.65kcal,셀프주먹밥,348.6kcal,,,3070.06kcal
2023-07-19,황태채무국,37.51kcal,맑은배추국,18.54kcal,유부장국,18.8kcal,,,3070.06kcal
2023-07-19,새송이버섯햄볶음,88.92kcal,버섯&삼겹살구이,809.2kcal,바베큐폭립,520.61kcal,,,3070.06kcal
2023-07-19,쇠고기우엉조림,225.76kcal,모듬쌈,11.26kcal,푸실리샐러드,264.3kcal,,,3070.06kcal
2023-07-19,배추김치,32kcal,총각김치,16.4kcal,총각김치,16.4kcal,,,3070.06kcal
2023-07-19,,,,,수박,86.112kcal,,,3070.06kcal
2023-07-20,밥,285kcal,도토리묵김치말이국수,449.36kcal,트리플어니언버거,967.82kcal,,,3662.22kcal
2023-07-20,순두부국,150.19kcal,훈제삼겹통마늘볶음,560.15kcal,해시브라운,44.67kcal,,,3662.22kcal
2023-07-20,돈육청경채볶음,390.71kcal,핫바,97.1kcal,마카로니콘샐러드,170.78kcal,,,3662.22kcal
2023-07-20,미나리무생채,25.58kcal,총각김치,16.4kcal,시리얼,218.06kcal,,,3662.22kcal
2023-07-20,배추김치,32kcal,블루베리,20.4kcal,탄산음료,112kcal,,,3662.22kcal
2023-07-20,,,,,우유),122kcal,,,3662.22kcal
2023-07-21,밥,285kcal,찹쌀밥,317kcal,김밥주먹밥,315.67kcal,,,2992.35kcal
2023-07-21,쇠고기무국,52.67kcal,팽이버섯된장국,22.88kcal,생선묵국,102.8kcal,,,2992.35kcal
2023-07-21,닭간장소스찜,298.52kcal,낙차새볶음,235.5kcal,국물떡볶이,313.6kcal,,,2992.35kcal
2023-07-21,오이부추무침,20.71kcal,데친콩나물,26.7kcal,모듬튀김,606.9kcal,,,2992.35kcal
2023-07-21,가공우유,190kcal,생김구이,0kcal,쥬시쿨,156kcal,,,2992.35kcal
2023-07-21,깍두기,0kcal,총각김치,16.4kcal,배추김치,32kcal,,,2992.35kcal
2023-07-22,주먹밥,0kcal,,,밥,285kcal,,,1745.15kcal
2023-07-22,햄치즈에그샌드위치,435.91kcal,,,감자계란국,56.13kcal,,,1745.15kcal
2023-07-22,시리얼,218.06kcal,,,돈육새송이야채볶음,405.81kcal,,,1745.15kcal
2023-07-22,모듬피클,74.2kcal,,,배추쌈,16.21kcal,,,1745.15kcal
2023-07-22,아보카도샐러드,50.23kcal,,,깍두기,0kcal,,,1745.15kcal
2023-07-22,우유),122kcal,,,에이드,,,,1745.15kcal
2023-07-22,바나나,81.6kcal,,,,,,,1745.15kcal
2023-07-23,밥,285kcal,밥,285kcal,밥,285kcal,,,2840.55kcal
2023-07-23,차돌육개장,150kcal,버섯두부탕,61.97kcal,청양계란국,78.23kcal,,,2840.55kcal
2023-07-23,계란말이,78.15kcal,닭갈비,339.25kcal,대패삼겹살굴소스볶음,574.97kcal,,,2840.55kcal
2023-07-23,락교오징어젓무침,75.69kcal,감자조림,48.1kcal,무말랭이무침,57.19kcal,,,2840.55kcal
2023-07-23,깍두기,0kcal,배추김치,32kcal,배추김치,32kcal,,,2840.55kcal
2023-07-23,대추방울토마토,8.5kcal,이온음료,0kcal,라면,365kcal,,,2840.55kcal
2023-07-23,,,,,유산균 발효유,84.5kcal,,,2840.55kcal
2023-07-24,통새우볶음밥,973.6kcal,잡곡밥,283.9kcal,얼큰만둣국,329.05kcal,,,3973.73kcal
2023-07-24,팽이버섯계란국,64.18kcal,등뼈감자탕,660.05kcal,현미밥,303.15kcal,,,3973.73kcal
2023-07-24,팬케이크,322.56kcal,삼치구이&깐풍소스,102.25kcal,안동찜닭,349.9kcal,,,3973.73kcal
2023-07-24,시리얼,218.06kcal,부추겉절이,25.65kcal,쥐포조림,54.23kcal,,,3973.73kcal
2023-07-24,우유),122kcal,오렌지,64.24kcal,깍두기,0kcal,,,3973.73kcal
2023-07-24,,,총각김치,16.4kcal,"코카콜라음료,미닛메이도포도,180ml",84.51kcal,,,3973.73kcal
2023-07-25,버터계란비빔밥,771.4kcal,크림감자뇨끼,782.83kcal,찰보리밥,300.8kcal,,,3405.58kcal
2023-07-25,배추된장국,12.01kcal,피자,0kcal,도토리수제비,146.39kcal,,,3405.58kcal
2023-07-25,쇠고기장조림,344.83kcal,코슬로우,133kcal,청양크림돈가스,619.01kcal,,,3405.58kcal
2023-07-25,양념깻잎지무침,12kcal,할라피뇨,0kcal,쫄면야채무침,107.31kcal,,,3405.58kcal
2023-07-25,깍두기,0kcal,제로콜라,0kcal,백김치,0kcal,,,3405.58kcal
2023-07-25,매일두유 초콜릿 190ml,150kcal,,,자두,26kcal,,,3405.58kcal
2023-07-26,밥,285kcal,야채볶음밥&자장소스,657.7kcal,잡곡밥,283.9kcal,,,2869.72kcal
2023-07-26,건새우애호박찌개,88.35kcal,미소된장국,23.29kcal,순두부찌개,122.72kcal,,,2869.72kcal
2023-07-26,돈육굴소스양배추볶음,393.22kcal,돈토마호크구이,365.87kcal,오리훈제배추찜,325.76kcal,,,2869.72kcal
2023-07-26,연두부양념장,85.19kcal,만다린샐러드,37.08kcal,깻잎&쌈무,8.1kcal,,,2869.72kcal
2023-07-26,깍두기,0kcal,열무김치,30kcal,수박과일화채,41.54kcal,,,2869.72kcal
2023-07-26,우유),122kcal,,,파김치,0kcal,,,2869.72kcal
2023-07-27,밥,285kcal,고기국수,459.65kcal,잡곡밥,283.9kcal,,,2860.42kcal
2023-07-27,쇠고기무국,52.67kcal,보리밥&고추장,183.7kcal,두부고추장찌개,98.59kcal,,,2860.42kcal
2023-07-27,멸치비엔나볶음,304.62kcal,국수양념장,12.38kcal,언양식반달불고기,294.72kcal,,,2860.42kcal
2023-07-27,조미김,0kcal,찰옥수수,165.56kcal,회오리감자,279.66kcal,,,2860.42kcal
2023-07-27,오이지무침,8.4kcal,미나리문어초무침,93.01kcal,파채콩나물무침,34.56kcal,,,2860.42kcal
2023-07-27,배추김치,32kcal,열무김치,30kcal,총각김치,0kcal,,,2860.42kcal
2023-07-27,우유),122kcal,,,"주스,카프리썬오렌지망고",120kcal,,,2860.42kcal
2023-07-28,밥,285kcal,흑미밥,288.75kcal,현미밥,303.15kcal,,,3098.64kcal
2023-07-28,돼지고기감자찌개,122.83kcal,도토리묵냉국,83.73kcal,강된장찌개,75.35kcal,,,3098.64kcal
2023-07-28,볼어묵볶음,135.06kcal,치즈불닭,550.96kcal,파인애플함박스테이크,364.05kcal,,,3098.64kcal
2023-07-28,쇠고기야채볶음,290.12kcal,두부면샐러드,38.17kcal,골뱅이무침,169.03kcal,,,3098.64kcal
2023-07-28,가공우유,190kcal,총각김치,0kcal,깍두기,0kcal,,,3098.64kcal
2023-07-28,배추김치,32kcal,"매일유업,썬업파인애플,200ml",95kcal,복숭아,75.44kcal,,,3098.64kcal
2023-07-29,군모닝,385.85kcal,,,밥,285kcal,,,2471.38kcal
2023-07-29,베이컨구이,160kcal,,,팽이버섯된장국,22.88kcal,,,2471.38kcal
2023-07-29,쇠고기크림스프,39.01kcal,,,오징어제육볶음,394.02kcal,,,2471.38kcal
2023-07-29,시리얼,218.06kcal,,,감자조림,48.1kcal,,,2471.38kcal
2023-07-29,새우파스타샐러드,233.06kcal,,,열무김치,30kcal,,,2471.38kcal
