날짜,breakfast,breakfast_embedding,lunch,lunch_embedding,dinner,dinner_embedding,breakfast_count,lunch_count,dinner_count
2021-02-11,감자양파찌개,"[14.04, 1.86, 2.04, [1, 0, 0, 0, 0]]",콩나물김치국,"[1.79, 1.82, 1.92, [1, 0, 0, 0, 0]]",닭볶음탕,"[9.4, 9.5, 25.72, [1, 0, 0, 0, 0]]",9.0,7.0,22.0
2021-02-12,,"[0, 0, 0, [0, 0, 0, 0, 1]]",배,"[15.46, 0.12, 0.38, [1, 0, 0, 0, 0]]",감귤 주스,"[25.79, 0.5, 1.74, [1, 0, 0, 0, 0]]",18.0,2.0,3.0
2021-02-13,쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",한우갈비탕,"[0.0, 4.5, 12.0, [1, 0, 0, 0, 0]]",순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",76.0,3.0,73.0
2021-02-14,조갯살미역국,"[0, 0, 0, [0, 0, 0, 0, 1]]",호박된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",두부맑은국,"[0, 0, 0, [0, 0, 0, 0, 1]]",53.0,48.0,2.0
2021-02-15,사골곰탕,"[0.0, 2.4, 3.0, [1, 0, 0, 0, 0]]",버섯쇠고기찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",짬뽕찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",32.0,4.0,56.0
2021-02-16,두부고추장찌개,"[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]",쇠고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",11.0,32.0,87.0
2021-02-17,콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",감자탕,"[10.01, 5.58, 14.74, [1, 0, 0, 0, 0]]",계란국,"[0.97, 1.08, 1.58, [1, 0, 0, 0, 0]]",21.0,20.0,10.0
2021-02-18,불고기버거,"[50.0, 22.0, 20.0, [1, 0, 0, 0, 0]]",버섯된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",27.0,5.0,16.0
2021-02-19,계란국,"[0.97, 1.08, 1.58, [1, 0, 0, 0, 0]]",감자수제비국,"[66.44, 6.59, 15.81, [1, 0, 0, 0, 0]]",생선묵국,"[0, 0, 0, [0, 0, 0, 0, 1]]",2.0,12.0,9.0
2021-02-20,핫도그빵,"[24.74, 2.16, 4.75, [1, 0, 0, 0, 0]]",된장국,"[9.93, 1.85, 5.55, [1, 0, 0, 0, 0]]",콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",29.0,8.0,42.0
2021-02-21,닭죽,"[5.52, 12.18, 27.21, [1, 0, 0, 0, 0]]",콩나물김치국,"[1.79, 1.82, 1.92, [1, 0, 0, 0, 0]]",굴맑은짬뽕,"[0, 0, 0, [0, 0, 0, 0, 1]]",26.0,7.0,1.0
2021-02-22,감자양파찌개,"[14.04, 1.86, 2.04, [1, 0, 0, 0, 0]]",쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",계란국,"[0.97, 1.08, 1.58, [1, 0, 0, 0, 0]]",9.0,33.0,10.0
2021-02-23,쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",꼬꼬떡국,"[0, 0, 0, [0, 0, 0, 0, 1]]",버섯쇠고기찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",76.0,2.0,4.0
2021-02-24,생선묵국,"[0, 0, 0, [0, 0, 0, 0, 1]]",닭고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",호박된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",16.0,20.0,48.0
2021-02-25,햄치즈버거,"[42.0, 17.0, 18.0, [1, 0, 0, 0, 0]]",홍합탕,"[11.91, 7.58, 22.81, [1, 0, 0, 0, 0]]",김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",40.0,16.0,87.0
2021-02-26,감자조림,"[6.66, 1.68, 0.79, [1, 0, 0, 0, 0]]",달래된장국,"[0, 0, 0, [0, 0, 0, 0, 1]]",순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",1.0,1.0,73.0
2021-02-27,돼지고기김치볶음,"[2.86, 9.51, 8.69, [1, 0, 0, 0, 0]]",까르보나라떡볶이,"[104.0, 10.0, 9.0, [1, 0, 0, 0, 0]]",감자샐러드,"[18.0, 8.0, 2.0, [1, 0, 0, 0, 0]]",3.0,1.0,1.0
2021-02-28,쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",닭곰탕,"[1.87, 4.75, 18.72, [1, 0, 0, 0, 0]]",된장국,"[9.93, 1.85, 5.55, [1, 0, 0, 0, 0]]",114.0,20.0,21.0
2021-03-01,쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",명태무찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",버섯된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",76.0,2.0,7.0
2021-03-02,꼬리곰탕,"[7.0, 13.0, 32.0, [1, 0, 0, 0, 0]]",북어채국,"[3.28, 4.9, 12.81, [1, 0, 0, 0, 0]]",계란국,"[0.97, 1.08, 1.58, [1, 0, 0, 0, 0]]",21.0,11.0,10.0
2021-03-03,콩나물김치국,"[1.79, 1.82, 1.92, [1, 0, 0, 0, 0]]",감자탕,"[10.01, 5.58, 14.74, [1, 0, 0, 0, 0]]",된장국,"[9.93, 1.85, 5.55, [1, 0, 0, 0, 0]]",31.0,20.0,21.0
2021-03-04,,"[0, 0, 0, [0, 0, 0, 0, 1]]",냉이국,"[10.53, 1.3, 3.68, [1, 0, 0, 0, 0]]",순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",18.0,2.0,73.0
2021-03-05,쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",쇠고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",114.0,32.0,87.0
2021-03-06,콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",버섯쇠고기찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",시금치된장국,"[17.48, 2.8, 7.91, [1, 0, 0, 0, 0]]",21.0,4.0,15.0
2021-03-07,닭고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",계란국,"[0.97, 1.08, 1.58, [1, 0, 0, 0, 0]]",감자양파찌개,"[14.04, 1.86, 2.04, [1, 0, 0, 0, 0]]",9.0,4.0,9.0
2021-03-08,쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",북어채국,"[3.28, 4.9, 12.81, [1, 0, 0, 0, 0]]",김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",76.0,11.0,87.0
2021-03-09,두부고추장찌개,"[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]",새우버거,"[46.0, 26.0, 15.0, [1, 0, 0, 0, 0]]",배추된장국,"[8.64, 2.01, 3.8, [1, 0, 0, 0, 0]]",11.0,3.0,46.0
2021-03-10,깍두기,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]",비빔당면,"[75.92, 9.34, 17.37, [1, 0, 0, 0, 0]]",8.0,20.0,1.0
2021-03-11,떡만둣국,"[68.42, 11.05, 15.0, [1, 0, 0, 0, 0]]",굴맑은짬뽕,"[0, 0, 0, [0, 0, 0, 0, 1]]",햄소시지찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",26.0,1.0,58.0
2021-03-12,감자채볶음,"[15.24, 6.03, 1.63, [1, 0, 0, 0, 0]]",북어채국,"[3.28, 4.9, 12.81, [1, 0, 0, 0, 0]]",감자양파찌개,"[14.04, 1.86, 2.04, [1, 0, 0, 0, 0]]",1.0,11.0,9.0
2021-03-13,핫도그빵,"[24.74, 2.16, 4.75, [1, 0, 0, 0, 0]]",닭곰탕,"[1.87, 4.75, 18.72, [1, 0, 0, 0, 0]]",순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",29.0,20.0,73.0
2021-03-14,콩나물매운무침,"[5.99, 1.13, 2.31, [1, 0, 0, 0, 0]]",우유 살균형,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]",양배추쌈,"[5.58, 0.12, 1.44, [1, 0, 0, 0, 0]]",1.0,1.0,1.0
2021-03-15,사골곰탕,"[0.0, 2.4, 3.0, [1, 0, 0, 0, 0]]",닭고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",계란국,"[0.97, 1.08, 1.58, [1, 0, 0, 0, 0]]",32.0,20.0,10.0
2021-03-16,오징어국,"[12.11, 3.33, 35.99, [1, 0, 0, 0, 0]]",생선묵국,"[0, 0, 0, [0, 0, 0, 0, 1]]",순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",4.0,11.0,73.0
2021-03-17,깍두기,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]",우유),"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]",8.0,4.0,12.0
2021-03-18,불고기버거,"[50.0, 22.0, 20.0, [1, 0, 0, 0, 0]]",생우동,"[67.0, 3.1, 9.0, [1, 0, 0, 0, 0]]",버섯쇠고기찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",27.0,17.0,4.0
2021-03-19,생선묵국,"[0, 0, 0, [0, 0, 0, 0, 1]]",감자수제비국,"[66.44, 6.59, 15.81, [1, 0, 0, 0, 0]]",두부고추장찌개,"[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]",16.0,12.0,4.0
2021-03-20,닭죽,"[5.52, 12.18, 27.21, [1, 0, 0, 0, 0]]",된장국,"[9.93, 1.85, 5.55, [1, 0, 0, 0, 0]]",김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",26.0,8.0,87.0
2021-03-21,감자양파찌개,"[14.04, 1.86, 2.04, [1, 0, 0, 0, 0]]",햄소시지찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",짬뽕찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",9.0,20.0,56.0
2021-03-22,버섯된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",1.0,33.0,87.0
2021-03-23,햄치즈버거,"[42.0, 17.0, 18.0, [1, 0, 0, 0, 0]]",버섯쇠고기찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",40.0,4.0,73.0
2021-03-24,생선묵국,"[0, 0, 0, [0, 0, 0, 0, 1]]",꼬꼬떡국,"[0, 0, 0, [0, 0, 0, 0, 1]]",콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",16.0,2.0,42.0
2021-03-25,두부고추장찌개,"[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]",전복삼계탕,"[24.0, 23.0, 69.0, [1, 0, 0, 0, 0]]",김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",11.0,2.0,87.0
2021-03-26,쇠고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",조갯살미역국,"[0, 0, 0, [0, 0, 0, 0, 1]]",콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",12.0,1.0,42.0
2021-03-27,,"[0, 0, 0, [0, 0, 0, 0, 1]]",시금치무침,"[8.39, 3.14, 3.78, [1, 0, 0, 0, 0]]",계란후라이,"[0.43, 6.76, 6.24, [1, 0, 0, 0, 0]]",18.0,1.0,1.0
2021-03-28,떡만둣국,"[68.42, 11.05, 15.0, [1, 0, 0, 0, 0]]",콩나물김치국,"[1.79, 1.82, 1.92, [1, 0, 0, 0, 0]]",호박된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",26.0,7.0,48.0
2021-03-29,생선묵국,"[0, 0, 0, [0, 0, 0, 0, 1]]",홍합탕,"[11.91, 7.58, 22.81, [1, 0, 0, 0, 0]]",된장국,"[9.93, 1.85, 5.55, [1, 0, 0, 0, 0]]",16.0,16.0,21.0
2021-03-30,쇠고기감자국,"[7.0, 2.4, 13.0, [1, 0, 0, 0, 0]]",스파게티,"[42.95, 1.29, 8.06, [1, 0, 0, 0, 0]]",닭고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",27.0,20.0,32.0
2021-03-31,쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",오징어튀김,"[6.44, 2.12, 5.8, [1, 0, 0, 0, 0]]",콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",114.0,2.0,42.0
2021-04-01,쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",감자탕,"[10.01, 5.58, 14.74, [1, 0, 0, 0, 0]]",김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",76.0,20.0,87.0
2021-04-02,쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",감자수제비국,"[66.44, 6.59, 15.81, [1, 0, 0, 0, 0]]",배추된장국,"[8.64, 2.01, 3.8, [1, 0, 0, 0, 0]]",114.0,12.0,46.0
2021-04-03,핫도그빵,"[24.74, 2.16, 4.75, [1, 0, 0, 0, 0]]",콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",29.0,38.0,73.0
2021-04-04,감자양파찌개,"[14.04, 1.86, 2.04, [1, 0, 0, 0, 0]]",두부맑은국,"[0, 0, 0, [0, 0, 0, 0, 1]]",짬뽕찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",9.0,3.0,56.0
2021-04-05,새송이버섯야채볶음,"[0, 0, 0, [0, 0, 0, 0, 1]]",광어매운탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",된장국,"[9.93, 1.85, 5.55, [1, 0, 0, 0, 0]]",1.0,15.0,21.0
2021-04-06,두부고추장찌개,"[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]",건새우아욱된장국,"[0, 0, 0, [0, 0, 0, 0, 1]]",콩나물김치국,"[1.79, 1.82, 1.92, [1, 0, 0, 0, 0]]",11.0,18.0,30.0
2021-04-07,버섯쇠고기찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",북어채국,"[3.28, 4.9, 12.81, [1, 0, 0, 0, 0]]",김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",6.0,11.0,87.0
2021-04-08,햄치즈버거,"[42.0, 17.0, 18.0, [1, 0, 0, 0, 0]]",명태매운탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",오징어국,"[12.11, 3.33, 35.99, [1, 0, 0, 0, 0]]",40.0,8.0,1.0
2021-04-09,쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",114.0,8.0,73.0
2021-04-10,떡만둣국,"[68.42, 11.05, 15.0, [1, 0, 0, 0, 0]]",된장국,"[9.93, 1.85, 5.55, [1, 0, 0, 0, 0]]",두부맑은국,"[0, 0, 0, [0, 0, 0, 0, 1]]",26.0,8.0,2.0
2021-04-11,생선묵볶음,"[0, 0, 0, [0, 0, 0, 0, 1]]",단무지무침,"[3.3, 1.28, 0.72, [1, 0, 0, 0, 0]]",고등어순살조림,"[6.19, 12.55, 19.0, [1, 0, 0, 0, 0]]",2.0,1.0,1.0
2021-04-12,꼬리곰탕,"[7.0, 13.0, 32.0, [1, 0, 0, 0, 0]]",짬뽕찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",버섯된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",21.0,38.0,7.0
