날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
2023-07-14,"웅진식품,가야농장 제주감귤,340ml",44kcal,,,,,,,2600.94kcal
2023-07-14,"생수(500ML,후식)",0kcal,,,,,,,2600.94kcal
2023-07-14,액상요구르트,65kcal,,,,,,,2600.94kcal
2023-07-15,모닝빵&크로와상(01)(02)(05)(06),318.88kcal,스팸마요덮밥(01)(05),399.13kcal,밥,300kcal,,,2694.42kcal
2023-07-15,스크램블에그(01),145.71kcal,파인애플샐러드(13)(15),282.84kcal,닭곰탕(15),284.99kcal,,,2694.42kcal
2023-07-15,감자샐러드(완),72kcal,양송이스프(02)(06),160.69kcal,오징어볶음(05)(06)(17),269.55kcal,,,2694.42kcal
2023-07-15,시리얼,11.4kcal,깍두기(09),27.2kcal,찐만두(05)(06),13.13kcal,,,2694.42kcal
2023-07-15,"우유(백색우유(200ML,연간))(02)",122kcal,탄산음료,117.5kcal,총각김치,16.4kcal,,,2694.42kcal
2023-07-15,"웅진식품,웅진자연은샤인머스켓,340ml",153kcal,,,,,,,2694.42kcal
2023-07-16,밥,300kcal,밥,300kcal,밥,300kcal,,,2735.56kcal
2023-07-16,꼬리곰탕(01),427.9kcal,콩나물국,23.48kcal,감자탕(김치)(05)(06)(10),520.61kcal,,,2735.56kcal
2023-07-16,베이컨구이(02)(05)(10),196kcal,춘천닭갈비,225.05kcal,해물파전(완)(05)(06)(09)(17),32.35kcal,,,2735.56kcal
2023-07-16,볼어묵조림(05)(06),32.55kcal,무생채(05)(06),35.51kcal,오이풋고추된장무침,13.71kcal,,,2735.56kcal
2023-07-16,깍두기(09),27.2kcal,배추김치(다수공급자),20kcal,깍두기(09),27.2kcal,,,2735.56kcal
2023-07-16,"우유(백색우유(200ML,연간))(02)",122kcal,블루베리,51kcal,,,,,2735.56kcal
2023-07-16,"남양유업,과수원복숭아,190ml(11)",81kcal,,,,,,,2735.56kcal
2023-07-17,밥,300kcal,참치마요덮밥(01),460.82kcal,흑미밥,311.25kcal,,,2859.74kcal
2023-07-17,감자옹심이국(05)(06)(09)(16),152.97kcal,우동장국(01)(06)(08),90.95kcal,팽이미소된장국(05),61.47kcal,,,2859.74kcal
2023-07-17,맛살계란찜(01)(08)(09),161.4kcal,치킨텐더,274.41kcal,주꾸미조랭떡볶음(05)(06)(10),473.47kcal,,,2859.74kcal
2023-08-20,가공우유(메로나맛)(02),190kcal,명이나물(05)(06),28kcal,,,,,3083.58kcal
2023-08-20,열무김치,10kcal,배추김치(다수공급자),20kcal,,,,,3083.58kcal
2023-08-20,"생수(500ML,후식)",0kcal,액상요구르트,65kcal,,,,,3083.58kcal
2023-08-21,밥,300kcal,잡곡밥,317.05kcal,쇠고기국밥(05)(06)(16),454.85kcal,,,3197.12kcal
2023-08-21,감자된장국(09),73.57kcal,짬뽕국(일품용)(05)(06)(09)(17)(18),94.85kcal,조기튀김(06),245.67kcal,,,3197.12kcal
2023-08-21,참치김치볶음(05)(06),86.6kcal,쌈무,6kcal,베이컨계란찜(01)(02)(05)(09)(10),173.44kcal,,,3197.12kcal
2023-08-21,맛김,12.28kcal,훈제오리샐러드(01)(02)(05)(11)(12),889.51kcal,배추김치(다수공급자),20kcal,,,3197.12kcal
2023-08-21,너비아니구이(05)(06)(10)(16),370.7kcal,열무김치,10kcal,"포도,신선형(포도(811월))",38.088kcal,,,3197.12kcal
2023-08-21,배추김치(다수공급자),20kcal,,,,,,,3197.12kcal
2023-08-21,"코카콜라음료,미닛메이도포도,180ml",84.51kcal,,,,,,,3197.12kcal
2023-08-22,스크램블에그(01),108.74kcal,밥,300kcal,밥,300kcal,,,2812.41kcal
2023-08-22,파인애플샐러드(13)(15),322.84kcal,순두부찌개(01)(05)(06)(09)(10)(18),143.58kcal,꼬리곰탕(01),465.09kcal,,,2812.41kcal
2023-08-22,모닝빵(01)(02)(05)(06),409.56kcal,닭가슴살치킨가스(완),10.41kcal,감자조림(05)(06),47.77kcal,,,2812.41kcal
2023-08-22,양송이스프(02)(06),160kcal,양배추샐러드,42.66kcal,오징어야채무침(05)(06)(17),162.76kcal,,,2812.41kcal
2023-08-22,시리얼,114.3kcal,깍두기(09),15.2kcal,배추김치(다수공급자),20kcal,,,2812.41kcal
2023-08-22,"우유(백색우유(200ML,연간))(02)",122kcal,사인머스켓,67.5kcal,,,,,2812.41kcal
2023-08-23,밥,300kcal,밥,300kcal,흑미밥,311.25kcal,,,2759.13kcal
2023-08-23,갈비탕,0kcal,조랭이떡미역국(05)(06)(16),167.93kcal,감자수제비국(01)(05)(06)(09),352.76kcal,,,2759.13kcal
2023-08-23,비엔나소시지케찹볶음(05)(06),33.77kcal,맛김,12.28kcal,간장찜닭,83.9kcal,,,2759.13kcal
2023-08-23,계란장조림(완제품),251.6kcal,돼지갈비찜(05)(06)(10),615.77kcal,오이양파장아찌(05)(06),22.25kcal,,,2759.13kcal
2023-08-23,깍두기(09),15.2kcal,부추전(05)(06),4.98kcal,열무김치,10kcal,,,2759.13kcal
2023-08-23,"우유(백색우유(200ML,연간))(02)",122kcal,배추김치(다수공급자),20kcal,복숭아(천도)(11),75.44kcal,,,2759.13kcal
2023-08-23,,,,,"농심,카프리썬오렌지,200ml",60kcal,,,2759.13kcal
2023-08-24,버터장조림덮밥(01)(02)(05)(06),685.26kcal,자장밥(05)(06)(10),724.08kcal,차슈덮밥(02)(05)(10),870.03kcal,,,3596.17kcal
2023-08-24,황태채국(01)(05)(06),82.38kcal,중화식계란탕(01)(05)(06),90.95kcal,팽이미소된장국(05),61.47kcal,,,3596.17kcal
2023-08-24,볼어묵조림(05)(06),118.95kcal,찹쌀탕수육(05)(06)(10),565.81kcal,감자고로케(05)(06),157.71kcal,,,3596.17kcal
2023-08-24,진미채무침(완)(06)(17),100kcal,단무지무침(05)(06),36.72kcal,깍두기(09),15.2kcal,,,3596.17kcal
2023-08-24,두유,0kcal,배추김치(다수공급자),20kcal,,,,,3596.17kcal
2023-08-24,배추김치(다수공급자),20kcal,거봉포도,47.61kcal,,,,,3596.17kcal
2023-08-25,밥,300kcal,현미밥,318.15kcal,후리카케밥(01)(05)(06),339.82kcal,,,3039.88kcal
2023-08-25,사골떡왕만둣국(01)(05)(06),451.38kcal,부대찌개(06)(10)(15)(16),224.38kcal,콩나물국,23.48kcal,,,3039.88kcal
2023-08-25,오징어볶음(02)(05)(06)(16)(17)(18),236.65kcal,삼치순살조림(05)(06),134.46kcal,족발&매운소스(09)(10),631.85kcal,,,3039.88kcal
2023-08-25,무생채(05)(06),36.03kcal,치커리사과무침(05)(06),19.11kcal,모듬야채&쌈장,7.07kcal,,,3039.88kcal
2023-08-25,가공우유(딸기)(02),190kcal,배추김치(다수공급자),20kcal,배추김치(다수공급자),20kcal,,,3039.88kcal
2023-08-25,배추김치(다수공급자),20kcal,,,사인머스켓,67.5kcal,,,3039.88kcal
2023-08-26,시리얼,114.3kcal,오므라이스(01)(10),389.66kcal,밥,300kcal,,,3139.90kcal
2023-08-26,부시맨브레드(06),280.44kcal,유부장국,86.33kcal,쇠고기육개장(01)(05)(06)(16),151.15kcal,,,3139.90kcal
2023-08-26,블루베리야채샐러드,130.93kcal,바베큐폭립(10)(12),681.1kcal,잡채(05)(06)(10),107.26kcal,,,3139.90kcal
2023-08-26,치즈어묵바(05),85kcal,할라피뇨&오이피클(05)(06),6.66kcal,치즈떡닭갈비,646.98kcal,,,3139.90kcal
2023-08-26,"우유(백색우유(200ML,연간))(02)",122kcal,"포도,신선형(포도(811월))",38.088kcal,백김치,0kcal,,,3139.90kcal
2023-08-26,"생수(500ML,후식)",0kcal,,,,,,,3139.90kcal
2023-08-27,쇠고기야채죽,372.9kcal,흑미밥,311.25kcal,밥,300kcal,,,2560.98kcal
2023-08-27,돈육장조림(완)(10),375kcal,배추두부국(05)(09),60.64kcal,사골순댓국(05)(06)(09)(10)(16),408.9kcal,,,2560.98kcal
2023-08-27,오징어실채무침(05)(06)(17),115.57kcal,닭간장소스찜(05)(06)(15),312.19kcal,오이풋고추된장무침,24.19kcal,,,2560.98kcal
2023-08-27,배추김치(다수공급자),20kcal,부추겉절이(05)(06),32.55kcal,오징어젓무침(17),53.59kcal,,,2560.98kcal
2023-08-27,"생수(500ML,후식)",0kcal,배추김치(다수공급자),20kcal,깍두기(09),15.2kcal,,,2560.98kcal
2023-08-27,"우유(백색우유(200ML,연간))(02)",122kcal,대추방울토마토(생산기)(12),17kcal,,,,,2560.98kcal
2023-08-28,밥,300kcal,참치마요덮밥(01),484.83kcal,현미밥,318.15kcal,,,3514.33kcal
2023-08-28,호박고추장찌개(05)(09)(10),122.81kcal,꼬치어묵탕(05)(06),162.86kcal,닭고기육개장(05)(06)(15),191.27kcal,,,3514.33kcal
2023-08-28,돈육굴소스양배추볶음(10)(18),404.87kcal,치킨너겟(05)(06)(15),473.92kcal,멸치볶음(05)(06),47.2kcal,,,3514.33kcal
2023-08-28,김자반,39.78kcal,깍두기(09),15.2kcal,미트볼케첩볶음(02)(05)(06)(10)(12)(15)(16),673.8kcal,,,3514.33kcal
2023-08-28,무생채(05)(06),36.03kcal,,,배추김치(다수공급자),20kcal,,,3514.33kcal
2023-08-28,열무김치,10kcal,,,거봉포도,47.61kcal,,,3514.33kcal
2023-08-28,"웅진식품,가야농장 제주감귤,340ml",44kcal,,,,,,,3514.33kcal
2023-08-28,"우유(백색우유(200ML,연간))(02)",122kcal,,,,,,,3514.33kcal
2023-08-29,밥,300kcal,밥,300kcal,밥,300kcal,,,3811.19kcal
2023-08-29,꼬리곰탕(01),465.09kcal,비빔막국수(01)(05)(06),347.33kcal,콩나물국,23.48kcal,,,3811.19kcal
2023-08-29,메추리알장조림(01),601.09kcal,해물파전(완)(05)(06)(09)(17),32.35kcal,순대야채볶음(05)(06)(10),272.4kcal,,,3811.19kcal
2023-08-29,오이무침,47.22kcal,무말랭이무침(완),65kcal,맛김,12.28kcal,,,3811.19kcal
2023-08-29,배추김치(다수공급자),20kcal,명태회무침,594kcal,계란말이,108.95kcal,,,3811.19kcal
2023-08-29,"우유(백색우유(200ML,연간))(02)",122kcal,백김치,0kcal,배추김치(다수공급자),20kcal,,,3811.19kcal
2023-08-29,,,팥빙수,180kcal,,,,,3811.19kcal
2023-08-30,김치볶음밥(01)(02),590.6kcal,후리카케밥(01)(05)(06),339.82kcal,잡곡밥,317.05kcal,,,2696.52kcal
2023-08-30,유부장국,86.33kcal,순두부국(01)(05)(06)(09)(17)(18),139.2kcal,감자짜글이(05)(06)(09),104.61kcal,,,2696.52kcal
2023-08-30,스팸구이,1.1kcal,순살양념치킨(05)(06)(15),204.41kcal,소불고기당면볶음(05)(06)(16),491.69kcal,,,2696.52kcal
2023-08-30,단무지,14.4kcal,모듬피클,73.6kcal,양념깻잎지무침(05)(06),12kcal,,,2696.52kcal
2023-08-30,가공우유(바나나)(02),190kcal,유자드레싱샐러드(12),78.42kcal,깍두기(09),15.2kcal,,,2696.52kcal
2023-08-30,,,,,"포도,신선형(포도(811월))",38.088kcal,,,2696.52kcal
2023-08-31,밥,300kcal,밥,300kcal,새우버거(05)(06),671.66kcal,,,3404.48kcal
2023-08-31,조랭이떡미역국(05)(06)(16),167.93kcal,사골곰탕,152.79kcal,밥,300kcal,,,3404.48kcal
2023-08-31,비엔나소시지야채볶음(05)(06)(18),56.22kcal,낙지새우삼겹살볶음(05)(06)(09)(10)(17)(18),489.9kcal,국물떡볶이(01)(05)(06),363.39kcal,,,3404.48kcal
2023-08-31,맛김,12.28kcal,깻잎쌈,4.1kcal,웨지감자&소스(05)(06),150.71kcal,,,3404.48kcal
2023-08-31,진미채무침(완)(06)(17),100kcal,쌈무,6kcal,"주스,카프리썬오렌지망고",120kcal,,,3404.48kcal
2023-08-31,배추김치(다수공급자),20kcal,순무김치,0kcal,"우유(백색우유(200ML,연간))(02)",122kcal,,,3404.48kcal
2023-08-31,,,사인머스켓,67.5kcal,,,,,3404.48kcal
2023-07-01,밥,300kcal,후리카케밥(01)(05)(06),325.58kcal,잡곡밥,317.05kcal,,,3917.77kcal
2023-07-01,콘치즈핫도그(02)(05)(06),647.81kcal,꼬치어묵탕(05)(06),182.01kcal,감자수제비국(01)(05)(06)(09),353.11kcal,,,3917.77kcal
2023-07-01,웨지감자&소스(05)(06),150.71kcal,국물떡볶이(01)(05)(06),267.69kcal,명엽채볶음,14.88kcal,,,3917.77kcal
2023-07-01,"우유(백색우유(200ML,연간))(02)",122kcal,훈제닭다리(완)(15),232.56kcal,주꾸미삼겹살볶음(05)(06)(10),768.57kcal,,,3917.77kcal
2023-07-01,,,순대(10),181kcal,배추김치(다수공급자),20kcal,,,3917.77kcal
2023-07-01,,,단무지,14.4kcal,,,,,3917.77kcal
2023-07-01,,,대추방울토마토(생산기)(12),20.4kcal,,,,,3917.77kcal
2023-07-02,밥,300kcal,밥,300kcal,현미밥,318.15kcal,,,2624.79kcal
2023-07-02,팽이미소된장국(05),61.47kcal,짬뽕국(일품용)(05)(06)(09)(17)(18),94.85kcal,김치찌개(05)(10)(16),152.02kcal,,,2624.79kcal
2023-07-02,돼지고기김치볶음(05)(06)(10),454.12kcal,바싹불고기/파채(05)(06)(16),269.77kcal,닭간장소스찜(05)(06)(15),289.49kcal,,,2624.79kcal
2023-07-02,연두부양념장(05)(06),92.42kcal,무생채(05)(06),35.51kcal,오이도라지무침,47.79kcal,,,2624.79kcal
2023-07-02,열무김치,10kcal,배추김치(다수공급자),20kcal,깍두기(09),27.2kcal,,,2624.79kcal
2023-07-02,"매일유업,썬업오렌지,200ml",96kcal,,,,,,,2624.79kcal
2023-07-02,유산균 발효 음료(02),56kcal,,,,,,,2624.79kcal
2023-07-03,밥,300kcal,흑미밥,311.25kcal,밥,300kcal,,,3971.73kcal
2023-07-03,쇠고기무국(05)(06)(16),107.31kcal,호박된장찌개(05)(09),86.35kcal,생선묵국(05)(06),62.12kcal,,,3971.73kcal
2023-07-03,비엔나소시지야채볶음(05)(06)(10),454.57kcal,제육고추장불고기(05)(06)(10),414.19kcal,마파두부(05)(06),237kcal,,,3971.73kcal
2023-07-03,김자반,20kcal,상추쌈,2.7kcal,치즈함박스테이크,1070.55kcal,,,3971.73kcal
2023-09-14,"우유(백색우유(200ML,연간))(02)",122kcal,거봉포도,47.61kcal,,,,,2658.76kcal
2023-09-15,밥,250kcal,밥,250kcal,찹쌀밥,282kcal,,,2786.60kcal
2023-09-15,감자옹심이국(05)(06)(09)(16),154.27kcal,중화식계란탕(01)(05)(06),47.35kcal,닭곰탕(15),319kcal,,,2786.60kcal
2023-09-15,비엔나소시지야채볶음(05)(06)(10)(12)(18),324.36kcal,마파두부(05)(06),139.29kcal,멸치볶음(05)(06),37.93kcal,,,2786.60kcal
2023-09-15,맛김,0kcal,찹쌀탕수육(05)(06)(12),243.24kcal,오징어야채무침(05)(06)(17),130.5kcal,,,2786.60kcal
2023-09-15,연근조림(완),26.16kcal,배추김치(다수공급자),67.5kcal,배추김치(다수공급자),67.5kcal,,,2786.60kcal
2023-09-15,가공우유(바나나)(02),190kcal,,,아이스샌드(02),190kcal,,,2786.60kcal
2023-08-07,양념깻잎지무침(05)(06),12kcal,우엉채조림(완),300kcal,감자전(완)(05)(06)(18),180.39kcal,,,3010.82kcal
2023-08-07,배추김치(다수공급자),20kcal,감자샐러드(완),72kcal,배추김치(다수공급자),20kcal,,,3010.82kcal
2023-08-07,"매일유업,피크닉청포도,200ml",75kcal,배추김치(다수공급자),20kcal,복숭아(백도)(11),68.4kcal,,,3010.82kcal
2023-08-07,"우유(백색우유(200ML,연간))(02)",122kcal,,,,,,,3010.82kcal
2023-08-08,버터장조림덮밥(01)(02)(05)(06),685.26kcal,생우동(01)(06)(08),176.39kcal,흑미밥,311.25kcal,,,3196.98kcal
2023-08-08,미소된장국(05),50.74kcal,밥,300kcal,콩비지찌개,76.1kcal,,,3196.98kcal
2023-08-08,동그랑땡(완제품)(01)(05)(06)(10),248.21kcal,새우짜조롤칠리소스(05)(06)(09),258.41kcal,구운불고기(완제품)(05)(06)(10),580.91kcal,,,3196.98kcal
2023-08-08,가공우유(딸기)(02),190kcal,단무지무침(05)(06),36.72kcal,오이도라지무침,47.79kcal,,,3196.98kcal
2023-08-08,배추김치(다수공급자),20kcal,배추김치(다수공급자),20kcal,깍두기(09),15.2kcal,,,3196.98kcal
2023-08-08,,,"아이스크림, 떠먹는형(02)",180kcal,,,,,3196.98kcal
2023-08-09,밥,300kcal,현미밥,318.15kcal,밥,300kcal,,,3490.92kcal
2023-08-09,물만두국(01)(05)(06)(09),50.36kcal,우럭매운탕(05)(06)(09),399.45kcal,감자탕(김치)(05)(06)(10),519.64kcal,,,3490.92kcal
2023-08-09,햄야채볶음(01)(05)(06)(10)(15),134.39kcal,오리불고기(05)(06)(15),507.76kcal,떡갈비구이(10),441.1kcal,,,3490.92kcal
2023-08-09,스크램블에그(01),108.74kcal,모듬쌈(05),46.45kcal,연근조림(완),34.88kcal,,,3490.92kcal
2023-08-09,배추김치(다수공급자),20kcal,배추김치(다수공급자),20kcal,열무김치,10kcal,,,3490.92kcal
2023-08-09,"우유(백색우유(200ML,연간))(02)",122kcal,탄산음료,112kcal,"남양유업,과수원사과,190ml",46kcal,,,3490.92kcal
2023-08-10,밥,300kcal,찹쌀밥,332kcal,하이라이스,361.46kcal,,,3155.39kcal
2023-08-10,모듬과일샐러드(12),57.89kcal,삼계탕(15),487.31kcal,데리야끼닭꼬치(완제품)(02)(05)(06)(15)(16),721.1kcal,,,3155.39kcal
2023-08-10,시리얼,114.3kcal,김치전(05)(06),165.84kcal,양송이스프(02)(06),160kcal,,,3155.39kcal
2023-08-10,닭가슴살소시지,0kcal,채소스틱(모듬 선택),55.73kcal,단호박샐러드(01)(02)(05),106.8kcal,,,3155.39kcal
2023-08-10,베이글크림치즈(02)(06),86.8kcal,배추김치(다수공급자),20kcal,배추김치(다수공급자),20kcal,,,3155.39kcal
2023-08-10,"우유(백색우유(200ML,연간))(02)",122kcal,수박,44.16kcal,,,,,3155.39kcal
2023-08-11,밥,300kcal,잡곡밥,317.05kcal,밥,300kcal,,,3759.11kcal
