날짜,조식,중식,석식,breakfast_embedding,lunch_embedding,dinner_embedding
2021-03-25,배추김치,갓김치,깍두기,,"[13.83, 1.75, 5.89, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2021-03-25,우유),사이다,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[22.0, 0.0, 0.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-03-25,밥,잡곡밥,밥,,,
2021-03-26,밥,흑미밥,잡곡밥,,,
2021-03-26,쇠고기육개장,조갯살미역국,콩나물국,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]"
2021-03-26,생선묵볶음,쇠고기불고기,오징어볶음,"[0, 0, 0, [0, 0, 0, 0, 1]]","[9.74, 13.22, 36.47, [1, 0, 0, 0, 0]]","[8.66, 4.59, 12.41, [1, 0, 0, 0, 0]]"
2021-03-26,맛김,양배추쌈,야채튀김,"[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]","[5.58, 0.12, 1.44, [1, 0, 0, 0, 0]]","[0.96, 0.71, 0.3, [1, 0, 0, 0, 0]]"
2021-03-26,배추김치,배추김치,배추김치,,,
2021-02-27,돼지고기김치볶음,까르보나라떡볶이,감자샐러드,"[2.86, 9.51, 8.69, [1, 0, 0, 0, 0]]","[104.0, 10.0, 9.0, [1, 0, 0, 0, 0]]","[18.0, 8.0, 2.0, [1, 0, 0, 0, 0]]"
2021-02-27,맛김,김장김치,김장김치,"[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]",,
2021-02-27,깍두기,콜라,감귤 주스,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[23.0, 0.0, 0.0, [1, 0, 0, 0, 0]]","[25.79, 0.5, 1.74, [1, 0, 0, 0, 0]]"
2021-02-27,우유),,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-02-28,밥,밥,김치덮밥,,,
2021-02-28,쇠고기미역국,닭곰탕,된장국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]","[1.87, 4.75, 18.72, [1, 0, 0, 0, 0]]","[9.93, 1.85, 5.55, [1, 0, 0, 0, 0]]"
2021-02-28,버섯호박볶음,돼지고기콩나물볶음,스크램블에그,"[6.3, 2.39, 3.27, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[1.96, 15.21, 13.01, [1, 0, 0, 0, 0]]"
2021-02-28,계란찜,오징어젓무침,깍두기,"[2.07, 10.11, 10.05, [1, 0, 0, 0, 0]]","[34.0, 1.7, 9.0, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2021-02-28,김장김치,김장김치,유산균 발효 음료,,,"[33.39, 0.0, 0.5, [1, 0, 0, 0, 0]]"
2021-02-28,우유),커피음료,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-03-01,밥,흑미밥,잡곡밥,,,
2021-03-01,쇠고기무국,명태무찌개,버섯된장찌개,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]"
2021-03-01,오징어채볶음,잡채,제육볶음,"[8.56, 4.36, 12.09, [1, 0, 0, 0, 0]]","[28.82, 6.78, 5.06, [1, 0, 0, 0, 0]]","[10.37, 11.03, 13.21, [1, 0, 0, 0, 0]]"
2021-03-01,맛김,감자조림,양배추쌈,"[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]","[6.66, 1.68, 0.79, [1, 0, 0, 0, 0]]","[5.58, 0.12, 1.44, [1, 0, 0, 0, 0]]"
2021-03-01,배추김치,깍두기,배추김치,,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]",
2021-03-01,우유),감귤 주스,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[25.79, 0.5, 1.74, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-03-02,밥,닭고기부추밥,고추참치덮밥,,,
2021-03-02,꼬리곰탕,북어채국,계란국,"[7.0, 13.0, 32.0, [1, 0, 0, 0, 0]]","[3.28, 4.9, 12.81, [1, 0, 0, 0, 0]]","[0.97, 1.08, 1.58, [1, 0, 0, 0, 0]]"
2021-03-02,오징어젓무침,김자반,치킨너겟,"[34.0, 1.7, 9.0, [1, 0, 0, 0, 0]]","[3.93, 4.58, 3.51, [1, 0, 0, 0, 0]]","[2.61, 3.01, 2.49, [1, 0, 0, 0, 0]]"
2021-03-02,깍두기,배추김치,배추김치,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]",,
2021-03-02,우유),감귤 주스,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[25.79, 0.5, 1.74, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-03-03,쇠고기덮밥,잡곡밥,밥,,,
2021-03-03,콩나물김치국,감자탕,된장국,"[1.79, 1.82, 1.92, [1, 0, 0, 0, 0]]","[10.01, 5.58, 14.74, [1, 0, 0, 0, 0]]","[9.93, 1.85, 5.55, [1, 0, 0, 0, 0]]"
2021-03-03,맛김,꽈리고추멸치볶음,떡볶이,"[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]","[4.7, 2.46, 4.98, [1, 0, 0, 0, 0]]","[60.42, 2.91, 6.97, [1, 0, 0, 0, 0]]"
2021-03-03,깍두기,시금치고추장무침,돈가스,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[24.56, 30.6, 45.16, [1, 0, 0, 0, 0]]"
2021-03-03,우유),배추김치,배추김치,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]",,
2021-03-03,,아이스크림 바,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[22.0, 21.0, 4.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-03-04,우유),냉이국,순두부찌개,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[10.53, 1.3, 3.68, [1, 0, 0, 0, 0]]","[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]"
2021-03-04,,오삼불고기,무나물,"[0, 0, 0, [0, 0, 0, 0, 1]]","[6.02, 8.64, 11.35, [1, 0, 0, 0, 0]]","[9.61, 2.25, 1.46, [1, 0, 0, 0, 0]]"
2021-03-04,,양배추쌈,배추김치,"[0, 0, 0, [0, 0, 0, 0, 1]]","[5.58, 0.12, 1.44, [1, 0, 0, 0, 0]]",
2021-03-04,,깍두기,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-03-04,,신선형),,"[0, 0, 0, [0, 0, 0, 0, 1]]","[54.73, 2.3, 11.31, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-03-04,,우유),,"[0, 0, 0, [0, 0, 0, 0, 1]]","[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-03-04,햄치즈버거,잡곡밥,돼지고기부추덮밥,"[42.0, 17.0, 18.0, [1, 0, 0, 0, 0]]",,
2021-03-05,밥,흑미밥,잡곡밥,,,
2021-03-05,쇠고기미역국,쇠고기육개장,김치찌개,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]","[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]","[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]"
2021-03-05,스크램블에그,생선가스,닭고기튀김양념,"[1.96, 15.21, 13.01, [1, 0, 0, 0, 0]]","[24.0, 1.2, 6.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-03-05,콩나물매운무침,고구마샐러드,감자조림,"[5.99, 1.13, 2.31, [1, 0, 0, 0, 0]]","[29.0, 16.0, 1.0, [1, 0, 0, 0, 0]]","[6.66, 1.68, 0.79, [1, 0, 0, 0, 0]]"
2021-03-05,가공우유 바나나,배추김치,깍두기,"[26.95, 0.39, 1.29, [1, 0, 0, 0, 0]]",,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2021-03-05,배추김치,커피음료,콜라,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[23.0, 0.0, 0.0, [1, 0, 0, 0, 0]]"
2021-03-06,김치덮밥,밥,밥,,,
2021-03-06,콩나물국,버섯쇠고기찌개,시금치된장국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[17.48, 2.8, 7.91, [1, 0, 0, 0, 0]]"
2021-03-06,맛김,소시지야채볶음,고추잡채,"[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]","[4.38, 11.22, 7.92, [1, 0, 0, 0, 0]]","[7.79, 9.59, 14.16, [1, 0, 0, 0, 0]]"
2021-03-06,깍두기,순두부양념장,생선묵볶음,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-03-06,우유),배추김치,배추김치,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]",,
2021-03-06,,사이다,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[22.0, 0.0, 0.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-03-07,닭고기육개장,계란국,감자양파찌개,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]","[0.97, 1.08, 1.58, [1, 0, 0, 0, 0]]","[14.04, 1.86, 2.04, [1, 0, 0, 0, 0]]"
2021-03-07,무나물,단무지무침,오징어채볶음,"[9.61, 2.25, 1.46, [1, 0, 0, 0, 0]]","[3.3, 1.28, 0.72, [1, 0, 0, 0, 0]]","[8.56, 4.36, 12.09, [1, 0, 0, 0, 0]]"
2021-03-07,오이양파장아찌,배추김치,고등어순살조림,"[3.74, 0.32, 0.55, [1, 0, 0, 0, 0]]",,"[6.19, 12.55, 19.0, [1, 0, 0, 0, 0]]"
2021-03-07,배추김치,커피음료,배추김치,,"[0, 0, 0, [0, 0, 0, 0, 1]]",
2021-03-07,우유),,감귤 주스,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[25.79, 0.5, 1.74, [1, 0, 0, 0, 0]]"
2021-03-07,밥,자장면,밥,,"[129.41, 19.98, 26.81, [1, 0, 0, 0, 0]]",
2021-03-08,밥,흑미밥,잡곡밥,,,
2021-03-08,쇠고기무국,북어채국,김치찌개,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]","[3.28, 4.9, 12.81, [1, 0, 0, 0, 0]]","[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]"
2021-03-08,비엔나소시지케찹볶음,버섯호박볶음,마파두부,"[0, 0, 0, [0, 0, 0, 0, 1]]","[6.3, 2.39, 3.27, [1, 0, 0, 0, 0]]","[2.39, 7.87, 8.47, [1, 0, 0, 0, 0]]"
2021-03-08,맛김,닭고기매운조림,고구마맛탕,"[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[12.29, 8.37, 0.81, [1, 0, 0, 0, 0]]"
2021-03-08,배추김치,배추김치,깍두기,,,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2021-03-08,우유 살균형,우유),,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-03-09,밥,새우버거,잡곡밥,,"[46.0, 26.0, 15.0, [1, 0, 0, 0, 0]]",
2021-03-09,두부고추장찌개,우유),배추된장국,"[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]","[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[8.64, 2.01, 3.8, [1, 0, 0, 0, 0]]"
2021-03-09,감자채볶음,,돼지고기콩나물볶음,"[15.24, 6.03, 1.63, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-03-09,계란찜,,조기양념찜,"[2.07, 10.11, 10.05, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-03-09,배추김치,,깍두기,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2021-03-09,요구르트 아이스크림 떠먹는형,,우유),"[6.49, 0.08, 0.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]"
2021-03-10,깍두기,배추김치,비빔당면,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]",,"[75.92, 9.34, 17.37, [1, 0, 0, 0, 0]]"
2021-03-10,우유),,배추김치,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]",
2021-03-10,,,라면,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[55.68, 14.54, 7.9, [1, 0, 0, 0, 0]]"
2021-03-10,,,아이스크림 콘 완제품,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[3.16, 0.28, 0.32, [1, 0, 0, 0, 0]]"
2021-03-10,감자밥,영양밥,밥,,,
2021-03-10,쇠고기미역국,건새우아욱된장국,두부맑은국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-03-10,돼지고기김치볶음,탕수육,느타리버섯볶음,"[2.86, 9.51, 8.69, [1, 0, 0, 0, 0]]","[21.58, 7.98, 9.0, [1, 0, 0, 0, 0]]","[8.38, 5.13, 3.36, [1, 0, 0, 0, 0]]"
2021-03-11,떡만둣국,잡곡밥,밥,"[68.42, 11.05, 15.0, [1, 0, 0, 0, 0]]",,
