날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
2023-02-25(토),"우유(백색우유(200ML,연간))(02)",122kcal,깍두기(완제품)(09),11.4kcal,콩나물게맛살냉채(01)(05),79.54kcal,,,2759.88kcal
2023-02-25(토),,,바나나맛우유(02),200.4kcal,깍두기(완제품)(09),11.4kcal,,,2759.88kcal
2023-02-26(일),밥,381.15kcal,제육덮밥(05)(06)(10),670.62kcal,밥,381.15kcal,,,3104.37kcal
2023-02-26(일),호박고추장찌개(05)(06)(10),117.46kcal,오징어배추해장국(05)(06)(17),52.47kcal,사골떡왕만둣국(06)(10)(16),427.56kcal,,,3104.37kcal
2023-02-26(일),새송이버섯야채볶음(05)(06),249.62kcal,크래미계란찜(01)(08)(09),121.67kcal,갈릭닭가슴살버섯볶음(15),284.62kcal,,,3104.37kcal
2023-02-26(일),김자반,40kcal,석박지,15.2kcal,간장깻잎지,0kcal,,,3104.37kcal
2023-02-26(일),에그타르트(브런치),56.35kcal,,,가공우유(바나나맛)(02),167kcal,,,3104.37kcal
2023-02-26(일),배추김치(12~2월),10kcal,,,일반배추김치(맛김치),7.5kcal,,,3104.37kcal
2023-02-26(일),"우유(백색우유(200ML,연간))(02)",122kcal,,,,,,,3104.37kcal
2023-02-27(월),밥,381.15kcal,찹쌀밥,411.3kcal,밥,381.15kcal,,,2683.61kcal
2023-02-27(월),순두부찌개(01)(05)(06)(10)(17)(18),203.31kcal,쇠고기청국장찌개(05)(06)(16),102.3kcal,미역된장국(05)(06),29.56kcal,,,2683.61kcal
2023-02-27(월),베이컨감자채볶음(10)(13),220.48kcal,훈제오리볶음(05),249.72kcal,호박새우볶음(05)(06)(09)(18),46.79kcal,,,2683.61kcal
2023-02-27(월),청포묵무침,46.03kcal,오징어초고추장무침(05)(06)(17),123.63kcal,쇠고기꽈리고추조림(05)(06)(16),343.69kcal,,,2683.61kcal
2023-02-27(월),일반배추김치(맛김치),7.5kcal,일반배추김치(맛김치),7.5kcal,일반배추김치(맛김치),7.5kcal,,,2683.61kcal
2023-02-27(월),"우유(백색우유(200ML,연간))(02)",122kcal,,,,,,,2683.61kcal
2023-02-28(화),김가루볶음밥(01)(05)(06)(10),505.92kcal,현미밥,417.45kcal,밥,381.15kcal,,,20188.22kcal
2023-02-28(화),감자수제비국,29.56kcal,닭곰탕(15),214.35kcal,물만두국(01),17303.67kcal,,,20188.22kcal
2023-02-28(화),부들어묵볶음(05)(06),24.18kcal,대만식지파이/허니버터시즈닝(01)(05)(06)(15),423.01kcal,미트볼데리야끼조림(01)(05)(06)(10),276.72kcal,,,20188.22kcal
2023-02-28(화),콩나물무침(05)(06),47.63kcal,삼치순살조림(05)(06),128.3kcal,김치전(완),134.55kcal,,,20188.22kcal
2023-02-28(화),석박지,15.2kcal,참나물상추겉절이 (05)(06),39.06kcal,일반배추김치(맛김치),7.5kcal,,,20188.22kcal
2023-02-28(화),"우유(백색우유(200ML,연간))(02)",122kcal,깍두기(완제품)(09),11.4kcal,,,,,20188.22kcal
2023-02-28(화),,,세척사과,106.575kcal,,,,,20188.22kcal
2023-03-01(수),밥,363kcal,밥,363kcal,밥,363kcal,,,2656.22kcal
2023-03-01(수),쇠고기육개장(완)(16),47.36kcal,된장국(일품용)(05)(06),64.49kcal,느타리버섯배추국(05)(06),30.91kcal,,,2656.22kcal
2023-03-01(수),감자채볶음,41kcal,LA갈비구이(05)(06)(10),196.92kcal,대패삼겹살볶음(05)(06)(10),669.2kcal,,,2656.22kcal
2023-03-01(수),스팸구이(10)(12)(13),278.55kcal,마늘쫑무침(완),0kcal,골뱅이야채무침,40.79kcal,,,2656.22kcal
2023-03-01(수),가공우유(바나나맛)(02),167kcal,갓김치,9.6kcal,깍두기(완제품)(09),11.4kcal,,,2656.22kcal
2023-03-01(수),배추김치(12~2월),10kcal,,,,,,,2656.22kcal
2023-03-02(목),밥,363kcal,잡곡밥,394.59kcal,밥,363kcal,,,4687.09kcal
2023-03-02(목),버섯쇠고기찌개(06)(16),65.75kcal,쇠고기된장찌개(05)(06)(16),105.71kcal,모닝빵&딸기잼,148.95kcal,,,4687.09kcal
2023-03-02(목),두부구이(05),88.7kcal,웨지감자비엔나구이(01)(05)(06)(10)(12),320.6kcal,오징어해물우동볶음(05)(06)(17),1876.38kcal,,,4687.09kcal
2023-03-02(목),미트볼양념조림(01)(05)(06)(10),262.09kcal,고등어무조림(05)(06)(07),176.4kcal,한입고구마함박스테이크(09),7.85kcal,,,4687.09kcal
2023-03-02(목),깍두기(완제품)(09),11.4kcal,시금치무침,24.41kcal,크림스프,132.97kcal,,,4687.09kcal
2023-03-02(목),,,일반배추김치(맛김치),7.5kcal,닭가슴살샐러드(15),337.79kcal,,,4687.09kcal
2023-03-03(금),밥,363kcal,밥,363kcal,햄야채볶음밥(10)(12),477.41kcal,,,2640.19kcal
2023-03-03(금),아욱된장국(05)(06),52.92kcal,해물순두부찌개(01)(05)(17)(18),86.36kcal,배추된장국(05)(06),39.1kcal,,,2640.19kcal
2023-03-03(금),갈비만두찜(05)(06)(10)(16),341.05kcal,삼겹살구이(10),531.4kcal,깐쇼새우(05)(06)(12),157.76kcal,,,2640.19kcal
2023-03-03(금),돈육표고장조림(01)(05)(06),64.69kcal,콩나물매운무침(05)(06),61.56kcal,오이무침(05)(06),25.58kcal,,,2640.19kcal
2023-03-03(금),배추김치(12~2월),10kcal,상추/깻잎/청경채/무말랭이무침(05)(06),45.36kcal,깍두기(완제품)(09),11.4kcal,,,2640.19kcal
2023-03-03(금),,,열무김치,9.6kcal,,,,,2640.19kcal
2023-03-04(토),씨리얼우유,39.33kcal,셀프주먹밥(05)(06)(10),398.64kcal,밀쌀밥,363.28kcal,,,2691.28kcal
2023-03-04(토),뉴욕핫도그(02)(05)(06)(10)(12),572.23kcal,우동국(브런치),191kcal,쇠고기장터국(완),0kcal,,,2691.28kcal
2023-03-04(토),치즈볼(02)(06)(12),223.11kcal,돼지갈비폭찹(05)(06)(10)(12),539.6kcal,시금치어묵잡채(05)(06),114.24kcal,,,2691.28kcal
2023-03-04(토),양상추샐러드(01)(12),128.61kcal,감자버터구이,106.09kcal,순살치킨꼬치,0.15kcal,,,2691.28kcal
2023-03-04(토),라떼커피,0kcal,일반배추김치(맛김치),7.5kcal,일반배추김치(맛김치),7.5kcal,,,2691.28kcal
2023-03-05(일),스팸김치덮밥(01)(10)(13),634.42kcal,밥,363kcal,밥,363kcal,,,2616.89kcal
2023-03-05(일),사골순댓국(10),36.15kcal,감자계란국(01)(05)(06),64.68kcal,된장국(일품용)(05)(06),64.49kcal,,,2616.89kcal
2023-03-05(일),간장깻잎지,0kcal,닭갈비(05)(06)(15),431.24kcal,돼지고기콩나물볶음(05)(06)(10),396.2kcal,,,2616.89kcal
2023-03-05(일),깍두기(완제품)(09),11.4kcal,가공우유(초코맛)(02),126kcal,양배추쌈(05)(06),41.58kcal,,,2616.89kcal
2023-03-05(일),,,고구마샐러드(완)(01)(02)(05),63.33kcal,배추김치(12~2월),10kcal,,,2616.89kcal
2023-03-05(일),,,깍두기(완제품)(09),11.4kcal,,,,,2616.89kcal
2023-03-06(월),밥,363kcal,흑미밥,378kcal,밀쌀밥,363.28kcal,,,3552.52kcal
2023-03-06(월),맑은된장국(05),57.82kcal,냉이된장국(05)(06)(18),57.06kcal,근대된장국(05)(06),44.12kcal,,,3552.52kcal
2023-03-06(월),목살찹스테이크(12),403.85kcal,돼지고기고추장볶음(05)(06)(10),560.1kcal,훈제오리볶음,337.03kcal,,,3552.52kcal
2023-03-06(월),매콤감자조림(05)(06),74.72kcal,맛살겨자무침,814.87kcal,도토리묵무침,24.86kcal,,,3552.52kcal
2023-03-06(월),배추김치(12~2월),10kcal,오징어젓무침(17),40.11kcal,깍두기(완제품)(09),11.4kcal,,,3552.52kcal
2023-03-06(월),,,총각김치,12.3kcal,,,,,3552.52kcal
2023-03-07(화),김가루볶음밥(01)(05)(06)(10),469.52kcal,돈코츠라멘(01)(10),897.16kcal,치킨마요덮밥(01)(05)(06),815.77kcal,,,3326.05kcal
2023-02-07(화),,,사과(후지),51.156kcal,,,,,3153.74kcal
2023-02-08(수),김가루볶음밥(01)(05)(06)(10),505.92kcal,잡곡밥,401.38kcal,밥,381.15kcal,,,2385.01kcal
2023-02-08(수),옹심이미역국,72.01kcal,콩나물국(05),9.64kcal,쇠고기장터국(완),0kcal,,,2385.01kcal
2023-02-08(수),청양풍매운어묵볶음(05)(06),135.39kcal,제육볶음(05)(06)(10),411.36kcal,수제소시지구이,0.25kcal,,,2385.01kcal
2023-02-08(수),잎새만두찜,216kcal,부추전,0.5kcal,연두부양념장(05)(06),83.05kcal,,,2385.01kcal
2023-02-08(수),일반배추김치(맛김치),7.5kcal,풋고추된장무침(05)(06),23.86kcal,육포(브런치),0kcal,,,2385.01kcal
2023-02-08(수),"우유(백색우유(200ML,연간))(02)",122kcal,일반배추김치(맛김치),7.5kcal,일반배추김치(맛김치),7.5kcal,,,2385.01kcal
2023-02-09(목),밀쌀밥,399.58kcal,야채카레덮밥(02)(05)(06)(12)(16),499.1kcal,밥,381.15kcal,,,20652.58kcal
2023-02-09(목),쇠고기육개장(완)(16),32.51kcal,맑은된장국(05)(06),46.77kcal,돼지고기김찌찌개(05)(06)(10),120.96kcal,,,20652.58kcal
2023-02-09(목),쥐포채볶음,0kcal,떡갈비(10),485kcal,스마일감자튀김/케첩(12),199.62kcal,,,20652.58kcal
2023-02-09(목),동그랑땡,18001.51kcal,시금치무침,20.15kcal,떡갈비피망조림(05)(06),16.83kcal,,,20652.58kcal
2023-02-09(목),총각김치,16.4kcal,일반배추김치(맛김치),7.5kcal,가공우유(바나나맛)(02),167kcal,,,20652.58kcal
2023-02-09(목),소시지,251kcal,,,일반배추김치(맛김치),7.5kcal,,,20652.58kcal
2023-02-10(금),밥,381.15kcal,흑미밥,414.3kcal,치즈닭갈비주먹밥(완)(15),440kcal,,,5558.79kcal
2023-02-10(금),설렁탕(완),2520.71kcal,한우소머리국밥,0kcal,쌀국수(16),484.86kcal,,,5558.79kcal
2023-02-10(금),미트볼조랭이떡조림(01)(05)(06)(10),372.48kcal,닭갈비(05)(06)(15),431.24kcal,샤오롱바오(06)(10),142kcal,,,5558.79kcal
2023-02-10(금),양념깻잎지무침,9kcal,치즈스틱(브런치)(02),104.3kcal,일반배추김치(맛김치),7.5kcal,,,5558.79kcal
2023-02-10(금),일반배추김치(맛김치),7.5kcal,오이양파무침(05)(06),38.25kcal,,,,,5558.79kcal
2023-02-10(금),"우유(백색우유(200ML,연간))(02)",122kcal,마카롱(브런치),76kcal,,,,,5558.79kcal
2023-02-10(금),,,일반배추김치(맛김치),7.5kcal,,,,,5558.79kcal
2023-02-11(토),치아바타샌드위치,0kcal,스리라차삼겹덮밥(01)(10)(12),857.1kcal,밥,381.15kcal,,,2419.89kcal
2023-02-11(토),씨리얼우유,75.76kcal,팽이버섯계란국(01),53.28kcal,쇠고기버섯들깨국(16),53.41kcal,,,2419.89kcal
2023-02-11(토),버팔로치킨윙(05)(06)(15),18.25kcal,파인애플함박스테이크,300kcal,돼지고기두반장볶음(06)(10),344.07kcal,,,2419.89kcal
2023-02-11(토),양상추샐러드(01)(12),131.01kcal,일반배추김치(맛김치),7.5kcal,콩나물매운무침(05)(06),66.36kcal,,,2419.89kcal
2023-02-11(토),"우유(백색우유(200ML,연간))(02)",122kcal,에이드,,배추김치(12~2월),10kcal,,,2419.89kcal
2023-02-12(일),밥,381.15kcal,밥,381.15kcal,밥,381.15kcal,,,2723.70kcal
2023-02-12(일),사골미역국,17kcal,닭곰탕(15),214.35kcal,무청시래기국(05)(06),45.69kcal,,,2723.70kcal
2023-02-12(일),돼지고기호박볶음(05)(06)(09)(10),147.46kcal,궁중섭산적,310.15kcal,돼지고기감자조림(05)(06)(10),197.5kcal,,,2723.70kcal
2023-02-12(일),도토리묵무침,24.86kcal,매콤볼어묵조림(17)(05)(06)(08)(09)(17),83.29kcal,김치전(완),134.55kcal,,,2723.70kcal
2023-02-12(일),총각김치,16.4kcal,일반배추김치(맛김치),7.5kcal,일반배추김치(맛김치),7.5kcal,,,2723.70kcal
2023-02-12(일),"우유(백색우유(200ML,연간))(02)",122kcal,아이스샌드,252kcal,,,,,2723.70kcal
2023-02-13(월),장조림버터비빔밥(02)(10),4519.22kcal,검은콩밥,411.72kcal,밥,381.15kcal,,,7199.24kcal
2023-02-13(월),어묵콩나물국(05)(06)(09),79.71kcal,등뼈감자탕(05)(06)(09)(10),657.96kcal,두부맑은국(05)(18),55.81kcal,,,7199.24kcal
2023-02-13(월),쇠고기두부찜(05)(06),100.7kcal,주꾸미돈육볶음(05)(06)(10),304.22kcal,매운오징어볶음(05)(06)(17),168.94kcal,,,7199.24kcal
2023-02-13(월),배추김치(12~2월),10kcal,브로콜리깨소금무침,41kcal,멘치카츠(10),324.01kcal,,,7199.24kcal
2023-02-13(월),"우유(백색우유(200ML,연간))(02)",122kcal,열무김치,12.8kcal,배추김치(12~2월),10kcal,,,7199.24kcal
2023-02-14(화),밥,381.15kcal,잡곡밥,401.38kcal,새우버거(01)(02)(05)(06)(09)(12),340.64kcal,,,2725.34kcal
2023-02-14(화),쇠고기호박찌개(06)(16),49.65kcal,팽이버섯두부국(05)(06),54.19kcal,씨리얼우유,75.76kcal,,,2725.34kcal
2023-02-14(화),토핑맛살계란찜(01),72.96kcal,돈육오징어볶음(05)(06)(10)(17),425.08kcal,케이준치킨샐러드(01),279.94kcal,,,2725.34kcal
2023-02-14(화),고추참치조림(05)(06),161.83kcal,피자치즈롤까스(02)(10),217.26kcal,"우유(백색우유(200ML,연간))(02)",122kcal,,,2725.34kcal
2023-02-14(화),가공우유(초코맛)(02),126kcal,페레로로쉐,0kcal,,,,,2725.34kcal
2023-02-14(화),일반배추김치(맛김치),7.5kcal,배추김치(12~2월),10kcal,,,,,2725.34kcal
2023-02-15(수),밥,381.15kcal,곤드레밥/양념장(05)(06),493.95kcal,밥,381.15kcal,,,2489.08kcal
2023-02-15(수),순두부버섯탕(05),67.24kcal,닭고기육개장(01)(05)(15),166.18kcal,근대된장국(05)(06),44.12kcal,,,2489.08kcal
2023-02-15(수),순살치킨꼬치,0kcal,광양식떡불고기,0.5kcal,건새우볶음,92.83kcal,,,2489.08kcal
2023-02-15(수),불고기오믈렛(12),173.2kcal,오이무침(05)(06),27.98kcal,돈육굴소스양배추볶음(10)(18),336.28kcal,,,2489.08kcal
2023-02-15(수),일반배추김치(맛김치),7.5kcal,도시락김,0kcal,일반배추김치(맛김치),7.5kcal,,,2489.08kcal
2023-02-15(수),"우유(백색우유(200ML,연간))(02)",122kcal,일반배추김치(맛김치),7.5kcal,"아이스크림, 떠먹는형",180kcal,,,2489.08kcal
2023-02-16(목),밥,381.15kcal,잡곡밥,401.38kcal,밥,381.15kcal,,,4217.76kcal
2023-02-16(목),햄감자찌개(05)(06)(10),135.86kcal,쇠고기미역국(05)(06)(16),34.47kcal,두부고추장찌개(05)(06)(10),105.67kcal,,,4217.76kcal
2023-02-16(목),달걀말이(완)(01)(12),55.65kcal,잡채어묵볶음(05)(06),165.48kcal,치킨까스(05)(06)(12)(15),321.48kcal,,,4217.76kcal
2023-02-16(목),황도샐러드,18.41kcal,고등어감자조림(05)(06),212.39kcal,맛살겨자무침,1605.27kcal,,,4217.76kcal
2023-02-16(목),깍두기(완제품)(09),11.4kcal,일반배추김치(맛김치),7.5kcal,일반배추김치(맛김치),7.5kcal,,,4217.76kcal
2023-02-16(목),"우유(백색우유(200ML,연간))(02)",122kcal,소시지,251kcal,,,,,4217.76kcal
2023-02-17(금),밥,381.15kcal,흑미밥,414.3kcal,수제자장밥(05)(06)(12)(15)(16),530.1kcal,,,3078.96kcal
2023-02-17(금),꼬꼬떡국(01)(15),233.99kcal,버섯매운탕(06)(16),78.13kcal,만두유린기(01)(05)(06)(10),237.53kcal,,,3078.96kcal
2023-02-17(금),쇠고기곤약장조림(01)(05)(06)(16),117.42kcal,고구마맛탕(05)(06),218.93kcal,타코야끼(01)(05)(06),405.15kcal,,,3078.96kcal
2023-02-17(금),단호박샐러드(완)(01)(02)(05),71.2kcal,돼지한방수육(05)(06)(15),40.99kcal,단무지,9kcal,,,3078.96kcal
2023-02-17(금),깍두기(완제품)(09),11.4kcal,상추/풋고추쌈(05)(06),84.48kcal,일반배추김치(맛김치),7.5kcal,,,3078.96kcal
2023-02-17(금),"우유(백색우유(200ML,연간))(02)",122kcal,배추겉절이,19.69kcal,,,,,3078.96kcal
2023-02-17(금),,,"요구르트,떠먹는형(02)",96kcal,,,,,3078.96kcal
2023-02-18(토),핫도그빵(01)(12),100.25kcal,후리카케밥,419.3kcal,마파두부덮밥(05)(06),658.87kcal,,,23377.92kcal
2023-02-18(토),핫윙봉,20088.25kcal,까르보나라떡볶이(05)(06),1556.87kcal,쇠고기콩나물국(05)(16),45.53kcal,,,23377.92kcal
2023-02-18(토),크림스프,132.97kcal,회오리감자&뿌링클(05),65.01kcal,골뱅이야채무침(06),72.47kcal,,,23377.92kcal
2023-02-18(토),탄산음료,97.5kcal,깍두기(완제품)(09),11.4kcal,일반배추김치(맛김치),7.5kcal,,,23377.92kcal
2023-02-18(토),,,커피음료,,"우유(백색우유(200ML,연간))(02)",122kcal,,,23377.92kcal
2023-02-19(일),쇠고기떡국(01),208.17kcal,밥,381.15kcal,밥,381.15kcal,,,3660.45kcal
2023-02-19(일),밥,381.15kcal,닭볶음탕(05)(06)(15),260.64kcal,김치어묵국(05)(06),59.4kcal,,,3660.45kcal
2023-02-19(일),새송이비엔나볶음(01)(10),312.9kcal,쇠고기감자국(16),62.33kcal,오징어채볶음(01)(05)(06)(17),81.24kcal,,,3660.45kcal
2023-02-19(일),치킨스테이크(05)(12)(15),635.12kcal,마늘쫑무침(완),0kcal,돈육새송이야채볶음(05)(06)(10),345.1kcal,,,3660.45kcal
2023-02-19(일),일반배추김치(맛김치),7.5kcal,가공우유(초코맛)(02),126kcal,깍두기(완제품)(09),11.4kcal,,,3660.45kcal
2023-02-19(일),"우유(백색우유(200ML,연간))(02)",122kcal,석박지,15.2kcal,"아이스크림 콘,완제품(02)",270kcal,,,3660.45kcal
2023-02-20(월),밥,381.15kcal,감자버터구이,115.09kcal,잡곡밥,401.38kcal,,,3269.11kcal
2023-02-20(월),참치김치찌개,192.53kcal,오이피클(05)(06),2.7kcal,굴순두부찌개(05)(18),134.52kcal,,,3269.11kcal
2023-02-20(월),돼지목살폭찹(10)(12),278.13kcal,크림스프,132.97kcal,대왕오징어제육볶음(05)(06)(10),386.45kcal,,,3269.11kcal
2023-02-20(월),감자샐러드(완),0kcal,모닝빵,231.7kcal,새우만두찜,5.75kcal,,,3269.11kcal
2023-02-20(월),총각김치,16.4kcal,할라피뇨,2.64kcal,일반배추김치(맛김치),7.5kcal,,,3269.11kcal
2023-02-20(월),"우유(백색우유(200ML,연간))(02)",122kcal,토마토스파게티(06)(12),832.7kcal,,,,,3269.11kcal
2023-02-20(월),,,양상추샐러드&드레싱,15.5kcal,,,,,3269.11kcal
2023-02-20(월),,,배추김치(12~2월),10kcal,,,,,3269.11kcal
2023-02-21(화),밥,381.15kcal,검은콩밥,411.72kcal,밥,381.15kcal,,,3124.93kcal
2023-02-21(화),사골떡왕만둣국(06)(10)(16),427.56kcal,닭고기육개장(01)(05)(15),166.18kcal,순두부찌개(01)(05)(06)(10)(17)(18),203.31kcal,,,3124.93kcal
2023-02-21(화),돈육김치볶음(10),269.4kcal,코다리강정(06)(12),150.62kcal,떡갈비구이,0.15kcal,,,3124.93kcal
2023-01-25(수),샤오롱바오(06)(10),113.6kcal,유린기(05)(06)(15)(18),537.41kcal,타코야끼(01)(05)(06),430.04kcal,,,3136.04kcal
2023-01-25(수),무생채,36.27kcal,단무지,9kcal,양상추샐러드&드레싱,109.5kcal,,,3136.04kcal
2023-01-25(수),배추김치(12~2월)(09),10kcal,석박지,13.3kcal,"우유(백색우유(200ML,연간))(02)",122kcal,,,3136.04kcal
2023-01-25(수),,,식혜,82kcal,,,,,3136.04kcal
2023-01-26(목),밥,435.6kcal,검은콩밥,411.72kcal,밀쌀밥,399.58kcal,,,3752.90kcal
2023-01-26(목),느타리버섯배추국(05)(06),28.68kcal,감자계란국(01)(05)(06),52.71kcal,쇠고기장터국(완),0kcal,,,3752.90kcal
2023-01-26(목),돼지고기호박볶음(05)(06)(09)(10),314.84kcal,목살찹스테이크(12),491.05kcal,돼지불고기(05)(06)(10),424.52kcal,,,3752.90kcal
2023-01-26(목),깻잎전(완)(05)(06),175.14kcal,아귀순살해물찜(05)(06)(17),315.12kcal,매운양념꼬치어묵(05)(06),167.83kcal,,,3752.90kcal
2023-01-26(목),깍두기(완제품)(09),11.4kcal,깍두기(완제품)(09),11.4kcal,깍두기(완제품)(09),11.4kcal,,,3752.90kcal
2023-01-26(목),"우유(백색우유(200ML,연간))(02)",122kcal,곶감,109.915kcal,"아이스크림 콘,완제품(02)",270kcal,,,3752.90kcal
2023-01-27(금),달걀케첩볶음밥(01)(12),545.27kcal,찹쌀밥,410.07kcal,밥,435.6kcal,,,3815.63kcal
2023-01-27(금),순두부찌개(01)(05)(06)(10)(18),181.8kcal,닭고기육개장(01)(05)(15),160.31kcal,쇠고기콩나물국(05)(16),49.28kcal,,,3815.63kcal
2023-01-27(금),대패삼겹야채볶음(05)(06)(10),593.38kcal,돈가스,603.84kcal,안동찜닭(05)(06)(15),242.39kcal,,,3815.63kcal
2023-01-27(금),깍두기(완제품)(09),11.4kcal,쫄면야채무침(05)(06),129.44kcal,양배추/풋고추쌈(05)(06),40.45kcal,,,3815.63kcal
2023-01-27(금),"우유(백색우유(200ML,연간))(02)",122kcal,배추김치(12~2월)(09),10kcal,깍두기(완제품)(09),11.4kcal,,,3815.63kcal
2023-01-27(금),,,초콜렛(육사),219kcal,컵과일(배),50kcal,,,3815.63kcal
2023-01-28(토),씨리얼우유,78.96kcal,셀프주먹밥(05)(06)(10),434.94kcal,밥,435.6kcal,,,2059.03kcal
2023-01-28(토),자메이카통다리바베큐,294.1kcal,미소장국(05),60.65kcal,두부고추장찌개(05)(06),73.57kcal,,,2059.03kcal
2023-01-28(토),베이글,0kcal,분모자떡볶이(05)(06),296.71kcal,새우만두찜,5.75kcal,,,2059.03kcal
2023-01-28(토),양상추샐러드(05)(06),23.42kcal,순대(09),0.03kcal,쇠고기계란장조림(3)(01)(05)(06)(16),211.9kcal,,,2059.03kcal
2023-01-28(토),"우유(백색우유(200ML,연간))(02)",122kcal,깍두기(완제품)(09),11.4kcal,일반배추김치(맛김치),10kcal,,,2059.03kcal
2023-01-29(일),밥,435.6kcal,오므라이스(01)(05)(06),704.83kcal,밥,435.6kcal,,,2043.57kcal
2023-01-29(일),갈비탕,9.64kcal,오징어배추해장국(05)(06)(16),79.12kcal,물만두국(01),17303.67kcal,,,2043.57kcal
2023-01-29(일),닭고기스테이크(05)(15),633.12kcal,쇠고기새송이버섯볶음(05)(06)(16),196.82kcal,궁중떡볶이(05)(06)(16),318.12kcal,,,2043.57kcal
2023-01-29(일),브로콜리야채볶음,50.34kcal,깍두기(완제품)(09),11.4kcal,바비큐소스등갈비구이(06)(10)(12),543.31kcal,,,2043.57kcal
2023-01-29(일),일반배추김치(맛김치),10kcal,"아이스크림, 떠먹는형",180kcal,일반배추김치(맛김치),10kcal,,,2043.57kcal
2023-01-29(일),"우유(백색우유(200ML,연간))(02)",122kcal,,,,,,,2043.57kcal
2023-01-30(월),밥,435.6kcal,밥,435.6kcal,밥,435.6kcal,,,3581.18kcal
2023-01-30(월),어묵콩나물국(05)(06)(08)(09)(17),82.11kcal,굴순두부찌개(05)(18),139.71kcal,맑은된장국(05)(06),64.37kcal,,,3581.18kcal
2023-01-30(월),안동찜닭(05)(06)(15),242.39kcal,돼지불고기(05)(06)(10),424.52kcal,오꼬노미야끼(01),190.09kcal,,,3581.18kcal
2023-01-30(월),시금치무침,20.6kcal,쌈채소(05)(06),36.05kcal,케이준치킨샐러드(01)(06),483.25kcal,,,3581.18kcal
2023-01-30(월),가공우유(초코맛)(02),126kcal,명이나물절임(05)(06),150kcal,일반배추김치(맛김치),10kcal,,,3581.18kcal
