날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
2021-08-03,쇠고기버섯볶음(05)(06)(16),215.38kcal,무초절이,30.52kcal,양념치킨(05)(06)(15),823.57kcal,,,3482.47kcal
2021-08-03,콩나물무침(05)(06),39.96kcal,열무김치,12.8kcal,깻잎조림(05)(06),34.24kcal,,,3482.47kcal
2021-08-03,배추김치(7~9월),8.75kcal,팥빙수,180kcal,깍두기(완제품)(09),15.2kcal,,,3482.47kcal
2021-08-03,우유(백색우유(200ML,122kcal,,,,,,,3482.47kcal
2021-08-04,밀쌀밥,363.55kcal,돈육김치덮밥(10),619.94kcal,밥,363kcal,,,2726.32kcal
2021-08-04,쇠고기무국(05)(16),73.81kcal,닭고기육개장(01)(05)(15),127.56kcal,건새우애호박찌개(05)(06)(09)(10),78.35kcal,,,2726.32kcal
2021-08-04,햄슬라이스야채볶음(05)(06)(10),243.92kcal,조미김,0kcal,쇠고기불고기(05)(06)(16),335.87kcal,,,2726.32kcal
2021-08-04,두부양념장(05)(06),86.02kcal,단호박샐러드(01)(12),103.6kcal,양배추쌈(05)(06),62.36kcal,,,2726.32kcal
2021-08-04,배추김치(7~9월),8.75kcal,깍두기(완제품)(09),15.2kcal,배추김치(7~9월),8.75kcal,,,2726.32kcal
2021-08-04,우유(백색우유(200ML,122kcal,복숭아(백도)(11),75.24kcal,짜먹는요구르트(02),38.4kcal,,,2726.32kcal
2021-08-05,밥,363kcal,밥,363kcal,찰보리비빔밥(05),460.31kcal,,,2745.96kcal
2021-08-05,들깨미역국(05)(16),28.79kcal,짬뽕찌개(05)(10)(17),91.13kcal,두부김치국(05),60.19kcal,,,2745.96kcal
2021-08-05,닭순살감자조림(05)(06)(15),120.9kcal,돈육청경채볶음(05)(06)(10),373.14kcal,쇠고기볶음고추장(06),103.08kcal,,,2745.96kcal
2021-08-05,오이된장초무침(05),29.42kcal,콩나물야채튀김(전)(05)(06)(09),373.81kcal,계란후라이(01),97.91kcal,,,2745.96kcal
2021-08-05,배추김치(7~9월),8.75kcal,김자반,21.5kcal,깍두기(완제품)(09),15.2kcal,,,2745.96kcal
2021-08-05,우유(백색우유(200ML,122kcal,배추김치(7~9월),8.75kcal,,,,,2745.96kcal
2021-08-05,,,신선형(찰옥수수(79월)),105.08kcal,,,,,2745.96kcal
2021-08-06,밥,363kcal,밥,363kcal,잡곡밥,391.54kcal,,,2886.11kcal
2021-08-06,버섯감자찌개(05)(06),67.22kcal,순두부국(01)(05)(16)(18),76.38kcal,쇠고기육개장(01)(05)(16),87.35kcal,,,2886.11kcal
2021-08-06,돈육김치볶음(10),205.38kcal,데리야끼갈릭치킨(01)(05)(06)(15),711.19kcal,잡채(05)(06)(16),164.31kcal,,,2886.11kcal
2021-08-06,연두부양념장(05)(06),86.92kcal,오이풋고추된장무침(05),40.82kcal,고등어순살조림(05)(06)(07),142.9kcal,,,2886.11kcal
2021-08-06,열무김치,12.8kcal,배추김치(7~9월),8.75kcal,배추김치(7~9월),8.75kcal,,,2886.11kcal
2021-08-06,우유(백색우유(200ML,122kcal,자두(후무사),33.8kcal,,,,,2886.11kcal
2021-08-07,불고기버거(06)(10),533.12kcal,흑미밥,381.75kcal,밥,363kcal,,,2704.25kcal
2021-08-07,야채샐러드(햄버거용)(01)(12),110.86kcal,비엔나소시지김치찌개(10),188.33kcal,생선묵국(05)(06),66.86kcal,,,2704.25kcal
2021-08-07,시리얼,152.8kcal,조미김,0kcal,멸치고추장볶음(06),175.72kcal,,,2704.25kcal
2021-08-07,토마토슬라이스(12),8.91kcal,계란장조림(01)(05)(06)(16),117.59kcal,닭고기야채조림(05)(06)(15),244.56kcal,,,2704.25kcal
2021-08-07,우유(백색우유(200ML,122kcal,오징어젓무침(17),38.4kcal,배추김치(7~9월),8.75kcal,,,2704.25kcal
2021-08-07,,,깍두기(완제품)(09),15.2kcal,,,,,2704.25kcal
2021-08-07,,,워터젤리,176.4kcal,,,,,2704.25kcal
2021-08-08,찰보리밥,378.8kcal,밥,363kcal,밥,363kcal,,,2703.63kcal
2021-08-08,중화식계란탕(01)(05)(06)(10),102.23kcal,얼큰황태채국(01)(05),33.63kcal,해물순두부찌개(01)(05)(09)(10)(17)(18),115.7kcal,,,2703.63kcal
2021-08-08,낙지야채볶음(05)(06),241.5kcal,돼지불고기(05)(06)(10),469.72kcal,쇠고기야채볶음(05)(06)(16),191.82kcal,,,2703.63kcal
2021-08-08,오이양파무침(05)(06),38.19kcal,모듬쌈(05)(06),45.26kcal,콩나물매운무침(05)(06),40.53kcal,,,2703.63kcal
2021-08-08,배추김치(7~9월),8.75kcal,배추김치(7~9월),8.75kcal,가공우유(초코맛)(02),126kcal,,,2703.63kcal
2021-08-08,우유(백색우유(200ML,122kcal,사과 주스(200㎖/팩),46kcal,배추김치(7~9월),8.75kcal,,,2703.63kcal
2021-08-09,밥,363kcal,깐풍버섯덮밥(05)(06)(16),505.78kcal,잡곡밥,391.54kcal,,,2705.72kcal
2021-08-09,돼지고기육개장(01)(05)(10),114.15kcal,쇠고기미역국(05)(16),23.53kcal,콩나물김치국(05),22.06kcal,,,2705.72kcal
2021-08-09,고추잡채(05)(06)(10),207.25kcal,조미김,0kcal,안동찜닭(05)(06)(15),260.18kcal,,,2705.72kcal
2021-08-09,계란찜(01)(09),87.76kcal,삼치순살조림(05)(06),100.64kcal,감자조림(05)(06),48.13kcal,,,2705.72kcal
2021-08-09,배추김치(7~9월),8.75kcal,배추김치(7~9월),8.75kcal,깍두기(완제품)(09),15.2kcal,,,2705.72kcal
2021-08-09,우유(백색우유(200ML,122kcal,건빵(참깨맛),249kcal,우유(백색우유(200ML,122kcal,,,2705.72kcal
2021-08-09,,,유산균 발효 음료(02),56kcal,,,,,2705.72kcal
2021-08-10,밥,363kcal,찹쌀밥,398.9kcal,밥,363kcal,,,3857.64kcal
2021-08-10,쇠고기무국(05)(16),73.81kcal,삼계탕(15),876.55kcal,건새우애호박찌개(05)(06)(09)(10),78.35kcal,,,3857.64kcal
2021-08-10,비엔나소시지케찹볶음(06)(10)(12),331.95kcal,모듬야채(05)(06),72.13kcal,돈육새송이야채볶음(05)(06)(10),291.2kcal,,,3857.64kcal
2021-08-10,꽈리고추멸치조림(05)(06),105.83kcal,깍두기(완제품)(09),15.2kcal,두부강정(05)(06),515.23kcal,,,3857.64kcal
2021-08-10,배추김치(7~9월),8.75kcal,수박,52.992kcal,배추김치(7~9월),8.75kcal,,,3857.64kcal
2021-08-10,우유(백색우유(200ML,122kcal,,,감귤 주스(180㎖/병),180kcal,,,3857.64kcal
2021-08-11,밥,363kcal,밥,363kcal,현미밥,384.78kcal,,,2927.83kcal
2021-08-11,돼지고기김치찌개(10),157.35kcal,닭볶음탕(15),260.18kcal,들깨미역국(05)(16),28.79kcal,,,2927.83kcal
2021-08-11,감자풋고추볶음(05)(06),75.57kcal,오징어튀김&칠리소스(01)(06)(12),644.44kcal,돈육호박볶음(05)(06)(09)(10),192.72kcal,,,2927.83kcal
2021-08-11,전복장조림(05)(06)(18),66.56kcal,두부조림(05)(06),92.58kcal,계란찜(01)(09),87.76kcal,,,2927.83kcal
2021-08-11,열무김치,12.8kcal,배추김치(7~9월),8.75kcal,배추김치(7~9월),8.75kcal,,,2927.83kcal
2021-08-11,우유(백색우유(200ML,122kcal,이온음료,58.8kcal,,,,,2927.83kcal
2021-08-12,밥,363kcal,잡곡밥,391.54kcal,햄치즈버거(02)(06)(10),484.92kcal,,,3264.59kcal
2021-08-12,쇠고기모듬버섯찌개(05)(16),68.29kcal,콩나물김치국(05),22.06kcal,감자튀김(12),401.16kcal,,,3264.59kcal
2021-08-12,마파두부(05)(06),219.14kcal,중화풍삼겹살조림(05)(06)(10),555.59kcal,시리얼,152.8kcal,,,3264.59kcal
2021-08-12,생선묵조림(05)(06),134.06kcal,모듬쌈(05)(06),45.26kcal,야채샐러드(햄버거용)(01)(12),110.86kcal,,,3264.59kcal
2021-08-12,배추김치(7~9월),8.75kcal,오이소박이,20.35kcal,토마토슬라이스(12),8.91kcal,,,3264.59kcal
2021-08-12,짜먹는요구르트(02),38.4kcal,,,탄산음료,117.5kcal,,,3264.59kcal
2021-08-12,,,,,우유(백색우유(200ML,122kcal,,,3264.59kcal
2021-07-14,배추김치(7~9월),11.25kcal,백김치,15.12kcal,총각김치,16.4kcal,,,2988.88kcal
2021-07-14,우유(백색우유(200ML,122kcal,복숭아(천도)(11),56.58kcal,이온음료,58.8kcal,,,2988.88kcal
2021-07-15,밥,363kcal,찰보리밥,391.44kcal,새우버거(01)(02)(06)(09)(12),928.5kcal,,,3162.19kcal
2021-07-15,쇠고기감자국(05)(16),60.44kcal,콩나물냉국(05)(06),40.62kcal,감자튀김(12),345.91kcal,,,3162.19kcal
2021-07-15,연두부양념장(05)(06),87.98kcal,오삼불고기(05)(06)(10)(17),453.67kcal,탄산음료,117.5kcal,,,3162.19kcal
2021-07-15,토마토상추겉절이(05)(06)(12),39.15kcal,김자반,21.5kcal,우유(백색우유(200ML,122kcal,,,3162.19kcal
2021-07-15,배추김치(7~9월),11.25kcal,무쌈말이(01),62.9kcal,,,,,3162.19kcal
2021-07-15,연세검은콩두유,200mL,배추김치(7~9월),11.25kcal,,,,,3162.19kcal
2021-07-15,,,신선형(찰옥수수(79월)),105.08kcal,,,,,3162.19kcal
2021-07-16,밥,363kcal,자장밥(05)(06)(10),787.26kcal,밀쌀밥,363.83kcal,,,2981.16kcal
2021-07-16,순두부국(05),53.99kcal,사천식탕수육(05)(06)(10)(12),524.28kcal,광어매운탕(06),96.25kcal,,,2981.16kcal
2021-07-16,계란찜(01)(09),100.73kcal,총각김치,16.4kcal,감자채볶음,128.96kcal,,,2981.16kcal
2021-07-16,쇠고기부추무침(05)(06)(16),113.27kcal,단무지,11.16kcal,닭고기오이냉채(01)(15),170.48kcal,,,2981.16kcal
2021-07-16,배추김치(7~9월),11.25kcal,오렌지 주스(200㎖/팩),96kcal,배추김치(7~9월),11.25kcal,,,2981.16kcal
2021-07-16,우유(백색우유(200ML,122kcal,,,대추방울토마토(생산기)(12),11.05kcal,,,2981.16kcal
2021-07-17,핫도그빵(01)(06)(10)(12),849.78kcal,라면(즉석 컵)(06),365kcal,,,,,1336.78kcal
2021-07-17,우유(백색우유(200ML,122kcal,,,,,,,1336.78kcal
2021-07-18,밥,363kcal,밥,363kcal,밥,363kcal,,,2749.24kcal
2021-07-18,콩나물김치국(05),34.94kcal,돼지고기무찌개(05)(06)(10),101.31kcal,버섯쇠고기찌개(05)(16),55.1kcal,,,2749.24kcal
2021-07-18,닭순살피망볶음(05)(06)(15),205.12kcal,매콤갑오징어볶음(05)(06)(17),164.71kcal,돼지고기된장불고기(05)(06)(10),326.33kcal,,,2749.24kcal
2021-07-18,오이부추무침,22.39kcal,맛김,0kcal,양배추쌈(05)(06),83.34kcal,,,2749.24kcal
2021-07-18,혼합시리얼(휴일),115kcal,두부조림(05)(06),174.91kcal,총각김치,16.4kcal,,,2749.24kcal
2021-07-18,깍두기(임가공),28.75kcal,배추김치(7~9월),11.25kcal,토마토,10.692kcal,,,2749.24kcal
2021-07-18,우유(백색우유(200ML,122kcal,복숭아 주스(180㎖/병),188kcal,,,,,2749.24kcal
2021-07-19,흑미밥,400.5kcal,밥,363kcal,치킨마요덮밥(01)(05)(06)(15),1034.6kcal,,,2976.55kcal
2021-07-19,새우순두부계란탕(01)(05)(09),86.99kcal,쇠고기육개장(01)(05)(16),109.86kcal,돼지고기김치찌개(05)(10),122.54kcal,,,2976.55kcal
2021-07-19,게맛살어묵볶음(05)(06),111.19kcal,골뱅이오징어채볶음(06)(17),135.97kcal,코올슬로샐러드,29.39kcal,,,2976.55kcal
2021-07-19,돼지고기감자조림(05)(06)(10),161.44kcal,오이된장초무침(05),29.42kcal,깍두기(임가공),28.75kcal,,,2976.55kcal
2021-07-19,배추김치(7~9월),11.25kcal,배추김치(7~9월),11.25kcal,짜먹는요구르트(02),38.4kcal,,,2976.55kcal
2021-07-19,우유(백색우유(200ML,122kcal,감귤 주스(180㎖/병),180kcal,,,,,2976.55kcal
2021-07-20,밥,363kcal,찰보리밥,391.44kcal,밥,363kcal,,,3031.91kcal
2021-07-20,쇠고기무국(05)(16),57.14kcal,꽃게탕(05),55.85kcal,감자수제비국(01)(05),50.02kcal,,,3031.91kcal
2021-07-20,계란찜(01)(09),100.73kcal,애호박조갯살나물(09),51.8kcal,제육볶음(05)(06)(10),359.24kcal,,,3031.91kcal
2021-07-20,돈육표고장조림(05)(06)(10),209.77kcal,닭매운양념조림(05)(06)(15),262.35kcal,고등어카레튀김(01)(06)(07),394.67kcal,,,3031.91kcal
2021-07-20,배추김치(7~9월),11.25kcal,가공우유(딸기맛)(02),116kcal,배추김치(7~9월),11.25kcal,,,3031.91kcal
2021-07-20,우유(백색우유(200ML,122kcal,총각김치,16.4kcal,농후 발효유(02),96kcal,,,3031.91kcal
2021-07-21,밥,363kcal,찹쌀밥,434.8kcal,현미밥,395.67kcal,,,3074.46kcal
2021-07-21,감자짜글이(05)(06)(10),135.06kcal,전복삼계탕(15)(18),676.94kcal,햄소시지찌개(05)(06)(10),158.66kcal,,,3074.46kcal
2021-07-21,비엔나소시지야채볶음(10)(12),291.98kcal,모듬야채(05)(06),52.79kcal,돈육굴소스양배추볶음(10),238.45kcal,,,3074.46kcal
2021-07-21,야채샐러드(12),11.52kcal,깍두기(임가공),28.75kcal,오이양파장아찌(05)(06),25.4kcal,,,3074.46kcal
2021-07-21,배추김치(7~9월),11.25kcal,수박,52.992kcal,총각김치,16.4kcal,,,3074.46kcal
2021-07-21,우유(백색우유(200ML,122kcal,,,이온음료,58.8kcal,,,3074.46kcal
2021-07-22,밥,363kcal,찰보리밥,391.44kcal,밥,363kcal,,,2983.86kcal
2021-07-22,새우순두부계란탕(01)(05)(09),86.99kcal,짬뽕찌개(05)(06)(10)(17),147.59kcal,돼지고기애호박찌개(06)(10),104.77kcal,,,2983.86kcal
2021-07-22,쇠고기오이표고볶음(05)(06)(16),93.02kcal,중화식돈까스(05)(06)(10),649.69kcal,낙지불고기(05)(06)(16),166.8kcal,,,2983.86kcal
2021-07-22,감자매운조림(05)(06),109.04kcal,콩나물무침(05)(06),46.13kcal,양배추쌈(05)(06),83.34kcal,,,2983.86kcal
2021-07-22,배추김치(7~9월),11.25kcal,오이소박이,20.35kcal,배추김치(7~9월),11.25kcal,,,2983.86kcal
2021-07-22,우유(백색우유(200ML,122kcal,신선형(참외(78월)),34.2kcal,팥빙수,180kcal,,,2983.86kcal
2021-07-23,밥,363kcal,고추참치덮밥(06),590.76kcal,밀쌀밥,363.83kcal,,,3491.43kcal
2021-07-23,순두부찌개(01)(05)(06)(10),108.9kcal,쇠고기미역국(05)(16),33.07kcal,볶음김치,86.94kcal,,,3491.43kcal
2021-07-23,돼지고기두반장볶음(10),282.57kcal,(견과류)단호박찜(05)(06),90.24kcal,삼겹살구이(05)(10),1078.3kcal,,,3491.43kcal
2021-07-23,꽈리고추멸치조림(05)(06),137.9kcal,배추김치(7~9월),11.25kcal,모듬쌈(05)(06),57.06kcal,,,3491.43kcal
2021-07-23,배추김치(7~9월),11.25kcal,신선형(찰옥수수(79월)),105.08kcal,생마늘,10.88kcal,,,3491.43kcal
2021-07-23,우유(백색우유(200ML,122kcal,,,짜먹는요구르트(02),38.4kcal,,,3491.43kcal
2021-07-24,햄치즈버거(01)(02)(06)(10)(12),774.7kcal,현미밥,395.67kcal,밥,363kcal,,,2709.69kcal
2021-07-24,우유(백색우유(200ML,122kcal,생선묵국(05)(06),82.27kcal,오리탕(05)(06),165.94kcal,,,2709.69kcal
2021-07-24,,,쇠고기청경채볶음(05)(06)(16),174.08kcal,콩나물삼색볶음(05)(06),137.84kcal,,,2709.69kcal
2021-07-24,,,풋고추된장무침(05)(06),51.57kcal,맛김,0kcal,,,2709.69kcal
2021-07-24,,,배추김치(7~9월),11.25kcal,오이무침(05)(06),22.97kcal,,,2709.69kcal
2021-07-24,,,아이스크림 콘,270kcal,총각김치,16.4kcal,,,2709.69kcal
2021-07-24,,,,,우유(백색우유(200ML,122kcal,,,2709.69kcal
2021-07-25,쇠고기버섯죽(05)(16),444.98kcal,밥,363kcal,밥,363kcal,,,2768.48kcal
2021-07-25,햄감자볶음(10),118.41kcal,김치(만둣)국(05),42.14kcal,감자수제비국(01)(05),50.02kcal,,,2768.48kcal
2021-07-25,오징어젓무침(17),39.47kcal,닭고기양배추볶음(05)(06)(15),262.5kcal,돼지고기깻잎볶음(05)(06)(10),294.06kcal,,,2768.48kcal
2021-07-25,혼합시리얼(휴일),115kcal,맛김,0kcal,두부조림(05)(06),174.91kcal,,,2768.48kcal
2021-07-25,배추김치(7~9월),11.25kcal,꽈리고추양념무침(05)(06),61.68kcal,총각김치,16.4kcal,,,2768.48kcal
2021-07-25,우유(백색우유(200ML,122kcal,깍두기(임가공),28.75kcal,포도 주스(180㎖/캔),84.51kcal,,,2768.48kcal
2021-07-25,,,워터젤리,176.4kcal,,,,,2768.48kcal
2021-07-26,밥,363kcal,밥,363kcal,물냉면(01)(03)(06)(16),1011.41kcal,,,3270.75kcal
2021-07-26,어묵콩나물국(05)(06)(09),61.11kcal,(유부주머니)감자국 (05),37.63kcal,너비아니 또는 떡갈비(자율구매),0.54kcal,,,3270.75kcal
2021-07-26,닭순살피망볶음(05)(06)(15),205.12kcal,(통)마늘김치두루치기(05)(06)(10),219.01kcal,무초절이,26.09kcal,,,3270.75kcal
2021-07-26,연두부양념장(05)(06),87.98kcal,생선가스(01)(06),450.96kcal,배추김치(7~9월),11.25kcal,,,3270.75kcal
2021-07-26,배추김치(7~9월),11.25kcal,총각김치,16.4kcal,복숭아 주스(180㎖/병),188kcal,,,3270.75kcal
2021-07-26,우유(백색우유(200ML,122kcal,농후 발효유(02),96kcal,,,,,3270.75kcal
2021-07-27,밥,363kcal,밥,363kcal,밥,363kcal,,,3104.20kcal
2021-07-27,배추쇠고기국(05)(16),49.63kcal,중화식계란탕(01)(05)(06)(10),82.13kcal,쇠고기버섯들깨국(05)(16),42.82kcal,,,3104.20kcal
2021-07-27,감자채볶음,128.96kcal,잡채(05)(06),158.55kcal,돼지고기고추장볶음(06)(10),495.56kcal,,,3104.20kcal
2021-07-27,닭고기단호박조림(05)(06)(15),231.66kcal,바다장어순살강정(05)(06)(12),527.1kcal,양배추쌈(05)(06),83.34kcal,,,3104.20kcal
2021-07-27,깍두기(임가공),28.75kcal,총각김치,16.4kcal,배추김치(7~9월),11.25kcal,,,3104.20kcal
2021-07-27,우유(백색우유(200ML,122kcal,대추방울토마토(생산기)(12),11.05kcal,망고 주스(180㎖/캔),26kcal,,,3104.20kcal
2021-07-28,밥,363kcal,삼겹살덮밥(01)(05)(06)(10),1013.13kcal,흑미밥,400.5kcal,,,3092.17kcal
2021-07-28,순두부국(05),53.99kcal,감자수제비국(01)(05),50.02kcal,버섯쇠고기찌개(05)(16),55.1kcal,,,3092.17kcal
2021-07-28,쇠고기알감자조림(05)(06)(16),92.66kcal,맛김,0kcal,피망잡채(05)(06)(10),182.37kcal,,,3092.17kcal
2021-07-28,훈제오리샐러드(01),108.59kcal,오이양파장아찌(05)(06),25.4kcal,코다리강정(05)(06)(12),379.51kcal,,,3092.17kcal
2021-07-28,배추김치(7~9월),11.25kcal,총각김치,16.4kcal,가공우유(바나나맛)(02),167kcal,,,3092.17kcal
2021-07-28,우유(백색우유(200ML,122kcal,배 주스(238㎖/캔),40kcal,배추김치(7~9월),11.25kcal,,,3092.17kcal
2021-07-29,밥,363kcal,찰보리밥,391.44kcal,밥,363kcal,,,3244.30kcal
2021-07-29,쇠고기미역국(05)(16),33.07kcal,두부고추장찌개(05)(06),72.77kcal,짬뽕찌개(05)(06)(10)(17),147.59kcal,,,3244.30kcal
2021-06-30,우유(백색우유(200ML,122kcal,,,수박,57.408kcal,,,2702.60kcal
2021-07-01,밥,363kcal,현미밥,395.67kcal,돈까스덮밥(01)(05)(06)(10),1046.99kcal,,,2855.24kcal
2021-07-01,새우살감자국(05)(09),55.37kcal,돼지고기애호박찌개(06)(10),104.77kcal,어묵김칫국(05)(06),52.83kcal,,,2855.24kcal
2021-07-01,돼지고기콩나물볶음(05)(06)(10),201.58kcal,오리훈제고추잡채(05)(06),241.93kcal,맛김,0kcal,,,2855.24kcal
2021-07-01,순두부새싹샐러드 (05)(06),71.49kcal,부추겉절이(05)(06),18.24kcal,오이고추장무침(06),53.95kcal,,,2855.24kcal
2021-07-01,배추김치(7~9월),11.25kcal,백김치,15.12kcal,배추김치(7~9월),11.25kcal,,,2855.24kcal
2021-07-01,우유(백색우유(200ML,122kcal,자두(대석),33.8kcal,유산균 발효 음료(02),56kcal,,,2855.24kcal
2021-07-02,밥,363kcal,찰보리밥,391.44kcal,밥,363kcal,,,3308.22kcal
2021-07-02,쇠고기무국(05)(16),57.14kcal,돼지고기감자버섯찌개(05)(06)(10),183.19kcal,건새우미역국(05)(09),25.37kcal,,,3308.22kcal
2021-07-02,멸치비엔나볶음(05)(06)(10),293.6kcal,두부김치(05)(06),126.99kcal,쇠고기갈비찜(05)(06),530.87kcal,,,3308.22kcal
2021-07-02,호박잡채(05)(06)(16),121.51kcal,오징어야채샐러드(05)(06),405.16kcal,깻잎양념무침(05)(06),46.87kcal,,,3308.22kcal
2021-07-02,배추김치(7~9월),11.25kcal,깍두기(임가공),28.75kcal,배추김치(7~9월),11.25kcal,,,3308.22kcal
2021-07-02,우유(백색우유(200ML,122kcal,블루베리,26.4267363kcal,바나나맛우유(02),200.4kcal,,,3308.22kcal
2021-07-03,핫도그빵(01)(06)(10)(12),849.78kcal,밀쌀밥,363.83kcal,밥,363kcal,,,3148.45kcal
2021-07-03,탄산음료,117.5kcal,무두부조개탕(05)(18),49.51kcal,닭볶음탕(05)(06)(15),250.79kcal,,,3148.45kcal
2021-07-03,우유(백색우유(200ML,122kcal,돼지고기고추장볶음(06)(10),495.56kcal,마늘멸치볶음,99.36kcal,,,3148.45kcal
2021-07-03,,,모듬쌈(05)(06),57.06kcal,맛김,0kcal,,,3148.45kcal
2021-07-03,,,총각김치,16.4kcal,오이된장초무침(05),29.42kcal,,,3148.45kcal
2021-07-03,,,수박,52.992kcal,배추김치(7~9월),11.25kcal,,,3148.45kcal
2021-07-03,,,,,아이스크림 콘,270kcal,,,3148.45kcal
2021-07-04,햄김치볶음밥(05)(06)(10),530.17kcal,밥,363kcal,밥,363kcal,,,3043.23kcal
2021-07-04,계란후라이(01),108.96kcal,얼큰북어채국(01)(05),28.44kcal,어묵콩나물국(05)(06)(09),61.11kcal,,,3043.23kcal
2021-07-04,오징어채야채무침(05)(06)(17),105.09kcal,닭간장소스찜(05)(06)(15),289.87kcal,돈육굴소스양배추볶음(10),238.45kcal,,,3043.23kcal
2021-07-04,혼합시리얼(휴일),115kcal,풋고추된장무침(05)(06),51.57kcal,두부조림(05)(06),174.91kcal,,,3043.23kcal
2021-07-04,단무지,11.16kcal,배추김치(7~9월),11.25kcal,배추김치(7~9월),11.25kcal,,,3043.23kcal
2021-07-04,우유(백색우유(200ML,122kcal,라면(즉석 컵)(06),365kcal,이온음료,58.8kcal,,,3043.23kcal
2021-07-04,,,신선형(참외(78월)),34.2kcal,,,,,3043.23kcal
2021-07-05,밥,363kcal,검은콩밥,404.3kcal,밥,363kcal,,,2773.09kcal
2021-07-05,돼지고기무찌개(05)(06)(10),101.31kcal,쇠고기미역국(05)(16),33.07kcal,콩나물김치국(05),34.94kcal,,,2773.09kcal
2021-07-05,감자채볶음,128.96kcal,두부강정(05)(06)(12),488.09kcal,닭갈비(05)(06)(15),262.73kcal,,,2773.09kcal
2021-07-05,전복장조림(05)(06)(18),75.35kcal,고등어순살조림(05)(06)(07),150.47kcal,오징어젓무침(17),39.47kcal,,,2773.09kcal
2021-07-05,배추김치(7~9월),11.25kcal,총각김치,16.4kcal,깍두기(임가공),28.75kcal,,,2773.09kcal
2021-07-05,우유(백색우유(200ML,122kcal,멜론(여름),54kcal,오렌지 주스(200㎖/팩),96kcal,,,2773.09kcal
2021-07-06,밥,363kcal,밥,363kcal,밀쌀밥,363.83kcal,,,3104.31kcal
