날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
2023-12-06(수),닭순살데리야끼조림(05)(15),223.43kcal,초코다쿠아즈,70kcal,,,,,5174.49kcal
2023-12-06(수),배추김치,0kcal,배추김치,0kcal,,,,,5174.49kcal
2023-12-07(목),간장계란밥(01),395.83kcal,영양밥,271.52kcal,볶음밥(05)(12),29.25kcal,"코주부씨앤에프,코주부다크초코떡,1kg",175.8kcal,2718.25kcal
2023-12-07(목),쇠고기무국(05)(06)(16),50.97kcal,낙지연포탕(09)(17),102.65kcal,굴짬뽕찌개(09)(17)(18),89.92kcal,"우유(백색우유(200ML,연간))(02)",130kcal,2718.25kcal
2023-12-07(목),스팸구이(05)(10)(12)(13),360.25kcal,치즈닭갈비(01)(02)(15),400.56kcal,깐쇼새우(05)(06)(09)(12),298.93kcal,,,2718.25kcal
2023-12-07(목),김자반,50kcal,브로콜리&초고추장,19.97kcal,배추김치,0kcal,,,2718.25kcal
2023-12-07(목),에그타르트(01)(06),342.6kcal,배추김치,0kcal,,,,,2718.25kcal
2023-12-07(목),배추김치,0kcal,,,,,,,2718.25kcal
2023-12-08(금),밥1,250kcal,밥1,250kcal,고추참치덮밥(05),375.8kcal,,,2597.55kcal
2023-12-08(금),쇠고기무국(05)(06)(16),50.97kcal,호박고추장찌개,64.14kcal,팽이버섯계란국(01)(05)(06),91kcal,,,2597.55kcal
2023-12-08(금),비엔나소시지야채볶음(05)(06)(10)(12),153.15kcal,오삼불고기(10)(17),190.49kcal,오징어튀김(05)(06)(17),385.86kcal,,,2597.55kcal
2023-12-08(금),계란찜(01)(05)(09),156.14kcal,연근조림(05),85.25kcal,깍두기(완제품)(09),13.3kcal,,,2597.55kcal
2023-12-08(금),시리얼우유(02),518.15kcal,깍두기(완제품)(09),13.3kcal,,,,,2597.55kcal
2023-12-08(금),배추김치,0kcal,,,,,,,2597.55kcal
2023-12-09(토),베이컨구이(05)(10),305.1kcal,김밥볶음밥(01)(05)(06)(10)(15)(18),565.37kcal,영양밥,271.52kcal,"우유(백색우유(200ML,연간))(02)",130kcal,4220.61kcal
2023-12-09(토),스모크닭다리(01)(05)(15),709.9kcal,유부된장국(05),55.78kcal,버섯된장찌개(10),253.92kcal,"코주부씨앤에프,코주부소세지 떡꼬치,850g",198.05kcal,4220.61kcal
2023-12-09(토),시리얼,155.26kcal,통삼겹살오븐구이(09)(10),717.88kcal,콩나물불고기(05)(10),192.87kcal,,,4220.61kcal
2023-12-09(토),초코다쿠아즈,70kcal,배추김치,0kcal,메추리알조랭이떡조림(17)(01)(05)(06)(10)(18),581.66kcal,,,4220.61kcal
2023-12-09(토),,,,,깍두기(완제품)(09),13.3kcal,,,4220.61kcal
2023-12-10(일),밥1,250kcal,밥1,250kcal,밥1,250kcal,,,2846.40kcal
2023-12-10(일),콩나물국(05),25.28kcal,버섯매운탕(05)(06)(16),92.61kcal,김치찌개(05)(06)(09)(10),286.53kcal,,,2846.40kcal
2023-12-10(일),참치김치볶음(05),79.87kcal,오리불고기(05),302.67kcal,닭고기야채조림(15)(18),209.37kcal,,,2846.40kcal
2023-12-10(일),미트볼케찹조림(12),162.02kcal,콘샐러드,155.82kcal,야채전(05),168.28kcal,,,2846.40kcal
2023-12-10(일),시리얼우유(02),518.15kcal,깍두기(완제품)(09),13.3kcal,배추김치,0kcal,,,2846.40kcal
2023-12-10(일),배추김치,0kcal,,,,,,,2846.40kcal
2023-12-10(일),"가공우유,남양유업,우유듬뿍딸기에몽,200mL(02)(05)",82.5kcal,,,,,,,2846.40kcal
2023-12-11(월),돼지국밥(완)(10),1462.5kcal,밥1,250kcal,영양밥,271.52kcal,"우유(백색우유(200ML,연간))(02)",130kcal,3172.71kcal
2023-12-11(월),계란말이(완)(01)(12),103.5kcal,청국장(05)(09)(10),111.84kcal,굴림만두버섯들깨탕(01)(05)(06)(09)(10)(16),166.14kcal,,,3172.71kcal
2023-12-11(월),오징어젓무침(17),47.77kcal,돼지불고기(05)(10),241.79kcal,닭갈비(01)(02)(05)(06)(15),322.81kcal,,,3172.71kcal
2023-12-11(월),브리또,0kcal,양배추쌈,20.97kcal,오이양파무침,14.27kcal,,,3172.71kcal
2023-12-11(월),깍두기(완제품)(09),13.3kcal,무생채,16.3kcal,배추김치,0kcal,,,3172.71kcal
2023-12-11(월),,,배추김치,0kcal,,,,,3172.71kcal
2023-12-12(화),밥1,250kcal,밥1,250kcal,날치알김치볶음밥(05)(10),1443.79kcal,"코주부씨앤에프,코주부소세지 떡꼬치,850g",198.05kcal,26116.87kcal
2023-12-12(화),어묵탕(05)(06)(09),149.95kcal,닭곰탕(15),171.21kcal,뉴욕핫도그(01)(02)(06)(12),21657.69kcal,"우유(백색우유(200ML,연간))(02)",130kcal,26116.87kcal
2023-12-12(화),햄슬라이스야채볶음(05)(10),103.09kcal,언양식불고기(05)(06)(10),298.5kcal,치킨너겟(01)(02)(05)(06)(12)(15)(16)(18),514.9kcal,,,26116.87kcal
2023-12-12(화),콩나물불고기(05)(10),192.87kcal,와플(01)(02)(05)(06),269.04kcal,콘샐러드,155.82kcal,,,26116.87kcal
2023-12-12(화),모닝빵(2)(01)(02)(06),95kcal,연두부&양념장(05),81.7kcal,시리얼,155.26kcal,,,26116.87kcal
2023-12-12(화),배추김치,0kcal,배추김치,0kcal,,,,,26116.87kcal
2023-12-13(수),밥1,250kcal,영양밥,271.52kcal,자장면(05)(06)(10),722.23kcal,"우유(백색우유(200ML,연간))(02)",130kcal,3940.32kcal
2023-12-13(수),사골떡국(01)(05)(06),283.37kcal,돼지갈비김치찌개(05)(06)(10),307.76kcal,짬뽕찌개(09)(17)(18),80.56kcal,비타민음료,90kcal,3940.32kcal
2023-12-13(수),베이컨구이(05)(10),305.1kcal,크림청양함박스테이크(02)(05),248.44kcal,찹쌀탕수육(01)(05)(06)(10),138.5kcal,,,3940.32kcal
2023-12-13(수),돈육메추리알장조림(01)(10),405.52kcal,오이양파무침,14.27kcal,단무지무침,10.68kcal,,,3940.32kcal
2023-12-13(수),무부추무침,13.87kcal,크로와상(01)(02)(05)(06),664kcal,,,,,3940.32kcal
2023-12-13(수),배추김치,0kcal,백김치(09),4.5kcal,,,,,3940.32kcal
2023-12-14(목),밥1,250kcal,날치알김가루주먹밥(05),362.49kcal,치킨스테이크(05)(12)(15),414kcal,단감,102kcal,6639.47kcal
2023-12-14(목),쇠고기무국(05)(06)(16),50.97kcal,콩나물국(05),25.28kcal,오이피클,2760kcal,,,6639.47kcal
2023-12-14(목),제육간장불고기(05)(06)(10),192.32kcal,대패삼겹곱창볶음(10),1006.43kcal,토마토스파게티(02)(05)(12),740.53kcal,,,6639.47kcal
2023-12-14(목),단호박전(완)(05),156.55kcal,계란찜(01)(05)(09),156.14kcal,그린샐러드(05)(06)(12)(18),31.76kcal,,,6639.47kcal
2023-12-14(목),에그타르트(01)(06),342.6kcal,치즈핫도그(01)(12),48.4kcal,,,,,6639.47kcal
2023-12-14(목),배추김치,0kcal,배추김치,0kcal,,,,,6639.47kcal
2023-12-15(금),밥1,250kcal,쇠고기콩나물밥양념간장(05)(16),134.02kcal,영양밥,271.52kcal,"가공우유,남양유업,우유듬뿍초코에몽,200mL(02)",94kcal,2857.90kcal
2023-12-15(금),닭고기미역국(05)(06)(15),97.03kcal,팽이버섯된장국(09),76.22kcal,김치찌개(05)(06)(09)(10),286.53kcal,,,2857.90kcal
2023-12-15(금),오징어볶음(05)(17),161.6kcal,닭불고기(05)(15),290.62kcal,낙지대패불고기(10)(17),358.55kcal,,,2857.90kcal
2023-12-15(금),비엔나야채떡조림(05)(06)(10)(12),288.77kcal,탕후루(완제품),0kcal,숙주미나리무침(05)(06),17.59kcal,,,2857.90kcal
2023-12-15(금),시리얼우유(02),518.15kcal,배추김치,0kcal,배추김치,0kcal,,,2857.90kcal
2023-12-15(금),깍두기(완제품)(09),13.3kcal,,,,,,,2857.90kcal
2023-12-16(토),치킨스테이크(05)(12)(15),414kcal,베이컨김치덮밥(05)(10)(18),447.57kcal,제육덮밥(05)(10),425.24kcal,"면류, 오뚜기라면, 오뚜기 뿌셔뿌셔 떡볶이맛, 90g",,23243.40kcal
2023-12-16(토),초코다쿠아즈,70kcal,꼬치어묵국(05)(06)(09),246.01kcal,부대찌개(05)(06)(10),419.4kcal,,,23243.40kcal
2023-12-16(토),시리얼,155.26kcal,왕소시지구이(01)(05)(12),20492.44kcal,떡갈비조림(05)(10)(12),217.58kcal,,,23243.40kcal
2023-12-16(토),에그타르트(01)(06),342.6kcal,배추김치,0kcal,깍두기(완제품)(09),13.3kcal,,,23243.40kcal
2023-12-16(토),제로콜라,0kcal,,,,,,,23243.40kcal
2023-12-17(일),밥1,250kcal,짜계치밥(01)(02),1003.62kcal,밥1,250kcal,"코주부씨앤에프,코주부소세지 떡꼬치,850g",198.05kcal,3902.60kcal
2023-12-17(일),꼬리곰탕,450.09kcal,겉바속쫄핫도그(01)(10)(12),339.95kcal,닭고기육개장(01)(05)(06)(15),161.04kcal,"가공우유,남양유업,우유듬뿍바나나에몽,200mL(02)",82.5kcal,3902.60kcal
2023-12-17(일),비엔나소시지야채볶음(05)(06)(10)(12),153.15kcal,짬뽕찌개(09)(17)(18),80.56kcal,쇠고기버섯볶음(05)(16)(18),142.45kcal,,,3902.60kcal
2023-11-20(월),계란찜(01)(09),142.64kcal,야채샐러드(12),45.11kcal,김치메밀전병(완)(02)(05)(06)(10)(16)(18),267kcal,,,3952.08kcal
2023-11-20(월),갈비산적(완제품)(05)(06)(15)(18),343.94kcal,마들렌,220kcal,배추김치,0kcal,,,3952.08kcal
2023-11-20(월),시리얼우유(02),518.15kcal,깍두기(완제품)(09),17.1kcal,,,,,3952.08kcal
2023-11-20(월),갓김치,0kcal,,,,,,,3952.08kcal
2023-11-20(월),"우유(백색우유(200ML,연간))(02)",130kcal,,,,,,,3952.08kcal
2023-11-21(화),영양밥,263.52kcal,참치회덮밥(05),465.66kcal,로제떡볶이(02)(05)(06)(10)(16)(18),360.21kcal,,,4244.21kcal
2023-11-21(화),시원한홍합뭇국(05)(06)(18),46.73kcal,미니우동(01)(06),255kcal,옛날통닭(05)(06)(15),1787.5kcal,,,4244.21kcal
2023-11-21(화),참치김치볶음(05),133.47kcal,꽈리고추멸치볶음(05),76.96kcal,치킨무,5kcal,,,4244.21kcal
2023-11-21(화),두부조림,90.11kcal,고구마맛탕(05),384.49kcal,콜라,117.5kcal,,,4244.21kcal
2023-11-21(화),모닝빵(2)(01)(02)(06),190kcal,갓김치,0kcal,,,,,4244.21kcal
2023-11-21(화),배추김치,0kcal,,,,,,,4244.21kcal
2023-11-21(화),배(신고),68.06kcal,,,,,,,4244.21kcal
2023-11-22(수),밥1,250kcal,밥1,250kcal,대패삼겹살볶음밥(완)(02)(05)(06)(09)(10)(16),661kcal,,,3108.77kcal
2023-11-22(수),감자국(09),101.14kcal,순대국(05)(09)(10),307.01kcal,호박고추장찌개,103.43kcal,,,3108.77kcal
2023-11-22(수),닭순살야채조림(05)(15),271.45kcal,훈제오리야채볶음(01)(02)(05),368.38kcal,새우튀김(05),329.25kcal,,,3108.77kcal
2023-11-22(수),계란말이(완)(01)(12),103.5kcal,무부추무침,14.41kcal,깍두기(완제품)(09),17.1kcal,,,3108.77kcal
2023-11-22(수),샌드위치(02)(06)(10),225kcal,깍두기(완제품)(09),17.1kcal,,,,,3108.77kcal
2023-11-22(수),배추김치,0kcal,비타민음료,90kcal,,,,,3108.77kcal
2023-11-23(목),밥1,250kcal,영양밥,263.52kcal,밥1,250kcal,,,3285.92kcal
2023-11-23(목),쇠고기미역국(05)(06)(16),41.26kcal,감자탕(10),443.75kcal,반마리삼계탕(15),450.02kcal,,,3285.92kcal
2023-11-23(목),어묵볶음1(05)(06),152.29kcal,너비아니구이(05)(06)(10)(16),235.67kcal,오징어채볶음(17),51.53kcal,,,3285.92kcal
2023-11-23(목),미트볼케찹조림(12),204.77kcal,과일샐러드(01)(05),232.2kcal,타코야끼(01)(05)(06),523.35kcal,,,3285.92kcal
2023-11-23(목),배추김치,0kcal,배추김치,0kcal,배추김치,0kcal,,,3285.92kcal
2023-11-23(목),"우유(백색우유(200ML,연간))(02)",130kcal,훈제닭다리,,,,,,3285.92kcal
2023-11-23(목),,,감귤,57.564kcal,,,,,3285.92kcal
2023-11-24(금),찹쌀밥,290kcal,자장밥(05)(06)(10)(15)(16)(18),526.84kcal,영양밥,263.52kcal,,,2857.65kcal
2023-11-24(금),무두부조개탕(18),112.17kcal,나가사키짬뽕국(09)(10)(15)(16)(17)(18),121.07kcal,콩나물국(05),33.23kcal,,,2857.65kcal
2023-11-24(금),견과류멸치볶음(05),79.24kcal,멘보샤(05)(06)(09)(12),264.5kcal,순대야채볶음(10),236.2kcal,,,2857.65kcal
2023-11-24(금),쇠고기장조림(완)(01)(05)(06)(16),158.29kcal,단무지무침,8.88kcal,감자조림(05),115.56kcal,,,2857.65kcal
2023-11-24(금),시리얼우유(02),518.15kcal,,,배추김치,0kcal,,,2857.65kcal
2023-11-24(금),배추김치,0kcal,,,,,,,2857.65kcal
2023-11-24(금),"우유(백색우유(200ML,연간))(02)",130kcal,,,,,,,2857.65kcal
2023-11-25(토),치킨텐더(01)(05)(12)(15),659kcal,제육덮밥(05)(10),496.64kcal,푸팟퐁커리(01)(05)(06)(08),358.38kcal,,,3353.14kcal
2023-11-25(토),두부피자,442kcal,배추된장국(05)(06)(09),77.4kcal,감자짜글이(05)(06)(10),220.77kcal,,,3353.14kcal
2023-11-25(토),매쉬포테이토(02)(06),45.5kcal,물만두찜/초간장(05)(06)(10)(16)(18),342.41kcal,갈비산적(완제품)(05)(06)(15)(18),343.94kcal,,,3353.14kcal
2023-11-25(토),크로크무슈(01)(02)(05)(06),350kcal,갓김치,0kcal,깍두기(완제품)(09),17.1kcal,,,3353.14kcal
2023-11-25(토),제로콜라,0kcal,,,,,,,3353.14kcal
2023-11-26(일),모닝빵(01)(02)(05)(06),368kcal,밥1,250kcal,해물볶음밥(05)(09)(17),385.55kcal,,,2742.70kcal
2023-11-26(일),밥1,250kcal,팽이버섯계란국(01)(05)(06),104.87kcal,닭고기미역국(05)(06)(15),101.03kcal,,,2742.70kcal
2023-11-26(일),닭고기육개장(01)(05)(06)(15),221.2kcal,소불고기(05)(06)(16),303.64kcal,베이컨감자피망볶음(05)(10)(13),183.48kcal,,,2742.70kcal
2023-11-26(일),오징어볶음(05)(17),169.1kcal,오이무침,17.39kcal,갓김치,0kcal,,,2742.70kcal
2023-11-26(일),메추리알조랭이떡조림(17)(01)(05)(06)(18),221.44kcal,배추김치,0kcal,,,,,2742.70kcal
2023-11-26(일),배추김치,0kcal,가공우유(바나나)(02),167kcal,,,,,2742.70kcal
2023-11-27(월),밥1,250kcal,셀프주먹밥(05),255.95kcal,밥1,250kcal,,,3456.37kcal
2023-11-27(월),버섯김치찌개(05)(06),45.31kcal,콩나물국(05),33.23kcal,호박된장찌개,98.37kcal,,,3456.37kcal
2023-11-27(월),언양식불고기(05)(06)(10),397.5kcal,무뼈닭발,300.6kcal,돼지불고기(05)(10),460.79kcal,,,3456.37kcal
2023-11-27(월),스크램블에그(01)(05)(12),191.17kcal,소떡소떡(05)(06)(12)(15),209.38kcal,납작만두(05),71.32kcal,,,3456.37kcal
2023-11-27(월),시리얼우유(02),518.15kcal,마들렌,220kcal,배추김치,0kcal,,,3456.37kcal
2023-11-27(월),깍두기(완제품)(09),17.1kcal,백김치(09),7.5kcal,,,,,3456.37kcal
2023-11-27(월),"우유(백색우유(200ML,연간))(02)",130kcal,,,,,,,3456.37kcal
2023-11-28(화),밥1,250kcal,영양밥,263.52kcal,해물스파게티(05)(06)(12)(18),951.58kcal,,,4363.57kcal
2023-11-28(화),쇠고기미역국(05)(06)(16),41.26kcal,부대찌개(06)(10)(13)(15),549.3kcal,등심돈까스(05)(06)(10)(12)(16)(18),525kcal,,,4363.57kcal
2023-11-28(화),비엔나소시지야채볶음(05)(10)(12),448.95kcal,햄야채볶음(01)(05)(06)(10)(15)(18),170.05kcal,후르츠칵테일샐러드,79.19kcal,,,4363.57kcal
2023-11-28(화),견과류멸치볶음(05),79.24kcal,통삼겹살오븐구이(09)(10),539.38kcal,깍두기(완제품)(09),17.1kcal,,,4363.57kcal
2023-11-28(화),모닝빵(2)(01)(02)(06),190kcal,배추김치,0kcal,"농심,카프리썬오렌지,200ml",60kcal,,,4363.57kcal
2023-11-28(화),배추김치,0kcal,"매일유업(주)가공우유, 유기농코코아우유 125ML(02)",97kcal,,,,,4363.57kcal
2023-11-28(화),단감,102kcal,,,,,,,4363.57kcal
2023-11-29(수),밥1,250kcal,영양밥,263.52kcal,날치알김가루주먹밥(05),334.81kcal,,,4542.26kcal
2023-11-29(수),맑은순두부찌개(05)(06)(09),83.74kcal,돼지국밥(완)(10),1312.82kcal,꼬치어묵국(05)(06)(09),344.89kcal,,,4542.26kcal
2023-11-29(수),쇠고기당면볶음(05)(06)(16),202.92kcal,김말이튀김(05)(06)(13)(16),225.19kcal,로제떡볶이(02)(05)(06)(10)(16)(18),360.21kcal,,,4542.26kcal
2023-11-29(수),미트볼케찹조림(12),204.77kcal,무부추무침,14.41kcal,깐쇼새우(05)(06)(09)(12),512.88kcal,,,4542.26kcal
2023-11-29(수),샌드위치(02)(06)(10),225kcal,깍두기(완제품)(09),17.1kcal,배추김치,0kcal,,,4542.26kcal
2023-11-29(수),갓김치,0kcal,이온음료,60kcal,,,,,4542.26kcal
2023-11-29(수),"우유(백색우유(200ML,연간))(02)",130kcal,,,,,,,4542.26kcal
2023-11-30(목),밥1,250kcal,밥1,250kcal,영양밥,263.52kcal,,,3442.40kcal
2023-11-30(목),만두국(01)(05)(06),227.41kcal,아귀탕,60.55kcal,감자짜글이(05)(06)(10),220.77kcal,,,3442.40kcal
2023-11-30(목),쇠고기장조림(완)(01)(05)(06)(16),158.29kcal,닭간장소스찜(05)(15),292.44kcal,제육간장불고기(05)(06)(10),250.12kcal,,,3442.40kcal
2023-11-30(목),오징어젓무침(17),38.4kcal,돼지고기육전(05),308.31kcal,고구마튀김(01)(05)(06),399.78kcal,,,3442.40kcal
2023-11-30(목),시리얼우유(02),518.15kcal,배추김치,0kcal,배추김치,0kcal,,,3442.40kcal
2023-11-30(목),깍두기(완제품)(09),17.1kcal,감귤,57.564kcal,,,,,3442.40kcal
2023-11-30(목),"우유(백색우유(200ML,연간))(02)",130kcal,,,,,,,3442.40kcal
2023-12-01(금),밥1,250kcal,영양밥,271.52kcal,제육덮밥(05)(10),425.24kcal,"우유(백색우유(200ML,연간))(02)",130kcal,2948.68kcal
2023-12-01(금),쇠고기미역국(05)(06)(16),39.78kcal,버섯매운탕(05)(06)(16),92.61kcal,감자양파찌개,148.32kcal,,,2948.68kcal
2023-12-01(금),베이컨구이(05)(10),305.1kcal,순살족발새우젓(04)(05)(06)(09)(10)(16)(18),578.14kcal,치킨너겟(01)(02)(05)(06)(12)(15)(16)(18),514.9kcal,,,2948.68kcal
2023-12-01(금),스크램블에그(01)(05)(12),176.17kcal,부추상추겉절이,16.9kcal,배추김치,0kcal,,,2948.68kcal
2023-12-01(금),배추김치,0kcal,배추김치,0kcal,,,,,2948.68kcal
2023-12-02(토),야채고로케(05)(12),781.75kcal,해물볶음밥(05)(09)(17)(18),301.68kcal,영양밥,271.52kcal,콜라,117.5kcal,3357.70kcal
2023-12-02(토),버팔로윙데리야끼조림(05)(06)(15),198.5kcal,배추된장국(05)(06)(09),65.86kcal,닭곰탕(15),171.21kcal,,,3357.70kcal
2023-12-02(토),포테이토크림스프(02)(06),124.7kcal,콘샐러드,155.82kcal,오징어볶음(05)(17),161.6kcal,,,3357.70kcal
2023-12-02(토),초코다쿠아즈,70kcal,깍두기(완제품)(09),13.3kcal,메추리알조랭이떡조림(17)(01)(05)(06)(10)(18),581.66kcal,,,3357.70kcal
2023-12-02(토),에그타르트(01)(06),342.6kcal,,,배추김치,0kcal,,,3357.70kcal
2023-12-03(일),밥1,250kcal,밥1,250kcal,영양밥,271.52kcal,,,2823.78kcal
2023-12-03(일),맑은순두부찌개(05)(06)(09),45.98kcal,호박고추장찌개,64.14kcal,김치수제비국(05)(06)(09),238.21kcal,,,2823.78kcal
2023-12-03(일),베이컨감자피망볶음(05)(10),225.17kcal,마파두부(05)(10),180.5kcal,돈쭈꾸미볶음(10),152.67kcal,,,2823.78kcal
2023-12-03(일),돼지고기김치볶음(05)(10),118.83kcal,닭간장소스찜(05)(15),283.02kcal,부추사과무침,25.59kcal,,,2823.78kcal
2023-12-03(일),시리얼우유(02),518.15kcal,아이스홍시,200kcal,배추김치,0kcal,,,2823.78kcal
2023-12-03(일),배추김치,0kcal,배추김치,0kcal,,,,,2823.78kcal
2023-12-04(월),밥1,250kcal,영양밥,271.52kcal,셀프주먹밥(05),255.95kcal,"가공우유,남양유업,우유듬뿍초코에몽,200mL(02)",94kcal,3431.43kcal
2023-11-06(월),순대찜(10),161.1kcal,치킨스테이크(01)(05)(06)(12)(15)(16)(18),326kcal,닭강정(완제품)(01)(05)(06)(12)(15),410kcal,,,3409.10kcal
2023-11-06(월),시리얼우유(02),518.15kcal,배추김치,0kcal,백김치(09),7.5kcal,,,3409.10kcal
2023-11-06(월),파김치,6.2kcal,,,,,,,3409.10kcal
2023-11-06(월),"우유(백색우유(200ML,연간))(02)",130kcal,,,,,,,3409.10kcal
2023-11-07(화),베이컨김치덮밥(05)(10)(13)(18),371.94kcal,밥1,250kcal,영양밥,263.52kcal,,,3093.34kcal
2023-11-07(화),무두부조개탕(18),112.17kcal,호박된장찌개,98.37kcal,감자국(09),101.14kcal,,,3093.34kcal
2023-11-07(화),돈육메추리알장조림(01)(10),170.59kcal,문어커틀렛(01)(05)(06)(12)(17),443kcal,오리불고기(05),416.03kcal,,,3093.34kcal
2023-11-07(화),모닝빵(2)(01)(02)(06),190kcal,과일샐러드(01)(05),232.2kcal,고구마맛탕(05),384.49kcal,,,3093.34kcal
2023-11-07(화),갓김치,0kcal,배추김치,0kcal,배추김치,0kcal,,,3093.34kcal
2023-11-07(화),,,"코주부씨앤에프,코주부소세지 떡꼬치,850g",2.33kcal,,,,,3093.34kcal
2023-11-07(화),,,감귤,57.564kcal,,,,,3093.34kcal
2023-11-08(수),밥1,250kcal,밥1,250kcal,비빔막국수,26.38kcal,,,2624.96kcal
2023-11-08(수),미역국(05)(06),14.71kcal,참치김치찌개(05),217.6kcal,수육삼겹(완),360kcal,,,2624.96kcal
2023-11-08(수),비엔나소시지야채볶음(05)(10)(12),448.95kcal,순살삼치구이(01)(05)(06),191.63kcal,단무지무침,8.88kcal,,,2624.96kcal
2023-11-08(수),계란말이(완)(01)(12),103.5kcal,돼지고기육전(05),308.31kcal,열무김치,8kcal,,,2624.96kcal
2023-11-08(수),샌드위치(02)(06)(10),225kcal,오이소박이,0kcal,,,,,2624.96kcal
2023-11-08(수),배추김치,0kcal,식혜,82kcal,,,,,2624.96kcal
2023-11-08(수),"우유(백색우유(200ML,연간))(02)",130kcal,,,,,,,2624.96kcal
2023-11-09(목),밥1,250kcal,중화제육덮밥(05)(10),478.72kcal,호박고추장찌개,103.43kcal,,,2976.89kcal
2023-11-09(목),콩나물국(05),33.23kcal,꽃게탕(05)(08),62.49kcal,두부피자,442kcal,,,2976.89kcal
2023-11-09(목),제육간장불고기(05)(06)(10),250.12kcal,버섯야채볶음(05),60.64kcal,치킨마요덮밥(01)(05)(06)(15),581kcal,,,2976.89kcal
2023-11-09(목),마파두부(05)(10),185.9kcal,마들렌,220kcal,배추김치,0kcal,,,2976.89kcal
2023-11-09(목),배추김치,0kcal,파김치,6.2kcal,"우유(백색우유(200ML,연간))(02)",130kcal,,,2976.89kcal
2023-11-09(목),사과(후지),51.156kcal,"가공우유,남양유업,우유듬뿍커피에몽,200mL",122kcal,,,,,2976.89kcal
2023-11-10(금),밥1,250kcal,연어회덮밥(브런치)(05),699.55kcal,영양밥,263.52kcal,,,3668.18kcal
2023-11-10(금),맑은순두부찌개(05)(06)(09),83.74kcal,미니우동(01)(06),255kcal,닭곰탕(15),170.92kcal,,,3668.18kcal
2023-11-10(금),어묵볶음1(05)(06),152.29kcal,오미산적(완)(01)(05)(06)(10)(15),395.7kcal,돼지불고기(05)(10),460.79kcal,,,3668.18kcal
2023-11-10(금),떡갈비조림(05)(10)(12),236.77kcal,오이양파무침,16.33kcal,풋고추된장무침,12.12kcal,,,3668.18kcal
2023-11-10(금),시리얼우유(02),518.15kcal,파김치,6.2kcal,깍두기(완제품)(09),17.1kcal,,,3668.18kcal
2023-11-10(금),배추김치,0kcal,,,"우유(백색우유(200ML,연간))(02)",130kcal,,,3668.18kcal
2023-11-11(토),불고기버거(01)(02)(05)(06)(12),615.14kcal,날치알김치볶음밥(05),689.89kcal,영양밥,263.52kcal,,,3379.95kcal
2023-11-11(토),츄러스(01)(02)(05)(06),320.5kcal,유부된장국(05),40.08kcal,중화식계란탕(01)(05)(06)(08)(10)(15),129.26kcal,,,3379.95kcal
2023-11-11(토),계란후라이(완)(01)(05),82.5kcal,콘샐러드,155.82kcal,닭간장소스찜(05)(15),292.44kcal,,,3379.95kcal
2023-11-11(토),빼빼로,482kcal,파김치,6.2kcal,골뱅이무침(05)(06)(17),75.1kcal,,,3379.95kcal
2023-11-11(토),사이다,97.5kcal,,,배추김치,0kcal,,,3379.95kcal
