날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
2024-10-07(월),밥,355kcal,검은콩밥,388.04kcal,오므라이스(완)(01)(05)(06)(10)(12)(15)(16),862.4kcal,,,3709.53kcal
2024-10-07(월),사골우거지국(완)(02)(05)(06)(16)(18),186.44kcal,짬뽕찌개(05)(06)(09)(17)(18),73.1kcal,배추된장국(05)(06)(16),75.53kcal,,,3709.53kcal
2024-10-07(월),두부조림(05)(06),90.1kcal,누들떡볶이(05)(06)(10),304.48kcal,통살새우볼(05)(06)(09)(12),376.8kcal,,,3709.53kcal
2024-10-07(월),오징어숙회/초고추장(17),129.16kcal,청양마요치킨(05)(06)(15),669.48kcal,단호박샐러드(완)(01)(02)(05),78kcal,,,3709.53kcal
2024-10-07(월),배추김치(수의),12kcal,깍두기(수의)(09),15.2kcal,깍두기(수의)(09),15.2kcal,,,3709.53kcal
2024-10-07(월),우유(02),65kcal,대추방울토마토(12),13.6kcal,마카롱,,,,3709.53kcal
2024-10-08(화),밥,355kcal,흑미밥,373.75kcal,밥,355kcal,,,2941.20kcal
2024-10-08(화),키조개미역국(05)(06)(16)(18),20.1kcal,순두부찌개(01)(05)(06)(10)(16)(18),133.63kcal,사골설렁탕(완)(16),184.56kcal,,,2941.20kcal
2024-10-08(화),돼지고기콩나물볶음(05)(06)(10),292.1kcal,대패삼겹숙주볶음(05)(06)(10)(18),397.73kcal,김치전(05)(06),405kcal,,,2941.20kcal
2024-10-08(화),달걀크래미볶음(01)(05),115.93kcal,명이나물절임(05)(06),22kcal,양파부추겉절이(05)(06),10.42kcal,,,2941.20kcal
2024-10-08(화),가공우유(초코맛)(02),194kcal,파김치,12.15kcal,깍두기(수의)(09),15.2kcal,,,2941.20kcal
2024-10-08(화),배추김치(수의),12kcal,사과(후지),42.63kcal,,,,,2941.20kcal
2024-10-09(수),햄치즈샌드위치(01)(02)(05)(06)(10)(12),624.26kcal,밥,355kcal,밥,355kcal,,,3533.36kcal
2024-10-09(수),호두과자(01)(02)(05)(06)(14),126.8kcal,콩나물국(05),29.51kcal,참치김치찌개(05)(06)(16),122.65kcal,,,3533.36kcal
2024-10-09(수),파인애플샐러드(02),72.08kcal,닭갈비(05)(06)(15),260.05kcal,소불고기버섯볶음(05)(06)(16),226.57kcal,,,3533.36kcal
2024-10-09(수),우유(02),65kcal,너비아니구이(05)(06)(10)(16)(18),622.74kcal,계란찜(01)(05)(09),117.67kcal,,,3533.36kcal
2024-10-09(수),사이다,350kcal,무말랭이무침(완)(13),60kcal,명태회무침,100kcal,,,3533.36kcal
2024-10-09(수),,,배추김치(수의),12kcal,총각김치,0kcal,,,3533.36kcal
2024-10-09(수),,,,,배(신고),34.03kcal,,,3533.36kcal
2024-10-10(목),장조림버터밥(01)(02)(05)(06)(16),768.15kcal,추가밥,213kcal,밥,355kcal,,,3310.32kcal
2024-10-10(목),다시마무국(05)(06)(16),20.06kcal,해물칼국수(02)(06)(08)(09)(17)(18),396.77kcal,얼큰쇠고기무국(05)(06)(16),62.25kcal,,,3310.32kcal
2024-10-10(목),비엔나소시지야채볶음(05)(06)(10),360.63kcal,교자만두찜(05)(06)(10)(16)(18),191.85kcal,훈제오리파프리카볶음(01)(02)(05),342.23kcal,,,3310.32kcal
2024-10-10(목),가공우유(바나나맛)(02),82.5kcal,오징어초무침(17),132.31kcal,감자조림(05)(06),87.21kcal,,,3310.32kcal
2024-10-10(목),김자반,35.36kcal,배추겉절이,24kcal,쌈무,25kcal,,,3310.32kcal
2024-10-10(목),배추김치(수의),12kcal,식혜,190kcal,배추김치(수의),12kcal,,,3310.32kcal
2024-10-11(금),밥,355kcal,밥,355kcal,밥,355kcal,,,3046.60kcal
2024-10-11(금),황태해장국(01)(05)(06),56.28kcal,돼지국밥(완)(09),376.48kcal,얼큰어묵국(05)(06),65.98kcal,,,3046.60kcal
2024-10-11(금),쇠고기떡볶음(05)(06)(16),252.47kcal,생선가스&콘소스(05)(06),345.58kcal,고추참치김치볶음(05)(12)(16),31.28kcal,,,3046.60kcal
2024-10-11(금),무생채,17.64kcal,치커리유자청무침(05),21.26kcal,데리야끼스테이크(완)(10),450kcal,,,3046.60kcal
2024-10-11(금),배추김치(수의),12kcal,깍두기(수의)(09),15.2kcal,열대과일샐러드(05),72.23kcal,,,3046.60kcal
2024-10-11(금),매일두유 초콜릿 190ml,250kcal,,,깍두기(수의)(09),15.2kcal,,,3046.60kcal
2024-10-12(토),버팔로봉(05)(15),400kcal,소불고기볶음밥(완)(05)(06)(13)(16),464kcal,지코바치밥(01)(05)(06)(15)(18),692.3kcal,,,2851.50kcal
2024-10-12(토),에그샐러드&모닝빵(01)(02)(05)(06),460.05kcal,우동국물(05),61.41kcal,유부된장국(05)(06),34.19kcal,,,2851.50kcal
2024-10-12(토),우유(02),65kcal,분모자떡볶이(05)(06),409.11kcal,치즈소시지구이,0kcal,,,2851.50kcal
2024-10-12(토),,,푸실리샐러드(완)(01)(06),28kcal,단무지무침,10.44kcal,,,2851.50kcal
2024-10-12(토),,,배추김치(수의),12kcal,배추김치(수의),12kcal,,,2851.50kcal
2024-10-12(토),,,카페라떼,168kcal,사과주스(사과나무),35kcal,,,2851.50kcal
2024-10-13(일),밥,355kcal,돈육김치덮밥(05)(10),635.41kcal,밥,355kcal,,,3098.26kcal
2024-10-13(일),사골곰탕(16),167.01kcal,팽이버섯두부국(05)(06),54.98kcal,파송송계란국(01)(05)(06)(16),59.72kcal,,,3098.26kcal
2024-10-13(일),고깃집맛소금구이(01)(05)(10)(16),460kcal,토네이도핫도그(02)(05)(06)(10),397kcal,마파두부(05)(06)(10)(15)(18),164.04kcal,,,3098.26kcal
2024-10-13(일),낙지젓(17),38.95kcal,황도샐러드(02)(11),182.27kcal,옥수수맛탕,0kcal,,,3098.26kcal
2024-10-13(일),깍두기(수의)(09),15.2kcal,배추김치(수의),12kcal,브로콜리깨소스무침(01)(05)(06),124.68kcal,,,3098.26kcal
2024-10-13(일),우유(02),65kcal,,,배추김치(수의),12kcal,,,3098.26kcal
2024-10-13(일),,,,,짜먹는 발효유,,,,3098.26kcal
2024-10-14(월),밥,355kcal,흑미밥,373.75kcal,참치마요덮밥(01)(05),697.06kcal,,,4038.75kcal
2024-10-14(월),김치찌개(05)(06)(10)(16),104.8kcal,쇠고기육개장(01)(05)(06)(16),105.71kcal,유부주머니탕(05)(06)(10)(13)(16),323.47kcal,,,4038.75kcal
2024-10-14(월),스팸구이(05)(10)(13),401.5kcal,순살닭다리살튀김(01)(05)(06)(15),645kcal,치즈함박스테이크(05)(10),460kcal,,,4038.75kcal
2024-10-14(월),계란말이(01)(05),18kcal,가리비갈릭마요무침(05)(06)(18),213.1kcal,콘샐러드(완)(01)(05),175kcal,,,4038.75kcal
2024-10-14(월),김자반,35.36kcal,배추김치(수의),12kcal,배추김치(수의),12kcal,,,4038.75kcal
2024-10-14(월),총각김치,0kcal,요구르트(육사),42kcal,,,,,4038.75kcal
2024-10-14(월),우유(02),65kcal,,,,,,,4038.75kcal
2024-10-15(화),밥,355kcal,밥,355kcal,전주비빔밥(01)(05)(06)(10),499.86kcal,,,3328.78kcal
2024-10-15(화),김치수제비국(05)(06),233.4kcal,쇠고기미역국(05)(06)(16),50.09kcal,유부된장국(05)(06),34.19kcal,,,3328.78kcal
2024-10-15(화),돈육피망볶음(05)(06)(10),358.05kcal,애호박나물(05)(09),58.83kcal,비엔나소시지케찹볶음(05)(10),312.6kcal,,,3328.78kcal
2024-10-15(화),순두부양념장(05)(06),44kcal,매운돼지갈비찜(05)(06)(10),565.76kcal,청포묵김가루무침(05)(06),37.87kcal,,,3328.78kcal
2024-10-15(화),가공우유(딸기맛)(02)(05),282.5kcal,배추김치(수의),12kcal,배추김치(수의),12kcal,,,3328.78kcal
2024-10-15(화),총각김치,0kcal,사과(후지),42.63kcal,청포도주스(피크닉),75kcal,,,3328.78kcal
2024-10-16(수),또띠아치킨랩(01)(02)(05)(06)(15),800.58kcal,잡곡밥,387.65kcal,밥,355kcal,,,3812.67kcal
2024-10-16(수),알감자구이(완)(02)(05),707.45kcal,대구매운탕(05)(06)(16),34.68kcal,닭볶음탕(05)(06)(15),408.2kcal,,,3812.67kcal
2024-10-16(수),믹스베리샐러드(02),59.03kcal,두부김치(05)(06)(10),248.29kcal,부대찌개(02)(05)(06)(10)(15)(16)(18),185.63kcal,,,3812.67kcal
2024-10-16(수),에이드,115kcal,근대나물무침,10.64kcal,타코야끼(01)(05)(06),382.46kcal,,,3812.67kcal
2024-10-16(수),우유(02),65kcal,배추김치(수의),12kcal,오이고추된장무침(05)(06),25.86kcal,,,3812.67kcal
2024-10-16(수),,,바나나,,깍두기(수의)(09),15.2kcal,,,3812.67kcal
2024-10-17(목),밥,355kcal,자장면(05)(06)(10),609.1kcal,밥,355kcal,,,3254.73kcal
2024-10-17(목),꼬꼬떡국(01)(15),270.76kcal,추가밥,213kcal,김치어묵국(05)(06),57.64kcal,,,3254.73kcal
2024-10-17(목),소불고기(05)(06)(16),185.67kcal,짬뽕찌개(05)(06)(09)(17)(18),73.1kcal,매콤새송이버섯볶음(05)(06),43.06kcal,,,3254.73kcal
2024-10-17(목),무말랭이무침(완)(13),60kcal,멘보샤&칠리소스 (05)(06)(09)(12),272kcal,데리야끼스테이크(완)(10),450kcal,,,3254.73kcal
2024-09-20(금),깍두기(수의)(09),15.2kcal,제주감귤주스,44kcal,배추김치(수의),12kcal,,,2933.00kcal
2024-09-20(금),백색우유(02),65kcal,,,,,,,2933.00kcal
2024-09-21(토),고추크림치즈버거(01)(02)(05)(06)(10)(12)(16),784.93kcal,낙지볶음밥(완)(02)(05)(06)(08)(09)(16),385kcal,명란마요덮밥(01)(05)(06),628.36kcal,,,3298.01kcal
2024-09-21(토),테이터잼감자튀김(05),203kcal,김치국,22.88kcal,우동국물(05),61.41kcal,,,3298.01kcal
2024-09-21(토),백색우유(02),65kcal,스크램블에그(01)(05),150.13kcal,스팸구이(05)(10)(13),509.5kcal,,,3298.01kcal
2024-09-21(토),,,믹스베리샐러드(02),59.03kcal,꼬들단무지무침(13),18.45kcal,,,3298.01kcal
2024-09-21(토),,,깍두기(수의)(09),15.2kcal,배추김치(수의),12kcal,,,3298.01kcal
2024-09-21(토),,,사이다,350kcal,"포도,신선형(포도(811월))",33.12kcal,,,3298.01kcal
2024-09-22(일),밥,355kcal,돈육김치덮밥(05)(10),635.39kcal,밥,355kcal,,,2831.85kcal
2024-09-22(일),물만둣국(01)(05)(06)(10),284.56kcal,팽이버섯두부국(05)(06),55.19kcal,사골설렁탕(완)(16),184.56kcal,,,2831.85kcal
2024-09-22(일),소불고기(05)(06)(16),185.67kcal,데리야끼산적조림(02)(05)(06)(10)(12)(15)(16),307.23kcal,오징어숙회/초고추장(17),127.24kcal,,,2831.85kcal
2024-09-22(일),잡채어묵조림(05)(06),152.11kcal,파인애플샐러드(02),72.08kcal,양파부추겉절이(05)(06),10.42kcal,,,2831.85kcal
2024-09-22(일),배추김치(수의),12kcal,깍두기(수의)(09),15.2kcal,깍두기(수의)(09),15.2kcal,,,2831.85kcal
2024-09-22(일),백색우유(02),65kcal,,,,,,,2831.85kcal
2024-09-23(월),밥,355kcal,전투식량,1300kcal,지코바치밥(01)(05)(06)(15)(18),733.24kcal,,,3966.07kcal
2024-09-23(월),매운버섯국(05)(06)(16),57.16kcal,,,쇠고기미역국(05)(06)(16),50.09kcal,,,3966.07kcal
2024-09-23(월),마파두부(05)(06)(10)(15)(18),164.02kcal,,,야채고로케(02)(05)(06)(10),923kcal,,,3966.07kcal
2024-09-23(월),토마토달걀볶음(01)(05)(12),196.91kcal,,,감자조림(05)(06),87.21kcal,,,3966.07kcal
2024-09-23(월),단무지무침,10.44kcal,,,배추김치(수의),12kcal,,,3966.07kcal
2024-09-23(월),배추김치(수의),12kcal,,,,,,,3966.07kcal
2024-09-23(월),백색우유(02),65kcal,,,,,,,3966.07kcal
2024-09-24(화),스팸김치덮밥(05)(10)(13),885.72kcal,흑미밥,373.75kcal,밥,355kcal,,,3825.45kcal
2024-09-24(화),쑥갓어묵국(05)(06),66.07kcal,황태해장국(01)(05)(06),56.39kcal,부대찌개(02)(05)(06)(10)(15)(16)(18),178.63kcal,,,3825.45kcal
2024-09-24(화),멸치볶음(05),90.16kcal,훈제닭다리(완)(05)(15),675kcal,고구마치즈돈가스(05),773kcal,,,3825.45kcal
2024-09-24(화),김자반,35.36kcal,두부조림(05)(06),90.1kcal,오이양파무침(05)(06),14.43kcal,,,3825.45kcal
2024-09-24(화),가공우유(초코맛)(02),194kcal,근대나물무침,10.64kcal,총각김치,0kcal,,,3825.45kcal
