날짜,식사시간,메뉴,칼로리
2023-10-22,아침,칼국수,818
2023-10-22,점심,비빔국수,859
2023-10-22,저녁,바지락칼국수,834
2023-10-23,아침,우동,645
2023-10-23,점심,동태찌개,875
2023-10-23,저녁,불고기,362
2023-10-24,아침,고기국수,746
2023-10-24,점심,전복죽,321
2023-10-24,저녁,닭볶음탕,404
2023-10-25,아침,스팸김치찌개,857
2023-10-25,점심,로제떡볶이,552
2023-10-25,저녁,카레,687
2023-10-26,아침,오리구이,872
2023-10-26,점심,낙곱새,594
2023-10-26,저녁,돼지고기김치찜,785
2023-10-27,아침,양꼬치,609
2023-10-27,점심,양장피,889
2023-10-27,저녁,간장새우,555
2023-10-28,아침,새우볶음밥,842
2023-10-28,점심,해물파전,861
2023-10-28,저녁,샐러드파스타,621
2023-10-29,아침,돈까스카레,817
2023-10-29,점심,잡채,653
2023-10-29,저녁,알밥,808
2023-10-30,아침,카레,457
2023-10-30,점심,돈까스,665
2023-10-30,저녁,해물파전,544
2023-10-31,아침,간장게장,719
2023-10-31,점심,굴국밥,597
2023-10-31,저녁,우동,871
2023-11-01,아침,낙지볶음,460
2023-11-01,점심,부대찌개,705
2023-11-01,저녁,샐러드파스타,408
2023-11-02,아침,훈제오리샐러드,692
2023-11-02,점심,라면,779
2023-11-02,저녁,순대국,788
2023-11-03,아침,치킨,816
2023-11-03,점심,갈비탕,378
2023-11-03,저녁,해물파전,638
2023-11-04,아침,양장피,691
2023-11-04,점심,낙곱새,642
2023-11-04,저녁,카레,373
2023-11-05,아침,짬뽕,530
2023-11-05,점심,파전,787
2023-11-05,저녁,고기국수,499
2023-11-06,아침,양꼬치,699
2023-11-06,점심,육회,534
2023-11-06,저녁,닭볶음탕,874
2023-11-07,아침,스테이크,550
2023-11-07,점심,카레,605
2023-11-07,저녁,치즈떡볶이,630
2023-11-08,아침,냉채족발,855
2023-11-08,점심,회,462
2023-11-08,저녁,새우볶음밥,777
2023-11-09,아침,설렁탕,560
2023-11-09,점심,오리구이,304
2023-11-09,저녁,우동,648
2023-11-10,아침,아구찜,389
2023-11-10,점심,짜장면,494
2023-11-10,저녁,양장피,872
2023-11-11,아침,알밥,370
2023-11-11,점심,쭈꾸미볶음,390
2023-11-11,저녁,떡볶이,709
2023-11-12,아침,닭볶음탕,430
2023-11-12,점심,비빔국수,811
2023-11-12,저녁,돈까스카레,618
2023-11-13,아침,김치찌개,621
2023-11-13,점심,고등어구이,531
2023-11-13,저녁,김치찌개,898
2023-11-14,아침,순두부찌개,310
2023-11-14,점심,새우볶음밥,381
2023-11-14,저녁,차슈덮밥,656
2023-11-15,아침,함박스테이크,741
2023-11-15,점심,우동,360
2023-11-15,저녁,훈제오리샐러드,856
2023-11-16,아침,새우볶음밥,818
2023-11-16,점심,알밥,637
2023-11-16,저녁,볶음밥,369
2023-11-17,아침,잡채,743
2023-11-17,점심,물냉면,711
2023-11-17,저녁,냉채족발,601
2023-11-18,아침,삼계탕,347
2023-11-18,점심,냉채족발,637
2023-11-18,저녁,닭가슴살샐러드,854
2023-11-19,아침,동태찌개,504
2023-11-19,점심,수제비,862
2023-11-19,저녁,차돌박이,885
2023-11-20,아침,깐풍기,467
2023-11-20,점심,불닭볶음면,498
2023-11-20,저녁,양장피,717
2023-11-21,아침,닭갈비,863
2023-11-21,점심,차슈덮밥,520
2023-11-21,저녁,보쌈,767
2023-11-22,아침,북엇국,748
2023-11-22,점심,칼국수,301
2023-11-22,저녁,계란말이,881
2023-11-23,아침,새우볶음밥,571
2023-11-23,점심,회덮밥,495
2023-11-23,저녁,초밥,858
2023-11-24,아침,물냉면,715
2023-11-24,점심,육개장,377
2023-11-24,저녁,새우튀김,597
2023-11-25,아침,갈비찜,535
2023-11-25,점심,유부초밥,672
2023-11-25,저녁,코다리조림,888
2023-11-26,아침,순대국,430
2023-11-26,점심,비빔냉면,706
2023-11-26,저녁,비빔국수,752
2023-11-27,아침,떡만둣국,619
2023-11-27,점심,깐풍기,754
2023-11-27,저녁,김치볶음밥,623
2023-11-28,아침,냉채족발,509
2023-11-28,점심,훈제오리샐러드,861
2023-11-28,저녁,전복죽,779
2023-11-29,아침,고추장불고기,604
2023-11-29,점심,냉면,680
2023-11-29,저녁,샐러드파스타,376
2023-11-30,아침,훈제연어샐러드,889
2023-11-30,점심,라면,669
2023-11-30,저녁,족발,649
2023-12-01,아침,족발,546
2023-12-01,점심,양꼬치,401
2023-12-01,저녁,우삼겹덮밥,517
2023-12-02,아침,만두국,486
2023-12-02,점심,순대국,539
2023-12-02,저녁,갈비탕,892
2023-12-03,아침,돈까스카레,749
2023-12-03,점심,김밥,747
2023-12-03,저녁,우삼겹덮밥,743
2023-12-04,아침,차슈덮밥,477
2023-12-04,점심,족발,306
2023-12-04,저녁,칼국수,696
2023-12-05,아침,물냉면,543
2023-12-05,점심,스팸김치찌개,437
2023-12-05,저녁,회,844
2023-12-06,아침,차슈덮밥,751
2023-12-06,점심,비빔국수,488
2023-12-06,저녁,샌드위치,564
2023-12-07,아침,돼지국밥,879
2023-12-07,점심,크림파스타,314
2023-12-07,저녁,닭가슴살샐러드,664
2023-12-08,아침,스시롤,745
2023-12-08,점심,짜장면,734
2023-12-08,저녁,닭볶음탕,840
2023-12-09,아침,계란말이,819
2023-12-09,점심,양장피,857
2023-12-09,저녁,샐러드파스타,472
2023-12-10,아침,훈제오리샐러드,497
2023-12-10,점심,잡채,579
2023-12-10,저녁,불고기,765
2023-12-11,아침,삼계탕,374
2023-12-11,점심,순두부찌개,556
2023-12-11,저녁,수제비,870
2023-12-12,아침,우삼겹덮밥,723
2023-12-12,점심,회덮밥,805
2023-12-12,저녁,치킨,411
2023-12-13,아침,물냉면,536
2023-12-13,점심,알밥,454
2023-12-13,저녁,북엇국,642
2023-12-14,아침,육개장,840
2023-12-14,점심,동태찌개,895
2023-12-14,저녁,김밥,749
2023-12-15,아침,쌀국수,678
2023-12-15,점심,아구찜,612
2023-12-15,저녁,닭강정,319
2023-12-16,아침,스테이크,829
2023-12-16,점심,만두국,843
2023-12-16,저녁,갈비탕,841
2023-12-17,아침,갈릭버터새우,380
2023-12-17,점심,새우튀김,533
2023-12-17,저녁,북엇국,581
2023-12-18,아침,훈제연어샐러드,741
2023-12-18,점심,잡채,524
2023-12-18,저녁,육개장,676
2023-12-19,아침,명란파스타,303
2023-12-19,점심,라면,314
2023-12-19,저녁,부대찌개,398
2023-12-20,아침,회덮밥,893
2023-12-20,점심,함박스테이크,625
2023-12-20,저녁,회덮밥,728
2023-12-21,아침,냉면,598
2023-12-21,점심,치즈라면,396
2023-12-21,저녁,족발,611
2023-12-22,아침,수제비,553
2023-12-22,점심,아구찜,388
2023-12-22,저녁,알밥,504
2023-12-23,아침,스테이크,554
2023-12-23,점심,떡국,791
2023-12-23,저녁,오리구이,781
2023-12-24,아침,매운치킨,553
2023-12-24,점심,해물탕,456
2023-12-24,저녁,굴국밥,358
2023-12-25,아침,간장게장,755
2023-12-25,점심,알밥,438
2023-12-25,저녁,수제비,364
2023-12-26,아침,양꼬치,896
2023-12-26,점심,회덮밥,657
2023-12-26,저녁,닭한마리,805
2023-12-27,아침,불닭볶음면,385
2023-12-27,점심,샐러드파스타,445
2023-12-27,저녁,고등어구이,611
2023-12-28,아침,스시롤,489
2023-12-28,점심,매운치킨,708
2023-12-28,저녁,비빔냉면,805
2023-12-29,아침,보쌈,495
2023-12-29,점심,훈제연어샐러드,425
2023-12-29,저녁,삼계탕,595
2023-12-30,아침,순대볶음,784
2023-12-30,점심,돼지갈비,468
2023-12-30,저녁,잔치국수,412
2023-12-31,아침,김치찌개,782
2023-12-31,점심,김밥,763
2023-12-31,저녁,고등어구이,751
2024-01-01,아침,잔치국수,728
2024-01-01,점심,새우장,513
2024-01-01,저녁,콩국수,626
2024-01-02,아침,비빔국수,736
2024-01-02,점심,돼지갈비,510
2024-01-02,저녁,된장국,502
2024-01-03,아침,냉면,427
2024-01-03,점심,우삼겹덮밥,455
2024-01-03,저녁,돼지갈비,642
2024-01-04,아침,카레,405
2024-01-04,점심,삼계탕,523
2024-01-04,저녁,김치볶음밥,356
2024-01-05,아침,차슈덮밥,513
2024-01-05,점심,전복죽,336
2024-01-05,저녁,라멘,308
2024-01-06,아침,낙지볶음,546
2024-01-06,점심,고등어구이,886
2024-01-06,저녁,떡만둣국,546
2024-01-07,아침,회,395
2024-01-07,점심,순두부찌개,843
2024-01-07,저녁,콩국수,491
2024-01-08,아침,낙지볶음,625
2024-01-08,점심,계란말이,635
2024-01-08,저녁,순대국,571
2024-01-09,아침,간장새우,855
2024-01-09,점심,불고기,881
2024-01-09,저녁,해물파전,696
2024-01-10,아침,갈릭버터새우,733
2024-01-10,점심,볶음밥,320
2024-01-10,저녁,돈까스카레,476
2024-01-11,아침,아구찜,484
2024-01-11,점심,마파두부,760
2024-01-11,저녁,떡국,725
2024-01-12,아침,육회,460
2024-01-12,점심,회덮밥,847
2024-01-12,저녁,훈제오리샐러드,528
2024-01-13,아침,돈까스카레,565
2024-01-13,점심,고등어구이,500
2024-01-13,저녁,오징어볶음,546
2024-01-14,아침,해물탕,458
2024-01-14,점심,오징어볶음,516
2024-01-14,저녁,돼지국밥,409
2024-01-15,아침,라멘,608
2024-01-15,점심,어묵탕,590
2024-01-15,저녁,명란파스타,570
2024-01-16,아침,돼지갈비,518
2024-01-16,점심,로제떡볶이,647
2024-01-16,저녁,마파두부,632
2024-01-17,아침,바지락칼국수,412
2024-01-17,점심,라면,883
2024-01-17,저녁,갈릭버터새우,841
2024-01-18,아침,불고기,748
2024-01-18,점심,낙지볶음,376
2024-01-18,저녁,곱창전골,347
2024-01-19,아침,낙곱새,464
2024-01-19,점심,닭가슴살샐러드,521
2024-01-19,저녁,깐풍기,369
2024-01-20,아침,차슈덮밥,441
2024-01-20,점심,함박스테이크,524
2024-01-20,저녁,마파두부,442
2024-01-21,아침,김치전,460
2024-01-21,점심,알밥,384
2024-01-21,저녁,양꼬치,517
2024-01-22,아침,우동,461
2024-01-22,점심,오리구이,334
2024-01-22,저녁,고등어구이,374
2024-01-23,아침,스테이크,861
2024-01-23,점심,불닭볶음면,660
2024-01-23,저녁,설렁탕,699
2024-01-24,아침,매운치킨,348
2024-01-24,점심,닭갈비,447
2024-01-24,저녁,쌀국수,854
2024-01-25,아침,회덮밥,438
2024-01-25,점심,치킨,506
2024-01-25,저녁,돼지국밥,611
2024-01-26,아침,비빔밥,713
2024-01-26,점심,굴국밥,512
2024-01-26,저녁,카레,528
2024-01-27,아침,설렁탕,813
2024-01-27,점심,회,546
2024-01-27,저녁,초밥,559
2024-01-28,아침,굴국밥,537
2024-01-28,점심,닭가슴살샐러드,424
2024-01-28,저녁,바지락칼국수,447
2024-01-29,아침,볶음밥,403
2024-01-29,점심,전복죽,723
2024-01-29,저녁,치즈돈까스,732
2024-01-30,아침,명란파스타,750
2024-01-30,점심,김치찌개,498
2024-01-30,저녁,어묵탕,797
2024-01-31,아침,굴국밥,781
2024-01-31,점심,북엇국,731
2024-01-31,저녁,회덮밥,408
2024-02-01,아침,함박스테이크,532
2024-02-01,점심,부대찌개,767
2024-02-01,저녁,닭볶음탕,532
2024-02-02,아침,돼지고기김치찜,614
2024-02-02,점심,김치볶음밥,707
2024-02-02,저녁,돼지국밥,573
2024-02-03,아침,돈까스,548
2024-02-03,점심,곱창전골,856
2024-02-03,저녁,파전,753
2024-02-04,아침,돼지갈비,898
2024-02-04,점심,짬뽕,717
2024-02-04,저녁,떡만둣국,388
2024-02-05,아침,돈까스카레,788
2024-02-05,점심,간장새우,596
2024-02-05,저녁,유부초밥,839
2024-02-06,아침,양념게장,638
2024-02-06,점심,김치찌개,886
2024-02-06,저녁,물냉면,596
2024-02-07,아침,고기국수,417
2024-02-07,점심,해물파전,798
2024-02-07,저녁,전복죽,426
2024-02-08,아침,해물파전,788
2024-02-08,점심,스팸김치찌개,780
2024-02-08,저녁,콩나물국밥,862
2024-02-09,아침,매운탕,391
2024-02-09,점심,삼겹살,657
2024-02-09,저녁,우동,753
2024-02-10,아침,삼계탕,411
2024-02-10,점심,오징어볶음,853
2024-02-10,저녁,육개장,819
2024-02-11,아침,굴국밥,650
2024-02-11,점심,고등어구이,645
2024-02-11,저녁,돈까스,387
2024-02-12,아침,물냉면,364
2024-02-12,점심,명란파스타,823
2024-02-12,저녁,전복죽,336
2024-02-13,아침,매운치킨,448
2024-02-13,점심,북엇국,647
2024-02-13,저녁,닭갈비,482
2024-02-14,아침,라멘,493
2024-02-14,점심,김치찌개,727
2024-02-14,저녁,떡만둣국,592
2024-02-15,아침,라면,540
2024-02-15,점심,고등어구이,848
2024-02-15,저녁,수제비,494
2024-02-16,아침,로제떡볶이,375
2024-02-16,점심,훈제연어샐러드,588
2024-02-16,저녁,간장새우,654
2024-02-17,아침,참치김밥,463
2024-02-17,점심,명란파스타,830
2024-02-17,저녁,스테이크,463
2024-02-18,아침,돈까스카레,610
2024-02-18,점심,순두부찌개,408
2024-02-18,저녁,쌀국수,802
2024-02-19,아침,파전,544
2024-02-19,점심,냉채족발,519
2024-02-19,저녁,닭한마리,328
2024-02-20,아침,고기국수,723
2024-02-20,점심,돈까스,736
2024-02-20,저녁,계란말이,748
2024-02-21,아침,아구찜,411
2024-02-21,점심,쭈꾸미볶음,773
2024-02-21,저녁,삼계탕,836
2024-02-22,아침,회덮밥,894
2024-02-22,점심,족발,533
2024-02-22,저녁,초밥,831
2024-02-23,아침,냉면,430
2024-02-23,점심,만두국,811
2024-02-23,저녁,라면,845
2024-02-24,아침,전복죽,899
2024-02-24,점심,잔치국수,328
2024-02-24,저녁,스팸김치찌개,504
2024-02-25,아침,샌드위치,450
2024-02-25,점심,불닭볶음면,370
2024-02-25,저녁,고추장불고기,436
2024-02-26,아침,오징어볶음,823
2024-02-26,점심,족발,527
2024-02-26,저녁,스시롤,325
2024-02-27,아침,굴국밥,382
2024-02-27,점심,치킨,697
2024-02-27,저녁,김치볶음밥,858
2024-02-28,아침,비빔국수,423
2024-02-28,점심,유부초밥,311
2024-02-28,저녁,훈제오리샐러드,571
2024-02-29,아침,돼지국밥,622
2024-02-29,점심,파전,577
2024-02-29,저녁,된장국,823
2024-03-01,아침,냉채족발,426
2024-03-01,점심,치킨,832
2024-03-01,저녁,만두국,448
2024-03-02,아침,돈까스,525
2024-03-02,점심,갈비탕,344
2024-03-02,저녁,부대찌개,540
2024-03-03,아침,육개장,787
2024-03-03,점심,치킨,763
2024-03-03,저녁,샌드위치,398
2024-03-04,아침,잔치국수,361
2024-03-04,점심,차슈덮밥,611
2024-03-04,저녁,양꼬치,414
2024-03-05,아침,오징어볶음,397
2024-03-05,점심,잡채,849
2024-03-05,저녁,된장국,550
2024-03-06,아침,잡채,685
2024-03-06,점심,스테이크,544
2024-03-06,저녁,잔치국수,439
2024-03-07,아침,김치전,659
2024-03-07,점심,순두부찌개,582
2024-03-07,저녁,고추장불고기,545
2024-03-08,아침,해물탕,428
2024-03-08,점심,돈까스덮밥,453
2024-03-08,저녁,매운치킨,846
2024-03-09,아침,새우장,826
2024-03-09,점심,짜장면,353
2024-03-09,저녁,돼지갈비,332
2024-03-10,아침,감자탕,526
2024-03-10,점심,삼겹살,562
2024-03-10,저녁,양념게장,730
2024-03-11,아침,우삼겹덮밥,753
2024-03-11,점심,된장국,639
2024-03-11,저녁,고추장불고기,634
2024-03-12,아침,쭈꾸미볶음,714
2024-03-12,점심,스시롤,353
2024-03-12,저녁,굴국밥,488
2024-03-13,아침,김치찌개,658
2024-03-13,점심,우삼겹덮밥,774
2024-03-13,저녁,매운탕,309
2024-03-14,아침,파전,687
2024-03-14,점심,라멘,590
2024-03-14,저녁,치킨,411
2024-03-15,아침,회,678
2024-03-15,점심,불고기,561
2024-03-15,저녁,훈제연어샐러드,363
2024-03-16,아침,떡볶이,726
2024-03-16,점심,닭갈비,535
2024-03-16,저녁,크림파스타,867
2024-03-17,아침,비빔국수,323
2024-03-17,점심,양념게장,822
2024-03-17,저녁,파전,835
2024-03-18,아침,샤브샤브,397
2024-03-18,점심,스테이크,586
2024-03-18,저녁,마파두부,848
2024-03-19,아침,양장피,757
2024-03-19,점심,떡국,615
2024-03-19,저녁,쭈꾸미볶음,463
2024-03-20,아침,초밥,597
2024-03-20,점심,차슈덮밥,649
2024-03-20,저녁,낙지볶음,855
2024-03-21,아침,콩나물국밥,758
2024-03-21,점심,크림파스타,573
2024-03-21,저녁,해물탕,849
2024-03-22,아침,크림파스타,493
2024-03-22,점심,함박스테이크,316
2024-03-22,저녁,동태찌개,337
2024-03-23,아침,된장찌개,585
2024-03-23,점심,스시롤,504
2024-03-23,저녁,라면,626
2024-03-24,아침,간장새우,765
2024-03-24,점심,샌드위치,808
2024-03-24,저녁,칼국수,767
2024-03-25,아침,냉면,702
2024-03-25,점심,아구찜,812
2024-03-25,저녁,훈제오리샐러드,900
2024-03-26,아침,삼겹살,671
2024-03-26,점심,족발,759
2024-03-26,저녁,돼지갈비,329
2024-03-27,아침,유부초밥,654
2024-03-27,점심,샤브샤브,698
2024-03-27,저녁,쭈꾸미볶음,686
2024-03-28,아침,닭강정,772
2024-03-28,점심,새우볶음밥,504
2024-03-28,저녁,짬뽕,775
2024-03-29,아침,동태찌개,567
2024-03-29,점심,불닭볶음면,449
2024-03-29,저녁,고기국수,829
2024-03-30,아침,초밥,532
2024-03-30,점심,떡볶이,691
2024-03-30,저녁,샐러드파스타,780
2024-03-31,아침,족발,735
2024-03-31,점심,김치찌개,352
2024-03-31,저녁,우삼겹덮밥,463
2024-04-01,아침,짬뽕,774
2024-04-01,점심,회,427
2024-04-01,저녁,고추장불고기,606
2024-04-02,아침,고기국수,741
2024-04-02,점심,간장새우,324
2024-04-02,저녁,카레,669
2024-04-03,아침,치킨,338
2024-04-03,점심,물냉면,622
2024-04-03,저녁,매운치킨,357
2024-04-04,아침,카레,778
2024-04-04,점심,참치김밥,802
2024-04-04,저녁,감자탕,788
2024-04-05,아침,떡만둣국,469
2024-04-05,점심,고등어구이,340
2024-04-05,저녁,회덮밥,638
2024-04-06,아침,돈까스카레,570
2024-04-06,점심,카레,395
2024-04-06,저녁,고추장불고기,350
2024-04-07,아침,북엇국,342
2024-04-07,점심,새우볶음밥,789
2024-04-07,저녁,알밥,534
2024-04-08,아침,고등어구이,835
2024-04-08,점심,된장찌개,758
2024-04-08,저녁,족발,735
2024-04-09,아침,아구찜,444
2024-04-09,점심,육회,369
2024-04-09,저녁,콩나물국밥,407
2024-04-10,아침,마파두부,390
2024-04-10,점심,낙지볶음,547
2024-04-10,저녁,코다리조림,851
2024-04-11,아침,돼지고기김치찜,680
2024-04-11,점심,갈비탕,446
2024-04-11,저녁,만두국,550
2024-04-12,아침,초밥,421
2024-04-12,점심,차슈덮밥,742
2024-04-12,저녁,치즈돈까스,548
2024-04-13,아침,수제비,767
2024-04-13,점심,김밥,643
2024-04-13,저녁,매운치킨,450
2024-04-14,아침,굴국밥,470
2024-04-14,점심,육회,827
2024-04-14,저녁,돼지갈비,861
2024-04-15,아침,스팸김치찌개,813
2024-04-15,점심,스테이크,368
2024-04-15,저녁,닭한마리,693
2024-04-16,아침,떡만둣국,765
2024-04-16,점심,치즈떡볶이,564
2024-04-16,저녁,떡만둣국,429
2024-04-17,아침,새우장,542
2024-04-17,점심,육개장,526
2024-04-17,저녁,초밥,363
2024-04-18,아침,치킨,600
2024-04-18,점심,닭가슴살샐러드,669
2024-04-18,저녁,낙지볶음,410
2024-04-19,아침,스테이크,881
2024-04-19,점심,김치전,550
2024-04-19,저녁,샐러드파스타,690
2024-04-20,아침,초밥,774
2024-04-20,점심,치즈떡볶이,729
2024-04-20,저녁,감자탕,347
2024-04-21,아침,짜장면,755
2024-04-21,점심,샌드위치,552
2024-04-21,저녁,바지락칼국수,455
2024-04-22,아침,콩나물국밥,314
2024-04-22,점심,닭가슴살샐러드,900
2024-04-22,저녁,양꼬치,891
2024-04-23,아침,새우볶음밥,678
2024-04-23,점심,우삼겹덮밥,780
2024-04-23,저녁,족발,780
2024-04-24,아침,닭갈비,814
2024-04-24,점심,스시롤,375
2024-04-24,저녁,돈까스,861
2024-04-25,아침,불닭볶음면,318
2024-04-25,점심,제육볶음,822
2024-04-25,저녁,돼지고기김치찜,687
2024-04-26,아침,김치찌개,619
2024-04-26,점심,갈비탕,530
2024-04-26,저녁,초밥,345
2024-04-27,아침,새우볶음밥,678
2024-04-27,점심,샤브샤브,315
2024-04-27,저녁,바지락칼국수,767
2024-04-28,아침,갈비찜,857
2024-04-28,점심,된장국,802
2024-04-28,저녁,참치김밥,585
2024-04-29,아침,육회,614
2024-04-29,점심,된장국,586
2024-04-29,저녁,함박스테이크,855
2024-04-30,아침,순두부찌개,834
2024-04-30,점심,닭갈비,573
2024-04-30,저녁,차돌박이,492
2024-05-01,아침,곱창전골,516
2024-05-01,점심,파전,382
2024-05-01,저녁,차슈덮밥,828
2024-05-02,아침,돼지고기김치찜,601
2024-05-02,점심,김치볶음밥,723
2024-05-02,저녁,감자탕,631
2024-05-03,아침,칼국수,597
2024-05-03,점심,제육볶음,477
2024-05-03,저녁,새우볶음밥,480
2024-05-04,아침,삼겹살,781
2024-05-04,점심,우삼겹덮밥,877
2024-05-04,저녁,쌀국수,744
2024-05-05,아침,훈제연어샐러드,875
2024-05-05,점심,스시롤,546
2024-05-05,저녁,된장국,457
2024-05-06,아침,전복죽,885
2024-05-06,점심,돈까스,719
2024-05-06,저녁,육개장,853
2024-05-07,아침,매운치킨,734
2024-05-07,점심,고등어구이,848
2024-05-07,저녁,제육볶음,776
2024-05-08,아침,냉채족발,705
2024-05-08,점심,콩나물국밥,379
2024-05-08,저녁,족발,814
2024-05-09,아침,치즈떡볶이,473
2024-05-09,점심,회덮밥,564
2024-05-09,저녁,족발,835
2024-05-10,아침,차슈덮밥,391
2024-05-10,점심,알밥,808
2024-05-10,저녁,비빔밥,828
2024-05-11,아침,순대볶음,307
2024-05-11,점심,비빔냉면,490
2024-05-11,저녁,닭갈비,635
2024-05-12,아침,치즈돈까스,541
2024-05-12,점심,차슈덮밥,864
2024-05-12,저녁,어묵탕,466
