날짜,식사시간,메뉴,칼로리
2023-09-27,저녁,유부초밥,885
2023-09-28,아침,설렁탕,635
2023-09-28,점심,양념게장,754
2023-09-28,저녁,초밥,408
2023-09-29,아침,해물탕,806
2023-09-29,점심,간장게장,405
2023-09-29,저녁,낙곱새,758
2023-09-30,아침,순대국,594
2023-09-30,점심,김밥,369
2023-09-30,저녁,비빔밥,500
2023-10-01,아침,오리구이,430
2023-10-01,점심,양장피,557
2023-10-01,저녁,치즈라면,518
2023-10-02,아침,닭가슴살샐러드,615
2023-10-02,점심,회,863
2023-10-02,저녁,돼지갈비,826
2023-10-03,아침,육회,435
2023-10-03,점심,간장게장,335
2023-10-03,저녁,쌀국수,816
2023-10-04,아침,쭈꾸미볶음,473
2023-10-04,점심,돼지국밥,802
2023-10-04,저녁,샐러드파스타,692
2023-10-05,아침,삼겹살,383
2023-10-05,점심,떡볶이,768
2023-10-05,저녁,해물파전,814
2023-10-06,아침,명란파스타,799
2023-10-06,점심,닭갈비,502
2023-10-06,저녁,회덮밥,890
2023-10-07,아침,우동,615
2023-10-07,점심,라멘,311
2023-10-07,저녁,삼계탕,794
2023-10-08,아침,샤브샤브,435
2023-10-08,점심,굴국밥,832
2023-10-08,저녁,닭갈비,378
2023-10-09,아침,떡만둣국,528
2023-10-09,점심,새우튀김,435
2023-10-09,저녁,냉면,885
2023-10-10,아침,고추장불고기,369
2023-10-10,점심,참치김밥,874
2023-10-10,저녁,만두국,650
2023-10-11,아침,떡국,699
2023-10-11,점심,떡만둣국,841
2023-10-11,저녁,해물파전,480
2023-10-12,아침,함박스테이크,842
2023-10-12,점심,김치찌개,668
2023-10-12,저녁,돈까스덮밥,736
2023-10-13,아침,새우장,623
2023-10-13,점심,알밥,563
2023-10-13,저녁,닭갈비,431
2023-10-14,아침,라면,321
2023-10-14,점심,북엇국,606
2023-10-14,저녁,굴국밥,338
2023-10-15,아침,차슈덮밥,490
2023-10-15,점심,닭갈비,837
2023-10-15,저녁,아구찜,572
2023-10-16,아침,우삼겹덮밥,870
2023-10-16,점심,샌드위치,633
2023-10-16,저녁,육회,334
2023-10-17,아침,부대찌개,702
2023-10-17,점심,불고기,892
2023-10-17,저녁,만두국,549
2023-10-18,아침,비빔국수,634
2023-10-18,점심,새우볶음밥,593
2023-10-18,저녁,간장게장,718
2023-10-19,아침,양장피,844
2023-10-19,점심,명란파스타,477
2023-10-19,저녁,볶음밥,850
2023-10-20,아침,아구찜,304
2023-10-20,점심,고등어구이,587
2023-10-20,저녁,우삼겹덮밥,562
2023-10-21,아침,갈비탕,897
2023-10-21,점심,깐풍기,632
2023-10-21,저녁,김밥,480
2023-10-22,아침,코다리조림,565
2023-10-22,점심,회,704
2023-10-22,저녁,비빔밥,656
2023-10-23,아침,샐러드파스타,525
2023-10-23,점심,된장찌개,706
2023-10-23,저녁,갈릭버터새우,330
2023-10-24,아침,훈제오리샐러드,366
2023-10-24,점심,순대볶음,881
2023-10-24,저녁,카레,512
2023-10-25,아침,라멘,892
2023-10-25,점심,간장게장,792
2023-10-25,저녁,불고기,510
2023-10-26,아침,회,566
2023-10-26,점심,라면,448
2023-10-26,저녁,굴국밥,385
2023-10-27,아침,파전,311
2023-10-27,점심,훈제연어샐러드,394
2023-10-27,저녁,김치볶음밥,372
2023-10-28,아침,아구찜,323
2023-10-28,점심,카레,624
2023-10-28,저녁,고기국수,896
2023-10-29,아침,갈비찜,757
2023-10-29,점심,치즈돈까스,797
2023-10-29,저녁,매운치킨,656
2023-10-30,아침,돼지갈비,753
2023-10-30,점심,깐풍기,535
2023-10-30,저녁,김밥,562
2023-10-31,아침,갈비탕,629
2023-10-31,점심,스테이크,697
2023-10-31,저녁,초밥,742
2023-11-01,아침,삼계탕,738
2023-11-01,점심,우삼겹덮밥,365
2023-11-01,저녁,김치전,444
2023-11-02,아침,카레,430
2023-11-02,점심,치즈떡볶이,351
2023-11-02,저녁,짬뽕,315
2023-11-03,아침,족발,877
2023-11-03,점심,전복죽,898
2023-11-03,저녁,치즈돈까스,401
2023-11-04,아침,새우튀김,838
2023-11-04,점심,갈비찜,660
2023-11-04,저녁,제육볶음,393
2023-11-05,아침,매운치킨,878
2023-11-05,점심,깐풍기,793
2023-11-05,저녁,양념게장,678
2023-11-06,아침,순두부찌개,763
2023-11-06,점심,볶음밥,374
2023-11-06,저녁,만두국,571
2023-11-07,아침,참치김밥,885
2023-11-07,점심,불고기,361
2023-11-07,저녁,비빔밥,531
2023-11-08,아침,마파두부,376
2023-11-08,점심,치즈돈까스,591
2023-11-08,저녁,갈비찜,306
2023-11-09,아침,닭강정,460
2023-11-09,점심,돈까스,479
2023-11-09,저녁,치킨,783
2023-11-10,아침,비빔밥,427
2023-11-10,점심,회,654
2023-11-10,저녁,알밥,769
2023-11-11,아침,짜장면,349
2023-11-11,점심,샌드위치,310
2023-11-11,저녁,파전,501
2023-11-12,아침,초밥,457
2023-11-12,점심,돈까스,750
2023-11-12,저녁,우동,727
2023-11-13,아침,된장국,664
2023-11-13,점심,김치볶음밥,672
2023-11-13,저녁,비빔냉면,342
2023-11-14,아침,육회,878
2023-11-14,점심,마파두부,319
2023-11-14,저녁,된장찌개,827
2023-11-15,아침,굴국밥,778
2023-11-15,점심,카레,580
2023-11-15,저녁,삼계탕,697
2023-11-16,아침,북엇국,736
2023-11-16,점심,돼지국밥,840
2023-11-16,저녁,수제비,560
2023-11-17,아침,회,654
2023-11-17,점심,차돌박이,746
2023-11-17,저녁,불고기,324
2023-11-18,아침,쭈꾸미볶음,861
2023-11-18,점심,김치볶음밥,842
2023-11-18,저녁,된장찌개,583
2023-11-19,아침,오징어볶음,662
2023-11-19,점심,곱창전골,761
2023-11-19,저녁,잡채,622
2023-11-20,아침,참치김밥,341
2023-11-20,점심,함박스테이크,848
2023-11-20,저녁,새우장,789
2023-11-21,아침,차슈덮밥,578
2023-11-21,점심,족발,359
2023-11-21,저녁,차돌박이,519
2023-11-22,아침,김밥,870
2023-11-22,점심,해물탕,821
2023-11-22,저녁,치킨,649
2023-11-23,아침,라면,611
2023-11-23,점심,파전,834
2023-11-23,저녁,족발,510
2023-11-24,아침,회,436
2023-11-24,점심,오징어볶음,607
2023-11-24,저녁,불닭볶음면,540
2023-11-25,아침,훈제오리샐러드,546
2023-11-25,점심,짜장면,607
2023-11-25,저녁,김치전,385
2023-11-26,아침,치즈라면,801
2023-11-26,점심,부대찌개,763
2023-11-26,저녁,쌀국수,742
2023-11-27,아침,떡만둣국,412
2023-11-27,점심,비빔밥,502
2023-11-27,저녁,쭈꾸미볶음,334
2023-11-28,아침,동태찌개,527
2023-11-28,점심,육회,363
2023-11-28,저녁,김밥,368
2023-11-29,아침,떡국,502
2023-11-29,점심,훈제오리샐러드,873
2023-11-29,저녁,만두국,344
2023-11-30,아침,잔치국수,779
2023-11-30,점심,스팸김치찌개,487
2023-11-30,저녁,굴국밥,491
2023-12-01,아침,해물파전,563
2023-12-01,점심,파전,489
2023-12-01,저녁,김치찌개,670
2023-12-02,아침,냉면,638
2023-12-02,점심,고등어구이,838
2023-12-02,저녁,치즈라면,482
2023-12-03,아침,매운치킨,791
2023-12-03,점심,된장찌개,301
2023-12-03,저녁,고기국수,311
2023-12-04,아침,치즈돈까스,710
2023-12-04,점심,스테이크,309
2023-12-04,저녁,곱창전골,817
2023-12-05,아침,돼지국밥,320
2023-12-05,점심,북엇국,826
2023-12-05,저녁,짬뽕,491
2023-12-06,아침,차슈덮밥,744
2023-12-06,점심,된장찌개,486
2023-12-06,저녁,라면,566
2023-12-07,아침,치즈라면,865
2023-12-07,점심,스테이크,780
2023-12-07,저녁,차돌박이,373
2023-12-08,아침,김밥,538
2023-12-08,점심,돼지갈비,764
2023-12-08,저녁,만두국,727
2023-12-09,아침,동태찌개,586
2023-12-09,점심,제육볶음,851
2023-12-09,저녁,설렁탕,454
2023-12-10,아침,불고기,592
2023-12-10,점심,오징어볶음,393
2023-12-10,저녁,우동,317
2023-12-11,아침,매운탕,637
2023-12-11,점심,양꼬치,602
2023-12-11,저녁,수제비,625
2023-12-12,아침,우삼겹덮밥,475
2023-12-12,점심,닭가슴살샐러드,793
2023-12-12,저녁,스팸김치찌개,670
2023-12-13,아침,냉채족발,894
2023-12-13,점심,제육볶음,323
2023-12-13,저녁,낙지볶음,370
2023-12-14,아침,샤브샤브,489
2023-12-14,점심,비빔밥,666
2023-12-14,저녁,회,539
2023-12-15,아침,코다리조림,729
2023-12-15,점심,갈릭버터새우,607
2023-12-15,저녁,간장새우,569
2023-12-16,아침,떡만둣국,837
2023-12-16,점심,돼지국밥,579
2023-12-16,저녁,비빔냉면,756
2023-12-17,아침,갈비탕,454
2023-12-17,점심,물냉면,736
2023-12-17,저녁,닭볶음탕,453
2023-12-18,아침,떡국,604
2023-12-18,점심,갈비탕,502
2023-12-18,저녁,간장새우,624
2023-12-19,아침,스테이크,785
2023-12-19,점심,닭한마리,749
2023-12-19,저녁,우삼겹덮밥,858
2023-12-20,아침,어묵탕,381
2023-12-20,점심,낙곱새,472
2023-12-20,저녁,잔치국수,785
2023-12-21,아침,돼지국밥,512
2023-12-21,점심,샌드위치,632
2023-12-21,저녁,라면,348
2023-12-22,아침,고등어구이,329
2023-12-22,점심,떡만둣국,470
2023-12-22,저녁,샐러드파스타,895
2023-12-23,아침,새우볶음밥,711
2023-12-23,점심,고등어구이,354
2023-12-23,저녁,불닭볶음면,329
2023-12-24,아침,스테이크,602
2023-12-24,점심,쭈꾸미볶음,581
2023-12-24,저녁,순대볶음,400
2023-12-25,아침,유부초밥,401
2023-12-25,점심,부대찌개,793
2023-12-25,저녁,해물탕,582
2023-12-26,아침,곱창전골,654
2023-12-26,점심,회,505
2023-12-26,저녁,치즈떡볶이,541
2023-12-27,아침,동태찌개,784
2023-12-27,점심,낙곱새,408
2023-12-27,저녁,갈비찜,425
2023-12-28,아침,돈까스덮밥,684
2023-12-28,점심,간장새우,553
2023-12-28,저녁,라면,797
2023-12-29,아침,간장새우,508
2023-12-29,점심,굴국밥,504
2023-12-29,저녁,육회,496
2023-12-30,아침,참치김밥,497
2023-12-30,점심,매운탕,324
2023-12-30,저녁,고추장불고기,899
2023-12-31,아침,초밥,477
2023-12-31,점심,육개장,482
2023-12-31,저녁,돼지고기김치찜,357
2024-01-01,아침,치즈돈까스,622
2024-01-01,점심,만두국,749
2024-01-01,저녁,매운탕,725
2024-01-02,아침,어묵탕,618
2024-01-02,점심,불닭볶음면,587
2024-01-02,저녁,샐러드파스타,522
2024-01-03,아침,라면,636
2024-01-03,점심,김치볶음밥,550
2024-01-03,저녁,콩국수,650
2024-01-04,아침,라멘,469
2024-01-04,점심,된장찌개,660
2024-01-04,저녁,볶음밥,447
2024-01-05,아침,떡볶이,891
2024-01-05,점심,간장새우,411
2024-01-05,저녁,낙지볶음,628
2024-01-06,아침,보쌈,531
2024-01-06,점심,잔치국수,538
2024-01-06,저녁,스테이크,634
2024-01-07,아침,잔치국수,515
2024-01-07,점심,차슈덮밥,777
2024-01-07,저녁,로제떡볶이,708
2024-01-08,아침,짬뽕,684
2024-01-08,점심,카레,472
2024-01-08,저녁,참치김밥,873
2024-01-09,아침,양장피,316
2024-01-09,점심,짜장면,807
2024-01-09,저녁,샤브샤브,547
2024-01-10,아침,쌀국수,342
2024-01-10,점심,육개장,517
2024-01-10,저녁,고기국수,466
2024-01-11,아침,스시롤,881
2024-01-11,점심,설렁탕,338
2024-01-11,저녁,돈까스덮밥,548
2024-01-12,아침,설렁탕,679
2024-01-12,점심,돈까스,480
2024-01-12,저녁,차돌박이,757
2024-01-13,아침,새우튀김,365
2024-01-13,점심,굴국밥,643
2024-01-13,저녁,해물파전,426
2024-01-14,아침,설렁탕,881
2024-01-14,점심,짬뽕,805
2024-01-14,저녁,새우볶음밥,839
2024-01-15,아침,비빔국수,822
2024-01-15,점심,초밥,687
2024-01-15,저녁,비빔냉면,436
2024-01-16,아침,짬뽕,449
2024-01-16,점심,보쌈,703
2024-01-16,저녁,돼지국밥,835
2024-01-17,아침,참치김밥,574
2024-01-17,점심,닭가슴살샐러드,491
2024-01-17,저녁,우동,693
2024-01-18,아침,북엇국,629
2024-01-18,점심,김치전,732
2024-01-18,저녁,닭갈비,586
2024-01-19,아침,냉채족발,665
2024-01-19,점심,낙지볶음,571
2024-01-19,저녁,양장피,442
2024-01-20,아침,마파두부,807
2024-01-20,점심,전복죽,865
2024-01-20,저녁,간장게장,412
2024-01-21,아침,알밥,803
2024-01-21,점심,라면,528
2024-01-21,저녁,김치전,307
2024-01-22,아침,콩국수,463
2024-01-22,점심,코다리조림,377
2024-01-22,저녁,족발,492
2024-01-23,아침,갈비탕,348
2024-01-23,점심,간장게장,482
2024-01-23,저녁,쌀국수,538
2024-01-24,아침,제육볶음,424
2024-01-24,점심,명란파스타,441
2024-01-24,저녁,김치전,698
2024-01-25,아침,비빔국수,524
2024-01-25,점심,콩국수,776
2024-01-25,저녁,북엇국,723
2024-01-26,아침,순대볶음,378
2024-01-26,점심,콩나물국밥,555
2024-01-26,저녁,콩나물국밥,695
2024-01-27,아침,어묵탕,615
2024-01-27,점심,돼지국밥,644
2024-01-27,저녁,어묵탕,388
2024-01-28,아침,알밥,672
2024-01-28,점심,쭈꾸미볶음,785
2024-01-28,저녁,깐풍기,356
2024-01-29,아침,수제비,576
2024-01-29,점심,매운탕,454
2024-01-29,저녁,해물탕,471
2024-01-30,아침,양념게장,856
2024-01-30,점심,부대찌개,691
2024-01-30,저녁,짜장면,612
2024-01-31,아침,라멘,500
2024-01-31,점심,깐풍기,533
2024-01-31,저녁,차돌박이,416
2024-02-01,아침,바지락칼국수,573
2024-02-01,점심,닭갈비,872
2024-02-01,저녁,알밥,388
2024-02-02,아침,해물탕,867
2024-02-02,점심,잡채,465
2024-02-02,저녁,육개장,632
2024-02-03,아침,김밥,787
2024-02-03,점심,고기국수,484
2024-02-03,저녁,차돌박이,507
2024-02-04,아침,해물탕,377
2024-02-04,점심,굴국밥,758
2024-02-04,저녁,치즈떡볶이,624
2024-02-05,아침,닭갈비,771
2024-02-05,점심,오징어볶음,639
2024-02-05,저녁,훈제오리샐러드,380
2024-02-06,아침,보쌈,366
2024-02-06,점심,양장피,634
2024-02-06,저녁,닭한마리,707
2024-02-07,아침,족발,630
2024-02-07,점심,김치찌개,348
2024-02-07,저녁,떡볶이,613
2024-02-08,아침,초밥,659
2024-02-08,점심,볶음밥,878
2024-02-08,저녁,굴국밥,422
2024-02-09,아침,간장게장,797
2024-02-09,점심,새우볶음밥,610
2024-02-09,저녁,잔치국수,578
2024-02-10,아침,해물탕,621
2024-02-10,점심,북엇국,853
2024-02-10,저녁,라면,646
2024-02-11,아침,불고기,705
2024-02-11,점심,치즈떡볶이,628
2024-02-11,저녁,로제떡볶이,679
2024-02-12,아침,양장피,339
2024-02-12,점심,짬뽕,396
2024-02-12,저녁,초밥,717
2024-02-13,아침,회덮밥,785
2024-02-13,점심,라멘,537
2024-02-13,저녁,고등어구이,590
2024-02-14,아침,우삼겹덮밥,763
2024-02-14,점심,낙곱새,685
2024-02-14,저녁,돈까스카레,824
2024-02-15,아침,차슈덮밥,374
2024-02-15,점심,불고기,891
2024-02-15,저녁,갈비찜,771
2024-02-16,아침,간장새우,407
2024-02-16,점심,돈까스,706
2024-02-16,저녁,매운탕,842
2024-02-17,아침,돈까스카레,560
2024-02-17,점심,갈비탕,793
2024-02-17,저녁,카레,404
2024-02-18,아침,육회,812
2024-02-18,점심,샐러드파스타,830
2024-02-18,저녁,육회,772
2024-02-19,아침,북엇국,460
2024-02-19,점심,족발,545
2024-02-19,저녁,양장피,583
2024-02-20,아침,수제비,891
2024-02-20,점심,양념게장,604
2024-02-20,저녁,샤브샤브,703
2024-02-21,아침,순두부찌개,667
2024-02-21,점심,돈까스,309
2024-02-21,저녁,간장새우,844
2024-02-22,아침,회덮밥,358
2024-02-22,점심,쌀국수,745
2024-02-22,저녁,양꼬치,742
2024-02-23,아침,새우튀김,855
2024-02-23,점심,샐러드파스타,802
2024-02-23,저녁,삼계탕,654
2024-02-24,아침,알밥,533
2024-02-24,점심,알밥,367
2024-02-24,저녁,스테이크,862
2024-02-25,아침,샐러드파스타,613
2024-02-25,점심,함박스테이크,662
2024-02-25,저녁,김밥,679
2024-02-26,아침,볶음밥,548
2024-02-26,점심,계란말이,837
2024-02-26,저녁,치즈라면,475
2024-02-27,아침,비빔밥,772
2024-02-27,점심,라면,371
2024-02-27,저녁,회덮밥,687
2024-02-28,아침,김밥,327
2024-02-28,점심,새우장,562
2024-02-28,저녁,쭈꾸미볶음,724
2024-02-29,아침,닭한마리,330
2024-02-29,점심,제육볶음,481
2024-02-29,저녁,해물파전,350
2024-03-01,아침,칼국수,389
2024-03-01,점심,냉면,728
2024-03-01,저녁,낙지볶음,606
2024-03-02,아침,스테이크,330
2024-03-02,점심,육개장,838
2024-03-02,저녁,카레,325
2024-03-03,아침,돈까스카레,459
2024-03-03,점심,김치찌개,834
2024-03-03,저녁,간장게장,391
2024-03-04,아침,양장피,400
2024-03-04,점심,닭한마리,792
2024-03-04,저녁,간장게장,724
2024-03-05,아침,샤브샤브,561
2024-03-05,점심,회덮밥,553
2024-03-05,저녁,냉면,534
2024-03-06,아침,김치볶음밥,532
2024-03-06,점심,김치볶음밥,543
2024-03-06,저녁,김치전,377
2024-03-07,아침,닭가슴살샐러드,829
2024-03-07,점심,로제떡볶이,718
2024-03-07,저녁,떡볶이,548
2024-03-08,아침,콩국수,755
2024-03-08,점심,해물탕,695
2024-03-08,저녁,부대찌개,553
2024-03-09,아침,떡만둣국,443
2024-03-09,점심,닭가슴살샐러드,703
2024-03-09,저녁,코다리조림,371
2024-03-10,아침,냉면,571
2024-03-10,점심,명란파스타,515
2024-03-10,저녁,알밥,599
2024-03-11,아침,회덮밥,559
2024-03-11,점심,샌드위치,547
2024-03-11,저녁,칼국수,619
2024-03-12,아침,순대국,628
2024-03-12,점심,볶음밥,708
2024-03-12,저녁,치즈돈까스,741
2024-03-13,아침,떡국,593
2024-03-13,점심,순대국,591
2024-03-13,저녁,떡볶이,508
2024-03-14,아침,고기국수,643
2024-03-14,점심,콩국수,699
2024-03-14,저녁,바지락칼국수,321
2024-03-15,아침,어묵탕,511
2024-03-15,점심,양꼬치,714
2024-03-15,저녁,간장새우,603
2024-03-16,아침,돈까스카레,836
2024-03-16,점심,굴국밥,881
2024-03-16,저녁,마파두부,618
2024-03-17,아침,떡만둣국,577
2024-03-17,점심,삼겹살,633
2024-03-17,저녁,김치전,846
2024-03-18,아침,매운탕,449
2024-03-18,점심,새우볶음밥,533
2024-03-18,저녁,떡볶이,603
2024-03-19,아침,치킨,393
2024-03-19,점심,간장새우,781
2024-03-19,저녁,콩국수,349
2024-03-20,아침,우동,488
2024-03-20,점심,돼지갈비,618
2024-03-20,저녁,물냉면,474
2024-03-21,아침,닭가슴살샐러드,550
2024-03-21,점심,명란파스타,744
2024-03-21,저녁,닭한마리,563
2024-03-22,아침,마파두부,743
2024-03-22,점심,스테이크,684
2024-03-22,저녁,차돌박이,426
2024-03-23,아침,잔치국수,588
2024-03-23,점심,회덮밥,752
2024-03-23,저녁,닭갈비,395
2024-03-24,아침,북엇국,623
2024-03-24,점심,새우튀김,348
2024-03-24,저녁,고기국수,445
2024-03-25,아침,전복죽,379
2024-03-25,점심,닭강정,779
2024-03-25,저녁,된장찌개,331
2024-03-26,아침,샌드위치,781
2024-03-26,점심,떡국,821
2024-03-26,저녁,바지락칼국수,862
2024-03-27,아침,비빔국수,368
2024-03-27,점심,차돌박이,366
2024-03-27,저녁,냉면,495
2024-03-28,아침,족발,315
2024-03-28,점심,크림파스타,501
2024-03-28,저녁,간장새우,618
2024-03-29,아침,샐러드파스타,894
2024-03-29,점심,코다리조림,561
2024-03-29,저녁,쌀국수,462
2024-03-30,아침,설렁탕,550
2024-03-30,점심,계란말이,884
2024-03-30,저녁,냉채족발,586
2024-03-31,아침,순대볶음,418
2024-03-31,점심,돼지국밥,643
2024-03-31,저녁,쌀국수,861
2024-04-01,아침,칼국수,476
2024-04-01,점심,쭈꾸미볶음,821
2024-04-01,저녁,치킨,616
2024-04-02,아침,코다리조림,521
2024-04-02,점심,된장찌개,634
2024-04-02,저녁,알밥,812
2024-04-03,아침,양꼬치,300
2024-04-03,점심,닭강정,721
2024-04-03,저녁,어묵탕,616
2024-04-04,아침,떡만둣국,531
2024-04-04,점심,갈비탕,722
2024-04-04,저녁,냉채족발,479
2024-04-05,아침,라면,325
2024-04-05,점심,닭가슴살샐러드,690
2024-04-05,저녁,부대찌개,659
2024-04-06,아침,비빔국수,308
2024-04-06,점심,아구찜,335
2024-04-06,저녁,김치볶음밥,455
2024-04-07,아침,냉채족발,733
2024-04-07,점심,설렁탕,883
2024-04-07,저녁,양장피,393
2024-04-08,아침,육개장,349
2024-04-08,점심,차돌박이,628
2024-04-08,저녁,동태찌개,335
2024-04-09,아침,치즈돈까스,845
2024-04-09,점심,회덮밥,802
2024-04-09,저녁,새우볶음밥,569
2024-04-10,아침,김치전,346
2024-04-10,점심,양념게장,623
2024-04-10,저녁,간장새우,423
2024-04-11,아침,순대볶음,387
2024-04-11,점심,콩국수,849
2024-04-11,저녁,닭강정,744
2024-04-12,아침,해물파전,427
2024-04-12,점심,우삼겹덮밥,375
2024-04-12,저녁,닭한마리,794
2024-04-13,아침,어묵탕,558
2024-04-13,점심,오징어볶음,876
2024-04-13,저녁,콩국수,898
2024-04-14,아침,비빔밥,746
2024-04-14,점심,오리구이,339
2024-04-14,저녁,닭볶음탕,378
2024-04-15,아침,순두부찌개,384
2024-04-15,점심,보쌈,332
2024-04-15,저녁,치즈떡볶이,714
2024-04-16,아침,돼지갈비,880
2024-04-16,점심,명란파스타,698
2024-04-16,저녁,만두국,397
2024-04-17,아침,굴국밥,897
2024-04-17,점심,닭강정,563
2024-04-17,저녁,양장피,864
2024-04-18,아침,훈제오리샐러드,304
2024-04-18,점심,유부초밥,611
2024-04-18,저녁,김치볶음밥,732
2024-04-19,아침,김치볶음밥,596
2024-04-19,점심,고추장불고기,304
2024-04-19,저녁,스테이크,698
2024-04-20,아침,부대찌개,504
2024-04-20,점심,육개장,682
2024-04-20,저녁,양념게장,330
2024-04-21,아침,김치찌개,585
2024-04-21,점심,볶음밥,758
2024-04-21,저녁,된장찌개,543
2024-04-22,아침,된장찌개,364
2024-04-22,점심,설렁탕,857
2024-04-22,저녁,비빔국수,792
2024-04-23,아침,새우장,832
2024-04-23,점심,쭈꾸미볶음,874
2024-04-23,저녁,육회,687
2024-04-24,아침,크림파스타,828
2024-04-24,점심,갈릭버터새우,889
2024-04-24,저녁,고등어구이,581
2024-04-25,아침,김치전,308
2024-04-25,점심,치즈떡볶이,543
2024-04-25,저녁,차슈덮밥,778
2024-04-26,아침,해물탕,569
2024-04-26,점심,샌드위치,584
2024-04-26,저녁,새우장,525
2024-04-27,아침,바지락칼국수,447
2024-04-27,점심,차돌박이,600
2024-04-27,저녁,냉면,669
2024-04-28,아침,크림파스타,637
2024-04-28,점심,냉채족발,465
2024-04-28,저녁,갈비찜,797
2024-04-29,아침,순두부찌개,789
2024-04-29,점심,쌀국수,840
2024-04-29,저녁,돼지갈비,401
2024-04-30,아침,스테이크,368
2024-04-30,점심,고등어구이,767
2024-04-30,저녁,쌀국수,875
2024-05-01,아침,간장게장,826
2024-05-01,점심,스시롤,712
2024-05-01,저녁,샤브샤브,415
2024-05-02,아침,김밥,433
2024-05-02,점심,카레,304
2024-05-02,저녁,갈비찜,617
2024-05-03,아침,굴국밥,857
2024-05-03,점심,낙곱새,449
2024-05-03,저녁,곱창전골,638
2024-05-04,아침,차돌박이,458
2024-05-04,점심,카레,693
2024-05-04,저녁,양꼬치,471
2024-05-05,아침,수제비,387
2024-05-05,점심,스팸김치찌개,695
2024-05-05,저녁,계란말이,640
2024-05-06,아침,돈까스,800
2024-05-06,점심,떡국,732
2024-05-06,저녁,감자탕,719
2024-05-07,아침,갈릭버터새우,761
2024-05-07,점심,닭갈비,572
2024-05-07,저녁,만두국,338
2024-05-08,아침,닭한마리,756
2024-05-08,점심,비빔밥,544
2024-05-08,저녁,라면,511
2024-05-09,아침,돈까스,454
2024-05-09,점심,된장찌개,516
2024-05-09,저녁,감자탕,845
2024-05-10,아침,크림파스타,853
2024-05-10,점심,우삼겹덮밥,710
2024-05-10,저녁,훈제연어샐러드,725
2024-05-11,아침,돼지국밥,394
2024-05-11,점심,김밥,396
2024-05-11,저녁,육회,842
2024-05-12,아침,김치전,738
2024-05-12,점심,굴국밥,821
2024-05-12,저녁,매운탕,440
2024-05-13,아침,어묵탕,521
2024-05-13,점심,김치볶음밥,721
2024-05-13,저녁,떡볶이,761
2024-05-14,아침,감자탕,440
