날짜,식사시간,메뉴,칼로리
2023-09-29,아침,감자탕,828
2023-09-29,점심,알밥,889
2023-09-29,저녁,고기국수,683
2023-09-30,아침,비빔국수,530
2023-09-30,점심,비빔밥,462
2023-09-30,저녁,낙지볶음,303
2023-10-01,아침,스테이크,496
2023-10-01,점심,고기국수,635
2023-10-01,저녁,고기국수,357
2023-10-02,아침,감자탕,373
2023-10-02,점심,깐풍기,386
2023-10-02,저녁,훈제오리샐러드,524
2023-10-03,아침,돈까스카레,651
2023-10-03,점심,명란파스타,326
2023-10-03,저녁,함박스테이크,313
2023-10-04,아침,돼지국밥,700
2023-10-04,점심,콩나물국밥,307
2023-10-04,저녁,해물탕,339
2023-10-05,아침,차돌박이,523
2023-10-05,점심,불닭볶음면,561
2023-10-05,저녁,콩국수,695
2023-10-06,아침,부대찌개,871
2023-10-06,점심,짬뽕,651
2023-10-06,저녁,된장국,729
2023-10-07,아침,차돌박이,484
2023-10-07,점심,훈제연어샐러드,378
2023-10-07,저녁,차슈덮밥,364
2023-10-08,아침,샐러드파스타,465
2023-10-08,점심,새우장,507
2023-10-08,저녁,오징어볶음,703
2023-10-09,아침,스테이크,541
2023-10-09,점심,아구찜,342
2023-10-09,저녁,볶음밥,370
2023-10-10,아침,고등어구이,885
2023-10-10,점심,삼겹살,453
2023-10-10,저녁,곱창전골,696
2023-10-11,아침,짬뽕,708
2023-10-11,점심,카레,798
2023-10-11,저녁,돈까스덮밥,741
2023-10-12,아침,돼지국밥,304
2023-10-12,점심,보쌈,561
2023-10-12,저녁,칼국수,555
2023-10-13,아침,크림파스타,867
2023-10-13,점심,마파두부,665
2023-10-13,저녁,우동,316
2023-10-14,아침,된장찌개,711
2023-10-14,점심,깐풍기,794
2023-10-14,저녁,로제떡볶이,659
2023-10-15,아침,양꼬치,532
2023-10-15,점심,초밥,641
2023-10-15,저녁,돈까스,581
2023-10-16,아침,김치찌개,847
2023-10-16,점심,족발,797
2023-10-16,저녁,스팸김치찌개,341
2023-10-17,아침,불고기,848
2023-10-17,점심,만두국,681
2023-10-17,저녁,샐러드파스타,706
2023-10-18,아침,돼지갈비,876
2023-10-18,점심,돼지고기김치찜,787
2023-10-18,저녁,참치김밥,414
2023-10-19,아침,육개장,312
2023-10-19,점심,치즈라면,386
2023-10-19,저녁,불닭볶음면,654
2023-10-20,아침,족발,531
2023-10-20,점심,치즈라면,887
2023-10-20,저녁,북엇국,667
2023-10-21,아침,낙곱새,761
2023-10-21,점심,볶음밥,868
2023-10-21,저녁,고기국수,678
2023-10-22,아침,유부초밥,388
2023-10-22,점심,파전,897
2023-10-22,저녁,로제떡볶이,379
2023-10-23,아침,냉채족발,763
2023-10-23,점심,함박스테이크,557
2023-10-23,저녁,양념게장,319
2023-10-24,아침,떡국,584
2023-10-24,점심,새우장,617
2023-10-24,저녁,보쌈,596
2023-10-25,아침,전복죽,329
2023-10-25,점심,육회,454
2023-10-25,저녁,샐러드파스타,806
2023-10-26,아침,순대국,556
2023-10-26,점심,어묵탕,391
2023-10-26,저녁,파전,471
2023-10-27,아침,명란파스타,557
2023-10-27,점심,돈까스카레,850
2023-10-27,저녁,오징어볶음,611
2023-10-28,아침,삼겹살,530
2023-10-28,점심,부대찌개,384
2023-10-28,저녁,쭈꾸미볶음,446
2023-10-29,아침,참치김밥,326
2023-10-29,점심,해물탕,807
2023-10-29,저녁,우삼겹덮밥,800
2023-10-30,아침,냉면,742
2023-10-30,점심,설렁탕,649
2023-10-30,저녁,간장게장,339
2023-10-31,아침,차슈덮밥,673
2023-10-31,점심,김밥,785
2023-10-31,저녁,훈제연어샐러드,721
2023-11-01,아침,스시롤,796
2023-11-01,점심,바지락칼국수,736
2023-11-01,저녁,간장게장,509
2023-11-02,아침,보쌈,494
2023-11-02,점심,유부초밥,780
2023-11-02,저녁,설렁탕,345
2023-11-03,아침,동태찌개,347
2023-11-03,점심,보쌈,619
2023-11-03,저녁,된장찌개,705
2023-11-04,아침,만두국,615
2023-11-04,점심,해물파전,483
2023-11-04,저녁,훈제오리샐러드,745
2023-11-05,아침,낙곱새,820
2023-11-05,점심,파전,615
2023-11-05,저녁,우삼겹덮밥,727
2023-11-06,아침,참치김밥,316
2023-11-06,점심,돈까스카레,874
2023-11-06,저녁,새우튀김,544
2023-11-07,아침,샤브샤브,416
2023-11-07,점심,떡볶이,341
2023-11-07,저녁,만두국,842
2023-11-08,아침,콩나물국밥,569
2023-11-08,점심,떡국,431
2023-11-08,저녁,치즈라면,696
2023-11-09,아침,로제떡볶이,758
2023-11-09,점심,순두부찌개,481
2023-11-09,저녁,샤브샤브,637
2023-11-10,아침,냉면,797
2023-11-10,점심,해물파전,458
2023-11-10,저녁,크림파스타,588
2023-11-11,아침,쭈꾸미볶음,585
2023-11-11,점심,짜장면,602
2023-11-11,저녁,양꼬치,862
2023-11-12,아침,닭갈비,518
2023-11-12,점심,갈릭버터새우,859
2023-11-12,저녁,참치김밥,545
2023-11-13,아침,우동,449
2023-11-13,점심,불닭볶음면,459
2023-11-13,저녁,치즈돈까스,714
2023-11-14,아침,된장찌개,338
2023-11-14,점심,부대찌개,569
2023-11-14,저녁,볶음밥,872
2023-11-15,아침,김밥,537
2023-11-15,점심,육개장,477
2023-11-15,저녁,갈비찜,654
2023-11-16,아침,비빔국수,867
2023-11-16,점심,북엇국,537
2023-11-16,저녁,마파두부,770
2023-11-17,아침,카레,372
2023-11-17,점심,오리구이,440
2023-11-17,저녁,전복죽,855
2023-11-18,아침,된장국,884
2023-11-18,점심,닭한마리,831
2023-11-18,저녁,갈비찜,708
2023-11-19,아침,매운탕,428
2023-11-19,점심,김밥,660
2023-11-19,저녁,간장게장,480
2023-11-20,아침,낙곱새,884
2023-11-20,점심,김치볶음밥,408
2023-11-20,저녁,콩나물국밥,614
2023-11-21,아침,간장게장,518
2023-11-21,점심,닭갈비,359
2023-11-21,저녁,잡채,568
2023-11-22,아침,샐러드파스타,378
2023-11-22,점심,낙지볶음,584
2023-11-22,저녁,콩국수,714
2023-11-23,아침,떡볶이,755
2023-11-23,점심,마파두부,879
2023-11-23,저녁,닭강정,813
2023-11-24,아침,로제떡볶이,893
2023-11-24,점심,돼지국밥,475
2023-11-24,저녁,새우튀김,530
2023-11-25,아침,치킨,565
2023-11-25,점심,돼지고기김치찜,722
2023-11-25,저녁,치즈떡볶이,482
2023-11-26,아침,순두부찌개,853
2023-11-26,점심,아구찜,500
2023-11-26,저녁,알밥,864
2023-11-27,아침,제육볶음,815
2023-11-27,점심,떡국,666
2023-11-27,저녁,새우튀김,508
2023-11-28,아침,바지락칼국수,532
2023-11-28,점심,고기국수,473
2023-11-28,저녁,감자탕,862
2023-11-29,아침,샐러드파스타,619
2023-11-29,점심,짬뽕,611
2023-11-29,저녁,닭갈비,475
2023-11-30,아침,해물파전,417
2023-11-30,점심,볶음밥,813
2023-11-30,저녁,보쌈,319
2023-12-01,아침,만두국,316
2023-12-01,점심,순두부찌개,748
2023-12-01,저녁,오징어볶음,642
2023-12-02,아침,쌀국수,897
2023-12-02,점심,참치김밥,582
2023-12-02,저녁,낙지볶음,462
2023-12-03,아침,육개장,522
2023-12-03,점심,어묵탕,359
2023-12-03,저녁,잡채,383
2023-12-04,아침,콩국수,610
2023-12-04,점심,비빔국수,781
2023-12-04,저녁,라멘,724
2023-12-05,아침,명란파스타,438
2023-12-05,점심,해물파전,570
2023-12-05,저녁,치즈라면,469
2023-12-06,아침,김치전,707
2023-12-06,점심,냉면,504
2023-12-06,저녁,김치볶음밥,303
2023-12-07,아침,만두국,530
2023-12-07,점심,훈제연어샐러드,711
2023-12-07,저녁,된장찌개,798
2023-12-08,아침,제육볶음,745
2023-12-08,점심,오리구이,308
2023-12-08,저녁,떡만둣국,643
2023-12-09,아침,굴국밥,624
2023-12-09,점심,돈까스덮밥,873
2023-12-09,저녁,짜장면,772
2023-12-10,아침,불닭볶음면,527
2023-12-10,점심,족발,490
2023-12-10,저녁,참치김밥,698
2023-12-11,아침,회,668
2023-12-11,점심,알밥,647
2023-12-11,저녁,물냉면,405
2023-12-12,아침,오징어볶음,731
2023-12-12,점심,라멘,696
2023-12-12,저녁,잔치국수,802
2023-12-13,아침,제육볶음,444
2023-12-13,점심,동태찌개,404
2023-12-13,저녁,제육볶음,841
2023-12-14,아침,낙지볶음,485
2023-12-14,점심,순대국,636
2023-12-14,저녁,쭈꾸미볶음,726
2023-12-15,아침,볶음밥,829
2023-12-15,점심,돈까스카레,594
2023-12-15,저녁,새우장,469
2023-12-16,아침,훈제오리샐러드,610
2023-12-16,점심,삼계탕,385
2023-12-16,저녁,오징어볶음,838
2023-12-17,아침,비빔국수,435
2023-12-17,점심,낙곱새,521
2023-12-17,저녁,오리구이,392
2023-12-18,아침,해물탕,606
2023-12-18,점심,매운탕,801
2023-12-18,저녁,우삼겹덮밥,651
2023-12-19,아침,라면,472
2023-12-19,점심,초밥,732
2023-12-19,저녁,스팸김치찌개,857
2023-12-20,아침,김밥,478
2023-12-20,점심,비빔밥,648
2023-12-20,저녁,깐풍기,397
2023-12-21,아침,치킨,461
2023-12-21,점심,떡국,768
2023-12-21,저녁,치즈라면,607
2023-12-22,아침,훈제연어샐러드,452
2023-12-22,점심,우삼겹덮밥,889
2023-12-22,저녁,고추장불고기,553
2023-12-23,아침,잔치국수,406
2023-12-23,점심,불닭볶음면,335
2023-12-23,저녁,물냉면,699
2023-12-24,아침,어묵탕,580
2023-12-24,점심,불고기,770
2023-12-24,저녁,삼계탕,460
2023-12-25,아침,양장피,305
2023-12-25,점심,순두부찌개,504
2023-12-25,저녁,육회,879
2023-12-26,아침,닭갈비,460
2023-12-26,점심,감자탕,850
2023-12-26,저녁,고기국수,450
2023-12-27,아침,어묵탕,851
2023-12-27,점심,육회,388
2023-12-27,저녁,닭가슴살샐러드,702
2023-12-28,아침,샌드위치,464
2023-12-28,점심,차슈덮밥,874
2023-12-28,저녁,명란파스타,448
2023-12-29,아침,새우튀김,354
2023-12-29,점심,라멘,765
2023-12-29,저녁,비빔밥,561
2023-12-30,아침,돈까스덮밥,703
2023-12-30,점심,삼계탕,848
2023-12-30,저녁,낙곱새,618
2023-12-31,아침,떡볶이,517
2023-12-31,점심,김치전,305
2023-12-31,저녁,불고기,809
2024-01-01,아침,칼국수,543
2024-01-01,점심,새우볶음밥,846
2024-01-01,저녁,북엇국,567
2024-01-02,아침,삼계탕,597
2024-01-02,점심,잡채,848
2024-01-02,저녁,짜장면,667
2024-01-03,아침,갈릭버터새우,864
2024-01-03,점심,샤브샤브,497
2024-01-03,저녁,돼지고기김치찜,533
2024-01-04,아침,차슈덮밥,418
2024-01-04,점심,잔치국수,639
2024-01-04,저녁,아구찜,719
2024-01-05,아침,회,523
2024-01-05,점심,닭볶음탕,680
2024-01-05,저녁,콩국수,459
2024-01-06,아침,김밥,611
2024-01-06,점심,돈까스,749
2024-01-06,저녁,양념게장,773
2024-01-07,아침,양꼬치,358
2024-01-07,점심,냉면,752
2024-01-07,저녁,양념게장,536
2024-01-08,아침,비빔국수,796
2024-01-08,점심,새우튀김,758
2024-01-08,저녁,오리구이,728
2024-01-09,아침,마파두부,704
2024-01-09,점심,된장국,854
2024-01-09,저녁,유부초밥,476
2024-01-10,아침,치즈라면,311
2024-01-10,점심,고기국수,702
2024-01-10,저녁,돈까스카레,420
2024-01-11,아침,짜장면,666
2024-01-11,점심,치즈떡볶이,752
2024-01-11,저녁,잡채,475
2024-01-12,아침,콩국수,410
2024-01-12,점심,라면,727
2024-01-12,저녁,치즈돈까스,806
2024-01-13,아침,불고기,603
2024-01-13,점심,된장국,478
2024-01-13,저녁,김치전,844
2024-01-14,아침,김치찌개,720
2024-01-14,점심,육회,490
2024-01-14,저녁,비빔국수,575
2024-01-15,아침,물냉면,684
2024-01-15,점심,명란파스타,438
2024-01-15,저녁,보쌈,658
2024-01-16,아침,로제떡볶이,376
2024-01-16,점심,양장피,460
2024-01-16,저녁,비빔냉면,442
2024-01-17,아침,오징어볶음,667
2024-01-17,점심,전복죽,851
2024-01-17,저녁,닭갈비,367
2024-01-18,아침,닭강정,812
2024-01-18,점심,회덮밥,531
2024-01-18,저녁,고기국수,768
2024-01-19,아침,순두부찌개,852
2024-01-19,점심,족발,620
2024-01-19,저녁,돼지고기김치찜,595
2024-01-20,아침,돼지갈비,733
2024-01-20,점심,육개장,667
2024-01-20,저녁,돈까스덮밥,457
2024-01-21,아침,새우튀김,835
2024-01-21,점심,회,381
2024-01-21,저녁,스시롤,496
2024-01-22,아침,굴국밥,579
2024-01-22,점심,파전,419
2024-01-22,저녁,우동,660
2024-01-23,아침,설렁탕,600
2024-01-23,점심,라면,803
2024-01-23,저녁,김치볶음밥,749
2024-01-24,아침,돈까스카레,852
2024-01-24,점심,칼국수,429
2024-01-24,저녁,차슈덮밥,664
2024-01-25,아침,바지락칼국수,514
2024-01-25,점심,참치김밥,647
2024-01-25,저녁,라멘,717
2024-01-26,아침,바지락칼국수,477
2024-01-26,점심,닭갈비,543
2024-01-26,저녁,고등어구이,620
2024-01-27,아침,치즈떡볶이,573
2024-01-27,점심,샌드위치,338
2024-01-27,저녁,낙곱새,317
2024-01-28,아침,양념게장,342
2024-01-28,점심,냉면,518
2024-01-28,저녁,고추장불고기,794
2024-01-29,아침,닭가슴살샐러드,756
2024-01-29,점심,쌀국수,743
2024-01-29,저녁,함박스테이크,758
2024-01-30,아침,스시롤,837
2024-01-30,점심,스팸김치찌개,398
2024-01-30,저녁,냉면,787
2024-01-31,아침,돼지국밥,583
2024-01-31,점심,양념게장,808
2024-01-31,저녁,수제비,490
2024-02-01,아침,아구찜,748
2024-02-01,점심,떡만둣국,548
2024-02-01,저녁,깐풍기,493
2024-02-02,아침,비빔밥,741
2024-02-02,점심,코다리조림,360
2024-02-02,저녁,짬뽕,635
2024-02-03,아침,새우장,326
2024-02-03,점심,바지락칼국수,478
2024-02-03,저녁,북엇국,453
2024-02-04,아침,냉채족발,802
2024-02-04,점심,차돌박이,398
2024-02-04,저녁,회덮밥,807
2024-02-05,아침,간장게장,314
2024-02-05,점심,비빔냉면,368
2024-02-05,저녁,감자탕,737
2024-02-06,아침,알밥,533
2024-02-06,점심,우동,880
2024-02-06,저녁,돼지갈비,764
2024-02-07,아침,보쌈,651
2024-02-07,점심,새우볶음밥,793
2024-02-07,저녁,비빔밥,567
2024-02-08,아침,고추장불고기,549
2024-02-08,점심,라멘,517
2024-02-08,저녁,낙곱새,610
2024-02-09,아침,비빔밥,887
2024-02-09,점심,계란말이,569
2024-02-09,저녁,계란말이,861
2024-02-10,아침,크림파스타,570
2024-02-10,점심,초밥,584
2024-02-10,저녁,된장찌개,720
2024-02-11,아침,초밥,515
2024-02-11,점심,회,302
2024-02-11,저녁,닭갈비,747
2024-02-12,아침,라멘,679
2024-02-12,점심,잔치국수,592
2024-02-12,저녁,매운탕,537
2024-02-13,아침,돼지갈비,512
2024-02-13,점심,쭈꾸미볶음,786
2024-02-13,저녁,동태찌개,597
2024-02-14,아침,순대볶음,525
2024-02-14,점심,회덮밥,313
2024-02-14,저녁,만두국,617
2024-02-15,아침,바지락칼국수,624
2024-02-15,점심,깐풍기,355
2024-02-15,저녁,매운치킨,773
2024-02-16,아침,닭한마리,468
2024-02-16,점심,짬뽕,377
2024-02-16,저녁,양장피,847
2024-02-17,아침,닭가슴살샐러드,680
2024-02-17,점심,곱창전골,341
2024-02-17,저녁,북엇국,855
2024-02-18,아침,보쌈,512
2024-02-18,점심,새우튀김,462
2024-02-18,저녁,돼지고기김치찜,659
2024-02-19,아침,보쌈,762
2024-02-19,점심,훈제오리샐러드,414
2024-02-19,저녁,동태찌개,876
2024-02-20,아침,떡볶이,319
2024-02-20,점심,닭강정,558
2024-02-20,저녁,새우볶음밥,728
2024-02-21,아침,돈까스카레,375
2024-02-21,점심,순대국,848
2024-02-21,저녁,김치전,723
2024-02-22,아침,굴국밥,689
2024-02-22,점심,코다리조림,426
2024-02-22,저녁,짬뽕,726
2024-02-23,아침,양꼬치,480
2024-02-23,점심,오리구이,609
2024-02-23,저녁,콩나물국밥,627
2024-02-24,아침,초밥,319
2024-02-24,점심,오리구이,538
2024-02-24,저녁,오리구이,377
2024-02-25,아침,마파두부,420
2024-02-25,점심,차슈덮밥,862
2024-02-25,저녁,스테이크,492
2024-02-26,아침,불고기,463
2024-02-26,점심,잔치국수,825
2024-02-26,저녁,된장국,393
2024-02-27,아침,아구찜,474
2024-02-27,점심,순두부찌개,750
2024-02-27,저녁,스팸김치찌개,477
2024-02-28,아침,새우튀김,790
2024-02-28,점심,잔치국수,845
2024-02-28,저녁,회덮밥,493
2024-02-29,아침,떡국,682
2024-02-29,점심,냉면,518
2024-02-29,저녁,낙지볶음,398
2024-03-01,아침,닭강정,611
2024-03-01,점심,떡볶이,647
2024-03-01,저녁,된장국,663
2024-03-02,아침,북엇국,702
2024-03-02,점심,스테이크,556
2024-03-02,저녁,순대국,505
2024-03-03,아침,차슈덮밥,337
2024-03-03,점심,라멘,303
2024-03-03,저녁,돼지갈비,684
2024-03-04,아침,콩국수,577
2024-03-04,점심,유부초밥,735
2024-03-04,저녁,콩나물국밥,578
2024-03-05,아침,닭강정,847
2024-03-05,점심,제육볶음,862
2024-03-05,저녁,아구찜,466
2024-03-06,아침,만두국,670
2024-03-06,점심,잔치국수,645
2024-03-06,저녁,우동,673
2024-03-07,아침,스팸김치찌개,545
2024-03-07,점심,돈까스카레,861
2024-03-07,저녁,비빔국수,520
2024-03-08,아침,오리구이,575
2024-03-08,점심,매운탕,343
2024-03-08,저녁,돼지갈비,603
2024-03-09,아침,양념게장,780
2024-03-09,점심,고기국수,799
2024-03-09,저녁,닭볶음탕,875
2024-03-10,아침,삼계탕,705
2024-03-10,점심,곱창전골,809
2024-03-10,저녁,새우볶음밥,510
2024-03-11,아침,떡볶이,668
2024-03-11,점심,참치김밥,570
2024-03-11,저녁,냉채족발,557
2024-03-12,아침,순두부찌개,367
2024-03-12,점심,짜장면,869
2024-03-12,저녁,계란말이,822
2024-03-13,아침,스팸김치찌개,850
2024-03-13,점심,불고기,300
2024-03-13,저녁,새우튀김,652
2024-03-14,아침,계란말이,561
2024-03-14,점심,샐러드파스타,515
2024-03-14,저녁,초밥,857
2024-03-15,아침,김치찌개,592
2024-03-15,점심,매운치킨,482
2024-03-15,저녁,육개장,422
2024-03-16,아침,갈비탕,542
2024-03-16,점심,떡볶이,494
2024-03-16,저녁,참치김밥,559
2024-03-17,아침,전복죽,583
2024-03-17,점심,돼지갈비,869
2024-03-17,저녁,닭강정,516
2024-03-18,아침,된장국,803
2024-03-18,점심,치킨,631
2024-03-18,저녁,볶음밥,823
2024-03-19,아침,닭갈비,757
2024-03-19,점심,돈까스덮밥,613
2024-03-19,저녁,수제비,836
2024-03-20,아침,비빔국수,748
2024-03-20,점심,갈릭버터새우,657
2024-03-20,저녁,짜장면,713
2024-03-21,아침,순두부찌개,471
2024-03-21,점심,양꼬치,793
2024-03-21,저녁,유부초밥,455
2024-03-22,아침,순대볶음,547
2024-03-22,점심,명란파스타,694
2024-03-22,저녁,라멘,882
2024-03-23,아침,낙곱새,455
2024-03-23,점심,동태찌개,545
2024-03-23,저녁,육회,324
2024-03-24,아침,냉채족발,787
2024-03-24,점심,카레,412
2024-03-24,저녁,훈제오리샐러드,892
2024-03-25,아침,새우볶음밥,478
2024-03-25,점심,스시롤,477
2024-03-25,저녁,김치찌개,363
2024-03-26,아침,스테이크,622
2024-03-26,점심,냉면,497
2024-03-26,저녁,차돌박이,571
2024-03-27,아침,닭갈비,491
2024-03-27,점심,수제비,754
2024-03-27,저녁,명란파스타,480
2024-03-28,아침,유부초밥,651
2024-03-28,점심,육회,669
2024-03-28,저녁,제육볶음,440
2024-03-29,아침,순두부찌개,474
2024-03-29,점심,해물파전,692
2024-03-29,저녁,코다리조림,788
2024-03-30,아침,해물탕,608
2024-03-30,점심,깐풍기,660
2024-03-30,저녁,고기국수,616
2024-03-31,아침,된장찌개,723
2024-03-31,점심,크림파스타,878
2024-03-31,저녁,잡채,774
2024-04-01,아침,떡만둣국,600
2024-04-01,점심,순두부찌개,749
2024-04-01,저녁,짬뽕,428
2024-04-02,아침,크림파스타,858
2024-04-02,점심,김밥,381
2024-04-02,저녁,돼지고기김치찜,407
2024-04-03,아침,크림파스타,856
2024-04-03,점심,돼지고기김치찜,500
2024-04-03,저녁,깐풍기,840
2024-04-04,아침,잡채,447
2024-04-04,점심,우동,795
2024-04-04,저녁,전복죽,770
2024-04-05,아침,떡국,615
2024-04-05,점심,우삼겹덮밥,541
2024-04-05,저녁,볶음밥,530
2024-04-06,아침,짬뽕,349
2024-04-06,점심,매운탕,802
2024-04-06,저녁,감자탕,486
2024-04-07,아침,새우볶음밥,784
2024-04-07,점심,라멘,659
2024-04-07,저녁,훈제오리샐러드,877
2024-04-08,아침,설렁탕,659
2024-04-08,점심,족발,770
2024-04-08,저녁,새우튀김,571
2024-04-09,아침,참치김밥,339
2024-04-09,점심,양념게장,735
2024-04-09,저녁,삼계탕,811
2024-04-10,아침,낙곱새,709
2024-04-10,점심,양장피,321
2024-04-10,저녁,돼지고기김치찜,593
2024-04-11,아침,해물탕,509
2024-04-11,점심,순두부찌개,647
2024-04-11,저녁,매운치킨,455
2024-04-12,아침,부대찌개,620
2024-04-12,점심,초밥,400
2024-04-12,저녁,돼지고기김치찜,827
2024-04-13,아침,깐풍기,831
2024-04-13,점심,낙곱새,865
2024-04-13,저녁,새우볶음밥,557
2024-04-14,아침,파전,349
2024-04-14,점심,콩국수,442
2024-04-14,저녁,로제떡볶이,433
2024-04-15,아침,스테이크,571
2024-04-15,점심,떡국,567
2024-04-15,저녁,훈제연어샐러드,657
2024-04-16,아침,스테이크,595
2024-04-16,점심,해물파전,565
2024-04-16,저녁,떡만둣국,390
2024-04-17,아침,간장새우,796
2024-04-17,점심,바지락칼국수,629
2024-04-17,저녁,닭갈비,602
2024-04-18,아침,양꼬치,629
2024-04-18,점심,물냉면,821
2024-04-18,저녁,유부초밥,788
2024-04-19,아침,해물파전,625
2024-04-19,점심,새우장,787
2024-04-19,저녁,회덮밥,748
2024-04-20,아침,불닭볶음면,419
2024-04-20,점심,로제떡볶이,613
2024-04-20,저녁,유부초밥,644
2024-04-21,아침,김치볶음밥,339
2024-04-21,점심,비빔국수,466
2024-04-21,저녁,명란파스타,531
2024-04-22,아침,떡만둣국,850
2024-04-22,점심,순두부찌개,437
2024-04-22,저녁,냉면,329
2024-04-23,아침,떡만둣국,760
2024-04-23,점심,떡국,501
2024-04-23,저녁,우삼겹덮밥,831
2024-04-24,아침,냉면,643
2024-04-24,점심,육개장,883
2024-04-24,저녁,냉채족발,648
2024-04-25,아침,양장피,448
2024-04-25,점심,닭한마리,894
2024-04-25,저녁,훈제연어샐러드,554
2024-04-26,아침,바지락칼국수,325
2024-04-26,점심,명란파스타,491
2024-04-26,저녁,닭한마리,506
2024-04-27,아침,불고기,845
2024-04-27,점심,굴국밥,851
2024-04-27,저녁,양장피,302
2024-04-28,아침,카레,867
2024-04-28,점심,순두부찌개,601
2024-04-28,저녁,함박스테이크,827
2024-04-29,아침,스시롤,575
2024-04-29,점심,돼지갈비,709
2024-04-29,저녁,돈까스덮밥,494
2024-04-30,아침,회덮밥,879
2024-04-30,점심,동태찌개,804
2024-04-30,저녁,닭갈비,594
2024-05-01,아침,참치김밥,695
2024-05-01,점심,칼국수,869
2024-05-01,저녁,스시롤,491
2024-05-02,아침,어묵탕,852
2024-05-02,점심,비빔냉면,779
2024-05-02,저녁,순대국,873
2024-05-03,아침,오징어볶음,693
2024-05-03,점심,새우튀김,698
2024-05-03,저녁,새우볶음밥,808
2024-05-04,아침,차슈덮밥,741
2024-05-04,점심,닭강정,732
2024-05-04,저녁,돼지고기김치찜,396
2024-05-05,아침,해물파전,631
2024-05-05,점심,샌드위치,623
2024-05-05,저녁,새우볶음밥,738
2024-05-06,아침,샐러드파스타,716
2024-05-06,점심,김치볶음밥,664
2024-05-06,저녁,새우볶음밥,651
2024-05-07,아침,제육볶음,448
2024-05-07,점심,낙곱새,776
2024-05-07,저녁,감자탕,854
2024-05-08,아침,닭가슴살샐러드,653
2024-05-08,점심,매운탕,456
2024-05-08,저녁,로제떡볶이,690
2024-05-09,아침,새우장,388
2024-05-09,점심,떡볶이,634
2024-05-09,저녁,짬뽕,433
2024-05-10,아침,갈비탕,794
2024-05-10,점심,코다리조림,637
2024-05-10,저녁,치킨,417
2024-05-11,아침,낙지볶음,620
2024-05-11,점심,닭한마리,451
2024-05-11,저녁,쌀국수,346
2024-05-12,아침,갈비탕,389
2024-05-12,점심,돼지고기김치찜,392
