날짜,breakfast,breakfast_embedding,lunch,lunch_embedding,dinner,dinner_embedding,breakfast_count,lunch_count,dinner_count,breakfast_kobert,lunch_kobert,dinner_kobert,breakfast_cuisine,lunch_cuisine,dinner_cuisine
2022-11-23,꼬리곰탕,"7.0, 13.0, 32.0",들깨수제비국,"105.0, 16.9, 8.0",두부맑은국,"16.47807302231237, 6.357180527383361, 11.16549695740368",28,14,6,[-5.30956256e+00 -1.06510018e-02  4.97679282e-03],[-5.20028517  0.03524423  0.06381859],[-3.60520926  0.10272904  0.15261576],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-11-24,콩나물김치국,"1.79, 1.82, 1.92",데리야끼닭꼬치,"13.0, 5.0, 16.0",나가사끼짬뽕국,"74.0, 9.0, 9.0",5,2,13,[ 7.19213508 -0.01418419 -0.68173137],[-5.20028517  0.03524423  0.06381859],[-3.60520926  0.10272904  0.15261576],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-11-25,사골순댓국,"12.0, 8.0, 26.0",호박된장찌개,"16.77, 5.6, 15.01",닭개장,"7.33, 14.54, 31.38",2,7,2,[-5.30956256e+00 -1.06510018e-02  4.97679282e-03],[-5.20028517  0.03524423  0.06381859],[-3.60520926  0.10272904  0.15261576],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-11-26,함박스테이크,"14.18, 8.81, 12.25",순두부해물찌개,"5.62, 17.99, 18.25",너비아니구이,"3.47, 16.54, 16.43",1,11,4,[ 7.14116336 -1.49610166  0.89502269],[-5.20028517  0.03524423  0.06381859],[ 8.65390103 -3.32066298  1.24174901],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-11-27,베이컨토마토디럭스버거,"15.0, 10.0, 27.0",두부맑은국,"24.270969696969743, 6.209979797979794, 10.550363636363643",사골곰탕,"0.0, 2.4, 3.0",2,13,4,[ 7.85090804e+00 -2.90779457e+00 -5.88211073e-03],[-5.20028517  0.03524423  0.06381859],[ 8.27891461 -0.90722675  0.38940313],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-11-28,감자된장국,"23.235326732673283, 7.601227722772283, 11.194811881188128",맑은어묵탕,"24.270969696969743, 6.209979797979794, 10.550363636363643",버섯된장찌개,"16.77, 5.6, 15.01",6,1,16,[-5.30956256e+00 -1.06510018e-02  4.97679282e-03],[-5.20028517  0.03524423  0.06381859],[-3.60520926  0.10272904  0.15261576],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-11-29,닭고기육개장,"6.0, 6.0, 8.0",감자양파찌개,"14.04, 1.86, 2.04",콩나물국,"5.87, 1.54, 2.17",4,8,8,[-5.30956256e+00 -1.06510018e-02  4.97679282e-03],[-5.20028517  0.03524423  0.06381859],[ 8.67825225  0.61559349 -0.25725066],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-11-30,닭곰탕,"1.87, 4.75, 18.72",생선묵국,"24.270969696969743, 6.209979797979794, 10.550363636363643",돈코츠라멘차슈,"83.47, 10.74, 14.48",1,16,1,[-5.30956256e+00 -1.06510018e-02  4.97679282e-03],[6.7460318  3.53426167 0.37522641],[ 8.21614319 -3.51786496  1.01444311],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-01-01,떡만둣국,"68.42, 11.05, 15.0",순두부국,"3.61, 2.62, 4.01",호박된장찌개,"16.77, 5.6, 15.01",21,6,19,[-5.30956256e+00 -1.06510018e-02  4.97679282e-03],[ 6.1435075   2.26681148 -1.2756177 ],[-3.60520926  0.10272904  0.15261576],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-01-02,감자짜글이,"32.0, 1.8, 5.0",우동장국,"18.0, 0.0, 6.0",순두부해물찌개,"5.62, 17.99, 18.25",3,23,10,[-5.30956256e+00 -1.06510018e-02  4.97679282e-03],[7.06039749 3.58710454 0.33526271],[-3.60520926  0.10272904  0.15261576],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-01-03,배추두부국,"23.235326732673283, 7.601227722772283, 11.194811881188128",김치찌개,"6.38, 8.09, 8.17",닭고기육개장,"6.0, 6.0, 8.0",14,7,16,[ 6.47646678  1.47647993 -2.570215  ],[-5.20028517  0.03524423  0.06381859],[-3.60520926  0.10272904  0.15261576],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-01-04,쇠고기미역국,"16.08, 6.78, 15.06",달걀국,"1.1, 3.83, 7.52",짬뽕국,"22.49, 3.23, 8.76",19,13,18,[-5.30956256e+00 -1.06510018e-02  4.97679282e-03],[-5.20028517  0.03524423  0.06381859],[-3.60520926  0.10272904  0.15261576],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-01-05,황태채국,"1.0, 3.1, 12.0",아욱된장국,"4.88, 0.73, 2.68",핫도그빵,"24.74, 2.16, 4.75",18,2,1,[ 6.79224535  2.62321372 -0.02167622],[-5.20028517  0.03524423  0.06381859],[-3.60520926  0.10272904  0.15261576],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-01-06,쇠고기무국,"12.07, 8.62, 16.43",광어매운탕,"24.270969696969743, 6.209979797979794, 10.550363636363643",생선묵김치찌개,"16.47807302231237, 6.357180527383361, 11.16549695740368",24,7,7,[-5.30956256e+00 -1.06510018e-02  4.97679282e-03],[7.7580529  0.11680683 1.09992242],[-3.60520926  0.10272904  0.15261576],"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-01-07,데리야끼닭꼬치,"13.0, 5.0, 16.0",부추겉절이,"5.46, 1.66, 3.02",닭갈비,"14.39, 8.99, 13.4",1,1,1,[-5.30956256e+00 -1.06510018e-02  4.97679282e-03],[-5.20028517  0.03524423  0.06381859],[-3.60520926  0.10272904  0.15261576],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-01-09,얼큰콩나물국,"5.87, 1.54, 2.17",중화식계란탕,"24.270969696969743, 6.209979797979794, 10.550363636363643",쇠고기우거지국,"16.47807302231237, 6.357180527383361, 11.16549695740368",6,10,1,[7.5692981  0.31017029 0.2709878 ],[-5.20028517  0.03524423  0.06381859],[-3.60520926  0.10272904  0.15261576],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-01-11,쇠고기육개장,"6.0, 6.0, 8.0",들깨미역국,"11.76, 5.28, 2.78",사골순댓국,"12.0, 8.0, 26.0",4,7,15,[-5.30956256e+00 -1.06510018e-02  4.97679282e-03],[-5.20028517  0.03524423  0.06381859],[-3.60520926  0.10272904  0.15261576],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-01-13,순두부찌개,"5.62, 17.99, 18.25",감자양파찌개,"14.04, 1.86, 2.04",짬뽕국,"22.49, 3.23, 8.76",1,8,18,[-5.30956256e+00 -1.06510018e-02  4.97679282e-03],[-5.20028517  0.03524423  0.06381859],[-3.60520926  0.10272904  0.15261576],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-01-14,미니크로와상,"11.0, 6.0, 2.0",생선묵국,"24.270969696969743, 6.209979797979794, 10.550363636363643",쇠고기미역국,"16.08, 6.78, 15.06",4,16,5,[ 7.54022225 -0.96566545  2.3695924 ],[6.7460318  3.53426167 0.37522641],[-3.60520926  0.10272904  0.15261576],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-01-15,황태채콩나물국,"5.0, 1.5, 8.0",닭개장,"7.33, 14.54, 31.38",호박된장찌개,"16.77, 5.6, 15.01",4,3,19,[ 7.7053453   1.04562089 -0.45327533],[-5.20028517  0.03524423  0.06381859],[-3.60520926  0.10272904  0.15261576],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-01-16,꼬리곰탕,"7.0, 13.0, 32.0",짬뽕수제비국,"93.0, 3.7, 10.0",닭볶음탕,"9.4, 9.5, 25.72",28,2,11,[-5.30956256e+00 -1.06510018e-02  4.97679282e-03],[-5.20028517  0.03524423  0.06381859],[-3.60520926  0.10272904  0.15261576],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]"
2023-01-17,김치찌개,"6.38, 8.09, 8.17",두부맑은국,"24.270969696969743, 6.209979797979794, 10.550363636363643",크림스프,"11.0, 2.4, 1.0",3,13,2,[-5.30956256e+00 -1.06510018e-02  4.97679282e-03],[-5.20028517  0.03524423  0.06381859],[ 7.49456109 -3.95265056  1.43775801],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-01-18,물만두국,"29.95, 21.79, 24.12",마라탕,"16.1, 8.99, 10.08",감자된장국,"16.47807302231237, 6.357180527383361, 11.16549695740368",18,3,7,[ 6.43493653  2.24656491 -0.22228045],[ 6.13668686 -0.27249378  1.0655267 ],[-3.60520926  0.10272904  0.15261576],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-01-19,후랑크소시지구이,"2.0, 11.0, 6.0",쇠고기육개장,"6.0, 6.0, 8.0",달걀국,"1.1, 3.83, 7.52",1,10,8,[ 7.61475501 -1.80031786  0.17680085],[-5.20028517  0.03524423  0.06381859],[-3.60520926  0.10272904  0.15261576],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-01-21,단무지무침,"3.3, 1.28, 0.72",오이도라지무침,"16.61, 2.84, 2.78",양배추쌈,"5.58, 0.12, 1.44",1,1,1,[ 6.3744433  -0.37070568  0.39528104],[ 7.29515828 -2.39817206 -0.03219173],[-3.60520926  0.10272904  0.15261576],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-01-22,사골떡왕만둣국,"9.0, 4.0, 2.0",쇠고기무국,"12.07, 8.62, 16.43",우동장국,"18.0, 0.0, 6.0",16,7,18,[-5.30956256e+00 -1.06510018e-02  4.97679282e-03],[-5.20028517  0.03524423  0.06381859],[ 8.84650756  2.64379183 -0.66030268],"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]"
2023-01-23,베이컨치즈머핀,"16.0, 5.0, 5.0",달걀국,"1.1, 3.83, 7.52",꼬리곰탕,"7.0, 13.0, 32.0",13,13,8,[ 7.30409851 -3.46696424  0.53554069],[-5.20028517  0.03524423  0.06381859],[-3.60520926  0.10272904  0.15261576],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-01-24,미소된장국,"7.78, 3.36, 6.02",스팸짜글이,"24.270969696969743, 6.209979797979794, 10.550363636363643",감자수제비국,"66.44, 6.59, 15.81",12,3,10,[-5.30956256e+00 -1.06510018e-02  4.97679282e-03],[-5.20028517  0.03524423  0.06381859],[ 8.68139346 -0.56482706  0.11246976],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]"
2023-01-25,닭죽,"5.52, 12.18, 27.21",순두부찌개,"5.62, 17.99, 18.25",국물떡볶이,"73.0, 0.9, 6.0",16,11,3,[-5.30956256e+00 -1.06510018e-02  4.97679282e-03],[-5.20028517  0.03524423  0.06381859],[-3.60520926  0.10272904  0.15261576],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-01-26,들깨미역국,"11.76, 5.28, 2.78",닭칼국수,"47.12, 6.06, 15.09",황태해장국,"12.07, 4.14, 18.33",8,4,1,[-5.30956256e+00 -1.06510018e-02  4.97679282e-03],[-5.20028517  0.03524423  0.06381859],[ 9.27148516  1.92910591 -0.35513585],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]"
2023-01-27,유부장국,"8.17, 2.48, 5.99",시금치된장국,"17.48, 2.8, 7.91",호박고추장찌개,"13.53, 2.9, 6.9",18,6,18,[ 6.69510129  2.94028375 -0.05315629],[-5.20028517  0.03524423  0.06381859],[-3.60520926  0.10272904  0.15261576],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-01-28,핫도그빵,"24.74, 2.16, 4.75",두부맑은국,"24.270969696969743, 6.209979797979794, 10.550363636363643",너비아니구이,"3.47, 16.54, 16.43",2,13,4,[-5.30956256e+00 -1.06510018e-02  4.97679282e-03],[-5.20028517  0.03524423  0.06381859],[ 8.65390103 -3.32066298  1.24174901],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-01-29,쇠고기야채죽,"30.0, 4.7, 6.0",들깨수제비국,"105.0, 16.9, 8.0",사골순댓국,"12.0, 8.0, 26.0",11,14,15,[-5.30956256e+00 -1.06510018e-02  4.97679282e-03],[-5.20028517  0.03524423  0.06381859],[-3.60520926  0.10272904  0.15261576],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-01-30,조랭이떡미역국,"25.0, 1.0, 3.0",참치김치찌개,"6.11, 4.71, 9.71",버섯쇠고기찌개,"16.47807302231237, 6.357180527383361, 11.16549695740368",21,7,4,[-5.30956256e+00 -1.06510018e-02  4.97679282e-03],[-5.20028517  0.03524423  0.06381859],[-3.60520926  0.10272904  0.15261576],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-01-31,사골곰탕,"0.0, 2.4, 3.0",가리비해물스파게티,"24.270969696969743, 6.209979797979794, 10.550363636363643",콩나물국,"5.87, 1.54, 2.17",10,1,8,[6.53199314 0.60453648 0.73130931],[ 7.53204081 -2.70187296 -1.24314629],[ 8.67825225  0.61559349 -0.25725066],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-02-01,황태채국,"1.0, 3.1, 12.0",순두부찌개,"5.62, 17.99, 18.25",닭볶음탕,"9.4, 9.5, 25.72",18,11,11,[ 6.79224535  2.62321372 -0.02167622],[-5.20028517  0.03524423  0.06381859],[-3.60520926  0.10272904  0.15261576],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]"
2023-02-03,쇠고기감자국,"7.0, 2.4, 13.0",호박고추장찌개,"13.53, 2.9, 6.9",감자양파찌개,"14.04, 1.86, 2.04",16,10,14,[-5.30956256e+00 -1.06510018e-02  4.97679282e-03],[-5.20028517  0.03524423  0.06381859],[-3.60520926  0.10272904  0.15261576],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-02-04,불고기버거,"50.0, 22.0, 20.0",후랑크소시지구이,"2.0, 11.0, 6.0",김치찌개,"6.38, 8.09, 8.17",9,1,23,[ 6.8338694  -1.23877664 -1.89864029],[ 7.62688402 -1.96228694 -0.7462722 ],[-3.60520926  0.10272904  0.15261576],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-02-05,떡만둣국,"68.42, 11.05, 15.0",쇠고기무국,"12.07, 8.62, 16.43",닭곰탕,"1.87, 4.75, 18.72",21,7,17,[-5.30956256e+00 -1.06510018e-02  4.97679282e-03],[-5.20028517  0.03524423  0.06381859],[-3.60520926  0.10272904  0.15261576],"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]"
2023-02-08,황태채콩나물국,"5.0, 1.5, 8.0",미니크로와상,"11.0, 6.0, 2.0",호박된장찌개,"16.77, 5.6, 15.01",4,4,19,[ 7.7053453   1.04562089 -0.45327533],[ 7.73059432 -1.69329207  1.06533853],[-3.60520926  0.10272904  0.15261576],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-02-09,닭고기육개장,"6.0, 6.0, 8.0",콩비지찌개,"12.74, 5.04, 9.38",순두부국,"3.61, 2.62, 4.01",4,7,16,[-5.30956256e+00 -1.06510018e-02  4.97679282e-03],[-5.20028517  0.03524423  0.06381859],[ 7.93222185  1.49780212 -1.04306133],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-02-10,유부장국,"8.17, 2.48, 5.99",쇠고기미역국,"16.08, 6.78, 15.06",마라탕,"16.1, 8.99, 10.08",18,9,1,[ 6.69510129  2.94028375 -0.05315629],[-5.20028517  0.03524423  0.06381859],[ 7.66781602 -1.06783246  0.40261136],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-02-11,찐만두,"3.54, 0.98, 4.27",우동장국,"18.0, 0.0, 6.0",감자수제비국,"66.44, 6.59, 15.81",2,23,10,[-5.30956256e+00 -1.06510018e-02  4.97679282e-03],[7.06039749 3.58710454 0.33526271],[ 8.68139346 -0.56482706  0.11246976],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]"
2023-02-13,버섯쇠고기찌개,"23.235326732673283, 7.601227722772283, 11.194811881188128",달걀국,"1.1, 3.83, 7.52",나가사끼짬뽕국,"74.0, 9.0, 9.0",1,13,13,[-5.30956256e+00 -1.06510018e-02  4.97679282e-03],[-5.20028517  0.03524423  0.06381859],[-3.60520926  0.10272904  0.15261576],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-02-14,꼬리곰탕,"7.0, 13.0, 32.0",치킨텐더핫도그,"24.270969696969743, 6.209979797979794, 10.550363636363643",순두부해물찌개,"5.62, 17.99, 18.25",28,1,10,[-5.30956256e+00 -1.06510018e-02  4.97679282e-03],[-5.20028517  0.03524423  0.06381859],[-3.60520926  0.10272904  0.15261576],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-02-15,물만두국,"29.95, 21.79, 24.12",전투식량 2형1식단,"24.270969696969743, 6.209979797979794, 10.550363636363643",미소된장국,"7.78, 3.36, 6.02",18,1,8,[ 6.43493653  2.24656491 -0.22228045],[5.82150850e+00 6.26427851e-01 3.68623488e-03],[-3.60520926  0.10272904  0.15261576],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-02-16,쇠고기육개장,"6.0, 6.0, 8.0",콩나물김치국,"1.79, 1.82, 1.92",닭곰탕,"1.87, 4.75, 18.72",4,5,17,[-5.30956256e+00 -1.06510018e-02  4.97679282e-03],[ 7.21937753 -0.14668261 -1.81210268],[-3.60520926  0.10272904  0.15261576],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
