날짜,breakfast,breakfast_embedding,lunch,lunch_embedding,dinner,dinner_embedding,breakfast_count,lunch_count,dinner_count
2022-04-13,배추된장국,"[8.64, 2.01, 3.8, [1, 0, 0, 0, 0]]",미소된장국,"[7.78, 3.36, 6.02, [1, 0, 0, 0, 0]]",제육볶음,"[10.37, 11.03, 13.21, [1, 0, 0, 0, 0]]",13,2,8
2022-04-14,삶은계란,"[0.56, 5.3, 6.29, [1, 0, 0, 0, 0]]",자장면,"[129.41, 19.98, 26.81, [1, 0, 0, 0, 0]]",닭고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",4,4,2
2022-04-15,쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",참치김치찌개,"[6.11, 4.71, 9.71, [1, 0, 0, 0, 0]]",시래기추어탕,"[24.0, 11.0, 14.0, [1, 0, 0, 0, 0]]",57,7,1
2022-04-16,생선묵국,"[0, 0, 0, [0, 0, 0, 0, 1]]",불고기버거,"[50.0, 22.0, 20.0, [1, 0, 0, 0, 0]]",쇠고기장터국,"[7.0, 3.7, 9.0, [1, 0, 0, 0, 0]]",2,3,2
2022-04-17,호박된장국,"[9.0, 0.9, 3.0, [1, 0, 0, 0, 0]]",햄김치찌개,"[6.47, 7.57, 7.51, [1, 0, 0, 0, 0]]",돼지고기콩나물볶음,"[0, 0, 0, [0, 0, 0, 0, 1]]",23,2,2
2022-04-18,미소된장국,"[7.78, 3.36, 6.02, [1, 0, 0, 0, 0]]",순두부해물찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",중화식계란탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",2,5,14
2022-04-19,모닝빵&딸기잼,"[17.42, 1.43, 3.28, [1, 0, 0, 0, 0]]",참치김치찌개,"[6.11, 4.71, 9.71, [1, 0, 0, 0, 0]]",쇠고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",10,7,23
2022-04-20,떡만둣국,"[68.42, 11.05, 15.0, [1, 0, 0, 0, 0]]",탕수육,"[21.58, 7.98, 9.0, [1, 0, 0, 0, 0]]",김치어묵국,"[190.0, 17.0, 38.0, [1, 0, 0, 0, 0]]",9,1,4
2022-04-21,조랭이떡베이컨조림,"[0, 0, 0, [0, 0, 0, 0, 1]]",해물파전,"[24.54, 9.82, 13.2, [1, 0, 0, 0, 0]]",맛살오이겨자냉채,"[0, 0, 0, [0, 0, 0, 0, 1]]",1,1,1
2022-04-22,콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",김치어묵국,"[190.0, 17.0, 38.0, [1, 0, 0, 0, 0]]",사골우거지국,"[6.0, 7.0, 14.0, [1, 0, 0, 0, 0]]",27,4,5
2022-04-23,쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",미니우동,"[47.56, 0.62, 7.04, [1, 0, 0, 0, 0]]",어묵야채볶음,"[14.2, 4.9, 7.19, [1, 0, 0, 0, 0]]",49,2,1
2022-04-24,감자수제비국,"[66.44, 6.59, 15.81, [1, 0, 0, 0, 0]]",뚝배기불고기,"[9.74, 13.22, 36.47, [1, 0, 0, 0, 0]]",돼지국밥,"[0, 0, 0, [1, 0, 0, 0, 0]]",20,1,3
2022-04-25,시금치된장국,"[17.48, 2.8, 7.91, [1, 0, 0, 0, 0]]",쇠고기버섯탕,"[30.0, 7.0, 10.0, [1, 0, 0, 0, 0]]",콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",20,3,5
2022-04-26,순두부국,"[3.61, 2.62, 4.01, [1, 0, 0, 0, 0]]",미트스파게티,"[70.0, 8.0, 15.0, [1, 0, 0, 0, 0]]",버섯들깨탕,"[33.0, 1.7, 17.0, [1, 0, 0, 0, 0]]",5,1,1
2022-04-27,떡만둣국,"[68.42, 11.05, 15.0, [1, 0, 0, 0, 0]]",삼겹살구이,"[0.62, 29.82, 18.21, [1, 0, 0, 0, 0]]",등뼈감자탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",9,4,2
2022-04-28,삶은계란,"[0.56, 5.3, 6.29, [1, 0, 0, 0, 0]]",유부어묵국,"[69.0, 9.0, 17.0, [1, 0, 0, 0, 0]]",햄소시지찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",4,2,2
2022-04-29,황태채미역국,"[4.0, 0.5, 1.0, [1, 0, 0, 0, 0]]",해물볶음우동,"[77.0, 8.0, 19.0, [1, 0, 0, 0, 0]]",호박된장국,"[9.0, 0.9, 3.0, [1, 0, 0, 0, 0]]",1,1,10
2022-04-30,팽이버섯된장국,"[0, 0, 0, [0, 0, 0, 0, 1]]",햄치즈버거,"[42.0, 17.0, 18.0, [1, 0, 0, 0, 0]]",꼬리곰탕,"[7.0, 13.0, 32.0, [1, 0, 0, 0, 0]]",6,5,2
2022-05-01,감자수제비국,"[66.44, 6.59, 15.81, [1, 0, 0, 0, 0]]",부대찌개,"[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]",낙지삼겹살볶음,"[6.36, 24.33, 10.9, [1, 0, 0, 0, 0]]",20,1,1
2022-05-02,쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",순두부해물찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",얼갈이된장국,"[21.0, 4.3, 9.0, [1, 0, 0, 0, 0]]",57,5,1
2022-05-03,모닝빵&딸기잼,"[17.42, 1.43, 3.28, [1, 0, 0, 0, 0]]",쇠고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",참치김치찌개,"[6.11, 4.71, 9.71, [1, 0, 0, 0, 0]]",10,25,10
2022-05-04,배추된장국,"[8.64, 2.01, 3.8, [1, 0, 0, 0, 0]]",등뼈감자탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",자장면,"[129.41, 19.98, 26.81, [1, 0, 0, 0, 0]]",13,2,1
2022-05-05,흑미밥,"[0, 0, 0, [1, 0, 0, 0, 0]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]",케이크,"[29.6, 5.86, 1.66, [1, 0, 0, 0, 0]]",1,8,1
2022-05-06,중화식계란탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",고등어카레튀김,"[7.02, 26.04, 19.45, [1, 0, 0, 0, 0]]",14,10,1
2022-05-07,두부된장국,"[15.81, 4.71, 11.2, [1, 0, 0, 0, 0]]",햄치즈버거,"[42.0, 17.0, 18.0, [1, 0, 0, 0, 0]]",사골우거지국,"[6.0, 7.0, 14.0, [1, 0, 0, 0, 0]]",13,5,5
2022-05-08,사골곰탕,"[0.0, 2.4, 3.0, [1, 0, 0, 0, 0]]",떡볶이,"[60.42, 2.91, 6.97, [1, 0, 0, 0, 0]]",돼지국밥,"[0, 0, 0, [1, 0, 0, 0, 0]]",11,2,3
2022-05-09,호박된장국,"[9.0, 0.9, 3.0, [1, 0, 0, 0, 0]]",순두부해물찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",돈육김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",23,5,35
2022-05-10,콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",유부어묵국,"[69.0, 9.0, 17.0, [1, 0, 0, 0, 0]]",새우버거,"[46.0, 26.0, 15.0, [1, 0, 0, 0, 0]]",27,2,1
2022-05-11,팽이버섯된장국,"[0, 0, 0, [0, 0, 0, 0, 1]]",감자수제비국,"[66.44, 6.59, 15.81, [1, 0, 0, 0, 0]]",돈가스,"[24.56, 30.6, 45.16, [1, 0, 0, 0, 0]]",6,12,2
2022-05-12,삶은계란,"[0.56, 5.3, 6.29, [1, 0, 0, 0, 0]]",짬뽕찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",김치짜글이찌개,"[89.0, 5.0, 14.0, [1, 0, 0, 0, 0]]",4,6,2
2022-05-13,얼갈이된장국,"[21.0, 4.3, 9.0, [1, 0, 0, 0, 0]]",미소된장국,"[7.78, 3.36, 6.02, [1, 0, 0, 0, 0]]",해물볶음우동,"[77.0, 8.0, 19.0, [1, 0, 0, 0, 0]]",4,2,9
2022-05-14,배추두부국,"[0, 0, 0, [0, 0, 0, 0, 1]]",핫도그빵,"[24.74, 2.16, 4.75, [1, 0, 0, 0, 0]]",김치어묵국,"[190.0, 17.0, 38.0, [1, 0, 0, 0, 0]]",2,3,4
2022-05-15,호박된장국,"[9.0, 0.9, 3.0, [1, 0, 0, 0, 0]]",햄김치찌개,"[6.47, 7.57, 7.51, [1, 0, 0, 0, 0]]",제육볶음,"[10.37, 11.03, 13.21, [1, 0, 0, 0, 0]]",23,2,8
2022-05-16,쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",오징어무국,"[3.8, 0.96, 10.35, [1, 0, 0, 0, 0]]",짬뽕찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",49,4,33
2022-05-17,버섯감자국,"[0, 0, 0, [0, 0, 0, 0, 1]]",쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",함박스테이크*소스,"[12.0, 11.0, 16.0, [1, 0, 0, 0, 0]]",3,7,1
2022-05-18,쇠고기버섯탕,"[30.0, 7.0, 10.0, [1, 0, 0, 0, 0]]",닭개장,"[7.33, 14.54, 31.38, [1, 0, 0, 0, 0]]",돼지고기콩나물볶음,"[0, 0, 0, [0, 0, 0, 0, 1]]",1,4,2
2022-05-19,김치국,"[1.39, 1.63, 1.62, [1, 0, 0, 0, 0]]",불고기버거,"[50.0, 22.0, 20.0, [1, 0, 0, 0, 0]]",생선묵국,"[0, 0, 0, [0, 0, 0, 0, 1]]",3,3,4
2022-05-20,꼬리곰탕,"[7.0, 13.0, 32.0, [1, 0, 0, 0, 0]]",두부김치,"[0, 0, 0, [1, 0, 0, 0, 0]]",유부어묵국,"[69.0, 9.0, 17.0, [1, 0, 0, 0, 0]]",27,2,1
2022-05-21,팽이버섯된장국,"[0, 0, 0, [0, 0, 0, 0, 1]]",햄치즈버거,"[42.0, 17.0, 18.0, [1, 0, 0, 0, 0]]",돈육김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",6,5,35
2022-05-22,떡만둣국,"[68.42, 11.05, 15.0, [1, 0, 0, 0, 0]]",훈제삼겹살&무쌈,"[5.0, 37.0, 14.0, [1, 0, 0, 0, 0]]",돼지국밥,"[0, 0, 0, [1, 0, 0, 0, 0]]",9,3,3
2022-05-23,돼지고기콩나물볶음,"[0, 0, 0, [0, 0, 0, 0, 1]]",치즈불닭,"[24.0, 18.0, 30.0, [1, 0, 0, 0, 0]]",돼지갈비구이,"[3.38, 18.3, 27.29, [1, 0, 0, 0, 0]]",1,1,5
2022-05-24,감자수제비국,"[66.44, 6.59, 15.81, [1, 0, 0, 0, 0]]",명태찌개,"[4.61, 1.85, 12.0, [1, 0, 0, 0, 0]]",중화식계란탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",20,3,14
2022-05-25,갈비탕,"[11.63, 31.26, 33.29, [1, 0, 0, 0, 0]]",쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",삼겹살구이,"[0.62, 29.82, 18.21, [1, 0, 0, 0, 0]]",1,14,1
2022-05-26,미소된장국,"[7.78, 3.36, 6.02, [1, 0, 0, 0, 0]]",순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",생선묵국,"[0, 0, 0, [0, 0, 0, 0, 1]]",2,4,4
2022-05-27,쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",감자짜글이,"[32.0, 1.8, 5.0, [1, 0, 0, 0, 0]]",해물칼국수,"[46.37, 6.24, 14.19, [1, 0, 0, 0, 0]]",57,11,1
2022-05-28,감자양파국,"[24.0, 1.3, 4.0, [1, 0, 0, 0, 0]]",핫도그빵,"[24.74, 2.16, 4.75, [1, 0, 0, 0, 0]]",쇠고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",12,3,23
2022-05-29,떡만둣국,"[68.42, 11.05, 15.0, [1, 0, 0, 0, 0]]",두부된장국,"[15.81, 4.71, 11.2, [1, 0, 0, 0, 0]]",소시지야채볶음,"[4.38, 11.22, 7.92, [1, 0, 0, 0, 0]]",9,9,1
2022-05-30,맑은순두부계란탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",버섯된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",콩나물김치국,"[1.79, 1.82, 1.92, [1, 0, 0, 0, 0]]",1,6,11
2022-05-31,모닝빵&딸기잼,"[17.42, 1.43, 3.28, [1, 0, 0, 0, 0]]",호박된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",쇠고기장터국,"[7.0, 3.7, 9.0, [1, 0, 0, 0, 0]]",10,22,2
2022-06-01,비엔나소시지야채볶음,"[0, 0, 0, [0, 0, 0, 0, 1]]",안동찜닭,"[31.64, 15.39, 27.85, [1, 0, 0, 0, 0]]",쇠고기야채볶음,"[3.91, 6.23, 10.92, [1, 0, 0, 0, 0]]",3,1,1
2022-06-02,두부된장국,"[15.81, 4.71, 11.2, [1, 0, 0, 0, 0]]",오징어무국,"[3.8, 0.96, 10.35, [1, 0, 0, 0, 0]]",너비아니양념구이,"[0, 0, 0, [0, 0, 0, 0, 1]]",13,4,1
2022-06-03,쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",삼계탕,"[20.41, 15.89, 55.5, [1, 0, 0, 0, 0]]",돈육김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",57,4,35
2022-06-04,감자수제비국,"[66.44, 6.59, 15.81, [1, 0, 0, 0, 0]]",팽이버섯된장국,"[0, 0, 0, [0, 0, 0, 0, 1]]",중화식계란탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",20,31,14
2022-06-05,버섯감자국,"[0, 0, 0, [0, 0, 0, 0, 1]]",춘천닭갈비,"[12.0, 6.0, 13.0, [1, 0, 0, 0, 0]]",호박된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",3,1,20
2022-06-06,떡만둣국,"[68.42, 11.05, 15.0, [1, 0, 0, 0, 0]]",돈육김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",버섯된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",9,16,5
2022-06-07,감자양파국,"[24.0, 1.3, 4.0, [1, 0, 0, 0, 0]]",부추겉절이,"[5.46, 1.66, 3.02, [1, 0, 0, 0, 0]]",양념치킨,"[12.35, 16.21, 14.79, [1, 0, 0, 0, 0]]",12,14,3
2022-06-08,호박된장국,"[9.0, 0.9, 3.0, [1, 0, 0, 0, 0]]",유부장국,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]",물냉면,"[64.58, 5.74, 16.5, [1, 0, 0, 0, 0]]",23,37,1
2022-06-09,콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",해물순두부찌개,"[13.31, 16.19, 25.76, [1, 0, 0, 0, 0]]",등뼈감자탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",27,17,2
2022-06-10,시금치된장국,"[17.48, 2.8, 7.91, [1, 0, 0, 0, 0]]",감자짜글이,"[32.0, 1.8, 5.0, [1, 0, 0, 0, 0]]",쇠고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",20,11,23
2022-06-11,배추된장국,"[8.64, 2.01, 3.8, [1, 0, 0, 0, 0]]",햄치즈버거,"[42.0, 17.0, 18.0, [1, 0, 0, 0, 0]]",햄듬뿍부대찌개,"[12.0, 51.0, 25.0, [1, 0, 0, 0, 0]]",13,5,39
2022-06-12,꼬리곰탕,"[7.0, 13.0, 32.0, [1, 0, 0, 0, 0]]",게맛살어묵볶음,"[0, 0, 0, [0, 0, 0, 0, 1]]",감자양파국,"[24.0, 1.3, 4.0, [1, 0, 0, 0, 0]]",27,1,3
2022-06-13,모닝빵&딸기잼,"[17.42, 1.43, 3.28, [1, 0, 0, 0, 0]]",버섯된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",김치어묵국,"[190.0, 17.0, 38.0, [1, 0, 0, 0, 0]]",10,6,4
2022-06-14,쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",두부김치국,"[18.0, 26.0, 28.0, [1, 0, 0, 0, 0]]",고기짬뽕,"[112.0, 10.0, 35.0, [1, 0, 0, 0, 0]]",49,8,2
2022-06-15,중화식계란탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",두부된장국,"[15.81, 4.71, 11.2, [1, 0, 0, 0, 0]]",햄듬뿍부대찌개,"[12.0, 51.0, 25.0, [1, 0, 0, 0, 0]]",14,9,39
2022-06-16,비엔나메추리알조림,"[0, 0, 0, [0, 0, 0, 0, 1]]",돼지고기두반장볶음,"[0, 0, 0, [0, 0, 0, 0, 1]]",고구마치즈돈가스,"[27.04, 38.87, 54.36, [1, 0, 0, 0, 0]]",1,1,1
2022-06-17,호박된장국,"[9.0, 0.9, 3.0, [1, 0, 0, 0, 0]]",치킨버거,"[40.9, 15.4, 15.0, [1, 0, 0, 0, 0]]",닭곰탕,"[1.87, 4.75, 18.72, [1, 0, 0, 0, 0]]",23,1,10
2022-06-18,두부김치국,"[18.0, 26.0, 28.0, [1, 0, 0, 0, 0]]",비엔나핫케?,"[21.0, 12.0, 7.0, [1, 0, 0, 0, 0]]",오징어볶음,"[8.66, 4.59, 12.41, [1, 0, 0, 0, 0]]",24,1,3
2022-06-19,돈육김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",버섯된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",돈육고추장볶음,"[21.0, 18.0, 18.0, [1, 0, 0, 0, 0]]",5,6,1
2022-06-20,쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",참치김치찌개,"[6.11, 4.71, 9.71, [1, 0, 0, 0, 0]]",유부장국,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]",49,7,19
2022-06-21,팽이버섯된장국,"[0, 0, 0, [0, 0, 0, 0, 1]]",광어매운탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",짬뽕찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",6,5,33
2022-06-22,콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",부추겉절이,"[5.46, 1.66, 3.02, [1, 0, 0, 0, 0]]",쫄면,"[43.29, 1.54, 4.55, [1, 0, 0, 0, 0]]",27,14,6
2022-06-23,근대된장국,"[5.82, 1.36, 3.47, [1, 0, 0, 0, 0]]",해물순두부찌개,"[13.31, 16.19, 25.76, [1, 0, 0, 0, 0]]",제육볶음,"[10.37, 11.03, 13.21, [1, 0, 0, 0, 0]]",4,17,8
2022-06-24,황태채콩나물국,"[5.0, 1.5, 8.0, [1, 0, 0, 0, 0]]",햄듬뿍부대찌개,"[12.0, 51.0, 25.0, [1, 0, 0, 0, 0]]",비빔냉면,"[75.92, 9.34, 17.37, [1, 0, 0, 0, 0]]",3,20,1
2022-06-25,햄치즈버거,"[42.0, 17.0, 18.0, [1, 0, 0, 0, 0]]",감자수제비국,"[66.44, 6.59, 15.81, [1, 0, 0, 0, 0]]",쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",7,12,3
2022-06-26,건새우계란국,"[39.0, 7.0, 7.0, [1, 0, 0, 0, 0]]",북어채국,"[3.28, 4.9, 12.81, [1, 0, 0, 0, 0]]",참치김치찌개,"[6.11, 4.71, 9.71, [1, 0, 0, 0, 0]]",1,3,10
2022-06-27,떡만둣국,"[68.42, 11.05, 15.0, [1, 0, 0, 0, 0]]",쇠고기버섯탕,"[30.0, 7.0, 10.0, [1, 0, 0, 0, 0]]",햄듬뿍부대찌개,"[12.0, 51.0, 25.0, [1, 0, 0, 0, 0]]",9,3,39
2022-06-28,모닝빵&딸기잼,"[17.42, 1.43, 3.28, [1, 0, 0, 0, 0]]",돼지고기콩나물볶음,"[0, 0, 0, [0, 0, 0, 0, 1]]",짬뽕찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",10,1,33
2022-06-29,시금치된장국,"[17.48, 2.8, 7.91, [1, 0, 0, 0, 0]]",콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",생선묵국,"[0, 0, 0, [0, 0, 0, 0, 1]]",20,10,4
2022-06-30,두부된장국,"[15.81, 4.71, 11.2, [1, 0, 0, 0, 0]]",오징어볶음,"[8.66, 4.59, 12.41, [1, 0, 0, 0, 0]]",닭개장,"[7.33, 14.54, 31.38, [1, 0, 0, 0, 0]]",13,1,5
2022-07-01,쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",중화식계란탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",짬뽕찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",49,4,33
2022-07-02,베이컨버섯볶음,"[0, 0, 0, [0, 0, 0, 0, 1]]",콘샐러드,"[19.83, 7.59, 2.32, [1, 0, 0, 0, 0]]",소불고기,"[5.0, 6.83, 18.84, [1, 0, 0, 0, 0]]",1,1,1
2022-07-03,떡만둣국,"[68.42, 11.05, 15.0, [1, 0, 0, 0, 0]]",생선묵국,"[0, 0, 0, [0, 0, 0, 0, 1]]",배추된장국,"[8.64, 2.01, 3.8, [1, 0, 0, 0, 0]]",9,2,2
2022-07-04,중화식계란탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",감자짜글이,"[32.0, 1.8, 5.0, [1, 0, 0, 0, 0]]",팽이버섯된장국,"[0, 0, 0, [0, 0, 0, 0, 1]]",14,11,13
2022-07-05,돈육김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",스파게티,"[42.95, 1.29, 8.06, [1, 0, 0, 0, 0]]",부추겉절이,"[5.46, 1.66, 3.02, [1, 0, 0, 0, 0]]",5,1,19
2022-07-06,감자양파국,"[24.0, 1.3, 4.0, [1, 0, 0, 0, 0]]",삼겹살구이,"[0.62, 29.82, 18.21, [1, 0, 0, 0, 0]]",치킨버거,"[40.9, 15.4, 15.0, [1, 0, 0, 0, 0]]",12,4,1
2022-07-07,순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",죽봉어묵버섯볶음,"[0, 0, 0, [0, 0, 0, 0, 1]]",햄듬뿍부대찌개,"[12.0, 51.0, 25.0, [1, 0, 0, 0, 0]]",2,1,39
2022-07-08,콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",물냉면,"[64.58, 5.74, 16.5, [1, 0, 0, 0, 0]]",양념치킨,"[12.35, 16.21, 14.79, [1, 0, 0, 0, 0]]",27,1,3
2022-07-09,버섯된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",소시지케찹조림,"[0, 0, 0, [0, 0, 0, 0, 1]]",호박된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",2,1,20
2022-07-10,꼬리곰탕,"[7.0, 13.0, 32.0, [1, 0, 0, 0, 0]]",콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",느타리버섯피망볶음,"[8.38, 5.13, 3.36, [1, 0, 0, 0, 0]]",27,10,2
2022-07-11,김치국,"[1.39, 1.63, 1.62, [1, 0, 0, 0, 0]]",코다리찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",오징어젓갈무침,"[3.38, 2.99, 4.8, [1, 0, 0, 0, 0]]",3,1,2
2022-07-12,모닝빵&딸기잼,"[17.42, 1.43, 3.28, [1, 0, 0, 0, 0]]",팽이버섯된장국,"[0, 0, 0, [0, 0, 0, 0, 1]]",햄듬뿍부대찌개,"[12.0, 51.0, 25.0, [1, 0, 0, 0, 0]]",10,31,39
2022-07-13,김치어묵국,"[190.0, 17.0, 38.0, [1, 0, 0, 0, 0]]",바지락수제비국,"[0, 0, 0, [0, 0, 0, 0, 1]]",테스터탓츠,"[0, 0, 0, [0, 0, 0, 0, 1]]",8,1,1
2022-07-14,생선묵국,"[0, 0, 0, [0, 0, 0, 0, 1]]",두부된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",전투식량 2형3식단,"[0, 0, 0, [0, 0, 0, 0, 1]]",2,3,3
