날짜,breakfast,breakfast_embedding,lunch,lunch_embedding,dinner,dinner_embedding,breakfast_count,lunch_count,dinner_count
2022-11-20,오므라이스,"[46.8, 14.75, 14.77, [1, 0, 0, 0, 0]]",짬뽕국,"[22.49, 3.23, 8.76, [1, 0, 0, 0, 0]]",쇠고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",3,19,14
2022-11-21,물만두국,"[29.95, 21.79, 24.12, [1, 0, 0, 0, 0]]",닭볶음탕,"[9.4, 9.5, 25.72, [1, 0, 0, 0, 0]]",맑은어묵탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",18,7,1
2022-11-22,우동장국,"[18.0, 0.0, 6.0, [1, 0, 0, 0, 0]]",달걀국,"[1.1, 3.83, 7.52, [1, 0, 0, 0, 0]]",호박고추장찌개,"[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]",6,13,18
2022-11-23,꼬리곰탕,"[7.0, 13.0, 32.0, [1, 0, 0, 0, 0]]",들깨수제비국,"[105.0, 16.9, 8.0, [1, 0, 0, 0, 0]]",두부맑은국,"[0, 0, 0, [0, 0, 0, 0, 1]]",28,14,6
2022-11-24,콩나물김치국,"[1.79, 1.82, 1.92, [1, 0, 0, 0, 0]]",데리야끼닭꼬치,"[13.0, 5.0, 16.0, [1, 0, 0, 0, 0]]",나가사끼짬뽕국,"[74.0, 9.0, 9.0, [1, 0, 0, 0, 0]]",5,2,13
2022-11-25,사골순댓국,"[12.0, 8.0, 26.0, [1, 0, 0, 0, 0]]",호박된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",닭개장,"[7.33, 14.54, 31.38, [1, 0, 0, 0, 0]]",2,7,2
2022-11-26,함박스테이크,"[14.18, 8.81, 12.25, [1, 0, 0, 0, 0]]",순두부해물찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",너비아니구이,"[3.47, 16.54, 16.43, [1, 0, 0, 0, 0]]",1,11,4
2022-11-27,베이컨토마토디럭스버거,"[15.0, 10.0, 27.0, [1, 0, 0, 0, 0]]",두부맑은국,"[0, 0, 0, [0, 0, 0, 0, 1]]",사골곰탕,"[0.0, 2.4, 3.0, [1, 0, 0, 0, 0]]",2,13,4
2022-11-28,감자된장국,"[0, 0, 0, [0, 0, 0, 0, 1]]",맑은어묵탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",버섯된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",6,1,16
2022-11-29,닭고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",감자양파찌개,"[14.04, 1.86, 2.04, [1, 0, 0, 0, 0]]",콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",4,8,8
2022-11-30,닭곰탕,"[1.87, 4.75, 18.72, [1, 0, 0, 0, 0]]",생선묵국,"[0, 0, 0, [0, 0, 0, 0, 1]]",돈코츠라멘차슈,"[83.47, 10.74, 14.48, [1, 0, 0, 0, 0]]",1,16,1
2023-01-01,떡만둣국,"[68.42, 11.05, 15.0, [1, 0, 0, 0, 0]]",순두부국,"[3.61, 2.62, 4.01, [1, 0, 0, 0, 0]]",호박된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",21,6,19
2023-01-02,감자짜글이,"[32.0, 1.8, 5.0, [1, 0, 0, 0, 0]]",우동장국,"[18.0, 0.0, 6.0, [1, 0, 0, 0, 0]]",순두부해물찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",3,23,10
2023-01-03,배추두부국,"[0, 0, 0, [0, 0, 0, 0, 1]]",김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",닭고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",14,7,16
2023-01-04,쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",달걀국,"[1.1, 3.83, 7.52, [1, 0, 0, 0, 0]]",짬뽕국,"[22.49, 3.23, 8.76, [1, 0, 0, 0, 0]]",19,13,18
2023-01-05,황태채국,"[1.0, 3.1, 12.0, [1, 0, 0, 0, 0]]",아욱된장국,"[4.88, 0.73, 2.68, [1, 0, 0, 0, 0]]",핫도그빵,"[24.74, 2.16, 4.75, [1, 0, 0, 0, 0]]",18,2,1
2023-01-06,쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",광어매운탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",생선묵김치찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",24,7,7
2023-01-07,데리야끼닭꼬치,"[13.0, 5.0, 16.0, [1, 0, 0, 0, 0]]",부추겉절이,"[5.46, 1.66, 3.02, [1, 0, 0, 0, 0]]",닭갈비,"[14.39, 8.99, 13.4, [1, 0, 0, 0, 0]]",1,1,1
2023-01-08,쇠고기감자국,"[7.0, 2.4, 13.0, [1, 0, 0, 0, 0]]",닭곰탕,"[1.87, 4.75, 18.72, [1, 0, 0, 0, 0]]",부대찌개,"[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]",16,9,19
2023-01-09,얼큰콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",중화식계란탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",쇠고기우거지국,"[0, 0, 0, [0, 0, 0, 0, 1]]",6,10,1
2023-01-10,생선묵국,"[0, 0, 0, [0, 0, 0, 0, 1]]",탄탄면,"[91.0, 15.0, 12.0, [1, 0, 0, 0, 0]]",김치수제비국,"[112.0, 2.4, 14.0, [1, 0, 0, 0, 0]]",9,1,10
2023-01-11,쇠고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",들깨미역국,"[11.76, 5.28, 2.78, [1, 0, 0, 0, 0]]",사골순댓국,"[12.0, 8.0, 26.0, [1, 0, 0, 0, 0]]",4,7,15
2023-01-12,불고기버거,"[50.0, 22.0, 20.0, [1, 0, 0, 0, 0]]",부대찌개,"[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]",팽이미소된장국,"[7.78, 3.36, 6.02, [1, 0, 0, 0, 0]]",9,12,8
2023-01-13,순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",감자양파찌개,"[14.04, 1.86, 2.04, [1, 0, 0, 0, 0]]",짬뽕국,"[22.49, 3.23, 8.76, [1, 0, 0, 0, 0]]",1,8,18
2023-01-14,미니크로와상,"[11.0, 6.0, 2.0, [1, 0, 0, 0, 0]]",생선묵국,"[0, 0, 0, [0, 0, 0, 0, 1]]",쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",4,16,5
2023-01-15,황태채콩나물국,"[5.0, 1.5, 8.0, [1, 0, 0, 0, 0]]",닭개장,"[7.33, 14.54, 31.38, [1, 0, 0, 0, 0]]",호박된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",4,3,19
2023-01-16,꼬리곰탕,"[7.0, 13.0, 32.0, [1, 0, 0, 0, 0]]",짬뽕수제비국,"[93.0, 3.7, 10.0, [1, 0, 0, 0, 0]]",닭볶음탕,"[9.4, 9.5, 25.72, [1, 0, 0, 0, 0]]",28,2,11
2023-01-17,김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",두부맑은국,"[0, 0, 0, [0, 0, 0, 0, 1]]",크림스프,"[11.0, 2.4, 1.0, [1, 0, 0, 0, 0]]",3,13,2
2023-01-18,물만두국,"[29.95, 21.79, 24.12, [1, 0, 0, 0, 0]]",마라탕,"[16.1, 8.99, 10.08, [1, 0, 0, 0, 0]]",감자된장국,"[0, 0, 0, [0, 0, 0, 0, 1]]",18,3,7
2023-01-19,후랑크소시지구이,"[2.0, 11.0, 6.0, [1, 0, 0, 0, 0]]",쇠고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",달걀국,"[1.1, 3.83, 7.52, [1, 0, 0, 0, 0]]",1,10,8
2023-01-20,갈비탕,"[11.63, 31.26, 33.29, [1, 0, 0, 0, 0]]",감자짜글이,"[32.0, 1.8, 5.0, [1, 0, 0, 0, 0]]",들깨미역국,"[11.76, 5.28, 2.78, [1, 0, 0, 0, 0]]",3,8,10
2023-01-21,단무지무침,"[3.3, 1.28, 0.72, [1, 0, 0, 0, 0]]",오이도라지무침,"[16.61, 2.84, 2.78, [1, 0, 0, 0, 0]]",양배추쌈,"[5.58, 0.12, 1.44, [1, 0, 0, 0, 0]]",1,1,1
2023-01-22,사골떡왕만둣국,"[9.0, 4.0, 2.0, [1, 0, 0, 0, 0]]",쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",우동장국,"[18.0, 0.0, 6.0, [1, 0, 0, 0, 0]]",16,7,18
2023-01-23,베이컨치즈머핀,"[16.0, 5.0, 5.0, [1, 0, 0, 0, 0]]",달걀국,"[1.1, 3.83, 7.52, [1, 0, 0, 0, 0]]",꼬리곰탕,"[7.0, 13.0, 32.0, [1, 0, 0, 0, 0]]",13,13,8
2023-01-24,미소된장국,"[7.78, 3.36, 6.02, [1, 0, 0, 0, 0]]",스팸짜글이,"[0, 0, 0, [0, 0, 0, 0, 1]]",감자수제비국,"[66.44, 6.59, 15.81, [1, 0, 0, 0, 0]]",12,3,10
2023-01-25,닭죽,"[5.52, 12.18, 27.21, [1, 0, 0, 0, 0]]",순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",국물떡볶이,"[73.0, 0.9, 6.0, [1, 0, 0, 0, 0]]",16,11,3
2023-01-26,들깨미역국,"[11.76, 5.28, 2.78, [1, 0, 0, 0, 0]]",닭칼국수,"[47.12, 6.06, 15.09, [1, 0, 0, 0, 0]]",황태해장국,"[12.07, 4.14, 18.33, [1, 0, 0, 0, 0]]",8,4,1
2023-01-27,유부장국,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]",시금치된장국,"[17.48, 2.8, 7.91, [1, 0, 0, 0, 0]]",호박고추장찌개,"[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]",18,6,18
2023-01-28,핫도그빵,"[24.74, 2.16, 4.75, [1, 0, 0, 0, 0]]",두부맑은국,"[0, 0, 0, [0, 0, 0, 0, 1]]",너비아니구이,"[3.47, 16.54, 16.43, [1, 0, 0, 0, 0]]",2,13,4
2023-01-29,쇠고기야채죽,"[30.0, 4.7, 6.0, [1, 0, 0, 0, 0]]",들깨수제비국,"[105.0, 16.9, 8.0, [1, 0, 0, 0, 0]]",사골순댓국,"[12.0, 8.0, 26.0, [1, 0, 0, 0, 0]]",11,14,15
2023-01-30,조랭이떡미역국,"[25.0, 1.0, 3.0, [1, 0, 0, 0, 0]]",참치김치찌개,"[6.11, 4.71, 9.71, [1, 0, 0, 0, 0]]",버섯쇠고기찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",21,7,4
2023-01-31,사골곰탕,"[0.0, 2.4, 3.0, [1, 0, 0, 0, 0]]",가리비해물스파게티,"[0, 0, 0, [0, 0, 0, 0, 1]]",콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",10,1,8
2023-02-01,황태채국,"[1.0, 3.1, 12.0, [1, 0, 0, 0, 0]]",순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",닭볶음탕,"[9.4, 9.5, 25.72, [1, 0, 0, 0, 0]]",18,11,11
2023-02-02,얼큰콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",팽이미소된장국,"[7.78, 3.36, 6.02, [1, 0, 0, 0, 0]]",김치수제비국,"[112.0, 2.4, 14.0, [1, 0, 0, 0, 0]]",6,15,10
2023-02-03,쇠고기감자국,"[7.0, 2.4, 13.0, [1, 0, 0, 0, 0]]",호박고추장찌개,"[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]",감자양파찌개,"[14.04, 1.86, 2.04, [1, 0, 0, 0, 0]]",16,10,14
2023-02-04,불고기버거,"[50.0, 22.0, 20.0, [1, 0, 0, 0, 0]]",후랑크소시지구이,"[2.0, 11.0, 6.0, [1, 0, 0, 0, 0]]",김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",9,1,23
2023-02-05,떡만둣국,"[68.42, 11.05, 15.0, [1, 0, 0, 0, 0]]",쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",닭곰탕,"[1.87, 4.75, 18.72, [1, 0, 0, 0, 0]]",21,7,17
2023-02-06,들깨미역국,"[11.76, 5.28, 2.78, [1, 0, 0, 0, 0]]",아욱된장국,"[4.88, 0.73, 2.68, [1, 0, 0, 0, 0]]",탄탄면,"[91.0, 15.0, 12.0, [1, 0, 0, 0, 0]]",8,2,2
2023-02-07,돈육새송이야채볶음,"[0, 0, 0, [0, 0, 0, 0, 1]]",고구마치즈돈가스,"[27.04, 38.87, 54.36, [1, 0, 0, 0, 0]]",돈육피망볶음,"[0, 0, 0, [0, 0, 0, 0, 1]]",1,1,1
2023-02-08,황태채콩나물국,"[5.0, 1.5, 8.0, [1, 0, 0, 0, 0]]",미니크로와상,"[11.0, 6.0, 2.0, [1, 0, 0, 0, 0]]",호박된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",4,4,19
2023-02-09,닭고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",콩비지찌개,"[12.74, 5.04, 9.38, [1, 0, 0, 0, 0]]",순두부국,"[3.61, 2.62, 4.01, [1, 0, 0, 0, 0]]",4,7,16
2023-02-10,유부장국,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]",쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",마라탕,"[16.1, 8.99, 10.08, [1, 0, 0, 0, 0]]",18,9,1
2023-02-11,찐만두,"[3.54, 0.98, 4.27, [1, 0, 0, 0, 0]]",우동장국,"[18.0, 0.0, 6.0, [1, 0, 0, 0, 0]]",감자수제비국,"[66.44, 6.59, 15.81, [1, 0, 0, 0, 0]]",2,23,10
2023-02-12,닭죽,"[5.52, 12.18, 27.21, [1, 0, 0, 0, 0]]",사골곰탕,"[0.0, 2.4, 3.0, [1, 0, 0, 0, 0]]",부대찌개,"[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]",16,6,19
2023-02-13,버섯쇠고기찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",달걀국,"[1.1, 3.83, 7.52, [1, 0, 0, 0, 0]]",나가사끼짬뽕국,"[74.0, 9.0, 9.0, [1, 0, 0, 0, 0]]",1,13,13
2023-02-14,꼬리곰탕,"[7.0, 13.0, 32.0, [1, 0, 0, 0, 0]]",치킨텐더핫도그,"[0, 0, 0, [0, 0, 0, 0, 1]]",순두부해물찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",28,1,10
2023-02-15,물만두국,"[29.95, 21.79, 24.12, [1, 0, 0, 0, 0]]",전투식량 2형1식단,"[0, 0, 0, [0, 0, 0, 0, 1]]",미소된장국,"[7.78, 3.36, 6.02, [1, 0, 0, 0, 0]]",18,1,8
2023-02-16,쇠고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",콩나물김치국,"[1.79, 1.82, 1.92, [1, 0, 0, 0, 0]]",닭곰탕,"[1.87, 4.75, 18.72, [1, 0, 0, 0, 0]]",4,5,17
2023-02-17,두부맑은국,"[0, 0, 0, [0, 0, 0, 0, 1]]",닭칼국수,"[47.12, 6.06, 15.09, [1, 0, 0, 0, 0]]",감자짜글이,"[32.0, 1.8, 5.0, [1, 0, 0, 0, 0]]",22,4,7
2023-02-18,햄치즈버거,"[42.0, 17.0, 18.0, [1, 0, 0, 0, 0]]",버팔로윙,"[15.0, 11.0, 4.0, [1, 0, 0, 0, 0]]",순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",13,5,14
2023-02-19,들깨수제비국,"[105.0, 16.9, 8.0, [1, 0, 0, 0, 0]]",닭개장,"[7.33, 14.54, 31.38, [1, 0, 0, 0, 0]]",호박된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",4,3,19
2023-02-20,두부맑은국,"[0, 0, 0, [0, 0, 0, 0, 1]]",스팸짜글이,"[0, 0, 0, [0, 0, 0, 0, 1]]",짬뽕국,"[22.49, 3.23, 8.76, [1, 0, 0, 0, 0]]",22,3,18
2023-02-21,돈육장조림,"[29.0, 1.8, 6.0, [1, 0, 0, 0, 0]]",고등어필렛구이,"[0.35, 12.6, 17.59, [1, 0, 0, 0, 0]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]",1,1,12
2023-02-22,생선묵김치찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",감자된장국,"[0, 0, 0, [0, 0, 0, 0, 1]]",콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",4,11,8
2023-02-23,조랭이떡미역국,"[25.0, 1.0, 3.0, [1, 0, 0, 0, 0]]",생우동,"[67.0, 3.1, 9.0, [1, 0, 0, 0, 0]]",중화식계란탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",21,11,15
2023-02-24,부대찌개,"[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]",꼬리곰탕,"[7.0, 13.0, 32.0, [1, 0, 0, 0, 0]]",생선가스,"[24.0, 1.2, 6.0, [1, 0, 0, 0, 0]]",1,5,5
2023-02-25,베이컨치즈머핀,"[16.0, 5.0, 5.0, [1, 0, 0, 0, 0]]",스파게티,"[42.95, 1.29, 8.06, [1, 0, 0, 0, 0]]",갈비탕,"[11.63, 31.26, 33.29, [1, 0, 0, 0, 0]]",13,11,2
2023-02-26,쇠고기야채죽,"[30.0, 4.7, 6.0, [1, 0, 0, 0, 0]]",황태해장국,"[12.07, 4.14, 18.33, [1, 0, 0, 0, 0]]",사골순댓국,"[12.0, 8.0, 26.0, [1, 0, 0, 0, 0]]",11,1,15
2023-02-27,배추두부국,"[0, 0, 0, [0, 0, 0, 0, 1]]",참치김치찌개,"[6.11, 4.71, 9.71, [1, 0, 0, 0, 0]]",국물떡볶이,"[73.0, 0.9, 6.0, [1, 0, 0, 0, 0]]",14,7,3
2023-02-28,불고기버거,"[50.0, 22.0, 20.0, [1, 0, 0, 0, 0]]",유부장국,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]",들깨미역국,"[11.76, 5.28, 2.78, [1, 0, 0, 0, 0]]",9,13,10
2023-03-01,떡만둣국,"[68.42, 11.05, 15.0, [1, 0, 0, 0, 0]]",닭곰탕,"[1.87, 4.75, 18.72, [1, 0, 0, 0, 0]]",미소된장국,"[7.78, 3.36, 6.02, [1, 0, 0, 0, 0]]",21,9,8
2023-03-02,들깨미역국,"[11.76, 5.28, 2.78, [1, 0, 0, 0, 0]]",미니크로와상,"[11.0, 6.0, 2.0, [1, 0, 0, 0, 0]]",순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",8,4,14
2023-03-03,얼큰콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",콩비지찌개,"[12.74, 5.04, 9.38, [1, 0, 0, 0, 0]]",닭볶음탕,"[9.4, 9.5, 25.72, [1, 0, 0, 0, 0]]",6,7,11
2023-03-04,치즈핫도그,"[25.78, 22.6, 14.75, [1, 0, 0, 0, 0]]",옥수수스프,"[9.67, 4.64, 3.16, [1, 0, 0, 0, 0]]",두부맑은국,"[0, 0, 0, [0, 0, 0, 0, 1]]",3,2,6
2023-03-05,순두부국,"[3.61, 2.62, 4.01, [1, 0, 0, 0, 0]]",우동장국,"[18.0, 0.0, 6.0, [1, 0, 0, 0, 0]]",사골순댓국,"[12.0, 8.0, 26.0, [1, 0, 0, 0, 0]]",2,23,15
2023-03-06,유부장국,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]",쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",스팸짜글이,"[0, 0, 0, [0, 0, 0, 0, 1]]",18,9,16
2023-03-07,쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",생선묵국,"[0, 0, 0, [0, 0, 0, 0, 1]]",닭고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",24,16,16
2023-03-08,달걀국,"[1.1, 3.83, 7.52, [1, 0, 0, 0, 0]]",팽이미소된장국,"[7.78, 3.36, 6.02, [1, 0, 0, 0, 0]]",나가사끼짬뽕국,"[74.0, 9.0, 9.0, [1, 0, 0, 0, 0]]",9,15,13
2023-03-09,에그맥머핀,"[30.0, 12.0, 18.0, [1, 0, 0, 0, 0]]",순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",김치수제비국,"[112.0, 2.4, 14.0, [1, 0, 0, 0, 0]]",5,11,10
2023-03-10,생선묵김치찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",두부맑은국,"[0, 0, 0, [0, 0, 0, 0, 1]]",탄탄면,"[91.0, 15.0, 12.0, [1, 0, 0, 0, 0]]",4,13,2
2023-03-11,미니크로와상,"[11.0, 6.0, 2.0, [1, 0, 0, 0, 0]]",스파게티,"[42.95, 1.29, 8.06, [1, 0, 0, 0, 0]]",쇠고기감자국,"[7.0, 2.4, 13.0, [1, 0, 0, 0, 0]]",4,11,7
2023-03-12,닭죽,"[5.52, 12.18, 27.21, [1, 0, 0, 0, 0]]",사골곰탕,"[0.0, 2.4, 3.0, [1, 0, 0, 0, 0]]",명태매운탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",16,6,1
2023-03-13,쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",우동장국,"[18.0, 0.0, 6.0, [1, 0, 0, 0, 0]]",부대찌개,"[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]",24,23,19
2023-03-14,베이컨구이,"[0, 0, 0, [0, 0, 0, 0, 1]]",콩나물김치국,"[1.79, 1.82, 1.92, [1, 0, 0, 0, 0]]",생선가스,"[24.0, 1.2, 6.0, [1, 0, 0, 0, 0]]",10,5,5
2023-03-15,근대된장국,"[5.82, 1.36, 3.47, [1, 0, 0, 0, 0]]",들깨수제비국,"[105.0, 16.9, 8.0, [1, 0, 0, 0, 0]]",조랭이떡미역국,"[25.0, 1.0, 3.0, [1, 0, 0, 0, 0]]",3,14,3
2023-03-16,물만두국,"[29.95, 21.79, 24.12, [1, 0, 0, 0, 0]]",짬뽕국,"[22.49, 3.23, 8.76, [1, 0, 0, 0, 0]]",닭개장,"[7.33, 14.54, 31.38, [1, 0, 0, 0, 0]]",18,19,2
