날짜,breakfast,breakfast_embedding,lunch,lunch_embedding,dinner,dinner_embedding,breakfast_count,lunch_count,dinner_count,breakfast_kobert,lunch_kobert,dinner_kobert,breakfast_cuisine,lunch_cuisine,dinner_cuisine
2021-01-15,계란부추볶음,"15.456037735849026, 7.76572776280322, 11.825808625336967",한우갈비찜,"0.0, 4.5, 12.0",버섯잡채,"67.0, 10.0, 2.0",2,1,1,[-3.90769953  0.05196757  0.06544717],[-4.45485591  0.47255687 -0.08271518],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-01-16,,"15.456037735849026, 7.76572776280322, 11.825808625336967",감귤 주스,"25.79, 0.5, 1.74",,"17.16501305483033, 6.5887467362924195, 11.64323759791124",14,1,40,[-2.87028868 -2.09299723 -5.72810115],[ 7.09152005 -0.31881619 -0.46617072],[-2.33148209 -6.34386311  1.17559288],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-01-17,만둣국,"29.95, 21.79, 24.12",콩나물국,"5.87, 1.54, 2.17",된장찌개,"16.77, 5.6, 15.01",19,2,45,[-3.90769953  0.05196757  0.06544717],[7.75837359 0.36346785 1.33998836],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-01-18,꼬리곰탕,"7.0, 13.0, 32.0",시금치된장국,"17.48, 2.8, 7.91",짬뽕찌개,"17.16501305483033, 6.5887467362924195, 11.64323759791124",35,1,46,[-3.90769953  0.05196757  0.06544717],[-4.45485591  0.47255687 -0.08271518],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-01-19,계란조갯살찌개,"15.456037735849026, 7.76572776280322, 11.825808625336967",어묵김칫국,"21.880597826086973, 5.7335326086956435, 10.85184782608697",고추장찌개,"13.53, 2.9, 6.9",20,8,2,[-3.90769953  0.05196757  0.06544717],[-4.45485591  0.47255687 -0.08271518],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-01-20,쇠고기미역국,"16.08, 6.78, 15.06",굴떡국,"66.59, 3.21, 11.18",버섯두부탕,"17.16501305483033, 6.5887467362924195, 11.64323759791124",102,1,13,[-3.90769953  0.05196757  0.06544717],[-4.45485591  0.47255687 -0.08271518],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-01-21,멸치깻잎조림,"4.37, 8.46, 17.7",고구마맛탕,"12.29, 8.37, 0.81",시금치된장무침,"8.39, 3.14, 3.78",1,1,2,[-3.90769953  0.05196757  0.06544717],[-4.45485591  0.47255687 -0.08271518],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-01-22,근대된장국,"5.82, 1.36, 3.47",쭈구미연포탕,"18.0, 1.0, 32.0",계란국,"0.97, 1.08, 1.58",9,2,5,[-3.90769953  0.05196757  0.06544717],[-4.45485591  0.47255687 -0.08271518],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-01-23,불고기버거,"50.0, 22.0, 20.0",팽이버섯국,"6.1, 0.7, 1.4",감자수제비국,"66.44, 6.59, 15.81",20,3,17,[ 8.20138865 -1.20963728 -0.94868101],[-4.45485591  0.47255687 -0.08271518],[9.10653425 0.05119008 0.58764532],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]"
2021-01-24,어묵콩나물국,"5.87, 1.54, 2.17",닭곰탕,"1.87, 4.75, 18.72",된장국,"9.93, 1.85, 5.55",8,2,6,[8.983842   0.9400743  0.13882269],[-4.45485591  0.47255687 -0.08271518],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-01-25,된장찌개,"16.77, 5.6, 15.01",쇠고기무국,"12.07, 8.62, 16.43",순두부찌개,"5.62, 17.99, 18.25",5,20,41,[-3.90769953  0.05196757  0.06544717],[-4.45485591  0.47255687 -0.08271518],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]"
2021-01-26,버섯야채볶음,"6.3, 2.39, 3.27",콩나물삼색볶음,"6.45, 0.93, 2.81",돼지고기고추장볶음,"39.0, 6.0, 11.0",1,2,1,[-3.90769953  0.05196757  0.06544717],[-4.45485591  0.47255687 -0.08271518],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-01-27,감자짜글이,"32.0, 1.8, 5.0",스파게티,"42.95, 1.29, 8.06",배추쇠고기국,"17.16501305483033, 6.5887467362924195, 11.64323759791124",4,6,1,[-3.90769953  0.05196757  0.06544717],[ 7.10785058 -0.84198966 -2.44375804],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-01-29,무국,"5.51, 2.66, 1.1",짬뽕찌개,"21.880597826086973, 5.7335326086956435, 10.85184782608697",아욱된장국,"4.88, 0.73, 2.68",7,43,14,[ 6.09018245  3.77775393 -0.36666325],[-4.45485591  0.47255687 -0.08271518],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-01-30,핫도그빵,"24.74, 2.16, 4.75",근대콩나물조개국,"21.880597826086973, 5.7335326086956435, 10.85184782608697",햄소시지찌개,"17.16501305483033, 6.5887467362924195, 11.64323759791124",27,13,28,[-3.90769953  0.05196757  0.06544717],[ 8.58920902 -0.2984642   0.187931  ],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-01-31,돼지고기부추볶음,"2.86, 9.51, 8.69",김치오징어불고기,"6.94, 4.6, 10.35",닭갈비,"14.39, 8.99, 13.4",2,1,4,[-3.90769953  0.05196757  0.06544717],[ 8.36822619 -0.76009564 -1.55555968],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-02-01,만둣국,"29.95, 21.79, 24.12",계란조갯살찌개,"21.880597826086973, 5.7335326086956435, 10.85184782608697",돼지고기무찌개,"6.38, 8.09, 8.17",19,14,4,[-3.90769953  0.05196757  0.06544717],[-4.45485591  0.47255687 -0.08271518],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-02-02,쇠고기무국,"12.07, 8.62, 16.43",고등어추어탕,"21.880597826086973, 5.7335326086956435, 10.85184782608697",근대된장국,"5.82, 1.36, 3.47",70,1,17,[-3.90769953  0.05196757  0.06544717],[ 8.27068577 -0.34851311 -1.02807292],[-3.22382636  0.25856301 -0.0525172 ],"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-02-03,쇠고기버섯장조림,"15.456037735849026, 7.76572776280322, 11.825808625336967",갈비맛통닭,"21.880597826086973, 5.7335326086956435, 10.85184782608697",생선묵조림,"5.74, 2.81, 11.97",1,1,1,[-3.90769953  0.05196757  0.06544717],[-4.45485591  0.47255687 -0.08271518],[ 9.22467813  0.34874762 -0.35255684],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-02-04,계란부추볶음,"15.456037735849026, 7.76572776280322, 11.825808625336967",햄치즈버거,"42.0, 17.0, 18.0",감자수제비국,"66.44, 6.59, 15.81",2,5,17,[-3.90769953  0.05196757  0.06544717],[ 7.31255425 -1.47319207 -2.54728127],[9.10653425 0.05119008 0.58764532],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]"
2021-02-05,우유(백색우유(200ML,"4.66, 3.35, 3.32",딸기,"0.92, 0.04, 0.08",깍두기,"3.21, 0.29, 0.62",12,1,5,[ 7.73023401 -0.2226098   0.70699553],[-4.45485591  0.47255687 -0.08271518],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-02-06,불고기버거,"50.0, 22.0, 20.0",된장찌개,"16.77, 5.6, 15.01",호박고추장찌개,"13.53, 2.9, 6.9",20,26,3,[ 8.20138865 -1.20963728 -0.94868101],[-4.45485591  0.47255687 -0.08271518],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-02-07,계란국,"0.97, 1.08, 1.58",무두부조개탕,"21.880597826086973, 5.7335326086956435, 10.85184782608697",짬뽕찌개,"17.16501305483033, 6.5887467362924195, 11.64323759791124",12,4,46,[-3.90769953  0.05196757  0.06544717],[ 8.16813672 -0.49967705  0.18251215],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-02-08,감자호박국,"15.456037735849026, 7.76572776280322, 11.825808625336967",버섯두부탕,"21.880597826086973, 5.7335326086956435, 10.85184782608697",아욱된장국,"4.88, 0.73, 2.68",20,7,14,[ 8.40257815  2.71255445 -0.23226295],[-4.45485591  0.47255687 -0.08271518],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-02-09,생선묵국,"15.456037735849026, 7.76572776280322, 11.825808625336967",감자짜글이,"32.0, 1.8, 5.0",햄소시지찌개,"17.16501305483033, 6.5887467362924195, 11.64323759791124",7,1,28,[7.96866621 3.17069388 0.61456653],[-4.45485591  0.47255687 -0.08271518],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-02-11,근대콩나물조개국,"15.456037735849026, 7.76572776280322, 11.825808625336967",아귀탕,"6.69, 5.31, 18.04",된장찌개,"16.77, 5.6, 15.01",13,1,45,[ 9.17755814  0.24148183 -0.3153848 ],[-4.45485591  0.47255687 -0.08271518],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-02-13,계란국,"0.97, 1.08, 1.58",감자호박국,"21.880597826086973, 5.7335326086956435, 10.85184782608697",쇠고기미역국,"16.08, 6.78, 15.06",12,19,16,[-3.90769953  0.05196757  0.06544717],[7.91073321 0.90657064 2.17305008],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-02-14,순두부오징어국,"15.456037735849026, 7.76572776280322, 11.825808625336967",돼지고기김치찌개,"6.38, 8.09, 8.17",팽이버섯국,"6.1, 0.7, 1.4",17,13,2,[ 9.09229178  0.55644119 -0.39586275],[-4.45485591  0.47255687 -0.08271518],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-02-15,김장김치,"15.456037735849026, 7.76572776280322, 11.825808625336967",곶감,"24.97, 0.2, 0.47",,"17.16501305483033, 6.5887467362924195, 11.64323759791124",1,1,40,[7.6953666  0.03009984 0.05331073],[-4.45485591  0.47255687 -0.08271518],[-2.33148209 -6.34386311  1.17559288],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-02-16,어묵김칫국,"15.456037735849026, 7.76572776280322, 11.825808625336967",짬뽕수제비국,"93.0, 3.7, 10.0",호박고추장찌개,"13.53, 2.9, 6.9",25,10,3,[-3.90769953  0.05196757  0.06544717],[-4.45485591  0.47255687 -0.08271518],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-02-17,순두부찌개,"5.62, 17.99, 18.25",쇠고기무국,"12.07, 8.62, 16.43",닭곰탕,"1.87, 4.75, 18.72",27,20,18,[-3.90769953  0.05196757  0.06544717],[-4.45485591  0.47255687 -0.08271518],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]"
2021-02-19,콩나물무채국,"5.99, 1.13, 2.31",아욱된장국,"4.88, 0.73, 2.68",쇠고기미역국,"16.08, 6.78, 15.06",12,30,16,[ 8.76512882  0.56891788 -0.19064357],[-4.45485591  0.47255687 -0.08271518],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-02-20,불고기버거,"50.0, 22.0, 20.0",감자국,"9.86, 3.52, 4.54",돼지고기육개장,"6.0, 4.3, 8.0",20,9,6,[ 8.20138865 -1.20963728 -0.94868101],[6.87911569 1.18432871 2.7922086 ],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]"
2021-02-21,계란국,"0.97, 1.08, 1.58",돼지고기무찌개,"6.38, 8.09, 8.17",순두부된장국,"3.0, 0.0, 1.0",12,5,1,[-3.90769953  0.05196757  0.06544717],[-4.45485591  0.47255687 -0.08271518],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-02-22,사골곰탕,"0.0, 2.4, 3.0",햄소시지찌개,"21.880597826086973, 5.7335326086956435, 10.85184782608697",감자짜글이,"32.0, 1.8, 5.0",11,11,6,[ 7.98988957  0.37356751 -0.23044354],[-4.45485591  0.47255687 -0.08271518],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-02-23,시금치된장국,"17.48, 2.8, 7.91",쇠고기청국장찌개,"19.0, 15.0, 21.0",근대콩나물조개국,"17.16501305483033, 6.5887467362924195, 11.64323759791124",1,1,10,[-3.90769953  0.05196757  0.06544717],[-4.45485591  0.47255687 -0.08271518],[ 9.81521283 -0.3077267   0.11413144],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-02-24,애호박나물,"8.0, 1.08, 1.16",탕수육,"21.58, 7.98, 9.0",매운소시지떡볶음,"17.16501305483033, 6.5887467362924195, 11.64323759791124",2,1,1,[ 8.5063316  -0.03693063 -0.12599283],[6.88983679 0.30345438 0.92114898],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-02-25,명태해물탕,"15.456037735849026, 7.76572776280322, 11.825808625336967",무청시래기국,"26.0, 10.0, 5.0",햄치즈버거,"42.0, 17.0, 18.0",1,6,2,[ 8.41849813 -0.44748544  0.43529328],[8.34582886 0.3486063  0.08881644],[ 8.55407823 -1.48401923 -2.21423723],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-02-26,햄김치찌개,"6.47, 7.57, 7.51",꼬꼬떡국,"21.880597826086973, 5.7335326086956435, 10.85184782608697",된장찌개,"16.77, 5.6, 15.01",5,6,45,[-3.90769953  0.05196757  0.06544717],[-4.45485591  0.47255687 -0.08271518],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-02-27,스크램블에그,"1.96, 15.21, 13.01",계란국,"0.97, 1.08, 1.58",버섯두부탕,"17.16501305483033, 6.5887467362924195, 11.64323759791124",1,4,13,[ 7.90046686 -3.95616327  0.36966275],[-4.45485591  0.47255687 -0.08271518],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-02-28,오징어배추해장국,"15.456037735849026, 7.76572776280322, 11.825808625336967",감자호박국,"21.880597826086973, 5.7335326086956435, 10.85184782608697",된장국,"9.93, 1.85, 5.55",7,19,6,[9.29598501 0.24490033 0.01943549],[7.91073321 0.90657064 2.17305008],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-03-01,쇠고기무국,"12.07, 8.62, 16.43",햄감자찌개,"14.04, 1.86, 2.04",냉이조갯살된장국,"17.16501305483033, 6.5887467362924195, 11.64323759791124",70,2,1,[-3.90769953  0.05196757  0.06544717],[-4.45485591  0.47255687 -0.08271518],[-3.22382636  0.25856301 -0.0525172 ],"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-03-02,감자호박국,"15.456037735849026, 7.76572776280322, 11.825808625336967",홍합미역국,"4.0, 0.9, 5.0",만둣국,"29.95, 21.79, 24.12",20,2,4,[ 8.40257815  2.71255445 -0.23226295],[7.98153084 0.85546189 1.57114294],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-03-03,순두부오징어국,"15.456037735849026, 7.76572776280322, 11.825808625336967",돼지고기콩나물찌개,"17.0, 4.0, 12.0",햄소시지찌개,"17.16501305483033, 6.5887467362924195, 11.64323759791124",17,2,28,[ 9.09229178  0.55644119 -0.39586275],[-4.45485591  0.47255687 -0.08271518],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-03-05,계란국,"0.97, 1.08, 1.58",아욱된장국,"4.88, 0.73, 2.68",무국,"5.51, 2.66, 1.1",12,30,5,[-3.90769953  0.05196757  0.06544717],[-4.45485591  0.47255687 -0.08271518],[6.86887558 1.42364193 3.25729103],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-03-06,쇠고기미역국,"16.08, 6.78, 15.06",감자국,"9.86, 3.52, 4.54",김치버섯찌개,"10.55, 5.06, 9.28",102,9,3,[-3.90769953  0.05196757  0.06544717],[6.87911569 1.18432871 2.7922086 ],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]"
2021-03-07,콩나물무채국,"5.99, 1.13, 2.31",호박고추장찌개,"13.53, 2.9, 6.9",근대된장국,"5.82, 1.36, 3.47",12,4,17,[ 8.76512882  0.56891788 -0.19064357],[-4.45485591  0.47255687 -0.08271518],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-03-09,꼬리곰탕,"7.0, 13.0, 32.0",돼지고기육개장,"6.0, 4.3, 8.0",된장찌개,"16.77, 5.6, 15.01",35,6,45,[-3.90769953  0.05196757  0.06544717],[-4.45485591  0.47255687 -0.08271518],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-03-11,계란국,"0.97, 1.08, 1.58",햄치즈버거,"42.0, 17.0, 18.0",오리탕,"11.84, 7.94, 17.76",12,5,8,[-3.90769953  0.05196757  0.06544717],[ 7.31255425 -1.47319207 -2.54728127],[ 7.94011577 -0.69213165 -1.3498456 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-03-12,맛김,"1.3, 1.5, 1.2",쭈삼불고기,"6.02, 8.64, 11.35",닭튀김,"7.49, 12.58, 16.03",3,1,1,[-3.90769953  0.05196757  0.06544717],[-4.45485591  0.47255687 -0.08271518],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-03-13,,"15.456037735849026, 7.76572776280322, 11.825808625336967",쇠고기버섯장조림,"21.880597826086973, 5.7335326086956435, 10.85184782608697",깻잎찜,"0.73, 0.04, 0.46",14,1,1,[-2.87028868 -2.09299723 -5.72810115],[-4.45485591  0.47255687 -0.08271518],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-03-14,쇠고기미역국,"16.08, 6.78, 15.06",돼지고기김치찌개,"6.38, 8.09, 8.17",버섯두부탕,"17.16501305483033, 6.5887467362924195, 11.64323759791124",102,13,13,[-3.90769953  0.05196757  0.06544717],[-4.45485591  0.47255687 -0.08271518],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-03-15,쇠고기무국,"12.07, 8.62, 16.43",된장찌개,"16.77, 5.6, 15.01",짬뽕찌개,"17.16501305483033, 6.5887467362924195, 11.64323759791124",70,26,46,[-3.90769953  0.05196757  0.06544717],[-4.45485591  0.47255687 -0.08271518],[-3.22382636  0.25856301 -0.0525172 ],"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-03-16,멸치비엔나볶음,"15.456037735849026, 7.76572776280322, 11.825808625336967",근대콩나물조개국,"21.880597826086973, 5.7335326086956435, 10.85184782608697",순두부백탕,"6.0, 7.0, 11.0",2,13,1,[-3.90769953  0.05196757  0.06544717],[ 8.58920902 -0.2984642   0.187931  ],[ 9.1297738  -0.12305206  0.39117293],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-03-17,계란조갯살찌개,"15.456037735849026, 7.76572776280322, 11.825808625336967",무청시래기국,"26.0, 10.0, 5.0",감자짜글이,"32.0, 1.8, 5.0",20,6,6,[-3.90769953  0.05196757  0.06544717],[8.34582886 0.3486063  0.08881644],[-3.22382636  0.25856301 -0.0525172 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-03-19,감자국,"9.86, 3.52, 4.54",아욱된장국,"4.88, 0.73, 2.68",계란국,"0.97, 1.08, 1.58",7,30,5,[ 7.31892939  3.35031597 -0.24297761],[-4.45485591  0.47255687 -0.08271518],[-3.22382636  0.25856301 -0.0525172 ],"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2021-03-20,포도 주스,"37.85, 0.2, 1.42",어묵김칫국,"21.880597826086973, 5.7335326086956435, 10.85184782608697",무국,"5.51, 2.66, 1.1",1,8,5,[ 7.16809825 -1.16396011  0.01087545],[-4.45485591  0.47255687 -0.08271518],[6.86887558 1.42364193 3.25729103],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
