날짜,breakfast,breakfast_embedding,lunch,lunch_embedding,dinner,dinner_embedding,breakfast_count,lunch_count,dinner_count
2023-03-01(수),아욱된장국,"[4.88, 0.73, 2.68, [1, 0, 0, 0, 0]]",순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",맑은황태채국,"[0, 0, 0, [0, 0, 0, 0, 1]]",10,9,6
2023-03-02(목),쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",온메밀국수,"[116.0, 4.0, 22.0, [1, 0, 0, 0, 0]]",두부고추장찌개,"[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]",61,2,12
2023-03-03(금),참치김치찌개,"[6.11, 4.71, 9.71, [1, 0, 0, 0, 0]]",나가사끼짬뽕국,"[74.0, 9.0, 9.0, [1, 0, 0, 0, 0]]",시금치된장국,"[17.48, 2.8, 7.91, [1, 0, 0, 0, 0]]",13,11,2
2023-03-04(토),팽이버섯계란국,"[0, 0, 0, [0, 0, 0, 0, 1]]",육개장,"[10.45, 7.57, 14.32, [1, 0, 0, 0, 0]]",쇠고기감자국,"[7.0, 2.4, 13.0, [1, 0, 0, 0, 0]]",17,6,2
2023-03-05(일),부대찌개,"[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]",배추된장국,"[8.64, 2.01, 3.8, [1, 0, 0, 0, 0]]",감자수제비국,"[66.44, 6.59, 15.81, [1, 0, 0, 0, 0]]",5,5,10
2023-03-06(월),콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",전투식량,"[0, 0, 0, [0, 0, 0, 0, 1]]",감자계란국,"[0, 0, 0, [0, 0, 0, 0, 1]]",29,3,9
2023-03-07(화),맑은황태채국,"[0, 0, 0, [0, 0, 0, 0, 1]]",꽃게탕,"[3.95, 1.58, 12.87, [1, 0, 0, 0, 0]]",모듬어묵국,"[19.0, 2.7, 9.0, [1, 0, 0, 0, 0]]",24,13,20
2023-03-08(수),얼큰쇠고기무국,"[9.6, 3.4, 10.0, [1, 0, 0, 0, 0]]",돼지고기김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",유부장국,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]",24,5,10
2023-03-09(목),냉이된장국,"[15.24, 3.41, 9.74, [1, 0, 0, 0, 0]]",생우동,"[67.0, 3.1, 9.0, [1, 0, 0, 0, 0]]",닭개장,"[7.33, 14.54, 31.38, [1, 0, 0, 0, 0]]",1,2,16
2023-03-10(금),버섯감자찌개,"[10.55, 5.06, 9.28, [1, 0, 0, 0, 0]]",모닝빵&딸기잼,"[17.42, 1.43, 3.28, [1, 0, 0, 0, 0]]",육개장,"[10.45, 7.57, 14.32, [1, 0, 0, 0, 0]]",3,11,37
2023-03-11(토),배추된장국,"[8.64, 2.01, 3.8, [1, 0, 0, 0, 0]]",치아바타샌드위치,"[197.0, 97.0, 77.0, [1, 0, 0, 0, 0]]",참치김치찌개,"[6.11, 4.71, 9.71, [1, 0, 0, 0, 0]]",23,4,13
2023-03-12(일),쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",부대찌개,"[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]",순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",61,13,26
2023-03-13(월),스팸감자짜글이,"[32.0, 1.8, 5.0, [1, 0, 0, 0, 0]]",미소장국,"[7.78, 3.36, 6.02, [1, 0, 0, 0, 0]]",돼지국밥,"[0, 0, 0, [1, 0, 0, 0, 0]]",8,16,8
2023-03-14(화),쇠고기감자국,"[7.0, 2.4, 13.0, [1, 0, 0, 0, 0]]",누룽지탕,"[52.27, 0.33, 5.09, [1, 0, 0, 0, 0]]",순두부짬뽕국,"[69.0, 7.0, 9.0, [1, 0, 0, 0, 0]]",16,6,13
2023-03-15(수),스팸김치찌개,"[19.0, 20.0, 19.0, [1, 0, 0, 0, 0]]",전투식량,"[0, 0, 0, [0, 0, 0, 0, 1]]",두부고추장찌개,"[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]",6,3,12
2023-03-16(목),감자매운조림,"[6.66, 1.68, 0.79, [1, 0, 0, 0, 0]]",도토리묵&양념장,"[8.78, 0.82, 0.66, [1, 0, 0, 0, 0]]",오믈렛,"[0.42, 7.33, 6.48, [1, 0, 0, 0, 0]]",2,2,2
2023-03-17(금),맑은쇠고기무국,"[0.0, 2.5, 20.0, [1, 0, 0, 0, 0]]",쇠고기전골,"[47.0, 7.0, 13.0, [1, 0, 0, 0, 0]]",육개장,"[10.45, 7.57, 14.32, [1, 0, 0, 0, 0]]",44,10,37
2023-03-18(토),닭곰탕,"[1.87, 4.75, 18.72, [1, 0, 0, 0, 0]]",부대찌개,"[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]",감자수제비국,"[66.44, 6.59, 15.81, [1, 0, 0, 0, 0]]",17,13,10
2023-03-19(일),얼큰황태채국,"[0, 0, 0, [0, 0, 0, 0, 1]]",호박고추장찌개,"[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]",나가사끼짬뽕국,"[74.0, 9.0, 9.0, [1, 0, 0, 0, 0]]",18,2,14
2023-03-20(월),참치김치찌개,"[6.11, 4.71, 9.71, [1, 0, 0, 0, 0]]",짬뽕수제비국,"[93.0, 3.7, 10.0, [1, 0, 0, 0, 0]]",차돌박이된장찌개,"[27.0, 28.0, 27.0, [1, 0, 0, 0, 0]]",13,9,1
2023-03-21(화),쇠고기장터국,"[7.0, 3.7, 9.0, [1, 0, 0, 0, 0]]",미소장국,"[7.78, 3.36, 6.02, [1, 0, 0, 0, 0]]",호박된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",15,16,10
2023-03-22(수),쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",등뼈감자탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",떡국,"[66.59, 3.21, 11.18, [1, 0, 0, 0, 0]]",61,18,10
2023-03-23(목),콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",계란파국,"[0.97, 1.08, 1.58, [1, 0, 0, 0, 0]]",맑은쇠고기무국,"[0.0, 2.5, 20.0, [1, 0, 0, 0, 0]]",29,15,3
2023-03-24(금),얼큰황태채국,"[0, 0, 0, [0, 0, 0, 0, 1]]",돼지국밥,"[0, 0, 0, [1, 0, 0, 0, 0]]",버섯감자찌개,"[10.55, 5.06, 9.28, [1, 0, 0, 0, 0]]",18,8,7
2023-03-25(토),스팸김치찌개,"[19.0, 20.0, 19.0, [1, 0, 0, 0, 0]]",햄버거빵,"[29.77, 2.6, 5.71, [1, 0, 0, 0, 0]]",모듬어묵국,"[19.0, 2.7, 9.0, [1, 0, 0, 0, 0]]",6,5,20
2023-03-26(일),닭개장,"[7.33, 14.54, 31.38, [1, 0, 0, 0, 0]]",차돌박이된장찌개,"[27.0, 28.0, 27.0, [1, 0, 0, 0, 0]]",감자된장국,"[0, 0, 0, [0, 0, 0, 0, 1]]",4,5,4
2023-03-27(월),얼큰쇠고기무국,"[9.6, 3.4, 10.0, [1, 0, 0, 0, 0]]",우렁강된장찌개,"[12.0, 1.8, 7.0, [1, 0, 0, 0, 0]]",모닝빵&딸기잼,"[17.42, 1.43, 3.28, [1, 0, 0, 0, 0]]",24,3,6
2023-03-28(화),떡국,"[66.59, 3.21, 11.18, [1, 0, 0, 0, 0]]",순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",호박된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",20,9,10
2023-03-29(수),갓김치,"[13.83, 1.75, 5.89, [1, 0, 0, 0, 0]]",단무지,"[0.98, 0.06, 0.21, [1, 0, 0, 0, 0]]",깍두기,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]",1,2,2
2023-03-30(목),배추된장국,"[8.64, 2.01, 3.8, [1, 0, 0, 0, 0]]",돈마호크스테이크,"[0, 0, 0, [0, 0, 0, 0, 1]]",돼지고기김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",23,1,28
2023-03-31(금),쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",쇠고기전골,"[47.0, 7.0, 13.0, [1, 0, 0, 0, 0]]",쇠고기장터국,"[7.0, 3.7, 9.0, [1, 0, 0, 0, 0]]",61,10,8
2023-04-01(토),배추된장국,"[8.64, 2.01, 3.8, [1, 0, 0, 0, 0]]",나가사끼짬뽕국,"[74.0, 9.0, 9.0, [1, 0, 0, 0, 0]]",닭곰탕,"[1.87, 4.75, 18.72, [1, 0, 0, 0, 0]]",23,11,3
2023-04-02(일),차돌박이된장찌개,"[27.0, 28.0, 27.0, [1, 0, 0, 0, 0]]",부대찌개,"[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]",돼지고기김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",6,13,28
2023-04-03(월),맑은쇠고기무국,"[0.0, 2.5, 20.0, [1, 0, 0, 0, 0]]",팽이버섯계란국,"[0, 0, 0, [0, 0, 0, 0, 1]]",유부장국,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]",44,3,10
2023-04-04(화),두부고추장찌개,"[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]",짬뽕수제비국,"[93.0, 3.7, 10.0, [1, 0, 0, 0, 0]]",근대된장국,"[5.82, 1.36, 3.47, [1, 0, 0, 0, 0]]",6,9,2
2023-04-05(수),쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",버섯감자찌개,"[10.55, 5.06, 9.28, [1, 0, 0, 0, 0]]",콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",61,6,9
2023-04-06(목),쇠고기장터국,"[7.0, 3.7, 9.0, [1, 0, 0, 0, 0]]",우렁강된장찌개,"[12.0, 1.8, 7.0, [1, 0, 0, 0, 0]]",맑은황태채국,"[0, 0, 0, [0, 0, 0, 0, 1]]",15,3,6
2023-04-07(금),감자수제비국,"[66.44, 6.59, 15.81, [1, 0, 0, 0, 0]]",쇠고기전골,"[47.0, 7.0, 13.0, [1, 0, 0, 0, 0]]",누룽지탕,"[52.27, 0.33, 5.09, [1, 0, 0, 0, 0]]",12,10,6
2023-04-08(토),얼큰황태채국,"[0, 0, 0, [0, 0, 0, 0, 1]]",치아바타샌드위치,"[197.0, 97.0, 77.0, [1, 0, 0, 0, 0]]",순두부짬뽕국,"[69.0, 7.0, 9.0, [1, 0, 0, 0, 0]]",18,4,13
2023-04-09(일),맑은쇠고기무국,"[0.0, 2.5, 20.0, [1, 0, 0, 0, 0]]",스팸감자짜글이,"[32.0, 1.8, 5.0, [1, 0, 0, 0, 0]]",참치김치찌개,"[6.11, 4.71, 9.71, [1, 0, 0, 0, 0]]",44,6,13
2023-04-10(월),감자계란국,"[0, 0, 0, [0, 0, 0, 0, 1]]",꽃게탕,"[3.95, 1.58, 12.87, [1, 0, 0, 0, 0]]",닭곰탕,"[1.87, 4.75, 18.72, [1, 0, 0, 0, 0]]",15,13,3
2023-04-11(화),쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",미소장국,"[7.78, 3.36, 6.02, [1, 0, 0, 0, 0]]",돼지국밥,"[0, 0, 0, [1, 0, 0, 0, 0]]",61,16,8
2023-04-12(수),,"[0, 0, 0, [0, 0, 0, 0, 1]]",대추방울토마토,"[3.54, 0.18, 0.79, [1, 0, 0, 0, 0]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]",5,1,13
2023-04-13(목),호박된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",모닝빵&딸기잼,"[17.42, 1.43, 3.28, [1, 0, 0, 0, 0]]",돼지고기김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",10,11,28
2023-04-14(금),계란파국,"[0.97, 1.08, 1.58, [1, 0, 0, 0, 0]]",쇠고기전골,"[47.0, 7.0, 13.0, [1, 0, 0, 0, 0]]",모듬어묵국,"[19.0, 2.7, 9.0, [1, 0, 0, 0, 0]]",8,10,20
2023-04-15(토),닭죽,"[5.52, 12.18, 27.21, [1, 0, 0, 0, 0]]",두부고추장찌개,"[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]",쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",9,1,12
2023-04-16(일),순두부짬뽕국,"[69.0, 7.0, 9.0, [1, 0, 0, 0, 0]]",부대찌개,"[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]",닭개장,"[7.33, 14.54, 31.38, [1, 0, 0, 0, 0]]",1,13,16
2023-04-17(월),맑은쇠고기무국,"[0.0, 2.5, 20.0, [1, 0, 0, 0, 0]]",게맛살계란국,"[0, 0, 0, [0, 0, 0, 0, 1]]",설렁탕,"[42.7, 12.93, 32.67, [1, 0, 0, 0, 0]]",44,17,4
2023-04-18(화),떡국,"[66.59, 3.21, 11.18, [1, 0, 0, 0, 0]]",등뼈감자탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",스팸감자짜글이,"[32.0, 1.8, 5.0, [1, 0, 0, 0, 0]]",20,18,10
2023-04-19(수),쇠고기감자국,"[7.0, 2.4, 13.0, [1, 0, 0, 0, 0]]",돼지국밥,"[0, 0, 0, [1, 0, 0, 0, 0]]",아욱된장국,"[4.88, 0.73, 2.68, [1, 0, 0, 0, 0]]",16,8,3
2023-04-20(목),쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",차돌육개장,"[9.0, 12.0, 18.0, [1, 0, 0, 0, 0]]",팽이버섯계란국,"[0, 0, 0, [0, 0, 0, 0, 1]]",61,7,4
2023-04-21(금),쇠고기장터국,"[7.0, 3.7, 9.0, [1, 0, 0, 0, 0]]",달래된장국,"[0, 0, 0, [0, 0, 0, 0, 1]]",짬뽕수제비국,"[93.0, 3.7, 10.0, [1, 0, 0, 0, 0]]",15,1,8
2023-04-22(토),유부장국,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]",햄버거빵,"[29.77, 2.6, 5.71, [1, 0, 0, 0, 0]]",두부고추장찌개,"[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]",5,5,12
2023-04-23(일),순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",설렁탕,"[42.7, 12.93, 32.67, [1, 0, 0, 0, 0]]",육개장,"[10.45, 7.57, 14.32, [1, 0, 0, 0, 0]]",7,4,37
2023-04-24(월),대만식샌드위치,"[0, 0, 0, [0, 0, 0, 0, 1]]",나가사끼짬뽕국,"[74.0, 9.0, 9.0, [1, 0, 0, 0, 0]]",스팸김치찌개,"[19.0, 20.0, 19.0, [1, 0, 0, 0, 0]]",7,11,15
2023-04-25(화),얼큰쇠고기무국,"[9.6, 3.4, 10.0, [1, 0, 0, 0, 0]]",모닝빵&딸기잼,"[17.42, 1.43, 3.28, [1, 0, 0, 0, 0]]",감자된장국,"[0, 0, 0, [0, 0, 0, 0, 1]]",24,11,4
2023-04-26(수),계란말이,"[2.61, 8.96, 10.18, [1, 0, 0, 0, 0]]",로제누들떡볶이,"[89.0, 4.7, 7.0, [1, 0, 0, 0, 0]]",오믈렛,"[0.42, 7.33, 6.48, [1, 0, 0, 0, 0]]",1,1,2
2023-04-27(목),아욱된장국,"[4.88, 0.73, 2.68, [1, 0, 0, 0, 0]]",쫄면,"[43.29, 1.54, 4.55, [1, 0, 0, 0, 0]]",닭개장,"[7.33, 14.54, 31.38, [1, 0, 0, 0, 0]]",10,2,16
2023-04-28(금),쇠고기감자국,"[7.0, 2.4, 13.0, [1, 0, 0, 0, 0]]",청국장찌개,"[11.05, 4.19, 10.03, [1, 0, 0, 0, 0]]",감자계란국,"[0, 0, 0, [0, 0, 0, 0, 1]]",16,13,9
2023-04-29(토),전복죽,"[25.0, 6.0, 3.0, [1, 0, 0, 0, 0]]",순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",육개장,"[10.45, 7.57, 14.32, [1, 0, 0, 0, 0]]",11,9,37
2023-04-30(일),호박고추장찌개,"[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]",버섯감자찌개,"[10.55, 5.06, 9.28, [1, 0, 0, 0, 0]]",쇠고기전골,"[47.0, 7.0, 13.0, [1, 0, 0, 0, 0]]",7,6,30
2023-05-01(월),시금치된장국,"[17.48, 2.8, 7.91, [1, 0, 0, 0, 0]]",돼지고기김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",두부고추장찌개,"[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]",12,5,12
2023-05-02(화),맑은황태채국,"[0, 0, 0, [0, 0, 0, 0, 1]]",버섯감자찌개,"[10.55, 5.06, 9.28, [1, 0, 0, 0, 0]]",모닝빵&딸기잼,"[17.42, 1.43, 3.28, [1, 0, 0, 0, 0]]",24,6,6
2023-05-03(수),맑은쇠고기무국,"[0.0, 2.5, 20.0, [1, 0, 0, 0, 0]]",미소장국,"[7.78, 3.36, 6.02, [1, 0, 0, 0, 0]]",부대찌개,"[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]",44,16,42
2023-05-04(목),콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",어묵김치우동,"[82.27, 10.84, 12.02, [1, 0, 0, 0, 0]]",차돌육개장,"[9.0, 12.0, 18.0, [1, 0, 0, 0, 0]]",29,6,3
2023-05-05(금),쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",돼지국밥,"[0, 0, 0, [1, 0, 0, 0, 0]]",배추된장국,"[8.64, 2.01, 3.8, [1, 0, 0, 0, 0]]",61,8,2
2023-05-06(토),팽이버섯계란국,"[0, 0, 0, [0, 0, 0, 0, 1]]",바베큐폭립,"[17.0, 9.0, 25.0, [1, 0, 0, 0, 0]]",참치김치찌개,"[6.11, 4.71, 9.71, [1, 0, 0, 0, 0]]",17,2,13
2023-05-07(일),우렁강된장찌개,"[12.0, 1.8, 7.0, [1, 0, 0, 0, 0]]",나가사끼짬뽕국,"[74.0, 9.0, 9.0, [1, 0, 0, 0, 0]]",순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",1,11,26
2023-05-08(월),쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",게맛살계란국,"[0, 0, 0, [0, 0, 0, 0, 1]]",등뼈감자탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",61,17,3
2023-05-09(화),스팸감자짜글이,"[32.0, 1.8, 5.0, [1, 0, 0, 0, 0]]",비빔칼국수,"[74.1, 7.22, 14.76, [1, 0, 0, 0, 0]]",돼지고기김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",8,4,28
2023-05-10(수),대패삼겹살볶음,"[34.0, 6.0, 6.0, [1, 0, 0, 0, 0]]",무피클,"[2.68, 0.12, 0.4, [1, 0, 0, 0, 0]]",미트볼케찹조림,"[0, 0, 0, [0, 0, 0, 0, 1]]",1,1,1
2023-05-11(목),얼큰황태채국,"[0, 0, 0, [0, 0, 0, 0, 1]]",콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",얼큰쇠고기무국,"[9.6, 3.4, 10.0, [1, 0, 0, 0, 0]]",18,5,7
2023-05-12(금),감자수제비국,"[66.44, 6.59, 15.81, [1, 0, 0, 0, 0]]",계란파국,"[0.97, 1.08, 1.58, [1, 0, 0, 0, 0]]",배추된장국,"[8.64, 2.01, 3.8, [1, 0, 0, 0, 0]]",12,15,2
2023-05-13(토),쇠고기야채죽,"[30.0, 4.7, 6.0, [1, 0, 0, 0, 0]]",쇠고기전골,"[47.0, 7.0, 13.0, [1, 0, 0, 0, 0]]",모듬어묵국,"[19.0, 2.7, 9.0, [1, 0, 0, 0, 0]]",1,10,20
