날짜,breakfast,breakfast_embedding,lunch,lunch_embedding,dinner,dinner_embedding,breakfast_count,lunch_count,dinner_count
2022-06-24,꼬리곰탕,"[7.0, 13.0, 32.0, [1, 0, 0, 0, 0]]",닭순살야채볶음,"[5.8, 1.2, 24.0, [1, 0, 0, 0, 0]]",햄소시지찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",6,1,3
2022-06-25,베이글,"[53.02, 1.7, 10.52, [1, 0, 0, 0, 0]]",호박된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",짬뽕찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",1,3,12
2022-06-26,돼지국밥,"[0, 0, 0, [1, 0, 0, 0, 0]]",쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",닭고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",3,10,14
2022-06-27,맛김,"[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]",삶은계란,"[0.56, 5.3, 6.29, [1, 0, 0, 0, 0]]",스크램블에그,"[1.96, 15.21, 13.01, [1, 0, 0, 0, 0]]",1,1,1
2022-06-28,사골곰탕,"[0.0, 2.4, 3.0, [1, 0, 0, 0, 0]]",쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",쇠고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",6,12,8
2022-06-29,감자달걀국,"[0, 0, 0, [0, 0, 0, 0, 1]]",유부미소장국,"[4.2, 1.1, 3.2, [1, 0, 0, 0, 0]]",쇠고기감자국,"[7.0, 2.4, 13.0, [1, 0, 0, 0, 0]]",2,1,6
2022-06-30,쇠고기당면국,"[7.0, 2.4, 13.0, [1, 0, 0, 0, 0]]",김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",모닝빵&딸기잼,"[17.42, 1.43, 3.28, [1, 0, 0, 0, 0]]",3,3,2
2022-07-01,쇠고기호박찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",닭볶음탕,"[9.4, 9.5, 25.72, [1, 0, 0, 0, 0]]",비빔냉면,"[75.92, 9.34, 17.37, [1, 0, 0, 0, 0]]",10,8,3
2022-07-02,불고기버거,"[50.0, 22.0, 20.0, [1, 0, 0, 0, 0]]",우동국1,"[12.38, 2.74, 1.62, [1, 0, 0, 0, 0]]",어묵탕,"[13.06, 2.45, 13.11, [1, 0, 0, 0, 0]]",15,1,6
2022-07-03,순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",유부주머니감자국,"[0, 0, 0, [0, 0, 0, 0, 1]]",14,12,2
2022-07-04,북어채국,"[3.28, 4.9, 12.81, [1, 0, 0, 0, 0]]",닭고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",짬뽕찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",7,22,12
2022-07-05,쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",감자탕,"[10.01, 5.58, 14.74, [1, 0, 0, 0, 0]]",북어들깨미역국,"[11.76, 5.28, 2.78, [1, 0, 0, 0, 0]]",40,3,4
2022-07-06,갈비탕,"[11.63, 31.26, 33.29, [1, 0, 0, 0, 0]]",초계국수,"[64.1, 7.55, 19.25, [1, 0, 0, 0, 0]]",맑은된장국,"[0, 0, 0, [0, 0, 0, 0, 1]]",9,2,12
2022-07-07,콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",호박된장국,"[9.0, 0.9, 3.0, [1, 0, 0, 0, 0]]",핫도그빵,"[24.74, 2.16, 4.75, [1, 0, 0, 0, 0]]",13,1,1
2022-07-08,두부고추장찌개,"[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]",쇠고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",참치김치찌개,"[6.11, 4.71, 9.71, [1, 0, 0, 0, 0]]",4,8,5
2022-07-09,핫도그빵,"[24.74, 2.16, 4.75, [1, 0, 0, 0, 0]]",된장국,"[9.93, 1.85, 5.55, [1, 0, 0, 0, 0]]",사골우거지국,"[6.0, 7.0, 14.0, [1, 0, 0, 0, 0]]",8,7,6
2022-07-10,순두부버섯탕,"[19.0, 19.0, 21.0, [1, 0, 0, 0, 0]]",꼬리곰탕,"[7.0, 13.0, 32.0, [1, 0, 0, 0, 0]]",목살김치찌개,"[11.0, 23.0, 27.0, [1, 0, 0, 0, 0]]",13,2,17
2022-07-11,감자수제비국,"[66.44, 6.59, 15.81, [1, 0, 0, 0, 0]]",감자고추장찌개,"[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]",골뱅이쫄면,"[27.0, 0.0, 6.0, [1, 0, 0, 0, 0]]",9,8,2
2022-07-12,콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",돼지고기얼큰무국,"[0, 0, 0, [0, 0, 0, 0, 1]]",새우버거,"[46.0, 26.0, 15.0, [1, 0, 0, 0, 0]]",13,4,2
2022-07-13,건새우미역국,"[82.0, 16.3, 16.2, [1, 0, 0, 0, 0]]",현미밥,"[0, 0, 0, [1, 0, 0, 0, 0]]",사골우거지국,"[6.0, 7.0, 14.0, [1, 0, 0, 0, 0]]",3,1,6
2022-07-14,유부된장국,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]",감자탕,"[10.01, 5.58, 14.74, [1, 0, 0, 0, 0]]",나가사키짬뽕국,"[77.0, 6.0, 19.0, [1, 0, 0, 0, 0]]",3,3,1
2022-07-15,홍합탕,"[11.91, 7.58, 22.81, [1, 0, 0, 0, 0]]",전복삼계탕,"[24.0, 23.0, 69.0, [1, 0, 0, 0, 0]]",닭고기무국,"[6.0, 1.1, 6.0, [1, 0, 0, 0, 0]]",5,3,18
2022-07-16,옥수수스프,"[9.67, 4.64, 3.16, [1, 0, 0, 0, 0]]",낙지덮밥,"[0, 0, 0, [1, 0, 0, 0, 0]]",쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",2,1,10
2022-07-17,김치수제비국,"[112.0, 2.4, 14.0, [1, 0, 0, 0, 0]]",쇠고기감자국,"[7.0, 2.4, 13.0, [1, 0, 0, 0, 0]]",생선묵국,"[0, 0, 0, [0, 0, 0, 0, 1]]",3,4,4
2022-07-18,떡만둣국,"[68.42, 11.05, 15.0, [1, 0, 0, 0, 0]]",돼지고기콩나물찌개,"[17.0, 4.0, 12.0, [1, 0, 0, 0, 0]]",쇠고기버섯들깨국,"[0, 0, 0, [0, 0, 0, 0, 1]]",6,5,5
2022-07-19,얼갈이된장국,"[21.0, 4.3, 9.0, [1, 0, 0, 0, 0]]",쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",갈비탕,"[11.63, 31.26, 33.29, [1, 0, 0, 0, 0]]",1,10,2
2022-07-20,황태해장국,"[12.07, 4.14, 18.33, [1, 0, 0, 0, 0]]",얼큰황태채국,"[0, 0, 0, [0, 0, 0, 0, 1]]",물냉면,"[64.58, 5.74, 16.5, [1, 0, 0, 0, 0]]",9,6,3
2022-07-21,조갯살두부국,"[0, 0, 0, [0, 0, 0, 0, 1]]",돼지고기짜글이,"[5.0, 8.0, 9.0, [1, 0, 0, 0, 0]]",팝콘형치킨너겟,"[0, 0, 0, [0, 0, 0, 0, 1]]",2,1,1
2022-07-22,유부된장국,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]",명태매운탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",팽이버섯계란국,"[0, 0, 0, [0, 0, 0, 0, 1]]",3,3,6
2022-07-23,햄베이컨치즈버거,"[56.0, 15.0, 15.0, [1, 0, 0, 0, 0]]",감자국,"[9.86, 3.52, 4.54, [1, 0, 0, 0, 0]]",어묵탕,"[13.06, 2.45, 13.11, [1, 0, 0, 0, 0]]",1,8,6
2022-07-24,쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",순두부오징어탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",베이컨새우리조또,"[21.2, 54.0, 28.7, [1, 0, 0, 0, 0]]",40,4,2
2022-07-25,감자국,"[9.86, 3.52, 4.54, [1, 0, 0, 0, 0]]",돼지고기김찌찌개,"[15.0, 6.0, 10.0, [1, 0, 0, 0, 0]]",순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",3,9,12
2022-07-26,쇠고기배춧국,"[7.0, 2.4, 13.0, [1, 0, 0, 0, 0]]",전복삼계탕,"[24.0, 23.0, 69.0, [1, 0, 0, 0, 0]]",어묵콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",2,3,4
2022-07-27,콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",홍합미역국,"[4.0, 0.9, 5.0, [1, 0, 0, 0, 0]]",생선묵볶음,"[0, 0, 0, [0, 0, 0, 0, 1]]",13,2,1
2022-07-28,감자계란국,"[0, 0, 0, [0, 0, 0, 0, 1]]",도토리묵사발,"[33.0, 4.5, 2.0, [1, 0, 0, 0, 0]]",만두김치찌개,"[6.47, 7.57, 7.51, [1, 0, 0, 0, 0]]",5,8,3
2022-07-29,쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",우렁쇠고기된장찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",오징어무국,"[3.8, 0.96, 10.35, [1, 0, 0, 0, 0]]",40,1,11
2022-07-30,에그햄치즈버거,"[36.0, 18.0, 14.0, [1, 0, 0, 0, 0]]",팽이버섯두부국,"[0, 0, 0, [0, 0, 0, 0, 1]]",어묵탕,"[13.06, 2.45, 13.11, [1, 0, 0, 0, 0]]",2,9,6
2022-07-31,쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",부대찌개,"[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]",오징어무국,"[3.8, 0.96, 10.35, [1, 0, 0, 0, 0]]",40,10,11
2022-08-01,쇠고기버섯들깨국,"[0, 0, 0, [0, 0, 0, 0, 1]]",돼지고기김찌찌개,"[15.0, 6.0, 10.0, [1, 0, 0, 0, 0]]",사골우거지국,"[6.0, 7.0, 14.0, [1, 0, 0, 0, 0]]",2,9,6
2022-08-02,조갯살두부국,"[0, 0, 0, [0, 0, 0, 0, 1]]",두부햄찌개,"[2.36, 6.78, 6.98, [1, 0, 0, 0, 0]]",닭고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",2,4,14
2022-08-03,황태해장국,"[12.07, 4.14, 18.33, [1, 0, 0, 0, 0]]",순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",어묵콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",9,9,4
2022-08-04,김치수제비국,"[112.0, 2.4, 14.0, [1, 0, 0, 0, 0]]",쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",파인애플함박스테이크,"[0, 0, 0, [0, 0, 0, 0, 1]]",3,12,1
2022-08-05,쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",전복미역국,"[6.0, 1.5, 5.0, [1, 0, 0, 0, 0]]",돼지국밥,"[0, 0, 0, [1, 0, 0, 0, 0]]",40,11,7
2022-08-06,핫도그빵,"[24.74, 2.16, 4.75, [1, 0, 0, 0, 0]]",된장국,"[9.93, 1.85, 5.55, [1, 0, 0, 0, 0]]",떡만둣국,"[68.42, 11.05, 15.0, [1, 0, 0, 0, 0]]",8,7,2
2022-08-07,쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",감자고추장찌개,"[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]",팽이버섯유부국,"[0, 0, 0, [0, 0, 0, 0, 1]]",40,8,1
2022-08-08,두부맑은국,"[0, 0, 0, [0, 0, 0, 0, 1]]",부대찌개,"[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]",왕만두국,"[29.95, 21.79, 24.12, [1, 0, 0, 0, 0]]",8,10,1
2022-08-09,북어채국,"[3.28, 4.9, 12.81, [1, 0, 0, 0, 0]]",쇠고기해장국,"[3.0, 7.0, 30.0, [1, 0, 0, 0, 0]]",콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",7,2,11
2022-08-10,밥,"[0, 0, 0, [1, 0, 0, 0, 0]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]",5,2,9
2022-08-11,쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",나가사키짬뽕국,"[77.0, 6.0, 19.0, [1, 0, 0, 0, 0]]",북어들깨미역국,"[11.76, 5.28, 2.78, [1, 0, 0, 0, 0]]",40,1,4
2022-08-12,생선묵계란국,"[0, 0, 0, [0, 0, 0, 0, 1]]",건새우미역국,"[82.0, 16.3, 16.2, [1, 0, 0, 0, 0]]",닭볶음탕,"[9.4, 9.5, 25.72, [1, 0, 0, 0, 0]]",1,2,7
2022-08-13,킬바사,"[12.0, 20.0, 14.0, [1, 0, 0, 0, 0]]",유부된장국,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]",닭고기무국,"[6.0, 1.1, 6.0, [1, 0, 0, 0, 0]]",1,6,18
2022-08-14,감자국,"[9.86, 3.52, 4.54, [1, 0, 0, 0, 0]]",콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",쇠고기장터국,"[7.0, 3.7, 9.0, [1, 0, 0, 0, 0]]",3,9,4
2022-08-15,호박된장국,"[9.0, 0.9, 3.0, [1, 0, 0, 0, 0]]",도가니탕,"[8.23, 25.08, 55.98, [1, 0, 0, 0, 0]]",어묵탕,"[13.06, 2.45, 13.11, [1, 0, 0, 0, 0]]",1,1,6
2022-08-16,팽이버섯계란국,"[0, 0, 0, [0, 0, 0, 0, 1]]",얼큰황태채국,"[0, 0, 0, [0, 0, 0, 0, 1]]",등심돈까스,"[24.56, 18.98, 51.77, [1, 0, 0, 0, 0]]",5,6,1
2022-08-17,미역된장국,"[2.34, 0.08, 1.0, [1, 0, 0, 0, 0]]",어묵탕,"[13.06, 2.45, 13.11, [1, 0, 0, 0, 0]]",순두부오징어탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",4,2,4
2022-08-18,쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",느타리버섯배추국,"[0, 0, 0, [0, 0, 0, 0, 1]]",쇠고기감자국,"[7.0, 2.4, 13.0, [1, 0, 0, 0, 0]]",40,6,6
2022-08-19,감자계란국,"[0, 0, 0, [0, 0, 0, 0, 1]]",돼지고기얼큰무국,"[0, 0, 0, [0, 0, 0, 0, 1]]",배추된장국,"[8.64, 2.01, 3.8, [1, 0, 0, 0, 0]]",5,4,10
2022-08-20,버팔로윙,"[15.0, 11.0, 4.0, [1, 0, 0, 0, 0]]",돼지국밥,"[0, 0, 0, [1, 0, 0, 0, 0]]",생선묵국,"[0, 0, 0, [0, 0, 0, 0, 1]]",2,4,4
2022-08-21,팽이버섯계란국,"[0, 0, 0, [0, 0, 0, 0, 1]]",근대된장국,"[5.82, 1.36, 3.47, [1, 0, 0, 0, 0]]",목살김치찌개,"[11.0, 23.0, 27.0, [1, 0, 0, 0, 0]]",5,5,17
2022-08-22,참치김치찌개,"[6.11, 4.71, 9.71, [1, 0, 0, 0, 0]]",쇠고기호박찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",오징어무국,"[3.8, 0.96, 10.35, [1, 0, 0, 0, 0]]",9,4,11
2022-08-23,쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",감자짜글이,"[32.0, 1.8, 5.0, [1, 0, 0, 0, 0]]",만두김치찌개,"[6.47, 7.57, 7.51, [1, 0, 0, 0, 0]]",40,12,3
2022-08-24,팽이버섯두부국,"[0, 0, 0, [0, 0, 0, 0, 1]]",아욱된장국,"[4.88, 0.73, 2.68, [1, 0, 0, 0, 0]]",순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",6,10,12
2022-08-25,,"[0, 0, 0, [0, 0, 0, 0, 1]]",야채음료,"[0, 0, 0, [0, 0, 0, 0, 1]]",깍두기,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]",8,1,3
2022-08-26,갈비탕,"[11.63, 31.26, 33.29, [1, 0, 0, 0, 0]]",팽이버섯두부국,"[0, 0, 0, [0, 0, 0, 0, 1]]",맑은된장국,"[0, 0, 0, [0, 0, 0, 0, 1]]",9,9,12
2022-08-27,불고기버거,"[50.0, 22.0, 20.0, [1, 0, 0, 0, 0]]",유부된장국,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]",감자수제비국,"[66.44, 6.59, 15.81, [1, 0, 0, 0, 0]]",15,6,5
2022-08-28,두부햄찌개,"[2.36, 6.78, 6.98, [1, 0, 0, 0, 0]]",차돌박이된장찌개,"[27.0, 28.0, 27.0, [1, 0, 0, 0, 0]]",유부주머니감자국,"[0, 0, 0, [0, 0, 0, 0, 1]]",7,10,2
2022-08-29,쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",흑미밥,"[0, 0, 0, [1, 0, 0, 0, 0]]",북어채국,"[3.28, 4.9, 12.81, [1, 0, 0, 0, 0]]",40,1,4
2022-08-30,홍합미역국,"[4.0, 0.9, 5.0, [1, 0, 0, 0, 0]]",아욱된장국,"[4.88, 0.73, 2.68, [1, 0, 0, 0, 0]]",비빔국수,"[74.1, 7.22, 14.76, [1, 0, 0, 0, 0]]",4,10,1
2022-08-31,쇠고기배춧국,"[7.0, 2.4, 13.0, [1, 0, 0, 0, 0]]",돼지고기콩나물찌개,"[17.0, 4.0, 12.0, [1, 0, 0, 0, 0]]",콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",2,5,11
2022-09-01,돼지국밥,"[0, 0, 0, [1, 0, 0, 0, 0]]",쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",유부된장국,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]",3,12,4
2022-09-02,쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",두부고추장찌개,"[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]",느타리버섯배추국,"[0, 0, 0, [0, 0, 0, 0, 1]]",21,4,9
2022-09-03,베이컨치킨버거,"[10.19, 10.83, 25.2, [1, 0, 0, 0, 0]]",사골우거지국,"[6.0, 7.0, 14.0, [1, 0, 0, 0, 0]]",부대찌개,"[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]",1,9,13
2022-09-04,진한육개장,"[16.0, 6.0, 18.0, [1, 0, 0, 0, 0]]",돼지고기얼큰무국,"[0, 0, 0, [0, 0, 0, 0, 1]]",어묵탕,"[13.06, 2.45, 13.11, [1, 0, 0, 0, 0]]",5,4,6
2022-09-05,쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",팽이버섯두부국,"[0, 0, 0, [0, 0, 0, 0, 1]]",배추된장국,"[8.64, 2.01, 3.8, [1, 0, 0, 0, 0]]",40,9,10
2022-09-06,팽이버섯계란국,"[0, 0, 0, [0, 0, 0, 0, 1]]",돼지고기콩나물찌개,"[17.0, 4.0, 12.0, [1, 0, 0, 0, 0]]",오징어무국,"[3.8, 0.96, 10.35, [1, 0, 0, 0, 0]]",5,5,11
2022-09-07,홍합미역국,"[4.0, 0.9, 5.0, [1, 0, 0, 0, 0]]",두부햄찌개,"[2.36, 6.78, 6.98, [1, 0, 0, 0, 0]]",메밀소바,"[75.0, 2.1, 11.0, [1, 0, 0, 0, 0]]",4,4,3
2022-09-08,일반배추김치,"[1.58, 0.12, 0.66, [1, 0, 0, 0, 0]]",컵과일,"[16.0, 0.0, 1.0, [1, 0, 0, 0, 0]]",우유),"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]",1,1,1
2022-09-09,쇠고기해장국,"[3.0, 7.0, 30.0, [1, 0, 0, 0, 0]]",옛날육개장,"[5.0, 2.9, 2.0, [1, 0, 0, 0, 0]]",감자짜글이,"[32.0, 1.8, 5.0, [1, 0, 0, 0, 0]]",1,1,7
2022-09-10,사골떡왕만둣국,"[9.0, 4.0, 2.0, [1, 0, 0, 0, 0]]",쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",닭고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",6,10,14
2022-09-11,건새우미역국,"[82.0, 16.3, 16.2, [1, 0, 0, 0, 0]]",닭볶음탕,"[9.4, 9.5, 25.72, [1, 0, 0, 0, 0]]",두부햄찌개,"[2.36, 6.78, 6.98, [1, 0, 0, 0, 0]]",3,8,11
2022-09-12,후랑크소시지구이,"[2.0, 11.0, 6.0, [1, 0, 0, 0, 0]]",차돌박이된장찌개,"[27.0, 28.0, 27.0, [1, 0, 0, 0, 0]]",유부된장국,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]",1,10,4
2022-09-13,팽이버섯두부국,"[0, 0, 0, [0, 0, 0, 0, 1]]",얼큰황태채국,"[0, 0, 0, [0, 0, 0, 0, 1]]",생선묵계란국,"[0, 0, 0, [0, 0, 0, 0, 1]]",6,6,1
2022-09-14,근대된장국,"[5.82, 1.36, 3.47, [1, 0, 0, 0, 0]]",투움바파스타,"[33.0, 48.0, 18.0, [1, 0, 0, 0, 0]]",얼큰한오징어국,"[0, 0, 0, [0, 0, 0, 0, 1]]",7,4,3
