날짜,breakfast,breakfast_embedding,lunch,lunch_embedding,dinner,dinner_embedding,breakfast_count,lunch_count,dinner_count
2024-05-23(목),유부주머니탕,"[96.0, 12.0, 14.0, [1, 0, 0, 0, 0]]",아라비아따스파게티,"[0, 0, 0, [0, 0, 0, 0, 1]]",호박고추장찌개,"[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]",4,2,5
2024-05-24(금),오므라이스,"[46.8, 14.75, 14.77, [1, 0, 0, 0, 0]]",갈비탕,"[11.63, 31.26, 33.29, [1, 0, 0, 0, 0]]",우동국물,"[12.38, 2.74, 1.62, [1, 0, 0, 0, 0]]",5,1,8
2024-05-25(토),버팔로봉,"[8.0, 9.0, 15.0, [1, 0, 0, 0, 0]]",감자양파국,"[24.0, 1.3, 4.0, [1, 0, 0, 0, 0]]",도토리묵냉국,"[34.0, 0.5, 1.0, [1, 0, 0, 0, 0]]",4,2,3
2024-05-26(일),쇠고기당면국,"[7.0, 2.4, 13.0, [1, 0, 0, 0, 0]]",버섯매운탕,"[78.0, 8.0, 38.0, [1, 0, 0, 0, 0]]",물만둣국,"[29.95, 21.79, 24.12, [1, 0, 0, 0, 0]]",5,4,1
2024-05-27(월),쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",닭다리튀김,"[0, 0, 0, [0, 0, 0, 0, 1]]",홍합탕,"[11.91, 7.58, 22.81, [1, 0, 0, 0, 0]]",5,1,7
2024-05-28(화),삼색수제비국,"[0, 0, 0, [0, 0, 0, 0, 1]]",메밀비빔국수,"[94.18, 4.67, 18.36, [1, 0, 0, 0, 0]]",닭개장,"[7.33, 14.54, 31.38, [1, 0, 0, 0, 0]]",6,2,2
2024-05-29(수),핫치킨버거,"[43.8, 9.4, 17.2, [1, 0, 0, 0, 0]]",우렁된장찌개,"[12.0, 1.8, 7.0, [1, 0, 0, 0, 0]]",나가사끼짬뽕찌개,"[74.0, 9.0, 9.0, [1, 0, 0, 0, 0]]",4,5,2
2024-05-30(목),감자옹심이국,"[48.72, 5.3, 5.23, [1, 0, 0, 0, 0]]",쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",순댓국,"[33.78, 10.35, 23.25, [1, 0, 0, 0, 0]]",3,4,4
2024-05-31(금),콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",부대찌개,"[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]",쑥갓어묵국,"[0, 0, 0, [0, 0, 0, 0, 1]]",2,3,4
2024-06-01(토),카츠샌드위치,"[45.0, 11.0, 7.0, [1, 0, 0, 0, 0]]",팽이버섯두부국,"[0, 0, 0, [0, 0, 0, 0, 1]]",감자양파국,"[24.0, 1.3, 4.0, [1, 0, 0, 0, 0]]",3,3,2
2024-06-02(일),전복죽,"[25.0, 6.0, 3.0, [1, 0, 0, 0, 0]]",김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",3,2,6
2024-06-03(월),감자짜글이,"[32.0, 1.8, 5.0, [1, 0, 0, 0, 0]]",얼큰어묵국,"[0, 0, 0, [0, 0, 0, 0, 1]]",돼지국밥,"[0, 0, 0, [1, 0, 0, 0, 0]]",3,2,5
2024-06-04(화),물만둣국,"[29.95, 21.79, 24.12, [1, 0, 0, 0, 0]]",냉모밀,"[51.38, 4.72, 7.98, [1, 0, 0, 0, 0]]",우동국물,"[12.38, 2.74, 1.62, [1, 0, 0, 0, 0]]",4,4,8
2024-06-05(수),모닝빵&와플,"[17.42, 1.43, 3.28, [1, 0, 0, 0, 0]]",도토리묵냉국,"[34.0, 0.5, 1.0, [1, 0, 0, 0, 0]]",순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",1,2,2
2024-06-06(목),돼지고기고추장찌개,"[17.55, 4.2, 13.0, [1, 0, 0, 0, 0]]",배추된장국,"[8.64, 2.01, 3.8, [1, 0, 0, 0, 0]]",우렁된장찌개,"[12.0, 1.8, 7.0, [1, 0, 0, 0, 0]]",3,7,2
2024-06-07(금),사골우거지국,"[6.0, 7.0, 14.0, [1, 0, 0, 0, 0]]",감자탕,"[10.01, 5.58, 14.74, [1, 0, 0, 0, 0]]",사골설렁탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",8,5,5
2024-06-08(토),핫치킨버거,"[43.8, 9.4, 17.2, [1, 0, 0, 0, 0]]",콩나물김치국,"[1.79, 1.82, 1.92, [1, 0, 0, 0, 0]]",쇠고기감자국,"[7.0, 2.4, 13.0, [1, 0, 0, 0, 0]]",4,1,4
2024-06-09(일),백색우유,"[0, 0, 0, [0, 0, 0, 0, 1]]",깍두기,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]",1,1,3
2024-06-10(월),삼색수제비국,"[0, 0, 0, [0, 0, 0, 0, 1]]",쑥갓어묵국,"[0, 0, 0, [0, 0, 0, 0, 1]]",부대찌개,"[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]",6,5,4
2024-06-11(화),유부주머니탕,"[96.0, 12.0, 14.0, [1, 0, 0, 0, 0]]",망향식물비빔국수,"[0, 0, 0, [0, 0, 0, 0, 1]]",쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",4,2,4
2024-06-12(수),햄치즈샌드위치,"[42.0, 11.0, 17.0, [1, 0, 0, 0, 0]]",얼큰쇠고기무국,"[9.6, 3.4, 10.0, [1, 0, 0, 0, 0]]",콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",3,1,6
2024-06-13(목),조갯살미역국,"[0, 0, 0, [0, 0, 0, 0, 1]]",홍합탕,"[11.91, 7.58, 22.81, [1, 0, 0, 0, 0]]",호박고추장찌개,"[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]",3,1,5
2024-06-14(금),감자옹심이국,"[48.72, 5.3, 5.23, [1, 0, 0, 0, 0]]",사골우거지국,"[6.0, 7.0, 14.0, [1, 0, 0, 0, 0]]",김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",3,2,6
2024-06-15(토),대만식샌드위치,"[0, 0, 0, [0, 0, 0, 0, 1]]",투움바파스타,"[33.0, 48.0, 18.0, [1, 0, 0, 0, 0]]",게맛살계란국,"[0, 0, 0, [0, 0, 0, 0, 1]]",1,2,2
2024-06-16(일),양지수육곰탕,"[2.0, 1.1, 17.0, [1, 0, 0, 0, 0]]",순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",얼큰어묵국,"[0, 0, 0, [0, 0, 0, 0, 1]]",3,9,3
2024-06-17(월),황태해장국,"[12.07, 4.14, 18.33, [1, 0, 0, 0, 0]]",오징어무국,"[3.8, 0.96, 10.35, [1, 0, 0, 0, 0]]",쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",8,3,6
2024-06-18(화),쇠고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",버섯매운탕,"[78.0, 8.0, 38.0, [1, 0, 0, 0, 0]]",콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",2,4,6
2024-06-19(수),또띠아치킨랩,"[0, 0, 0, [0, 0, 0, 0, 1]]",김치어묵국,"[190.0, 17.0, 38.0, [1, 0, 0, 0, 0]]",돼지국밥,"[0, 0, 0, [1, 0, 0, 0, 0]]",6,3,5
2024-06-20(목),참치김치찌개,"[6.11, 4.71, 9.71, [1, 0, 0, 0, 0]]",초계국수,"[64.1, 7.55, 19.25, [1, 0, 0, 0, 0]]",짬뽕찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",1,1,4
2024-06-21(금),김치수제비국,"[112.0, 2.4, 14.0, [1, 0, 0, 0, 0]]",키조개미역국,"[0, 0, 0, [0, 0, 0, 0, 1]]",돼지고기고추장찌개,"[17.55, 4.2, 13.0, [1, 0, 0, 0, 0]]",3,1,4
2024-06-22(토),베이컨치즈버거,"[10.19, 10.83, 25.2, [1, 0, 0, 0, 0]]",김치국,"[1.39, 1.63, 1.62, [1, 0, 0, 0, 0]]",감자양파국,"[24.0, 1.3, 4.0, [1, 0, 0, 0, 0]]",2,5,2
2024-06-23(일),물만둣국,"[29.95, 21.79, 24.12, [1, 0, 0, 0, 0]]",쑥갓어묵국,"[0, 0, 0, [0, 0, 0, 0, 1]]",닭볶음탕,"[9.4, 9.5, 25.72, [1, 0, 0, 0, 0]]",4,5,4
2024-06-24(월),꼬리곰탕,"[7.0, 13.0, 32.0, [1, 0, 0, 0, 0]]",순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",우동국물,"[12.38, 2.74, 1.62, [1, 0, 0, 0, 0]]",1,9,8
2024-06-25(화),조갯살미역국,"[0, 0, 0, [0, 0, 0, 0, 1]]",청국장찌개,"[11.05, 4.19, 10.03, [1, 0, 0, 0, 0]]",사골설렁탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",3,5,5
2024-06-26(수),황도샐러드,"[0, 0, 0, [0, 0, 0, 0, 1]]",나가사끼짬뽕찌개,"[74.0, 9.0, 9.0, [1, 0, 0, 0, 0]]",팽이버섯두부국,"[0, 0, 0, [0, 0, 0, 0, 1]]",1,2,2
2024-06-27(목),쇠고기당면국,"[7.0, 2.4, 13.0, [1, 0, 0, 0, 0]]",물냉면,"[64.58, 5.74, 16.5, [1, 0, 0, 0, 0]]",얼큰쇠고기무국,"[9.6, 3.4, 10.0, [1, 0, 0, 0, 0]]",5,2,4
2024-06-28(금),오므라이스,"[46.8, 14.75, 14.77, [1, 0, 0, 0, 0]]",순댓국,"[33.78, 10.35, 23.25, [1, 0, 0, 0, 0]]",파송송계란국,"[0, 0, 0, [0, 0, 0, 0, 1]]",5,2,4
2024-06-29(토),버팔로봉,"[8.0, 9.0, 15.0, [1, 0, 0, 0, 0]]",배추된장국,"[8.64, 2.01, 3.8, [1, 0, 0, 0, 0]]",만두육개장,"[0, 0, 0, [0, 0, 0, 0, 1]]",4,7,1
2024-06-30(일),꼬꼬떡국,"[0, 0, 0, [0, 0, 0, 0, 1]]",부대찌개,"[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]",황태해장국,"[12.07, 4.14, 18.33, [1, 0, 0, 0, 0]]",2,3,2
2024-07-01(월),쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",감자탕,"[10.01, 5.58, 14.74, [1, 0, 0, 0, 0]]",5,2,1
2024-07-02(화),사골떡만둣국,"[202.0, 28.0, 36.0, [1, 0, 0, 0, 0]]",명태매운탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",닭곰탕,"[1.87, 4.75, 18.72, [1, 0, 0, 0, 0]]",4,2,2
2024-07-03(수),불고기핫도그,"[29.0, 23.0, 14.0, [1, 0, 0, 0, 0]]",짬뽕찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",유부된장국,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]",2,5,10
2024-07-04(목),쇠고기당면국,"[7.0, 2.4, 13.0, [1, 0, 0, 0, 0]]",골뱅이쫄면,"[27.0, 0.0, 6.0, [1, 0, 0, 0, 0]]",사골우거지국,"[6.0, 7.0, 14.0, [1, 0, 0, 0, 0]]",5,1,1
2024-07-05(금),얼큰어묵국,"[0, 0, 0, [0, 0, 0, 0, 1]]",돼지국밥,"[0, 0, 0, [1, 0, 0, 0, 0]]",쇠고기감자국,"[7.0, 2.4, 13.0, [1, 0, 0, 0, 0]]",3,3,4
2024-07-06(토),,"[0, 0, 0, [0, 0, 0, 0, 1]]",황도샐러드,"[0, 0, 0, [0, 0, 0, 0, 1]]",무생채,"[7.17, 1.14, 1.15, [1, 0, 0, 0, 0]]",2,1,1
2024-07-07(일),쇠고기장터국,"[7.0, 3.7, 9.0, [1, 0, 0, 0, 0]]",오징어무국,"[3.8, 0.96, 10.35, [1, 0, 0, 0, 0]]",감자짜글이,"[32.0, 1.8, 5.0, [1, 0, 0, 0, 0]]",4,3,3
2024-07-08(월),키조개미역국,"[0, 0, 0, [0, 0, 0, 0, 1]]",양지수육곰탕,"[2.0, 1.1, 17.0, [1, 0, 0, 0, 0]]",홍합탕,"[11.91, 7.58, 22.81, [1, 0, 0, 0, 0]]",3,1,7
2024-07-09(화),삼색수제비국,"[0, 0, 0, [0, 0, 0, 0, 1]]",참치김치찌개,"[6.11, 4.71, 9.71, [1, 0, 0, 0, 0]]",사골설렁탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",6,1,5
2024-07-10(수),햄치즈샌드위치,"[42.0, 11.0, 17.0, [1, 0, 0, 0, 0]]",호박고추장찌개,"[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]",콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",3,2,6
2024-07-11(목),황태해장국,"[12.07, 4.14, 18.33, [1, 0, 0, 0, 0]]",물냉면,"[64.58, 5.74, 16.5, [1, 0, 0, 0, 0]]",도토리묵냉국,"[34.0, 0.5, 1.0, [1, 0, 0, 0, 0]]",8,2,3
2024-07-12(금),버섯매운탕,"[78.0, 8.0, 38.0, [1, 0, 0, 0, 0]]",쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",순댓국,"[33.78, 10.35, 23.25, [1, 0, 0, 0, 0]]",1,5,4
2024-07-13(토),치아바타샌드위치,"[197.0, 97.0, 77.0, [1, 0, 0, 0, 0]]",우동국물,"[12.38, 2.74, 1.62, [1, 0, 0, 0, 0]]",배추된장국,"[8.64, 2.01, 3.8, [1, 0, 0, 0, 0]]",1,7,6
2024-07-14(일),김치수제비국,"[112.0, 2.4, 14.0, [1, 0, 0, 0, 0]]",순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",닭볶음탕,"[9.4, 9.5, 25.72, [1, 0, 0, 0, 0]]",3,9,4
2024-07-15(월),오므라이스,"[46.8, 14.75, 14.77, [1, 0, 0, 0, 0]]",반계탕,"[17.08, 8.63, 30.3, [1, 0, 0, 0, 0]]",유부된장국,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]",5,1,10
2024-07-16(화),황태채미역국,"[4.0, 0.5, 1.0, [1, 0, 0, 0, 0]]",우렁된장찌개,"[12.0, 1.8, 7.0, [1, 0, 0, 0, 0]]",돼지고기고추장찌개,"[17.55, 4.2, 13.0, [1, 0, 0, 0, 0]]",3,5,4
2024-07-17(수),또띠아치킨랩,"[0, 0, 0, [0, 0, 0, 0, 1]]",순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",짬뽕찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",6,9,4
2024-07-18(목),물만둣국,"[29.95, 21.79, 24.12, [1, 0, 0, 0, 0]]",아라비아따스파게티,"[0, 0, 0, [0, 0, 0, 0, 1]]",우동국물,"[12.38, 2.74, 1.62, [1, 0, 0, 0, 0]]",4,2,8
2024-07-19(금),쇠고기당면국,"[7.0, 2.4, 13.0, [1, 0, 0, 0, 0]]",콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",부대찌개,"[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]",5,2,4
2024-07-20(토),스마일감자튀김,"[25.42, 9.14, 2.19, [1, 0, 0, 0, 0]]",쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",미역오이냉국,"[3.15, 0.08, 0.97, [1, 0, 0, 0, 0]]",1,5,2
2024-07-21(일),황태해장국,"[12.07, 4.14, 18.33, [1, 0, 0, 0, 0]]",유부주머니탕,"[96.0, 12.0, 14.0, [1, 0, 0, 0, 0]]",버섯매운탕,"[78.0, 8.0, 38.0, [1, 0, 0, 0, 0]]",8,1,1
2024-07-22(월),배추된장국,"[8.64, 2.01, 3.8, [1, 0, 0, 0, 0]]",돼지국밥,"[0, 0, 0, [1, 0, 0, 0, 0]]",얼큰쇠고기무국,"[9.6, 3.4, 10.0, [1, 0, 0, 0, 0]]",1,3,4
2024-07-23(화),한우고기곰탕,"[10.0, 9.0, 13.0, [1, 0, 0, 0, 0]]",냉모밀,"[51.38, 4.72, 7.98, [1, 0, 0, 0, 0]]",명란순두부탕,"[2.0, 2.4, 3.0, [1, 0, 0, 0, 0]]",1,4,1
2024-07-24(수),피자,"[26.08, 10.47, 10.7, [1, 0, 0, 0, 0]]",나가사끼짬뽕찌개,"[74.0, 9.0, 9.0, [1, 0, 0, 0, 0]]",닭개장,"[7.33, 14.54, 31.38, [1, 0, 0, 0, 0]]",1,2,2
2024-07-25(목),쇠고기감자국,"[7.0, 2.4, 13.0, [1, 0, 0, 0, 0]]",삼계탕,"[20.41, 15.89, 55.5, [1, 0, 0, 0, 0]]",도토리묵냉국,"[34.0, 0.5, 1.0, [1, 0, 0, 0, 0]]",2,1,3
2024-07-26(금),황태채미역국,"[4.0, 0.5, 1.0, [1, 0, 0, 0, 0]]",쇠고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",샤브샤브국,"[31.72, 16.39, 29.63, [1, 0, 0, 0, 0]]",3,4,4
2024-07-27(토),크로플&생크림,"[8.0, 6.0, 5.0, [1, 0, 0, 0, 0]]",우동국물,"[12.38, 2.74, 1.62, [1, 0, 0, 0, 0]]",김치어묵국,"[190.0, 17.0, 38.0, [1, 0, 0, 0, 0]]",1,7,3
2024-07-28(일),사골우거지국,"[6.0, 7.0, 14.0, [1, 0, 0, 0, 0]]",감자양파국,"[24.0, 1.3, 4.0, [1, 0, 0, 0, 0]]",김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",8,2,6
2024-07-29(월),새우순두부계란탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",사골떡만둣국,"[202.0, 28.0, 36.0, [1, 0, 0, 0, 0]]",우렁된장찌개,"[12.0, 1.8, 7.0, [1, 0, 0, 0, 0]]",4,2,2
2024-07-30(화),유부된장국,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]",쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",1,5,4
2024-07-31(수),카츠샌드위치,"[45.0, 11.0, 7.0, [1, 0, 0, 0, 0]]",청국장찌개,"[11.05, 4.19, 10.03, [1, 0, 0, 0, 0]]",콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",3,5,6
2024-08-01(목),김치어묵국,"[190.0, 17.0, 38.0, [1, 0, 0, 0, 0]]",갑오징어물회,"[2.99, 1.34, 15.13, [1, 0, 0, 0, 0]]",우동국물,"[12.38, 2.74, 1.62, [1, 0, 0, 0, 0]]",1,1,8
2024-08-02(금),콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",버섯매운탕,"[78.0, 8.0, 38.0, [1, 0, 0, 0, 0]]",쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",2,4,6
2024-08-03(토),불고기베이컨치즈버거,"[0, 0, 0, [0, 0, 0, 0, 1]]",파송송계란국,"[0, 0, 0, [0, 0, 0, 0, 1]]",유부된장국,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]",2,3,10
2024-08-04(일),전복죽,"[25.0, 6.0, 3.0, [1, 0, 0, 0, 0]]",배추된장국,"[8.64, 2.01, 3.8, [1, 0, 0, 0, 0]]",쇠고기감자국,"[7.0, 2.4, 13.0, [1, 0, 0, 0, 0]]",3,7,4
2024-08-05(월),돼지국밥,"[0, 0, 0, [1, 0, 0, 0, 0]]",황태채미역국,"[4.0, 0.5, 1.0, [1, 0, 0, 0, 0]]",감자짜글이,"[32.0, 1.8, 5.0, [1, 0, 0, 0, 0]]",3,1,3
2024-08-06(화),삼색수제비국,"[0, 0, 0, [0, 0, 0, 0, 1]]",냉모밀,"[51.38, 4.72, 7.98, [1, 0, 0, 0, 0]]",김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",6,4,6
2024-08-07(수),불고기핫도그,"[29.0, 23.0, 14.0, [1, 0, 0, 0, 0]]",감자탕,"[10.01, 5.58, 14.74, [1, 0, 0, 0, 0]]",우동국물,"[12.38, 2.74, 1.62, [1, 0, 0, 0, 0]]",2,5,8
2024-08-08(목),사골우거지국,"[6.0, 7.0, 14.0, [1, 0, 0, 0, 0]]",미역오이냉국,"[3.15, 0.08, 0.97, [1, 0, 0, 0, 0]]",호박고추장찌개,"[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]",8,1,5
2024-08-09(금),얼큰어묵국,"[0, 0, 0, [0, 0, 0, 0, 1]]",짬뽕찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",순댓국,"[33.78, 10.35, 23.25, [1, 0, 0, 0, 0]]",3,5,4
2024-08-10(토),뿌링클웨지감자,"[0, 0, 0, [0, 0, 0, 0, 1]]",김치국,"[1.39, 1.63, 1.62, [1, 0, 0, 0, 0]]",홍합탕,"[11.91, 7.58, 22.81, [1, 0, 0, 0, 0]]",1,5,7
2024-08-11(일),밥,"[0, 0, 0, [1, 0, 0, 0, 0]]",써니텐오렌지향 250ml,"[32.0, 0.0, 1.0, [1, 0, 0, 0, 0]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]",1,1,3
2024-08-12(월),쇠고기장터국,"[7.0, 3.7, 9.0, [1, 0, 0, 0, 0]]",쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",돼지고기고추장찌개,"[17.55, 4.2, 13.0, [1, 0, 0, 0, 0]]",4,4,4
