날짜,breakfast,breakfast_embedding,lunch,lunch_embedding,dinner,dinner_embedding,breakfast_count,lunch_count,dinner_count,breakfast_kobert,lunch_kobert,dinner_kobert,breakfast_cuisine,lunch_cuisine,dinner_cuisine
2023-07-07(금),모듬어묵국,"19.0, 2.7, 9.0",크루통크림스프,"18.0, 2.8, 1.0",콩나물국,"5.87, 1.54, 2.17",6,1,7,[7.53363706 0.42289998 0.50212626],[ 7.57249524 -3.38975564  0.93749953],[ 8.1515045   1.20180505 -0.49257615],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-07-08(토),크림스프,"11.0, 2.4, 1.0",계란파국,"0.97, 1.08, 1.58",차돌된장찌개,"14.67, 10.78, 19.1",2,4,2,[ 6.48417549 -3.72557317  0.90381386],[-4.90045891  0.07288803  0.19066668],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-07-09(일),떡국,"66.59, 3.21, 11.18",사골설렁탕,"21.98954128440368, 6.213883792048926, 12.138685015290514",닭곰탕,"1.87, 4.75, 18.72",2,2,4,[-4.79259956  0.05050647  0.09883455],[ 7.66564698 -0.23667104 -0.06982351],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-07-10(월),느타리버섯국,"17.0, 6.0, 4.0",비빔당면,"75.92, 9.34, 17.37",새우순두부계란탕,"21.361333333333338, 7.729969696969695, 13.192939393939398",3,2,2,[-4.79259956  0.05050647  0.09883455],[ 6.8547685  -1.51166784  0.1041562 ],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-07-14(금),밥1,"16.860412979351032, 7.111622418879049, 11.757581120943945",,"21.98954128440368, 6.213883792048926, 12.138685015290514",,"21.361333333333338, 7.729969696969695, 13.192939393939398",1,8,7,[ 3.77214458 -0.42328998 -1.10216894],[-3.97256533 -2.67443943 -5.88195359],[-3.12818329 -3.18570451 -5.65319466],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-07-15(토),크루통크림스프,"18.0, 2.8, 1.0",팽이버섯된장국,"21.98954128440368, 6.213883792048926, 12.138685015290514",배추된장국,"8.64, 2.01, 3.8",1,7,4,[ 7.68027677 -3.54522521  0.57777671],[-4.90045891  0.07288803  0.19066668],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-07-16(일),콩나물국,"5.87, 1.54, 2.17",꼬리곰탕,"7.0, 13.0, 32.0",순대국,"33.78, 10.35, 23.25",6,1,4,[ 7.43748693  1.28254551 -0.84403997],[-4.90045891  0.07288803  0.19066668],[ 7.35174894  3.34770675 -0.97383708],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-07-17(월),감자수제비국,"66.44, 6.59, 15.81",대구매운탕,"21.98954128440368, 6.213883792048926, 12.138685015290514",만두육개장,"21.361333333333338, 7.729969696969695, 13.192939393939398",4,1,4,[ 7.4726734  -0.12415785 -0.62602116],[ 7.78605833 -0.10090449 -0.35300923],[ 8.57754625  0.75297773 -0.2150288 ],"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-07-18(화),감자짜글이,"32.0, 1.8, 5.0",쇠고기미역국,"16.08, 6.78, 15.06",비빔당면,"75.92, 9.34, 17.37",3,19,2,[-4.79259956  0.05050647  0.09883455],[-4.90045891  0.07288803  0.19066668],[ 7.65435381 -1.63420436  0.23509751],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-07-19(수),쇠고기무국,"12.07, 8.62, 16.43",물냉면,"64.58, 5.74, 16.5",소머리곰탕,"3.0, 7.0, 36.0",23,1,3,[-4.79259956  0.05050647  0.09883455],[ 6.92449748 -0.14156807 -0.12323153],[ 8.25451761 -1.27564556  0.51468307],"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-07-20(목),북어채국,"3.28, 4.9, 12.81",돼지고기김치찌개,"6.38, 8.09, 8.17",버섯매운탕,"78.0, 8.0, 38.0",4,6,5,[7.56279317 1.50044164 0.25802394],[-4.90045891  0.07288803  0.19066668],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-07-23(일),호박고추장찌개,"13.53, 2.9, 6.9",된장찌개,"16.77, 5.6, 15.01",쇠고기육개장,"6.0, 6.0, 8.0",8,8,9,[-4.79259956  0.05050647  0.09883455],[-4.90045891  0.07288803  0.19066668],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-07-25(화),떡국,"66.59, 3.21, 11.18",짬뽕찌개,"21.98954128440368, 6.213883792048926, 12.138685015290514",쇠고기감자국,"7.0, 2.4, 13.0",2,4,2,[-4.79259956  0.05050647  0.09883455],[-4.90045891  0.07288803  0.19066668],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-07-26(수),김치국,"1.39, 1.63, 1.62",사골곰탕,"0.0, 2.4, 3.0",갈비탕,"11.63, 31.26, 33.29",3,4,5,[6.20841868 0.55155355 0.29702439],[ 7.06448962  0.02010638 -0.3831353 ],[ 7.0000399  -1.08193935 -0.22205055],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-07-28(금),닭곰탕,"1.87, 4.75, 18.72",순두부해물찌개,"5.62, 17.99, 18.25",된장찌개,"16.77, 5.6, 15.01",9,2,1,[-4.79259956  0.05050647  0.09883455],[-4.90045891  0.07288803  0.19066668],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-07-29(토),시리얼,"27.4, 1.12, 2.39",청포묵김가루무침,"21.98954128440368, 6.213883792048926, 12.138685015290514",두부구이,"3.42, 6.94, 8.96",3,1,1,[ 6.65025722 -1.80927727  1.7223161 ],[ 8.28677365 -0.42553431  0.42136417],[ 7.52861826 -0.40982044  0.14611592],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-07-31(월),감자짜글이,"32.0, 1.8, 5.0",참치김치찌개,"6.11, 4.71, 9.71",반도리탕,"40.0, 31.0, 43.0",3,7,2,[-4.79259956  0.05050647  0.09883455],[-4.90045891  0.07288803  0.19066668],[ 7.3407233  -0.94116751 -0.23558702],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-08-01(화),쇠고기육개장,"6.0, 6.0, 8.0",쇠고기미역국,"16.08, 6.78, 15.06",참치김치찌개,"6.11, 4.71, 9.71",5,19,6,[-4.79259956  0.05050647  0.09883455],[-4.90045891  0.07288803  0.19066668],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-08-03(목),닭곰탕,"1.87, 4.75, 18.72",강된장찌개,"16.77, 5.6, 15.01",만두육개장,"21.361333333333338, 7.729969696969695, 13.192939393939398",9,2,4,[-4.79259956  0.05050647  0.09883455],[-4.90045891  0.07288803  0.19066668],[ 8.57754625  0.75297773 -0.2150288 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-08-04(금),감자양파찌개,"14.04, 1.86, 2.04",쇠고기무국,"12.07, 8.62, 16.43",차돌된장찌개,"14.67, 10.78, 19.1",4,5,2,[-4.79259956  0.05050647  0.09883455],[-4.90045891  0.07288803  0.19066668],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]"
2023-08-05(토),반미샌드위치,"34.0, 22.0, 13.0",순두부해물찌개,"5.62, 17.99, 18.25",비빔당면,"75.92, 9.34, 17.37",1,2,2,[-4.79259956  0.05050647  0.09883455],[-4.90045891  0.07288803  0.19066668],[ 7.65435381 -1.63420436  0.23509751],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-08-07(월),쇠고기감자국,"7.0, 2.4, 13.0",사골곰탕,"0.0, 2.4, 3.0",닭고기육개장,"6.0, 6.0, 8.0",3,4,7,[-4.79259956  0.05050647  0.09883455],[ 7.06448962  0.02010638 -0.3831353 ],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-08-08(화),열무된장국,"5.31, 1.35, 3.39",콩국수,"81.4, 10.47, 25.01",짬뽕찌개,"21.361333333333338, 7.729969696969695, 13.192939393939398",2,1,7,[-4.79259956  0.05050647  0.09883455],[ 6.35948049  2.4059743  -0.65867082],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-08-09(수),느타리버섯국,"17.0, 6.0, 4.0",돼지고기김치찌개,"6.38, 8.09, 8.17",떡만둣국,"68.42, 11.05, 15.0",3,6,1,[-4.79259956  0.05050647  0.09883455],[-4.90045891  0.07288803  0.19066668],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-08-11(금),배추된장국,"8.64, 2.01, 3.8",전복물회,"21.98954128440368, 6.213883792048926, 12.138685015290514",새우순두부계란탕,"21.361333333333338, 7.729969696969695, 13.192939393939398",11,2,2,[-4.79259956  0.05050647  0.09883455],[-4.90045891  0.07288803  0.19066668],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-08-12(토),시리얼,"27.4, 1.12, 2.39",,"21.98954128440368, 6.213883792048926, 12.138685015290514",,"21.361333333333338, 7.729969696969695, 13.192939393939398",3,8,7,[ 6.65025722 -1.80927727  1.7223161 ],[-3.97256533 -2.67443943 -5.88195359],[-3.12818329 -3.18570451 -5.65319466],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-08-13(일),호박고추장찌개,"13.53, 2.9, 6.9",순대국,"33.78, 10.35, 23.25",참치김치찌개,"6.11, 4.71, 9.71",8,6,6,[-4.79259956  0.05050647  0.09883455],[ 6.50124477  3.58124569 -0.74379198],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-08-14(월),팽이버섯된장국,"16.860412979351032, 7.111622418879049, 11.757581120943945",홍합살무국,"21.98954128440368, 6.213883792048926, 12.138685015290514",계란파국,"0.97, 1.08, 1.58",4,2,4,[-4.79259956  0.05050647  0.09883455],[ 7.47230959  1.68225945 -0.36882048],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-08-15(화),쇠고기무국,"12.07, 8.62, 16.43",비빔당면,"75.92, 9.34, 17.37",순두부해물찌개,"5.62, 17.99, 18.25",23,2,4,[-4.79259956  0.05050647  0.09883455],[ 6.8547685  -1.51166784  0.1041562 ],[-4.08049001  0.08293834  0.1386981 ],"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-08-16(수),열무된장국,"5.31, 1.35, 3.39",도토리묵사발,"33.0, 4.5, 2.0",쇠고기육개장,"6.0, 6.0, 8.0",2,2,9,[-4.79259956  0.05050647  0.09883455],[ 7.76949624 -0.9725343   0.35482197],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-08-17(목),김치국,"1.39, 1.63, 1.62",함박스테이크,"14.18, 8.81, 12.25",감자수제비국,"66.44, 6.59, 15.81",3,1,8,[6.20841868 0.55155355 0.29702439],[ 7.51693465 -2.1516999   0.80812954],[ 8.24283004 -0.22516979  0.18496603],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]"
2023-08-18(금),닭곰탕,"1.87, 4.75, 18.72",콩나물국,"5.87, 1.54, 2.17",반도리탕,"40.0, 31.0, 43.0",9,10,2,[-4.79259956  0.05050647  0.09883455],[ 7.31326837  1.31295266 -0.43109505],[ 7.3407233  -0.94116751 -0.23558702],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-08-19(토),뉴욕핫도그,"15.0, 8.1, 15.0",감자양파찌개,"14.04, 1.86, 2.04",북어채국,"3.28, 4.9, 12.81",3,1,1,[-4.79259956  0.05050647  0.09883455],[-4.90045891  0.07288803  0.19066668],[8.19754579 1.42552736 0.03218337],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-08-20(일),배추된장국,"8.64, 2.01, 3.8",사골곰탕,"0.0, 2.4, 3.0",강된장찌개,"16.77, 5.6, 15.01",11,4,3,[-4.79259956  0.05050647  0.09883455],[ 7.06448962  0.02010638 -0.3831353 ],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-08-21(월),오징어무국,"3.8, 0.96, 10.35",모듬어묵국,"19.0, 2.7, 9.0",꼬리곰탕,"7.0, 13.0, 32.0",8,2,2,[7.90580651 0.87894036 0.64915943],[7.34361498 0.42022092 0.35526911],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-08-22(화),느타리버섯국,"17.0, 6.0, 4.0",새우순두부계란탕,"21.98954128440368, 6.213883792048926, 12.138685015290514",짬뽕찌개,"21.361333333333338, 7.729969696969695, 13.192939393939398",3,1,7,[-4.79259956  0.05050647  0.09883455],[-4.90045891  0.07288803  0.19066668],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
