날짜,breakfast,breakfast_embedding,lunch,lunch_embedding,dinner,dinner_embedding,breakfast_count,lunch_count,dinner_count,breakfast_kobert,lunch_kobert,dinner_kobert,breakfast_cuisine,lunch_cuisine,dinner_cuisine
2023-02-20,쇠고기죽,"27.0, 3.8, 5.0",청국장,"11.05, 4.19, 10.03",감자수제비,"66.44, 6.59, 15.81",10,12,3,[-4.24927278e+00  7.54436023e-04 -1.83657847e-02],[6.61861359 2.31031082 3.77978738],[ 8.06400525 -0.0494068   0.03938808],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-02-21,닭고기무국,"6.0, 1.1, 6.0",유부우동,"77.0, 3.7, 10.0",등뼈감자탕,"18.028541666666687, 7.269953703703698, 12.044375000000013",20,3,3,[-4.24927278e+00  7.54436023e-04 -1.83657847e-02],[6.61403992 0.41883547 0.24795459],[-4.21856123e+00 -2.97722909e-03  2.46048540e-03],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-02-22,황태채콩나물국,"5.0, 1.5, 8.0",호박된장찌개,"16.77, 5.6, 15.01",돼지고기무찌개,"6.38, 8.09, 8.17",9,14,4,[ 8.81149899  0.39025698 -2.12785434],[-5.22925745  0.614534   -0.2150155 ],[-4.21856123e+00 -2.97722909e-03  2.46048540e-03],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-02-23,배추된장국,"8.64, 2.01, 3.8",미역국,"16.08, 6.78, 15.06",돼지갈비김치찌개,"6.38, 8.09, 8.17",6,12,1,[-4.24927278e+00  7.54436023e-04 -1.83657847e-02],[6.56118835 2.0108636  2.3182247 ],[-4.21856123e+00 -2.97722909e-03  2.46048540e-03],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-02-24,오징어무국,"3.8, 0.96, 10.35",팽이버섯계란국,"23.364628297362138, 6.89143884892086, 11.399088729016809",쇠고기감자국,"7.0, 2.4, 13.0",12,5,8,[8.38547492 1.32952508 1.14021345],[-5.22925745  0.614534   -0.2150155 ],[-4.21856123e+00 -2.97722909e-03  2.46048540e-03],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-02-25,리코타치즈샐러드,"7.11, 8.81, 6.13",,"23.364628297362138, 6.89143884892086, 11.399088729016809",,"18.028541666666687, 7.269953703703698, 12.044375000000013",1,38,4,[ 8.2802194  -3.79833558 -0.44825297],[-4.52618574 -5.72701716  2.05677911],[-3.15471925 -1.56064642 -1.66572223],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-02-26,두부맑은국,"20.506764044943825, 7.193191011235965, 11.196382022471905",차돌육개장,"9.0, 12.0, 18.0",쇠고기미역국,"16.08, 6.78, 15.06",8,1,4,[-4.24927278e+00  7.54436023e-04 -1.83657847e-02],[7.57328998 0.61015923 0.71303965],[-4.21856123e+00 -2.97722909e-03  2.46048540e-03],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-02-28,쇠고기육개장,"6.0, 6.0, 8.0",크림카레스파게티,"62.0, 5.0, 9.0",시래기감자탕,"15.0, 9.0, 30.0",1,2,4,[-4.24927278e+00  7.54436023e-04 -1.83657847e-02],[ 7.34599846 -1.84281764 -3.35098932],[8.31607685 0.04500863 0.54997942],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-03-01,물만둣국,"29.95, 21.79, 24.12",콩나물김치국,"1.79, 1.82, 1.92",근대된장국,"5.82, 1.36, 3.47",10,5,5,[-4.24927278e+00  7.54436023e-04 -1.83657847e-02],[ 7.18938488 -0.40356982 -0.4375926 ],[-4.21856123e+00 -2.97722909e-03  2.46048540e-03],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-03-02,전복죽,"25.0, 6.0, 3.0",쇠고기미역국,"16.08, 6.78, 15.06",계란조갯살찌개,"18.028541666666687, 7.269953703703698, 12.044375000000013",10,7,2,[7.13359315 2.53020139 0.57951202],[-5.22925745  0.614534   -0.2150155 ],[-4.21856123e+00 -2.97722909e-03  2.46048540e-03],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-03-03,감자수제비,"66.44, 6.59, 15.81",청국장,"11.05, 4.19, 10.03",쇠고기육개장,"6.0, 6.0, 8.0",10,12,6,[ 8.04247065 -0.55307461  0.46049884],[6.61861359 2.31031082 3.77978738],[-4.21856123e+00 -2.97722909e-03  2.46048540e-03],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-03-04,햄치즈에그샌드위치,"58.0, 15.0, 16.0",황태채콩나물국,"5.0, 1.5, 8.0",쇠고기모듬버섯찌개,"18.028541666666687, 7.269953703703698, 12.044375000000013",3,1,2,[-4.24927278e+00  7.54436023e-04 -1.83657847e-02],[ 7.75851359 -0.11655598  0.16945479],[-4.21856123e+00 -2.97722909e-03  2.46048540e-03],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-03-05,두부맑은국,"20.506764044943825, 7.193191011235965, 11.196382022471905",강된장찌개,"16.77, 5.6, 15.01",감자계란국,"18.028541666666687, 7.269953703703698, 12.044375000000013",8,17,14,[-4.24927278e+00  7.54436023e-04 -1.83657847e-02],[-5.22925745  0.614534   -0.2150155 ],[-4.21856123e+00 -2.97722909e-03  2.46048540e-03],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-03-06,오징어무국,"3.8, 0.96, 10.35",콩나물김치국,"1.79, 1.82, 1.92",꽃게탕,"3.95, 1.58, 12.87",12,5,1,[8.38547492 1.32952508 1.14021345],[ 7.18938488 -0.40356982 -0.4375926 ],[-4.21856123e+00 -2.97722909e-03  2.46048540e-03],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-03-07,건새우아욱된장국,"20.506764044943825, 7.193191011235965, 11.196382022471905",햄토마토스파게티,"48.0, 3.5, 6.0",생선묵찌개,"18.028541666666687, 7.269953703703698, 12.044375000000013",5,2,2,[-4.24927278e+00  7.54436023e-04 -1.83657847e-02],[ 7.69405949 -1.49078822 -2.66640436],[-4.21856123e+00 -2.97722909e-03  2.46048540e-03],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-03-08,순두부김치찌개,"18.0, 19.0, 18.0",무청시래기국,"26.0, 10.0, 5.0",닭고기무국,"6.0, 1.1, 6.0",5,2,3,[-4.24927278e+00  7.54436023e-04 -1.83657847e-02],[7.54823972 0.51706764 0.37870452],[-4.21856123e+00 -2.97722909e-03  2.46048540e-03],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-03-09,쇠고기무국,"12.07, 8.62, 16.43",해물된장찌개,"15.2, 5.67, 18.57",함박스테이크버거,"14.18, 8.81, 12.25",31,2,4,[-4.24927278e+00  7.54436023e-04 -1.83657847e-02],[-5.22925745  0.614534   -0.2150155 ],[ 8.63266637 -1.89381058 -0.971582  ],"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-03-10,,"20.506764044943825, 7.193191011235965, 11.196382022471905",농후 발효유,"25.94, 0.0, 0.25",대추방울토마토,"3.54, 0.18, 0.79",3,1,1,[-3.19797659 -1.62499641 -0.2803312 ],[ 6.84144282 -0.43947629 -0.15877133],[ 8.65328905 -0.34530661 -1.17583078],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-03-11,햄&치즈베이글,"2.14, 4.82, 9.3",,"23.364628297362138, 6.89143884892086, 11.399088729016809",라면,"55.68, 14.54, 7.9",8,38,5,[ 8.25107576 -3.20029683  0.35253461],[-4.52618574 -5.72701716  2.05677911],[ 5.6790508  -0.63851407  1.1479339 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-03-13,황태채무국,"20.506764044943825, 7.193191011235965, 11.196382022471905",나가사끼짬뽕찌개,"74.0, 9.0, 9.0",맑은순두부계란탕,"18.028541666666687, 7.269953703703698, 12.044375000000013",8,3,5,[ 8.16030566  1.36106038 -1.57654315],[-5.22925745  0.614534   -0.2150155 ],[-4.21856123e+00 -2.97722909e-03  2.46048540e-03],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-03-14,콩나물무채국,"5.99, 1.13, 2.31",팽이버섯된장국,"23.364628297362138, 6.89143884892086, 11.399088729016809",차돌육개장,"9.0, 12.0, 18.0",6,7,2,[ 8.4340132   0.50801418 -1.42416765],[-5.22925745  0.614534   -0.2150155 ],[8.48900105 1.43777039 0.53480049],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
