날짜,breakfast,breakfast_embedding,lunch,lunch_embedding,dinner,dinner_embedding,breakfast_count,lunch_count,dinner_count,breakfast_kobert,lunch_kobert,dinner_kobert,breakfast_cuisine,lunch_cuisine,dinner_cuisine
2024-04-14(일),스팸짜글이,"14.750487804878043, 7.11138211382114, 12.907154471544715",들깨두부탕,"4.0, 4.2, 5.0",참치김치찌개,"6.11, 4.71, 9.71",1,2,6,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-04-15(월),돼지고기애호박찌개,"14.750487804878043, 7.11138211382114, 12.907154471544715",쇠고기미역국,"16.08, 6.78, 15.06",감자계란국,"19.27725806451612, 10.398145161290318, 14.184596774193556",9,20,4,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-04-16(화),팽이버섯장국,"6.96, 0.41, 2.7",부대찌개,"41.11, 38.55, 27.7",얼큰쇠고기무국,"9.6, 3.4, 10.0",7,5,2,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-04-17(수),버섯쇠고기찌개,"14.750487804878043, 7.11138211382114, 12.907154471544715",새우아욱된장국,"4.88, 0.73, 2.68",명태매운탕,"19.27725806451612, 10.398145161290318, 14.184596774193556",4,1,1,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[ 8.24431352 -1.30119746  1.17423089],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-04-18(목),두부감자맑은국,"14.750487804878043, 7.11138211382114, 12.907154471544715",소고기된장찌개,"15.578074074074063, 8.234962962962962, 12.608296296296293",해물짬뽕국,"69.0, 8.0, 18.0",2,2,6,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-04-19(금),쇠고기무국,"12.07, 8.62, 16.43",팽이버섯된장국,"15.578074074074063, 8.234962962962962, 12.608296296296293",순두부찌개,"5.62, 17.99, 18.25",10,3,2,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[-4.52248156  0.04726595  0.06243634],"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-04-20(토),구운야채,"15.39, 0.68, 4.18",풀드포크또띠아,"15.578074074074063, 8.234962962962962, 12.608296296296293",만두육개장,"19.27725806451612, 10.398145161290318, 14.184596774193556",2,1,6,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[8.18003324 0.46519627 0.65676287],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-04-21(일),근대된장국,"5.82, 1.36, 3.47",닭가슴살떡국,"0.0, 1.23, 22.98",차돌된장찌개,"14.67, 10.78, 19.1",1,1,2,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-04-22(월),베이글&딸기쨈,"53.02, 1.7, 10.52",싸이버거,"60.0, 27.0, 28.0",시원한묵사발,"19.27725806451612, 10.398145161290318, 14.184596774193556",1,1,2,[ 6.90230623 -2.26046666  0.91813315],[ 7.51335449 -2.2153033  -0.75034089],[ 8.05348679  0.26534061 -0.23333339],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-04-23(화),얼큰콩나물국,"5.87, 1.54, 2.17",들깨미역국,"11.76, 5.28, 2.78",배추쇠고기국,"19.27725806451612, 10.398145161290318, 14.184596774193556",3,5,2,[ 9.42807636 -0.35702126 -0.04802361],[-4.15463839  0.01347846  0.01381797],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-04-24(수),시금치된장국,"17.48, 2.8, 7.91",일본식쇠고기카레,"39.0, 15.0, 18.0",부대찌개,"41.11, 38.55, 27.7",2,2,14,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-04-25(목),생수,"29.0, 2.2, 6.0",석박지,"3.93, 0.14, 0.81",이온음료,"38.0, 0.0, 0.0",2,1,1,[ 6.58205063  1.46129272 -0.43075921],[ 7.40580733  0.62692295 -1.09091085],[ 7.27702067 -2.3959242   1.59745592],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-04-26(금),황태채국,"1.0, 3.1, 12.0",유부장국,"8.17, 2.48, 5.99",종합어묵국,"26.0, 0.0, 12.0",8,14,8,[ 8.75729398  2.93397599 -0.8164336 ],[ 7.94196989  3.08300445 -0.14816651],[ 8.06754343  2.78105446 -0.11946155],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-04-27(토),팽이버섯장국,"6.96, 0.41, 2.7",차돌박이구이,"0.0, 5.02, 21.41",쇠고기무국,"12.07, 8.62, 16.43",7,1,4,[-3.46611074  0.05539049  0.12494724],[ 8.54905888 -0.7637315  -0.61126039],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]"
2024-04-28(일),시금치된장국,"17.48, 2.8, 7.91",순두부해물찌개,"5.62, 17.99, 18.25",닭고기육개장,"6.0, 6.0, 8.0",2,3,5,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-04-29(월),두부감자맑은국,"14.750487804878043, 7.11138211382114, 12.907154471544715",쇠고기미역국,"16.08, 6.78, 15.06",돼지고기짜글이,"5.0, 8.0, 9.0",2,20,3,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-04-30(화),유부된장국,"8.17, 2.48, 5.99",소갈비탕,"11.63, 31.26, 33.29",호박된장찌개,"16.77, 5.6, 15.01",1,2,1,[-3.46611074  0.05539049  0.12494724],[ 7.37192265 -0.89729961 -0.37359554],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-05-01(수),매운어묵탕,"14.750487804878043, 7.11138211382114, 12.907154471544715",치킨너겟소스,"10.0, 12.0, 15.0",닭가슴살떡국,"0.0, 1.23, 22.98",2,1,2,[ 9.56329958 -0.17115222  0.12911943],[-4.15463839  0.01347846  0.01381797],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-05-02(목),감자계란국,"14.750487804878043, 7.11138211382114, 12.907154471544715",고기듬뿍순댓국,"5.0, 3.2, 6.0",해물짬뽕국,"69.0, 8.0, 18.0",4,7,6,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-05-03(금),쇠고기무국,"12.07, 8.62, 16.43",광어매운탕,"15.578074074074063, 8.234962962962962, 12.608296296296293",부대찌개,"41.11, 38.55, 27.7",10,1,14,[-3.46611074  0.05539049  0.12494724],[8.76808188 0.16198555 1.81763512],[-4.52248156  0.04726595  0.06243634],"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-05-04(토),팽이버섯장국,"6.96, 0.41, 2.7",바베큐폭립,"17.0, 9.0, 25.0",만두육개장,"19.27725806451612, 10.398145161290318, 14.184596774193556",7,1,6,[-3.46611074  0.05539049  0.12494724],[ 8.19712298 -2.39258342 -1.14375845],[8.18003324 0.46519627 0.65676287],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-05-05(일),버섯쇠고기찌개,"14.750487804878043, 7.11138211382114, 12.907154471544715",순두부해물찌개,"5.62, 17.99, 18.25",돈코츠숙주국,"19.27725806451612, 10.398145161290318, 14.184596774193556",4,3,3,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[ 7.47802253  0.99264688 -1.48204885],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-05-06(월),돼지고기김치찌개,"6.38, 8.09, 8.17",쇠고기미역국,"16.08, 6.78, 15.06",햄듬뿍찌개,"19.27725806451612, 10.398145161290318, 14.184596774193556",1,20,4,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-05-07(화),돼지고기애호박찌개,"14.750487804878043, 7.11138211382114, 12.907154471544715",김치어묵수제비,"57.67, 6.81, 15.37",소갈비탕,"11.63, 31.26, 33.29",9,1,4,[-3.46611074  0.05539049  0.12494724],[ 8.59264172 -1.15044573 -1.11833286],[ 6.96286415 -1.52333596 -1.85980699],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-05-08(수),쇠고기장조림,"2.86, 7.38, 16.68",맑은콩나물국,"3.0, 1.0, 5.0",부대찌개,"41.11, 38.55, 27.7",1,6,14,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-05-09(목),쇠고기무국,"12.07, 8.62, 16.43",닭장각곰탕,"15.578074074074063, 8.234962962962962, 12.608296296296293",나가사끼짬뽕국,"74.0, 9.0, 9.0",10,1,4,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[-4.52248156  0.04726595  0.06243634],"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-05-10(금),물만둣국,"29.95, 21.79, 24.12",돈코츠숙주국,"15.578074074074063, 8.234962962962962, 12.608296296296293",마라탕,"16.1, 8.99, 10.08",10,3,1,[-3.46611074  0.05539049  0.12494724],[ 7.88518409  0.65111366 -1.42976444],[ 6.79910241 -1.30851199 -0.77430172],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-05-11(토),햄토마토소스닭가슴살,"53.0, 6.0, 15.0",에그마요샌드위치,"45.0, 26.0, 16.4",닭고기육개장,"6.0, 6.0, 8.0",2,1,5,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-05-12(일),황태채국,"1.0, 3.1, 12.0",참치김치찌개,"6.11, 4.71, 9.71",순두부찌개,"5.62, 17.99, 18.25",8,1,2,[ 8.75729398  2.93397599 -0.8164336 ],[-4.15463839  0.01347846  0.01381797],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-05-13(월),오징어콩나물국,"14.750487804878043, 7.11138211382114, 12.907154471544715",닭고기미역국,"2.0, 3.0, 9.0",소고기된장찌개,"19.27725806451612, 10.398145161290318, 14.184596774193556",4,3,3,[ 9.65340882 -0.28453006  0.10452297],[-4.15463839  0.01347846  0.01381797],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-05-15(수),소시지구이,"23.0, 20.0, 11.0",배추쇠고기국,"15.578074074074063, 8.234962962962962, 12.608296296296293",부대찌개,"41.11, 38.55, 27.7",3,2,14,[ 8.50195349 -2.22604627  1.21106201],[-4.15463839  0.01347846  0.01381797],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-05-16(목),팽이버섯장국,"6.96, 0.41, 2.7",얼큰새우탕,"15.578074074074063, 8.234962962962962, 12.608296296296293",차돌된장찌개,"14.67, 10.78, 19.1",7,3,2,[-3.46611074  0.05539049  0.12494724],[ 8.5588287 -1.1186599  1.4893452],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-05-17(금),돼지고기애호박찌개,"14.750487804878043, 7.11138211382114, 12.907154471544715",쇠고기샤브국,"7.0, 2.4, 13.0",종합어묵국,"26.0, 0.0, 12.0",9,3,8,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[ 8.06754343  2.78105446 -0.11946155],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-05-18(토),비프찹스테이크,"20.0, 8.0, 12.0",유부장국,"8.17, 2.48, 5.99",닭곰탕,"1.87, 4.75, 18.72",1,14,4,[ 9.13355067 -2.78303989  0.64711129],[ 7.94196989  3.08300445 -0.14816651],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-05-19(일),얼큰쇠고기무국,"9.6, 3.4, 10.0",들깨두부탕,"4.0, 4.2, 5.0",참치김치찌개,"6.11, 4.71, 9.71",13,2,6,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-05-20(월),맛김,"1.3, 1.5, 1.2",겉절이김치,"15.578074074074063, 8.234962962962962, 12.608296296296293",카레소스,"29.0, 5.0, 8.0",1,2,1,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[ 6.91775922 -2.19166575 -0.66681395],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-05-22(수),햄치즈샌드위치,"42.0, 11.0, 17.0",차돌볶음우동,"69.0, 4.3, 7.0",얼큰콩나물국,"5.87, 1.54, 2.17",1,1,6,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[ 8.39069239 -0.08269618 -0.66718457],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-05-23(목),얼큰쇠고기무국,"9.6, 3.4, 10.0",시래기등뼈감자탕,"15.0, 9.0, 30.0",쇠고기육개장,"6.0, 6.0, 8.0",13,2,7,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-05-24(금),쇠고기두부탕국,"14.750487804878043, 7.11138211382114, 12.907154471544715",대구지리탕,"15.578074074074063, 8.234962962962962, 12.608296296296293",매운어묵탕,"19.27725806451612, 10.398145161290318, 14.184596774193556",7,2,6,[-3.46611074  0.05539049  0.12494724],[ 7.99197924 -0.69066776  0.45602611],[ 8.59291146 -0.66427312  1.43256931],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-05-26(일),황태채국,"1.0, 3.1, 12.0",오징어무국,"3.8, 0.96, 10.35",전투식량,"19.27725806451612, 10.398145161290318, 14.184596774193556",8,4,1,[ 8.75729398  2.93397599 -0.8164336 ],[8.48386373 1.18632134 0.25125742],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-05-27(월),닭곰탕,"1.87, 4.75, 18.72",쇠고기미역국,"16.08, 6.78, 15.06",부추달걀국,"19.27725806451612, 10.398145161290318, 14.184596774193556",4,20,6,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-05-28(화),참치두부찌개,"5.62, 17.99, 18.25",순두부해물찌개,"5.62, 17.99, 18.25",돼지고기짜글이,"5.0, 8.0, 9.0",1,3,3,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-05-29(수),종합어묵국,"26.0, 0.0, 12.0",유부장국,"8.17, 2.48, 5.99",물만둣국,"29.95, 21.79, 24.12",2,14,2,[ 9.11897622  1.9768465  -0.19135762],[ 7.94196989  3.08300445 -0.14816651],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-05-30(목),버섯쇠고기찌개,"14.750487804878043, 7.11138211382114, 12.907154471544715",고기듬뿍돼지국밥,"15.578074074074063, 8.234962962962962, 12.608296296296293",스팸짜글이,"19.27725806451612, 10.398145161290318, 14.184596774193556",4,4,2,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-05-31(금),새우계란탕,"39.0, 7.0, 7.0",꽃게된장찌개,"15.2, 5.67, 18.57",사골곰탕,"0.0, 2.4, 3.0",2,1,4,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[ 7.39213471 -0.94298677 -1.89625711],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-06-01(토),LA갈비구이,"1.7, 20.92, 18.03",시원한묵사발,"15.578074074074063, 8.234962962962962, 12.608296296296293",쇠고기미역국,"16.08, 6.78, 15.06",1,1,1,[ 7.8889907  -2.12620761  0.17133502],[8.35383461 0.43267581 0.39241561],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-06-02(일),모듬장조림,"14.750487804878043, 7.11138211382114, 12.907154471544715",쇠고기버섯볶음,"3.91, 6.23, 10.92",진미채무침,"19.27725806451612, 10.398145161290318, 14.184596774193556",1,1,1,[ 8.8641856  -1.43688042  0.54499994],[-4.15463839  0.01347846  0.01381797],[ 7.29632124 -1.27947364  1.48465101],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-06-03(월),오징어무국,"3.8, 0.96, 10.35",부대찌개,"41.11, 38.55, 27.7",소갈비탕,"11.63, 31.26, 33.29",2,5,4,[9.23507924 0.47360884 0.44805156],[-4.15463839  0.01347846  0.01381797],[ 6.96286415 -1.52333596 -1.85980699],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-06-04(화),닭곰탕,"1.87, 4.75, 18.72",고기듬뿍순댓국,"5.0, 3.2, 6.0",돈코츠숙주국,"19.27725806451612, 10.398145161290318, 14.184596774193556",4,7,3,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[ 7.47802253  0.99264688 -1.48204885],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-06-05(수),물만둣국,"29.95, 21.79, 24.12",팽이버섯된장국,"15.578074074074063, 8.234962962962962, 12.608296296296293",게살계란탕,"19.27725806451612, 10.398145161290318, 14.184596774193556",10,3,2,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-06-06(목),쇠고기무국,"12.07, 8.62, 16.43",돼지고기김치찌개,"6.38, 8.09, 8.17",부추달걀국,"19.27725806451612, 10.398145161290318, 14.184596774193556",10,3,6,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[-4.52248156  0.04726595  0.06243634],"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-06-07(금),쇠고기두부탕국,"14.750487804878043, 7.11138211382114, 12.907154471544715",치킨가스소스,"27.0, 3.5, 2.0",종합어묵국,"26.0, 0.0, 12.0",7,1,8,[-3.46611074  0.05539049  0.12494724],[ 8.37906953 -1.88383016  0.22689114],[ 8.06754343  2.78105446 -0.11946155],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-06-08(토),돈육탄두리또띠아,"14.750487804878043, 7.11138211382114, 12.907154471544715",닭고기또띠아롤,"26.0, 6.0, 8.0",쇠고기육개장,"6.0, 6.0, 8.0",1,1,7,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-06-09(일),쇠고기떡국,"0.0, 2.5, 20.0",순두부찌개,"5.62, 17.99, 18.25",팽이버섯장국,"6.96, 0.41, 2.7",3,1,4,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-06-10(월),참치김치찌개,"6.11, 4.71, 9.71",들깨미역국,"11.76, 5.28, 2.78",쇠고기샤브국,"7.0, 2.4, 13.0",4,5,3,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
