날짜,조식,중식,석식,breakfast_embedding,lunch_embedding,dinner_embedding
2023-02-24(금),밥,잡채밥,밥,,,
2023-02-24(금),닭고기무국,짬뽕찌개,새우순두부계란탕,"[6.0, 1.1, 6.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-02-24(금),베이컨떡말이,찹쌀탕수육,눈꽃치즈로제돈가스,"[10.0, 47.0, 26.0, [1, 0, 0, 0, 0]]","[23.01, 7.74, 9.38, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-02-24(금),무말랭이무침,단무지,치커리사과무침,"[30.6, 7.42, 4.62, [1, 0, 0, 0, 0]]","[0.98, 0.06, 0.21, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-02-24(금),일반배추김치,일반배추김치,깍두기,"[1.58, 0.12, 0.66, [1, 0, 0, 0, 0]]","[1.58, 0.12, 0.66, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2023-02-24(금),우유),짜먹는요구르트,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[12.0, 5.0, 6.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-02-25(토),햄치즈버거,언양식불고기덮밥,밥,"[42.0, 17.0, 18.0, [1, 0, 0, 0, 0]]",,
2023-02-25(토),씨리얼우유,양파계란볶음,쇠고기달래된장찌개,"[20.0, 0.6, 5.0, [1, 0, 0, 0, 0]]","[7.23, 4.17, 1.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-02-25(토),해시브라운,닭가슴살샐러드,해물파전,"[0.0, 2.4, 2.0, [1, 0, 0, 0, 0]]","[2.13, 16.36, 11.11, [1, 0, 0, 0, 0]]","[24.54, 9.82, 13.2, [1, 0, 0, 0, 0]]"
2023-02-25(토),우유),깍두기,콩나물게맛살냉채,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-02-25(토),,바나나맛우유,깍두기,"[0, 0, 0, [0, 0, 0, 0, 1]]","[27.0, 8.0, 7.0, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2023-02-26(일),밥,제육덮밥,밥,,,
2023-02-26(일),호박고추장찌개,오징어배추해장국,사골떡왕만둣국,"[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[9.0, 4.0, 2.0, [1, 0, 0, 0, 0]]"
2023-02-26(일),새송이버섯야채볶음,크래미계란찜,갈릭닭가슴살버섯볶음,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-02-26(일),김자반,석박지,간장깻잎지,"[3.93, 4.58, 3.51, [1, 0, 0, 0, 0]]","[3.93, 0.14, 0.81, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-02-26(일),에그타르트,,가공우유,"[22.0, 4.6, 2.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-02-26(일),배추김치,,일반배추김치,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[1.58, 0.12, 0.66, [1, 0, 0, 0, 0]]"
2023-02-26(일),우유),,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-02-27(월),밥,찹쌀밥,밥,,,
2023-02-27(월),순두부찌개,쇠고기청국장찌개,미역된장국,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]","[19.0, 15.0, 21.0, [1, 0, 0, 0, 0]]","[2.34, 0.08, 1.0, [1, 0, 0, 0, 0]]"
2023-02-27(월),베이컨감자채볶음,훈제오리볶음,호박새우볶음,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0.0, 24.8, 19.79, [1, 0, 0, 0, 0]]","[6.99, 10.24, 1.6, [1, 0, 0, 0, 0]]"
2023-02-27(월),청포묵무침,오징어초고추장무침,쇠고기꽈리고추조림,"[11.5, 0.88, 0.92, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-02-27(월),일반배추김치,일반배추김치,일반배추김치,"[1.58, 0.12, 0.66, [1, 0, 0, 0, 0]]","[1.58, 0.12, 0.66, [1, 0, 0, 0, 0]]","[1.58, 0.12, 0.66, [1, 0, 0, 0, 0]]"
2023-02-27(월),우유),,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-02-28(화),김가루볶음밥,현미밥,밥,,,
2023-02-28(화),감자수제비국,닭곰탕,물만두국,"[66.44, 6.59, 15.81, [1, 0, 0, 0, 0]]","[1.87, 4.75, 18.72, [1, 0, 0, 0, 0]]","[29.95, 21.79, 24.12, [1, 0, 0, 0, 0]]"
2023-02-28(화),부들어묵볶음,대만식지파이/허니버터시즈닝,미트볼데리야끼조림,"[14.2, 4.9, 7.19, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-02-28(화),콩나물무침,삼치순살조림,김치전,"[5.99, 1.13, 2.31, [1, 0, 0, 0, 0]]","[3.51, 3.85, 11.39, [1, 0, 0, 0, 0]]","[17.22, 6.71, 6.32, [1, 0, 0, 0, 0]]"
2023-02-28(화),석박지,참나물상추겉절이,일반배추김치,"[3.93, 0.14, 0.81, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[1.58, 0.12, 0.66, [1, 0, 0, 0, 0]]"
2023-02-28(화),우유),깍두기,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-02-28(화),,세척사과,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-03-01(수),밥,밥,밥,,,
2023-03-01(수),쇠고기육개장,된장국,느타리버섯배추국,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]","[9.93, 1.85, 5.55, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-03-01(수),감자채볶음,LA갈비구이,대패삼겹살볶음,"[15.24, 6.03, 1.63, [1, 0, 0, 0, 0]]","[1.7, 20.92, 18.03, [1, 0, 0, 0, 0]]","[34.0, 6.0, 6.0, [1, 0, 0, 0, 0]]"
2023-03-01(수),스팸구이,마늘쫑무침,골뱅이야채무침,"[32.0, 3.9, 6.0, [1, 0, 0, 0, 0]]","[11.05, 2.72, 2.29, [1, 0, 0, 0, 0]]","[34.68, 4.46, 29.85, [1, 0, 0, 0, 0]]"
2023-03-01(수),가공우유,갓김치,깍두기,"[0, 0, 0, [0, 0, 0, 0, 1]]","[13.83, 1.75, 5.89, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2023-03-01(수),배추김치,,,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-03-02(목),밥,잡곡밥,밥,,,
2023-03-02(목),버섯쇠고기찌개,쇠고기된장찌개,모닝빵&딸기잼,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[17.42, 1.43, 3.28, [1, 0, 0, 0, 0]]"
2023-03-02(목),두부구이,웨지감자비엔나구이,오징어해물우동볶음,"[3.42, 6.94, 8.96, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-03-02(목),미트볼양념조림,고등어무조림,한입고구마함박스테이크,"[0, 0, 0, [0, 0, 0, 0, 1]]","[9.0, 7.0, 23.0, [1, 0, 0, 0, 0]]","[82.0, 17.0, 17.0, [1, 0, 0, 0, 0]]"
2023-03-02(목),깍두기,시금치무침,크림스프,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[8.39, 3.14, 3.78, [1, 0, 0, 0, 0]]","[11.0, 2.4, 1.0, [1, 0, 0, 0, 0]]"
2023-03-02(목),,일반배추김치,닭가슴살샐러드,"[0, 0, 0, [0, 0, 0, 0, 1]]","[1.58, 0.12, 0.66, [1, 0, 0, 0, 0]]","[2.13, 16.36, 11.11, [1, 0, 0, 0, 0]]"
2023-03-03(금),밥,밥,햄야채볶음밥,,,
2023-03-03(금),아욱된장국,해물순두부찌개,배추된장국,"[4.88, 0.73, 2.68, [1, 0, 0, 0, 0]]","[13.31, 16.19, 25.76, [1, 0, 0, 0, 0]]","[8.64, 2.01, 3.8, [1, 0, 0, 0, 0]]"
2023-03-03(금),갈비만두찜,삼겹살구이,깐쇼새우,"[34.0, 4.4, 10.0, [1, 0, 0, 0, 0]]","[0.62, 29.82, 18.21, [1, 0, 0, 0, 0]]","[17.14, 6.71, 11.26, [1, 0, 0, 0, 0]]"
2023-03-03(금),돈육표고장조림,콩나물매운무침,오이무침,"[0, 0, 0, [0, 0, 0, 0, 1]]","[5.99, 1.13, 2.31, [1, 0, 0, 0, 0]]","[7.72, 1.55, 1.58, [1, 0, 0, 0, 0]]"
2023-03-03(금),배추김치,상추/깻잎/청경채/무말랭이무침,깍두기,,"[2.79, 0.15, 1.36, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2023-03-03(금),,열무김치,,"[0, 0, 0, [0, 0, 0, 0, 1]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-03-04(토),씨리얼우유,셀프주먹밥,밀쌀밥,"[20.0, 0.6, 5.0, [1, 0, 0, 0, 0]]",,
2023-03-04(토),뉴욕핫도그,우동국,쇠고기장터국,"[15.0, 8.1, 15.0, [1, 0, 0, 0, 0]]","[12.38, 2.74, 1.62, [1, 0, 0, 0, 0]]","[7.0, 3.7, 9.0, [1, 0, 0, 0, 0]]"
2023-03-04(토),치즈볼,돼지갈비폭찹,시금치어묵잡채,"[2.0, 6.0, 1.0, [1, 0, 0, 0, 0]]","[0.0, 18.5, 26.41, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-03-04(토),양상추샐러드,감자버터구이,순살치킨꼬치,"[8.84, 3.66, 1.45, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[20.0, 12.0, 12.0, [1, 0, 0, 0, 0]]"
2023-03-04(토),라떼커피,일반배추김치,일반배추김치,"[12.36, 5.51, 8.81, [1, 0, 0, 0, 0]]","[1.58, 0.12, 0.66, [1, 0, 0, 0, 0]]","[1.58, 0.12, 0.66, [1, 0, 0, 0, 0]]"
2023-03-05(일),스팸김치덮밥,밥,밥,,,
2023-03-05(일),사골순댓국,감자계란국,된장국,"[12.0, 8.0, 26.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[9.93, 1.85, 5.55, [1, 0, 0, 0, 0]]"
2023-03-05(일),간장깻잎지,닭갈비,돼지고기콩나물볶음,"[0, 0, 0, [0, 0, 0, 0, 1]]","[14.39, 8.99, 13.4, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-03-05(일),깍두기,가공우유,양배추쌈,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[5.58, 0.12, 1.44, [1, 0, 0, 0, 0]]"
2023-03-05(일),,고구마샐러드,배추김치,"[0, 0, 0, [0, 0, 0, 0, 1]]","[29.0, 16.0, 1.0, [1, 0, 0, 0, 0]]",
2023-03-05(일),,깍두기,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-03-06(월),밥,흑미밥,밀쌀밥,,,
2023-03-06(월),맑은된장국,냉이된장국,근대된장국,"[0, 0, 0, [0, 0, 0, 0, 1]]","[15.24, 3.41, 9.74, [1, 0, 0, 0, 0]]","[5.82, 1.36, 3.47, [1, 0, 0, 0, 0]]"
2023-03-06(월),목살찹스테이크,돼지고기고추장볶음,훈제오리볶음,"[8.0, 19.0, 50.0, [1, 0, 0, 0, 0]]","[39.0, 6.0, 11.0, [1, 0, 0, 0, 0]]","[0.0, 24.8, 19.79, [1, 0, 0, 0, 0]]"
2023-03-06(월),매콤감자조림,맛살겨자무침,도토리묵무침,"[6.66, 1.68, 0.79, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[8.78, 0.82, 0.66, [1, 0, 0, 0, 0]]"
2023-03-06(월),배추김치,오징어젓무침,깍두기,,"[34.0, 1.7, 9.0, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2023-03-06(월),,총각김치,,"[0, 0, 0, [0, 0, 0, 0, 1]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-03-07(화),김가루볶음밥,돈코츠라멘,치킨마요덮밥,,"[83.47, 10.74, 14.48, [1, 0, 0, 0, 0]]",
2023-02-07(화),,사과,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[13.81, 0.17, 0.26, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-02-08(수),김가루볶음밥,잡곡밥,밥,,,
2023-02-08(수),옹심이미역국,콩나물국,쇠고기장터국,"[0, 0, 0, [0, 0, 0, 0, 1]]","[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]","[7.0, 3.7, 9.0, [1, 0, 0, 0, 0]]"
2023-02-08(수),청양풍매운어묵볶음,제육볶음,수제소시지구이,"[0, 0, 0, [0, 0, 0, 0, 1]]","[10.37, 11.03, 13.21, [1, 0, 0, 0, 0]]","[4.0, 7.0, 26.0, [1, 0, 0, 0, 0]]"
2023-02-08(수),잎새만두찜,부추전,연두부양념장,"[66.0, 52.0, 27.0, [1, 0, 0, 0, 0]]","[20.56, 5.49, 10.48, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-02-08(수),일반배추김치,풋고추된장무침,육포,"[1.58, 0.12, 0.66, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[11.0, 25.6, 33.2, [1, 0, 0, 0, 0]]"
2023-02-08(수),우유),일반배추김치,일반배추김치,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[1.58, 0.12, 0.66, [1, 0, 0, 0, 0]]","[1.58, 0.12, 0.66, [1, 0, 0, 0, 0]]"
2023-02-09(목),밀쌀밥,야채카레덮밥,밥,,,
2023-02-09(목),쇠고기육개장,맑은된장국,돼지고기김찌찌개,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[15.0, 6.0, 10.0, [1, 0, 0, 0, 0]]"
2023-02-09(목),쥐포채볶음,떡갈비,스마일감자튀김/케첩,"[3.15, 4.2, 9.89, [1, 0, 0, 0, 0]]","[2.03, 14.6, 16.49, [1, 0, 0, 0, 0]]","[3.76, 0.06, 0.26, [1, 0, 0, 0, 0]]"
2023-02-09(목),동그랑땡,시금치무침,떡갈비피망조림,"[0.93, 2.11, 1.72, [1, 0, 0, 0, 0]]","[8.39, 3.14, 3.78, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-02-09(목),총각김치,일반배추김치,가공우유,,"[1.58, 0.12, 0.66, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-02-09(목),소시지,,일반배추김치,"[0.97, 8.77, 5.12, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[1.58, 0.12, 0.66, [1, 0, 0, 0, 0]]"
2023-02-10(금),밥,흑미밥,치즈닭갈비주먹밥,,,
2023-02-10(금),설렁탕,한우소머리국밥,쌀국수,"[42.7, 12.93, 32.67, [1, 0, 0, 0, 0]]",,"[55.0, 4.2, 16.0, [1, 0, 0, 0, 0]]"
2023-02-10(금),미트볼조랭이떡조림,닭갈비,샤오롱바오,"[0, 0, 0, [0, 0, 0, 0, 1]]","[14.39, 8.99, 13.4, [1, 0, 0, 0, 0]]","[37.0, 16.0, 12.0, [1, 0, 0, 0, 0]]"
2023-02-10(금),양념깻잎지무침,치즈스틱,일반배추김치,"[0, 0, 0, [0, 0, 0, 0, 1]]","[12.24, 9.4, 8.7, [1, 0, 0, 0, 0]]","[1.58, 0.12, 0.66, [1, 0, 0, 0, 0]]"
2023-02-10(금),일반배추김치,오이양파무침,,"[1.58, 0.12, 0.66, [1, 0, 0, 0, 0]]","[7.72, 1.55, 1.58, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-02-10(금),우유),마카롱,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[10.43, 2.41, 1.06, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-02-10(금),,일반배추김치,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[1.58, 0.12, 0.66, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-02-11(토),치아바타샌드위치,스리라차삼겹덮밥,밥,"[197.0, 97.0, 77.0, [1, 0, 0, 0, 0]]",,
2023-02-11(토),씨리얼우유,팽이버섯계란국,쇠고기버섯들깨국,"[20.0, 0.6, 5.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-02-11(토),버팔로치킨윙,파인애플함박스테이크,돼지고기두반장볶음,"[9.0, 10.0, 17.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-02-11(토),양상추샐러드,일반배추김치,콩나물매운무침,"[8.84, 3.66, 1.45, [1, 0, 0, 0, 0]]","[1.58, 0.12, 0.66, [1, 0, 0, 0, 0]]","[5.99, 1.13, 2.31, [1, 0, 0, 0, 0]]"
2023-02-11(토),우유),에이드,배추김치,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[33.0, 0.0, 1.0, [1, 0, 0, 0, 0]]",
2023-02-12(일),밥,밥,밥,,,
2023-02-12(일),사골미역국,닭곰탕,무청시래기국,"[4.0, 0.5, 1.0, [1, 0, 0, 0, 0]]","[1.87, 4.75, 18.72, [1, 0, 0, 0, 0]]","[26.0, 10.0, 5.0, [1, 0, 0, 0, 0]]"
2023-02-12(일),돼지고기호박볶음,궁중섭산적,돼지고기감자조림,"[2.86, 9.51, 8.69, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[3.09, 9.74, 15.9, [1, 0, 0, 0, 0]]"
2023-02-12(일),도토리묵무침,매콤볼어묵조림,김치전,"[8.78, 0.82, 0.66, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[17.22, 6.71, 6.32, [1, 0, 0, 0, 0]]"
2023-02-12(일),총각김치,일반배추김치,일반배추김치,,"[1.58, 0.12, 0.66, [1, 0, 0, 0, 0]]","[1.58, 0.12, 0.66, [1, 0, 0, 0, 0]]"
2023-02-12(일),우유),아이스샌드,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[23.0, 8.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-02-13(월),장조림버터비빔밥,검은콩밥,밥,,,
2023-02-13(월),어묵콩나물국,등뼈감자탕,두부맑은국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-02-13(월),쇠고기두부찜,주꾸미돈육볶음,매운오징어볶음,"[0, 0, 0, [0, 0, 0, 0, 1]]","[10.52, 7.12, 20.53, [1, 0, 0, 0, 0]]","[39.04, 9.4, 14.62, [1, 0, 0, 0, 0]]"
2023-02-13(월),배추김치,브로콜리깨소금무침,멘치카츠,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[14.0, 15.0, 12.0, [1, 0, 0, 0, 0]]"
2023-02-13(월),우유),열무김치,배추김치,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]",,
2023-02-14(화),밥,잡곡밥,새우버거,,,"[46.0, 26.0, 15.0, [1, 0, 0, 0, 0]]"
2023-02-14(화),쇠고기호박찌개,팽이버섯두부국,씨리얼우유,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[20.0, 0.6, 5.0, [1, 0, 0, 0, 0]]"
2023-02-14(화),토핑맛살계란찜,돈육오징어볶음,케이준치킨샐러드,"[0, 0, 0, [0, 0, 0, 0, 1]]","[8.66, 4.59, 12.41, [1, 0, 0, 0, 0]]","[10.0, 2.2, 16.0, [1, 0, 0, 0, 0]]"
2023-02-14(화),고추참치조림,피자치즈롤까스,우유),"[5.8, 2.21, 1.51, [1, 0, 0, 0, 0]]","[105.0, 39.0, 32.0, [1, 0, 0, 0, 0]]","[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]"
2023-02-14(화),가공우유,페레로로쉐,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[5.5, 5.5, 1.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-02-14(화),일반배추김치,배추김치,,"[1.58, 0.12, 0.66, [1, 0, 0, 0, 0]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-02-15(수),밥,곤드레밥/양념장,밥,,,
2023-02-15(수),순두부버섯탕,닭고기육개장,근대된장국,"[19.0, 19.0, 21.0, [1, 0, 0, 0, 0]]","[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]","[5.82, 1.36, 3.47, [1, 0, 0, 0, 0]]"
2023-02-15(수),순살치킨꼬치,광양식떡불고기,건새우볶음,"[20.0, 12.0, 12.0, [1, 0, 0, 0, 0]]","[7.0, 2.1, 17.0, [1, 0, 0, 0, 0]]","[1.98, 3.15, 23.26, [1, 0, 0, 0, 0]]"
2023-02-15(수),불고기오믈렛,오이무침,돈육굴소스양배추볶음,"[27.0, 11.0, 15.0, [1, 0, 0, 0, 0]]","[7.72, 1.55, 1.58, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-02-15(수),일반배추김치,도시락김,일반배추김치,"[1.58, 0.12, 0.66, [1, 0, 0, 0, 0]]","[1.0, 1.9, 1.0, [1, 0, 0, 0, 0]]","[1.58, 0.12, 0.66, [1, 0, 0, 0, 0]]"
2023-02-15(수),우유),일반배추김치,"아이스크림, 떠먹는형","[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[1.58, 0.12, 0.66, [1, 0, 0, 0, 0]]","[6.49, 0.08, 0.0, [1, 0, 0, 0, 0]]"
2023-02-16(목),밥,잡곡밥,밥,,,
2023-02-16(목),햄감자찌개,쇠고기미역국,두부고추장찌개,"[14.04, 1.86, 2.04, [1, 0, 0, 0, 0]]","[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]","[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]"
2023-02-16(목),달걀말이,잡채어묵볶음,치킨까스,"[3.89, 11.49, 9.52, [1, 0, 0, 0, 0]]","[14.2, 4.9, 7.19, [1, 0, 0, 0, 0]]","[12.53, 16.61, 19.77, [1, 0, 0, 0, 0]]"
2023-02-16(목),황도샐러드,고등어감자조림,맛살겨자무침,"[0, 0, 0, [0, 0, 0, 0, 1]]","[6.19, 12.55, 19.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
