날짜,조식,중식,석식,breakfast_embedding,lunch_embedding,dinner_embedding
2022-05-07,맛살오이겨자냉채,씨리얼,도토리묵무침,"[0, 0, 0, [0, 0, 0, 0, 1]]","[27.4, 1.12, 2.39, [1, 0, 0, 0, 0]]","[8.78, 0.82, 0.66, [1, 0, 0, 0, 0]]"
2022-05-07,배추김치,우유),깍두기,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2022-05-07,,탄산음료,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-05-08,밥,소불고기덮밥,밥,,,
2022-05-08,사골곰탕,떡볶이,돼지국밥,"[0.0, 2.4, 3.0, [1, 0, 0, 0, 0]]","[60.42, 2.91, 6.97, [1, 0, 0, 0, 0]]",
2022-05-08,오징어브로콜리숙회,조미김,부추겉절이,"[0, 0, 0, [0, 0, 0, 0, 1]]","[1.55, 1.91, 0.68, [1, 0, 0, 0, 0]]","[5.46, 1.66, 3.02, [1, 0, 0, 0, 0]]"
2022-05-08,깍두기,단무지,오이양파장아찌,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[0.98, 0.06, 0.21, [1, 0, 0, 0, 0]]","[3.74, 0.32, 0.55, [1, 0, 0, 0, 0]]"
2022-05-08,"남양유업,과수원오렌지,190ml",배추김치,깍두기,"[22.0, 0.0, 1.0, [1, 0, 0, 0, 0]]",,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2022-05-08,,스트링치즈,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[1.0, 4.8, 4.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-05-09,밥,잡곡밥,밥,,,
2022-05-09,호박된장국,순두부해물찌개,돈육김치찌개,"[9.0, 0.9, 3.0, [1, 0, 0, 0, 0]]","[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]","[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]"
2022-05-09,건새우마늘쫑볶음,함박스테이크*소스,고구마고로케,"[0, 0, 0, [0, 0, 0, 0, 1]]","[12.0, 11.0, 16.0, [1, 0, 0, 0, 0]]","[10.0, 4.6, 8.0, [1, 0, 0, 0, 0]]"
2022-05-09,쇠고기메추리알조림,꽃맛살샐러드,닭봉달콤간장조림,"[0, 0, 0, [0, 0, 0, 0, 1]]","[10.0, 12.0, 6.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-05-09,깍두기,배추김치,깍두기,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]",,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2022-05-09,우유),,"아이스크림, 떠먹는형","[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[6.49, 0.08, 0.0, [1, 0, 0, 0, 0]]"
2022-05-10,밥,잡곡밥,새우버거,,,"[46.0, 26.0, 15.0, [1, 0, 0, 0, 0]]"
2022-05-10,콩나물국,유부어묵국,케이준감자튀김,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]","[69.0, 9.0, 17.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-05-10,오징어채볶음,제육볶음,우유),"[8.56, 4.36, 12.09, [1, 0, 0, 0, 0]]","[10.37, 11.03, 13.21, [1, 0, 0, 0, 0]]","[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]"
2022-05-10,두부김치,야채튀김,탄산음료,,"[0.96, 0.71, 0.3, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-05-10,깍두기,쌈무,대추방울토마토,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[0.6, 0.04, 0.16, [1, 0, 0, 0, 0]]","[3.54, 0.18, 0.79, [1, 0, 0, 0, 0]]"
2022-05-10,"매일유업,피크닉청포도,200ml",모듬쌈,,"[16.0, 5.0, 4.0, [1, 0, 0, 0, 0]]","[2.32, 0.11, 0.55, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-05-10,,배추김치,,"[0, 0, 0, [0, 0, 0, 0, 1]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-05-11,간장계란밥,잡곡밥,낙지볶음밥,,,
2022-05-11,팽이버섯된장국,감자수제비국,돈가스,"[0, 0, 0, [0, 0, 0, 0, 1]]","[66.44, 6.59, 15.81, [1, 0, 0, 0, 0]]","[24.56, 30.6, 45.16, [1, 0, 0, 0, 0]]"
2022-05-11,비엔나소시지야채볶음,치킨텐더,양상추샐러드,"[0, 0, 0, [0, 0, 0, 0, 1]]","[5.06, 5.32, 4.93, [1, 0, 0, 0, 0]]","[8.84, 3.66, 1.45, [1, 0, 0, 0, 0]]"
2022-05-11,조미김,골뱅이야채무침,가공우유,"[1.55, 1.91, 0.68, [1, 0, 0, 0, 0]]","[34.68, 4.46, 29.85, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-05-11,깍두기,배추김치,배추김치,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]",,
2022-05-11,우유),,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-05-12,삶은계란,팔보채덮밥,밥,"[0.56, 5.3, 6.29, [1, 0, 0, 0, 0]]",,
2022-05-12,양송이스프,짬뽕찌개,김치짜글이찌개,"[7.0, 14.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[89.0, 5.0, 14.0, [1, 0, 0, 0, 0]]"
2022-05-12,씨리얼,군만두튀김,김말이튀김,"[27.4, 1.12, 2.39, [1, 0, 0, 0, 0]]","[10.31, 3.15, 3.53, [1, 0, 0, 0, 0]]","[7.32, 2.88, 1.84, [1, 0, 0, 0, 0]]"
2022-05-12,샌드위치,미나리콩나물무침,감자튀김&케첩,"[33.35, 15.48, 20.69, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[20.33, 8.01, 1.98, [1, 0, 0, 0, 0]]"
2022-05-12,우유),배추김치,닭살냉채&무쌈,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-05-12,커피음료,,파김치,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[3.13, 0.12, 0.76, [1, 0, 0, 0, 0]]"
2022-05-13,흑미밥,산채비빔밥/약고추장,후리카케밥,,,
2022-05-13,얼갈이된장국,미소된장국,해물볶음우동,"[21.0, 4.3, 9.0, [1, 0, 0, 0, 0]]","[7.78, 3.36, 6.02, [1, 0, 0, 0, 0]]","[77.0, 8.0, 19.0, [1, 0, 0, 0, 0]]"
2022-05-13,돼지고기김치볶음,데리야끼갈비산적구이,달걀국,"[2.86, 9.51, 8.69, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[1.1, 3.83, 7.52, [1, 0, 0, 0, 0]]"
2022-05-13,후르츠양배추샐러드,배추김치,맛살오이겨자냉채,"[0, 0, 0, [0, 0, 0, 0, 1]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-05-13,깍두기,아이스크림 팩형,깍두기,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[6.49, 0.08, 0.0, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2022-05-13,우유),,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-05-13,생수,,,"[29.0, 2.2, 6.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-05-14,밥,핫도그빵,밥,,"[24.74, 2.16, 4.75, [1, 0, 0, 0, 0]]",
2022-05-14,배추두부국,스크램블에그,김치어묵국,"[0, 0, 0, [0, 0, 0, 0, 1]]","[1.96, 15.21, 13.01, [1, 0, 0, 0, 0]]","[190.0, 17.0, 38.0, [1, 0, 0, 0, 0]]"
2022-05-14,비엔나조랭이떡볶음,씨리얼,오징어볶음,"[0, 0, 0, [0, 0, 0, 0, 1]]","[27.4, 1.12, 2.39, [1, 0, 0, 0, 0]]","[8.66, 4.59, 12.41, [1, 0, 0, 0, 0]]"
2022-05-14,시금치무침,탄산음료,콘샐러드,"[8.39, 3.14, 3.78, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[19.83, 7.59, 2.32, [1, 0, 0, 0, 0]]"
2022-05-14,배추김치,우유),깍두기,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2022-05-15,밥,참치마요덮밥,밥,,,
2022-05-15,호박된장국,햄김치찌개,제육볶음,"[9.0, 0.9, 3.0, [1, 0, 0, 0, 0]]","[6.47, 7.57, 7.51, [1, 0, 0, 0, 0]]","[10.37, 11.03, 13.21, [1, 0, 0, 0, 0]]"
2022-05-15,쇠고기메추리알조림,매콤두부조림,오징어젓갈무침,"[0, 0, 0, [0, 0, 0, 0, 1]]","[68.0, 10.0, 15.0, [1, 0, 0, 0, 0]]","[3.38, 2.99, 4.8, [1, 0, 0, 0, 0]]"
2022-05-15,오이무침,백김치,모듬쌈,"[7.72, 1.55, 1.58, [1, 0, 0, 0, 0]]","[4.75, 0.19, 1.21, [1, 0, 0, 0, 0]]","[2.32, 0.11, 0.55, [1, 0, 0, 0, 0]]"
2022-05-15,배추김치,과일푸딩,파김치,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[3.13, 0.12, 0.76, [1, 0, 0, 0, 0]]"
2022-05-15,우유),,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-05-16,밥,밥,밥,,,
2022-05-16,쇠고기미역국,오징어무국,짬뽕찌개,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]","[3.8, 0.96, 10.35, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-05-16,햄감자채볶음,훈제삼겹살&무쌈,너비아니양념구이,"[18.0, 7.0, 4.0, [1, 0, 0, 0, 0]]","[5.0, 37.0, 14.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-05-16,계란찜,상추겉절이,김자반,"[2.07, 10.11, 10.05, [1, 0, 0, 0, 0]]","[4.8, 1.27, 1.72, [1, 0, 0, 0, 0]]","[3.93, 4.58, 3.51, [1, 0, 0, 0, 0]]"
2022-05-16,배추김치,배추김치,깍두기,,,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2022-05-16,짜먹는요구르트,,"코카콜라음료,미닛메이도포도,180ml","[12.0, 5.0, 6.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[17.0, 0.0, 0.0, [1, 0, 0, 0, 0]]"
2022-05-17,밥,밥,후리카케밥,,,
2022-05-17,버섯감자국,쇠고기무국,함박스테이크*소스,"[0, 0, 0, [0, 0, 0, 0, 1]]","[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]","[12.0, 11.0, 16.0, [1, 0, 0, 0, 0]]"
2022-05-17,돈육굴소스양배추볶음,닭살순대볶음,오이피클,"[0, 0, 0, [0, 0, 0, 0, 1]]","[25.35, 7.87, 17.16, [1, 0, 0, 0, 0]]","[9.0, 0.0, 0.0, [1, 0, 0, 0, 0]]"
2022-05-17,조미김,김치전,마늘빵,"[1.55, 1.91, 0.68, [1, 0, 0, 0, 0]]","[17.22, 6.71, 6.32, [1, 0, 0, 0, 0]]","[8.0, 1.0, 1.0, [1, 0, 0, 0, 0]]"
2022-05-17,오이부추무침,배추김치,양송이스프,"[7.72, 1.55, 1.58, [1, 0, 0, 0, 0]]",,"[7.0, 14.0, 3.0, [1, 0, 0, 0, 0]]"
2022-05-17,깍두기,,후르츠양배추샐러드,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-05-17,우유),,탄산음료,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-05-18,밥,흑미밥,밥,,,
2022-05-18,쇠고기버섯탕,닭개장,돼지고기콩나물볶음,"[30.0, 7.0, 10.0, [1, 0, 0, 0, 0]]","[7.33, 14.54, 31.38, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-05-18,조랭이떡베이컨조림,데리야끼갈비산적구이,야채춘권튀김,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0.96, 0.71, 0.3, [1, 0, 0, 0, 0]]"
2022-05-18,매콤볼어묵조림,오징어초고추장무침,조미김,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[1.55, 1.91, 0.68, [1, 0, 0, 0, 0]]"
2022-05-18,배추김치,깍두기,배추김치,,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]",
2022-05-18,우유),,참외,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[11.0, 0.29, 1.57, [1, 0, 0, 0, 0]]"
2022-05-19,밥,불고기버거,밥,,"[50.0, 22.0, 20.0, [1, 0, 0, 0, 0]]",
2022-05-19,김치국,케이준감자튀김,생선묵국,"[1.39, 1.63, 1.62, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-05-19,쇠고기버섯볶음,씨리얼,돈가스,"[3.91, 6.23, 10.92, [1, 0, 0, 0, 0]]","[27.4, 1.12, 2.39, [1, 0, 0, 0, 0]]","[24.56, 30.6, 45.16, [1, 0, 0, 0, 0]]"
2022-05-19,연두부찜&양념간장,사과,조미김,"[6.0, 4.0, 6.0, [1, 0, 0, 0, 0]]","[13.81, 0.17, 0.26, [1, 0, 0, 0, 0]]","[1.55, 1.91, 0.68, [1, 0, 0, 0, 0]]"
2022-05-19,깍두기,"남양유업,과수원오렌지,190ml",꽃맛살샐러드,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[22.0, 0.0, 1.0, [1, 0, 0, 0, 0]]","[10.0, 12.0, 6.0, [1, 0, 0, 0, 0]]"
2022-05-19,우유),,배추김치,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]",
2022-05-20,밥,쇠고기국밥,유부어묵국,,,"[69.0, 9.0, 17.0, [1, 0, 0, 0, 0]]"
2022-05-20,꼬리곰탕,두부김치,야채튀김,"[7.0, 13.0, 32.0, [1, 0, 0, 0, 0]]",,"[0.96, 0.71, 0.3, [1, 0, 0, 0, 0]]"
2022-04-21,조랭이떡베이컨조림,해물파전,맛살오이겨자냉채,"[0, 0, 0, [0, 0, 0, 0, 1]]","[24.54, 9.82, 13.2, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-04-21,토마토스크램블에그,오징어젓갈무침,배추김치,"[0, 0, 0, [0, 0, 0, 0, 1]]","[3.38, 2.99, 4.8, [1, 0, 0, 0, 0]]",
2022-04-21,배추김치,배추김치,,,,"[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-04-21,떠먹는 토핑형 발효유,"웅진식품,자연은망고,180ml",,"[27.85, 0.04, 0.08, [1, 0, 0, 0, 0]]","[17.0, 0.0, 0.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-04-22,밥,잡곡밥,밥,,,
2022-04-22,콩나물국,김치어묵국,사골우거지국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]","[190.0, 17.0, 38.0, [1, 0, 0, 0, 0]]","[6.0, 7.0, 14.0, [1, 0, 0, 0, 0]]"
2022-04-22,돈육굴소스양배추볶음,치즈불닭,너비아니양념구이,"[0, 0, 0, [0, 0, 0, 0, 1]]","[24.0, 18.0, 30.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-04-22,꽈리고추멸치조림,모듬과일샐러드,조미김,"[0, 0, 0, [0, 0, 0, 0, 1]]","[13.16, 0.86, 0.67, [1, 0, 0, 0, 0]]","[1.55, 1.91, 0.68, [1, 0, 0, 0, 0]]"
2022-04-22,배추김치,배추김치,시금치무침,,,"[8.39, 3.14, 3.78, [1, 0, 0, 0, 0]]"
2022-04-22,생수,,가공우유,"[29.0, 2.2, 6.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-04-22,우유),,깍두기,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2022-04-23,밥,미니우동,쇠고기국밥,,"[47.56, 0.62, 7.04, [1, 0, 0, 0, 0]]",
2022-04-23,쇠고기미역국,죽봉어묵볶음,어묵야채볶음,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]","[14.2, 4.9, 7.19, [1, 0, 0, 0, 0]]","[14.2, 4.9, 7.19, [1, 0, 0, 0, 0]]"
2022-04-23,비엔나소시지야채볶음,양상추샐러드,오징어채볶음,"[0, 0, 0, [0, 0, 0, 0, 1]]","[8.84, 3.66, 1.45, [1, 0, 0, 0, 0]]","[8.56, 4.36, 12.09, [1, 0, 0, 0, 0]]"
2022-04-23,알감자조림,마늘빵,깍두기,"[14.9, 0.88, 1.84, [1, 0, 0, 0, 0]]","[8.0, 1.0, 1.0, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2022-04-23,배추김치,탄산음료,"국수,라면용",,"[0, 0, 0, [0, 0, 0, 0, 1]]","[83.24, 0.56, 3.44, [1, 0, 0, 0, 0]]"
2022-04-24,밥,밥,밥,,,
2022-04-24,감자수제비국,뚝배기불고기,돼지국밥,"[66.44, 6.59, 15.81, [1, 0, 0, 0, 0]]","[9.74, 13.22, 36.47, [1, 0, 0, 0, 0]]",
2022-04-24,오징어젓갈무침,매콤감자조림,깻잎지,"[3.38, 2.99, 4.8, [1, 0, 0, 0, 0]]","[6.66, 1.68, 0.79, [1, 0, 0, 0, 0]]","[0.73, 0.04, 0.46, [1, 0, 0, 0, 0]]"
2022-04-24,김자반,쌈무,김치전,"[3.93, 4.58, 3.51, [1, 0, 0, 0, 0]]","[0.6, 0.04, 0.16, [1, 0, 0, 0, 0]]","[17.22, 6.71, 6.32, [1, 0, 0, 0, 0]]"
2022-04-24,배추김치,배추김치,깍두기,,,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2022-04-24,우유),,스트링치즈,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[1.0, 4.8, 4.0, [1, 0, 0, 0, 0]]"
2022-04-25,밥,흑미밥,삼겹살갈릭볶음밥,,,
2022-04-25,시금치된장국,쇠고기버섯탕,콩나물국,"[17.48, 2.8, 7.91, [1, 0, 0, 0, 0]]","[30.0, 7.0, 10.0, [1, 0, 0, 0, 0]]","[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]"
2022-04-25,돼지고기감자조림,고구마치즈돈가스,조미김,"[3.09, 9.74, 15.9, [1, 0, 0, 0, 0]]","[27.04, 38.87, 54.36, [1, 0, 0, 0, 0]]","[1.55, 1.91, 0.68, [1, 0, 0, 0, 0]]"
2022-04-25,오이콩나물무침,도토리묵&양념장,비빔만두,"[5.99, 1.13, 2.31, [1, 0, 0, 0, 0]]","[8.78, 0.82, 0.66, [1, 0, 0, 0, 0]]","[6.01, 2.52, 2.75, [1, 0, 0, 0, 0]]"
2022-04-25,배추김치,배추김치,백김치,,,"[4.75, 0.19, 1.21, [1, 0, 0, 0, 0]]"
2022-04-25,"남양유업,과수원복숭아,190ml",,과일푸딩,"[22.0, 0.0, 1.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-04-25,우유),,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-04-26,밥,미트스파게티,밥,,"[70.0, 8.0, 15.0, [1, 0, 0, 0, 0]]",
2022-04-26,순두부국,양송이스프,버섯들깨탕,"[3.61, 2.62, 4.01, [1, 0, 0, 0, 0]]","[7.0, 14.0, 3.0, [1, 0, 0, 0, 0]]","[33.0, 1.7, 17.0, [1, 0, 0, 0, 0]]"
2022-04-26,쇠고기야채볶음,케이준치킨샐러드,두부김치,"[3.91, 6.23, 10.92, [1, 0, 0, 0, 0]]","[10.0, 2.2, 16.0, [1, 0, 0, 0, 0]]",
2022-04-26,멸치땅콩엿장조림,오이피클,삼치데리야끼구이,"[0, 0, 0, [0, 0, 0, 0, 1]]","[9.0, 0.0, 0.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-04-26,깍두기,깍두기,파김치,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[3.13, 0.12, 0.76, [1, 0, 0, 0, 0]]"
2022-04-26,우유),,참외,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[11.0, 0.29, 1.57, [1, 0, 0, 0, 0]]"
2022-04-26,"해태에이치티비,코코팜망고코넛,340ml",,,"[42.0, 0.0, 1.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-04-27,떡만둣국,밥,잡곡밥,"[68.42, 11.05, 15.0, [1, 0, 0, 0, 0]]",,
2022-04-27,돈육피망볶음,삼겹살구이,등뼈감자탕,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0.62, 29.82, 18.21, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-04-27,오이무침,모듬쌈,야채춘권튀김,"[7.72, 1.55, 1.58, [1, 0, 0, 0, 0]]","[2.32, 0.11, 0.55, [1, 0, 0, 0, 0]]","[0.96, 0.71, 0.3, [1, 0, 0, 0, 0]]"
2022-04-27,배추김치,오징어파채초무침,조미김,,"[3.38, 2.99, 4.8, [1, 0, 0, 0, 0]]","[1.55, 1.91, 0.68, [1, 0, 0, 0, 0]]"
2022-04-27,우유),배추김치,꽃맛살샐러드,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]",,"[10.0, 12.0, 6.0, [1, 0, 0, 0, 0]]"
2022-04-27,,"매일유업,썬업오렌지,200ml",깍두기,"[0, 0, 0, [0, 0, 0, 0, 1]]","[16.0, 5.0, 4.0, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2022-04-28,삶은계란,잡곡밥,밥,"[0.56, 5.3, 6.29, [1, 0, 0, 0, 0]]",,
2022-04-28,초코씨리얼,유부어묵국,햄소시지찌개,"[26.4, 0.9, 1.5, [1, 0, 0, 0, 0]]","[69.0, 9.0, 17.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-04-28,고구마샐러드,함박스테이크*소스,치킨텐더,"[29.0, 16.0, 1.0, [1, 0, 0, 0, 0]]","[12.0, 11.0, 16.0, [1, 0, 0, 0, 0]]","[5.06, 5.32, 4.93, [1, 0, 0, 0, 0]]"
2022-04-28,샌드위치,멕시칸샐러드,시금치무침,"[33.35, 15.48, 20.69, [1, 0, 0, 0, 0]]","[19.8, 18.4, 8.8, [1, 0, 0, 0, 0]]","[8.39, 3.14, 3.78, [1, 0, 0, 0, 0]]"
2022-04-28,우유),배추김치,깍두기,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]",,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2022-04-28,농후 발효유,,"아이스크림, 떠먹는형","[25.94, 0.0, 0.25, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[6.49, 0.08, 0.0, [1, 0, 0, 0, 0]]"
2022-04-29,밥,밥,흑미밥,,,
2022-04-29,황태채미역국,해물볶음우동,호박된장국,"[4.0, 0.5, 1.0, [1, 0, 0, 0, 0]]","[77.0, 8.0, 19.0, [1, 0, 0, 0, 0]]","[9.0, 0.9, 3.0, [1, 0, 0, 0, 0]]"
