날짜,breakfast,breakfast_embedding,lunch,lunch_embedding,dinner,dinner_embedding,breakfast_count,lunch_count,dinner_count,breakfast_kobert,lunch_kobert,dinner_kobert,breakfast_cuisine,lunch_cuisine,dinner_cuisine
2022-04-12,순두부국,"3.61, 2.62, 4.01",쇠고기미역국,"16.08, 6.78, 15.06",오징어무국,"3.8, 0.96, 10.35",5,14,7,[ 6.40712853  2.19561613 -1.00065841],[-6.02123134  0.02773452 -0.03833024],[ 8.66276738  0.81759772 -0.41595587],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-04-13,배추된장국,"8.64, 2.01, 3.8",미소된장국,"7.78, 3.36, 6.02",제육볶음,"10.37, 11.03, 13.21",13,2,8,[-4.99640233  0.03424384 -0.01529061],[-6.02123134  0.02773452 -0.03833024],[-3.99270588  0.02144476 -0.0060193 ],"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]"
2022-04-15,쇠고기무국,"12.07, 8.62, 16.43",참치김치찌개,"6.11, 4.71, 9.71",시래기추어탕,"24.0, 11.0, 14.0",57,7,1,[-4.99640233  0.03424384 -0.01529061],[-6.02123134  0.02773452 -0.03833024],[ 8.58538438 -1.6432512   0.39665688],"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]"
2022-04-16,생선묵국,"17.514322678843225, 7.0395585996955825, 12.214444444444464",불고기버거,"50.0, 22.0, 20.0",쇠고기장터국,"7.0, 3.7, 9.0",2,3,2,[6.85294981 3.44852244 0.58322944],[ 5.95064854 -1.3863712  -2.14996487],[-3.99270588  0.02144476 -0.0060193 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-04-17,호박된장국,"9.0, 0.9, 3.0",햄김치찌개,"6.47, 7.57, 7.51",돼지고기콩나물볶음,"18.401822580645174, 7.271499999999997, 12.510790322580663",23,2,2,[-4.99640233  0.03424384 -0.01529061],[-6.02123134  0.02773452 -0.03833024],[-3.99270588  0.02144476 -0.0060193 ],"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]"
2022-04-18,미소된장국,"7.78, 3.36, 6.02",순두부해물찌개,"5.62, 17.99, 18.25",중화식계란탕,"18.401822580645174, 7.271499999999997, 12.510790322580663",2,5,14,[-4.99640233  0.03424384 -0.01529061],[-6.02123134  0.02773452 -0.03833024],[-3.99270588  0.02144476 -0.0060193 ],"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-04-19,모닝빵&딸기잼,"17.42, 1.43, 3.28",참치김치찌개,"6.11, 4.71, 9.71",쇠고기육개장,"6.0, 6.0, 8.0",10,7,23,[-2.55735743 -1.70842121 -0.50544153],[-6.02123134  0.02773452 -0.03833024],[-3.99270588  0.02144476 -0.0060193 ],"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]"
2022-04-21,조랭이떡베이컨조림,"17.514322678843225, 7.0395585996955825, 12.214444444444464",해물파전,"24.54, 9.82, 13.2",맛살오이겨자냉채,"18.401822580645174, 7.271499999999997, 12.510790322580663",1,1,1,[-4.99640233  0.03424384 -0.01529061],[ 6.1104379  -0.4903769  -0.04160881],[-3.99270588  0.02144476 -0.0060193 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-04-23,쇠고기미역국,"16.08, 6.78, 15.06",미니우동,"47.56, 0.62, 7.04",어묵야채볶음,"14.2, 4.9, 7.19",49,2,1,[-4.99640233  0.03424384 -0.01529061],[ 5.85982234 -0.65089621  0.48085899],[-3.99270588  0.02144476 -0.0060193 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[0, 0, 0, 0, 1]"
2022-04-24,감자수제비국,"66.44, 6.59, 15.81",뚝배기불고기,"9.74, 13.22, 36.47",돼지국밥,"18.401822580645174, 7.271499999999997, 12.510790322580663",20,1,3,[ 7.34830230e+00 -6.20554357e-03 -1.21034982e+00],[-6.02123134  0.02773452 -0.03833024],[-3.99270588  0.02144476 -0.0060193 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-04-25,시금치된장국,"17.48, 2.8, 7.91",쇠고기버섯탕,"30.0, 7.0, 10.0",콩나물국,"5.87, 1.54, 2.17",20,3,5,[-4.99640233  0.03424384 -0.01529061],[-6.02123134  0.02773452 -0.03833024],[ 8.22521728  1.22876286 -0.40590147],"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-04-26,순두부국,"3.61, 2.62, 4.01",미트스파게티,"70.0, 8.0, 15.0",버섯들깨탕,"33.0, 1.7, 17.0",5,1,1,[ 6.40712853  2.19561613 -1.00065841],[ 6.37332115 -3.41791819  0.16277034],[-3.99270588  0.02144476 -0.0060193 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-04-27,떡만둣국,"68.42, 11.05, 15.0",삼겹살구이,"0.62, 29.82, 18.21",등뼈감자탕,"18.401822580645174, 7.271499999999997, 12.510790322580663",9,4,2,[-4.99640233  0.03424384 -0.01529061],[ 6.47518879 -0.09503942  0.38142915],[-3.99270588  0.02144476 -0.0060193 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-04-28,삶은계란,"0.56, 5.3, 6.29",유부어묵국,"69.0, 9.0, 17.0",햄소시지찌개,"18.401822580645174, 7.271499999999997, 12.510790322580663",4,2,2,[-4.99640233  0.03424384 -0.01529061],[ 6.36542405  1.74866764 -1.16304041],[-3.99270588  0.02144476 -0.0060193 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-04-29,황태채미역국,"4.0, 0.5, 1.0",해물볶음우동,"77.0, 8.0, 19.0",호박된장국,"9.0, 0.9, 3.0",1,1,10,[7.7439422  1.25620063 0.68064569],[-6.02123134  0.02773452 -0.03833024],[-3.99270588  0.02144476 -0.0060193 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[1, 0, 0, 0, 0]"
2022-04-30,팽이버섯된장국,"17.514322678843225, 7.0395585996955825, 12.214444444444464",햄치즈버거,"42.0, 17.0, 18.0",꼬리곰탕,"7.0, 13.0, 32.0",6,5,2,[-4.99640233  0.03424384 -0.01529061],[ 5.74054529 -2.95334786 -1.58932432],[-3.99270588  0.02144476 -0.0060193 ],"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-05-01,감자수제비국,"66.44, 6.59, 15.81",부대찌개,"41.11, 38.55, 27.7",낙지삼겹살볶음,"6.36, 24.33, 10.9",20,1,1,[ 7.34830230e+00 -6.20554357e-03 -1.21034982e+00],[-6.02123134  0.02773452 -0.03833024],[-3.99270588  0.02144476 -0.0060193 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-05-02,쇠고기무국,"12.07, 8.62, 16.43",순두부해물찌개,"5.62, 17.99, 18.25",얼갈이된장국,"21.0, 4.3, 9.0",57,5,1,[-4.99640233  0.03424384 -0.01529061],[-6.02123134  0.02773452 -0.03833024],[-3.99270588  0.02144476 -0.0060193 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]"
2022-05-03,모닝빵&딸기잼,"17.42, 1.43, 3.28",쇠고기육개장,"6.0, 6.0, 8.0",참치김치찌개,"6.11, 4.71, 9.71",10,25,10,[-2.55735743 -1.70842121 -0.50544153],[-6.02123134  0.02773452 -0.03833024],[-3.99270588  0.02144476 -0.0060193 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]"
2022-05-05,흑미밥,"17.514322678843225, 7.0395585996955825, 12.214444444444464",,"23.026823338735817, 7.332025931928672, 13.325202593192872",케이크,"29.6, 5.86, 1.66",1,8,1,[ 6.58041464 -1.40937558  1.12337509],[-5.03856286 -1.76646932  0.14452753],[ 6.45581944 -3.18114466  0.84430902],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-05-06,중화식계란탕,"17.514322678843225, 7.0395585996955825, 12.214444444444464",콩나물국,"5.87, 1.54, 2.17",고등어카레튀김,"7.02, 26.04, 19.45",14,10,1,[-4.99640233  0.03424384 -0.01529061],[ 6.1807808   1.4009729  -0.63977731],[-3.99270588  0.02144476 -0.0060193 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-05-07,두부된장국,"15.81, 4.71, 11.2",햄치즈버거,"42.0, 17.0, 18.0",사골우거지국,"6.0, 7.0, 14.0",13,5,5,[-4.99640233  0.03424384 -0.01529061],[ 5.74054529 -2.95334786 -1.58932432],[ 8.60638931 -0.25117831 -1.05626938],"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-05-08,사골곰탕,"0.0, 2.4, 3.0",떡볶이,"60.42, 2.91, 6.97",돼지국밥,"18.401822580645174, 7.271499999999997, 12.510790322580663",11,2,3,[6.87761518 0.49955513 1.15368758],[-6.02123134  0.02773452 -0.03833024],[-3.99270588  0.02144476 -0.0060193 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-05-09,호박된장국,"9.0, 0.9, 3.0",순두부해물찌개,"5.62, 17.99, 18.25",돈육김치찌개,"6.38, 8.09, 8.17",23,5,35,[-4.99640233  0.03424384 -0.01529061],[-6.02123134  0.02773452 -0.03833024],[-3.99270588  0.02144476 -0.0060193 ],"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]"
2022-05-10,콩나물국,"5.87, 1.54, 2.17",유부어묵국,"69.0, 9.0, 17.0",새우버거,"46.0, 26.0, 15.0",27,2,1,[7.16828917 1.92482206 0.02454622],[ 6.36542405  1.74866764 -1.16304041],[ 8.00469199 -1.39903722 -0.07992728],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-05-12,삶은계란,"0.56, 5.3, 6.29",짬뽕찌개,"23.026823338735817, 7.332025931928672, 13.325202593192872",김치짜글이찌개,"89.0, 5.0, 14.0",4,6,2,[-4.99640233  0.03424384 -0.01529061],[-6.02123134  0.02773452 -0.03833024],[-3.99270588  0.02144476 -0.0060193 ],"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]","[1, 0, 0, 0, 0]"
2022-05-13,얼갈이된장국,"21.0, 4.3, 9.0",미소된장국,"7.78, 3.36, 6.02",해물볶음우동,"77.0, 8.0, 19.0",4,2,9,[-4.99640233  0.03424384 -0.01529061],[-6.02123134  0.02773452 -0.03833024],[-3.99270588  0.02144476 -0.0060193 ],"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 1, 0]"
2022-05-15,호박된장국,"9.0, 0.9, 3.0",햄김치찌개,"6.47, 7.57, 7.51",제육볶음,"10.37, 11.03, 13.21",23,2,8,[-4.99640233  0.03424384 -0.01529061],[-6.02123134  0.02773452 -0.03833024],[-3.99270588  0.02144476 -0.0060193 ],"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]"
2022-05-16,쇠고기미역국,"16.08, 6.78, 15.06",오징어무국,"3.8, 0.96, 10.35",짬뽕찌개,"18.401822580645174, 7.271499999999997, 12.510790322580663",49,4,33,[-4.99640233  0.03424384 -0.01529061],[ 6.59931325  0.92421025 -1.06257704],[-3.99270588  0.02144476 -0.0060193 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]"
2022-05-17,버섯감자국,"17.514322678843225, 7.0395585996955825, 12.214444444444464",쇠고기무국,"12.07, 8.62, 16.43",함박스테이크*소스,"12.0, 11.0, 16.0",3,7,1,[-4.99640233  0.03424384 -0.01529061],[-6.02123134  0.02773452 -0.03833024],[ 8.46612058 -2.66576172  0.84698151],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 1, 0, 0, 0]"
2022-05-18,쇠고기버섯탕,"30.0, 7.0, 10.0",닭개장,"7.33, 14.54, 31.38",돼지고기콩나물볶음,"18.401822580645174, 7.271499999999997, 12.510790322580663",1,4,2,[-4.99640233  0.03424384 -0.01529061],[-6.02123134  0.02773452 -0.03833024],[-3.99270588  0.02144476 -0.0060193 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-05-19,김치국,"1.39, 1.63, 1.62",불고기버거,"50.0, 22.0, 20.0",생선묵국,"18.401822580645174, 7.271499999999997, 12.510790322580663",3,3,4,[ 6.03898588  0.31666989 -0.52645563],[ 5.95064854 -1.3863712  -2.14996487],[7.96040659 2.94135688 0.29747289],"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-05-20,꼬리곰탕,"7.0, 13.0, 32.0",두부김치,"23.026823338735817, 7.332025931928672, 13.325202593192872",유부어묵국,"69.0, 9.0, 17.0",27,2,1,[-4.99640233  0.03424384 -0.01529061],[ 5.19512117 -1.02912584 -1.83314807],[ 8.42249305  1.46027433 -0.71006639],"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]"
2022-05-21,팽이버섯된장국,"17.514322678843225, 7.0395585996955825, 12.214444444444464",햄치즈버거,"42.0, 17.0, 18.0",돈육김치찌개,"6.38, 8.09, 8.17",6,5,35,[-4.99640233  0.03424384 -0.01529061],[ 5.74054529 -2.95334786 -1.58932432],[-3.99270588  0.02144476 -0.0060193 ],"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]"
2022-05-22,떡만둣국,"68.42, 11.05, 15.0",훈제삼겹살&무쌈,"5.0, 37.0, 14.0",돼지국밥,"18.401822580645174, 7.271499999999997, 12.510790322580663",9,3,3,[-4.99640233  0.03424384 -0.01529061],[ 6.56823611 -0.3325046   0.26354881],[-3.99270588  0.02144476 -0.0060193 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-05-23,돼지고기콩나물볶음,"17.514322678843225, 7.0395585996955825, 12.214444444444464",치즈불닭,"24.0, 18.0, 30.0",돼지갈비구이,"3.38, 18.3, 27.29",1,1,5,[-4.99640233  0.03424384 -0.01529061],[-6.02123134  0.02773452 -0.03833024],[-3.99270588  0.02144476 -0.0060193 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-05-24,감자수제비국,"66.44, 6.59, 15.81",명태찌개,"4.61, 1.85, 12.0",중화식계란탕,"18.401822580645174, 7.271499999999997, 12.510790322580663",20,3,14,[ 7.34830230e+00 -6.20554357e-03 -1.21034982e+00],[-6.02123134  0.02773452 -0.03833024],[-3.99270588  0.02144476 -0.0060193 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-05-26,미소된장국,"7.78, 3.36, 6.02",순두부찌개,"5.62, 17.99, 18.25",생선묵국,"18.401822580645174, 7.271499999999997, 12.510790322580663",2,4,4,[-4.99640233  0.03424384 -0.01529061],[-6.02123134  0.02773452 -0.03833024],[7.96040659 2.94135688 0.29747289],"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-05-27,쇠고기무국,"12.07, 8.62, 16.43",감자짜글이,"32.0, 1.8, 5.0",해물칼국수,"46.37, 6.24, 14.19",57,11,1,[-4.99640233  0.03424384 -0.01529061],[-6.02123134  0.02773452 -0.03833024],[ 8.61018504  1.05847041 -0.23817226],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-05-28,감자양파국,"24.0, 1.3, 4.0",핫도그빵,"24.74, 2.16, 4.75",쇠고기육개장,"6.0, 6.0, 8.0",12,3,23,[-4.99640233  0.03424384 -0.01529061],[-6.02123134  0.02773452 -0.03833024],[-3.99270588  0.02144476 -0.0060193 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-05-29,떡만둣국,"68.42, 11.05, 15.0",두부된장국,"15.81, 4.71, 11.2",소시지야채볶음,"4.38, 11.22, 7.92",9,9,1,[-4.99640233  0.03424384 -0.01529061],[-6.02123134  0.02773452 -0.03833024],[-3.99270588  0.02144476 -0.0060193 ],"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]"
2022-05-30,맑은순두부계란탕,"17.514322678843225, 7.0395585996955825, 12.214444444444464",버섯된장찌개,"16.77, 5.6, 15.01",콩나물김치국,"1.79, 1.82, 1.92",1,6,11,[-4.99640233  0.03424384 -0.01529061],[-6.02123134  0.02773452 -0.03833024],[ 8.46807211 -0.72710167 -1.75513393],"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]"
2022-05-31,모닝빵&딸기잼,"17.42, 1.43, 3.28",호박된장찌개,"16.77, 5.6, 15.01",쇠고기장터국,"7.0, 3.7, 9.0",10,22,2,[-2.55735743 -1.70842121 -0.50544153],[-6.02123134  0.02773452 -0.03833024],[-3.99270588  0.02144476 -0.0060193 ],"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]"
2022-06-01,비엔나소시지야채볶음,"17.514322678843225, 7.0395585996955825, 12.214444444444464",안동찜닭,"31.64, 15.39, 27.85",쇠고기야채볶음,"3.91, 6.23, 10.92",3,1,1,[-4.99640233  0.03424384 -0.01529061],[-6.02123134  0.02773452 -0.03833024],[-3.99270588  0.02144476 -0.0060193 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-06-02,두부된장국,"15.81, 4.71, 11.2",오징어무국,"3.8, 0.96, 10.35",너비아니양념구이,"18.401822580645174, 7.271499999999997, 12.510790322580663",13,4,1,[-4.99640233  0.03424384 -0.01529061],[ 6.59931325  0.92421025 -1.06257704],[-3.99270588  0.02144476 -0.0060193 ],"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-06-04,감자수제비국,"66.44, 6.59, 15.81",팽이버섯된장국,"23.026823338735817, 7.332025931928672, 13.325202593192872",중화식계란탕,"18.401822580645174, 7.271499999999997, 12.510790322580663",20,31,14,[ 7.34830230e+00 -6.20554357e-03 -1.21034982e+00],[-6.02123134  0.02773452 -0.03833024],[-3.99270588  0.02144476 -0.0060193 ],"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]"
2022-06-05,버섯감자국,"17.514322678843225, 7.0395585996955825, 12.214444444444464",춘천닭갈비,"12.0, 6.0, 13.0",호박된장찌개,"16.77, 5.6, 15.01",3,1,20,[-4.99640233  0.03424384 -0.01529061],[-6.02123134  0.02773452 -0.03833024],[-3.99270588  0.02144476 -0.0060193 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]"
2022-06-06,떡만둣국,"68.42, 11.05, 15.0",돈육김치찌개,"6.38, 8.09, 8.17",버섯된장찌개,"16.77, 5.6, 15.01",9,16,5,[-4.99640233  0.03424384 -0.01529061],[-6.02123134  0.02773452 -0.03833024],[-3.99270588  0.02144476 -0.0060193 ],"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]"
2022-06-07,감자양파국,"24.0, 1.3, 4.0",부추겉절이,"5.46, 1.66, 3.02",양념치킨,"12.35, 16.21, 14.79",12,14,3,[-4.99640233  0.03424384 -0.01529061],[-6.02123134  0.02773452 -0.03833024],[-3.99270588  0.02144476 -0.0060193 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-06-08,호박된장국,"9.0, 0.9, 3.0",유부장국,"8.17, 2.48, 5.99",물냉면,"64.58, 5.74, 16.5",23,37,1,[-4.99640233  0.03424384 -0.01529061],[ 6.10502875  2.72026375 -0.46406316],[ 7.79615931 -0.11580063  0.60651725],"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-06-09,콩나물국,"5.87, 1.54, 2.17",해물순두부찌개,"13.31, 16.19, 25.76",등뼈감자탕,"18.401822580645174, 7.271499999999997, 12.510790322580663",27,17,2,[7.16828917 1.92482206 0.02454622],[-6.02123134  0.02773452 -0.03833024],[-3.99270588  0.02144476 -0.0060193 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-06-10,시금치된장국,"17.48, 2.8, 7.91",감자짜글이,"32.0, 1.8, 5.0",쇠고기육개장,"6.0, 6.0, 8.0",20,11,23,[-4.99640233  0.03424384 -0.01529061],[-6.02123134  0.02773452 -0.03833024],[-3.99270588  0.02144476 -0.0060193 ],"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-06-12,꼬리곰탕,"7.0, 13.0, 32.0",게맛살어묵볶음,"23.026823338735817, 7.332025931928672, 13.325202593192872",감자양파국,"24.0, 1.3, 4.0",27,1,3,[-4.99640233  0.03424384 -0.01529061],[-6.02123134  0.02773452 -0.03833024],[-3.99270588  0.02144476 -0.0060193 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-06-17,호박된장국,"9.0, 0.9, 3.0",치킨버거,"40.9, 15.4, 15.0",닭곰탕,"1.87, 4.75, 18.72",23,1,10,[-4.99640233  0.03424384 -0.01529061],[ 5.66115826 -1.85904986 -0.38355065],[-3.99270588  0.02144476 -0.0060193 ],"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-06-18,두부김치국,"18.0, 26.0, 28.0",비엔나핫케?,"21.0, 12.0, 7.0",오징어볶음,"8.66, 4.59, 12.41",24,1,3,[ 6.92959278 -0.49389798 -1.8470494 ],[-3.76619636 -0.06871655  0.33597958],[-3.99270588  0.02144476 -0.0060193 ],"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2022-06-19,돈육김치찌개,"6.38, 8.09, 8.17",버섯된장찌개,"16.77, 5.6, 15.01",돈육고추장볶음,"21.0, 18.0, 18.0",5,6,1,[-4.99640233  0.03424384 -0.01529061],[-6.02123134  0.02773452 -0.03833024],[-3.99270588  0.02144476 -0.0060193 ],"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]"
