날짜,breakfast_embedding,lunch_embedding,dinner_embedding
2022-05-16,36.31210436107399,42.77286308623309,20.45066145634767
2022-05-17,18.156052180536996,42.77286308623309,20.45066145634767
2022-05-18,36.31210436107399,21.386431543116544,40.90132291269534
2022-05-19,18.156052180536996,0.0,40.90132291269534
2022-05-20,36.31210436107399,42.77286308623309,20.45066145634767
2022-05-21,36.31210436107399,0.0,20.45066145634767
2022-05-22,18.156052180536996,42.77286308623309,40.90132291269534
2022-05-23,36.31210436107399,21.386431543116544,20.45066145634767
2022-05-24,36.31210436107399,21.386431543116544,40.90132291269534
2022-05-25,18.156052180536996,42.77286308623309,40.90132291269534
2022-05-26,36.31210436107399,42.77286308623309,20.45066145634767
2022-05-27,36.31210436107399,21.386431543116544,20.45066145634767
2022-05-28,36.31210436107399,0.0,20.45066145634767
2022-05-29,0.0,21.386431543116544,40.90132291269534
2022-05-30,36.31210436107399,42.77286308623309,20.45066145634767
2022-05-31,0.0,42.77286308623309,20.45066145634767
2022-06-01,36.31210436107399,42.77286308623309,40.90132291269534
2022-06-02,36.31210436107399,42.77286308623309,40.90132291269534
2022-06-03,36.31210436107399,42.77286308623309,40.90132291269534
2022-06-04,36.31210436107399,21.386431543116544,40.90132291269534
2022-06-05,54.46815654161099,42.77286308623309,40.90132291269534
2022-06-06,0.0,42.77286308623309,40.90132291269534
2022-06-07,36.31210436107399,42.77286308623309,20.45066145634767
2022-06-08,36.31210436107399,42.77286308623309,20.45066145634767
2022-06-09,36.31210436107399,42.77286308623309,40.90132291269534
2022-06-10,36.31210436107399,42.77286308623309,40.90132291269534
2022-06-11,36.31210436107399,0.0,40.90132291269534
2022-06-12,36.31210436107399,64.15929462934963,40.90132291269534
2022-06-13,0.0,42.77286308623309,40.90132291269534
2022-06-14,36.31210436107399,42.77286308623309,0.0
2022-06-15,36.31210436107399,42.77286308623309,40.90132291269534
2022-06-16,36.31210436107399,42.77286308623309,40.90132291269534
2022-06-17,36.31210436107399,0.0,40.90132291269534
2022-06-18,36.31210436107399,42.77286308623309,40.90132291269534
2022-06-19,18.156052180536996,42.77286308623309,40.90132291269534
2022-06-20,36.31210436107399,42.77286308623309,20.45066145634767
2022-06-21,36.31210436107399,21.386431543116544,40.90132291269534
2022-06-22,36.31210436107399,42.77286308623309,0.0
2022-06-23,36.31210436107399,42.77286308623309,40.90132291269534
2022-06-24,36.31210436107399,42.77286308623309,20.45066145634767
2022-06-25,0.0,42.77286308623309,40.90132291269534
2022-06-26,36.31210436107399,42.77286308623309,40.90132291269534
2022-06-27,18.156052180536996,42.77286308623309,40.90132291269534
2022-06-28,0.0,42.77286308623309,40.90132291269534
2022-06-29,36.31210436107399,42.77286308623309,20.45066145634767
2022-06-30,36.31210436107399,42.77286308623309,61.35198436904301
2022-07-01,36.31210436107399,21.386431543116544,40.90132291269534
2022-07-02,36.31210436107399,21.386431543116544,40.90132291269534
2022-07-03,18.156052180536996,42.77286308623309,20.45066145634767
2022-07-04,36.31210436107399,42.77286308623309,40.90132291269534
2022-07-05,18.156052180536996,0.0,20.45066145634767
2022-07-06,18.156052180536996,42.77286308623309,0.0
2022-07-07,18.156052180536996,21.386431543116544,40.90132291269534
2022-07-08,36.31210436107399,42.77286308623309,20.45066145634767
2022-07-09,36.31210436107399,21.386431543116544,20.45066145634767
2022-07-10,36.31210436107399,21.386431543116544,40.90132291269534
2022-07-11,18.156052180536996,21.386431543116544,20.45066145634767
2022-07-12,0.0,42.77286308623309,20.45066145634767
2022-07-13,36.31210436107399,21.386431543116544,20.45066145634767
2022-07-14,36.31210436107399,21.386431543116544,20.45066145634767
2022-07-15,36.31210436107399,21.386431543116544,40.90132291269534
2022-07-16,0.0,21.386431543116544,20.45066145634767
2022-07-17,36.31210436107399,42.77286308623309,40.90132291269534
2022-07-18,18.156052180536996,42.77286308623309,20.45066145634767
2022-07-19,36.31210436107399,42.77286308623309,40.90132291269534
2022-07-20,36.31210436107399,21.386431543116544,20.45066145634767
2022-07-21,36.31210436107399,0.0,40.90132291269534
2022-07-22,36.31210436107399,42.77286308623309,40.90132291269534
2022-07-23,18.156052180536996,42.77286308623309,40.90132291269534
2022-07-24,36.31210436107399,21.386431543116544,40.90132291269534
2022-07-25,36.31210436107399,42.77286308623309,20.45066145634767
2022-07-26,0.0,42.77286308623309,20.45066145634767
2022-07-27,36.31210436107399,42.77286308623309,40.90132291269534
2022-07-28,36.31210436107399,21.386431543116544,40.90132291269534
2022-07-29,36.31210436107399,21.386431543116544,40.90132291269534
2022-07-30,18.156052180536996,0.0,40.90132291269534
2022-07-31,18.156052180536996,42.77286308623309,40.90132291269534
2022-08-01,36.31210436107399,42.77286308623309,40.90132291269534
2022-08-02,0.0,42.77286308623309,20.45066145634767
2022-08-03,36.31210436107399,42.77286308623309,20.45066145634767
2022-08-04,36.31210436107399,42.77286308623309,40.90132291269534
2022-08-05,36.31210436107399,42.77286308623309,20.45066145634767
2022-08-06,36.31210436107399,21.386431543116544,40.90132291269534
2022-08-07,36.31210436107399,42.77286308623309,20.45066145634767
2022-08-08,36.31210436107399,42.77286308623309,20.45066145634767
2022-08-09,18.156052180536996,42.77286308623309,40.90132291269534
2022-08-10,36.31210436107399,21.386431543116544,20.45066145634767
2022-08-11,36.31210436107399,21.386431543116544,20.45066145634767
2022-08-12,36.31210436107399,21.386431543116544,20.45066145634767
2022-08-13,0.0,42.77286308623309,40.90132291269534
2022-08-14,36.31210436107399,21.386431543116544,20.45066145634767
2022-08-15,36.31210436107399,21.386431543116544,20.45066145634767
2022-08-16,18.156052180536996,0.0,40.90132291269534
2022-08-17,36.31210436107399,21.386431543116544,40.90132291269534
2022-08-18,0.0,42.77286308623309,40.90132291269534
2022-08-19,36.31210436107399,0.0,20.45066145634767
2022-08-20,36.31210436107399,42.77286308623309,40.90132291269534
2022-08-21,18.156052180536996,21.386431543116544,40.90132291269534
2022-08-22,18.156052180536996,42.77286308623309,40.90132291269534
2022-08-23,0.0,42.77286308623309,20.45066145634767
2022-08-24,54.46815654161099,42.77286308623309,20.45066145634767
2022-08-25,36.31210436107399,21.386431543116544,20.45066145634767
2022-08-26,36.31210436107399,0.0,20.45066145634767
2022-08-27,0.0,21.386431543116544,20.45066145634767
2022-08-28,36.31210436107399,21.386431543116544,20.45066145634767
2022-08-29,18.156052180536996,42.77286308623309,40.90132291269534
2022-08-30,0.0,21.386431543116544,20.45066145634767
2022-08-31,18.156052180536996,42.77286308623309,20.45066145634767
2022-09-01,36.31210436107399,42.77286308623309,40.90132291269534
2022-09-02,18.156052180536996,42.77286308623309,40.90132291269534
2022-09-03,0.0,42.77286308623309,40.90132291269534
2022-09-04,36.31210436107399,21.386431543116544,40.90132291269534
2022-09-05,36.31210436107399,42.77286308623309,40.90132291269534
2022-09-06,18.156052180536996,21.386431543116544,40.90132291269534
2022-09-07,36.31210436107399,42.77286308623309,20.45066145634767
2022-09-08,36.31210436107399,21.386431543116544,20.45066145634767
2022-09-09,0.0,42.77286308623309,40.90132291269534
2022-09-10,18.156052180536996,21.386431543116544,40.90132291269534
2022-09-11,18.156052180536996,42.77286308623309,20.45066145634767
2022-09-12,18.156052180536996,21.386431543116544,40.90132291269534
2022-09-13,18.156052180536996,42.77286308623309,20.45066145634767
2022-09-14,18.156052180536996,21.386431543116544,40.90132291269534
2022-09-15,36.31210436107399,42.77286308623309,20.45066145634767
2022-09-16,54.46815654161099,0.0,20.45066145634767
2022-09-17,0.0,42.77286308623309,20.45066145634767
2022-09-18,36.31210436107399,21.386431543116544,40.90132291269534
2022-09-19,18.156052180536996,42.77286308623309,40.90132291269534
2022-09-20,0.0,21.386431543116544,20.45066145634767
2022-09-21,36.31210436107399,21.386431543116544,20.45066145634767
2022-09-22,36.31210436107399,42.77286308623309,20.45066145634767
2022-09-23,36.31210436107399,42.77286308623309,40.90132291269534
2022-09-24,36.31210436107399,21.386431543116544,40.90132291269534
2022-09-25,36.31210436107399,21.386431543116544,40.90132291269534
2022-09-26,36.31210436107399,42.77286308623309,20.45066145634767
2022-09-27,0.0,21.386431543116544,40.90132291269534
2022-09-28,54.46815654161099,42.77286308623309,40.90132291269534
2022-09-29,36.31210436107399,21.386431543116544,20.45066145634767
2022-09-30,36.31210436107399,0.0,40.90132291269534
2022-10-01,36.31210436107399,42.77286308623309,20.45066145634767
2022-10-02,0.0,42.77286308623309,40.90132291269534
2022-10-03,36.31210436107399,42.77286308623309,20.45066145634767
2022-10-04,36.31210436107399,21.386431543116544,20.45066145634767
2022-10-05,36.31210436107399,42.77286308623309,20.45066145634767
2022-10-06,18.156052180536996,21.386431543116544,20.45066145634767
2022-10-07,36.31210436107399,42.77286308623309,20.45066145634767
2022-10-08,0.0,21.386431543116544,40.90132291269534
2022-10-09,18.156052180536996,42.77286308623309,40.90132291269534
2022-10-10,36.31210436107399,21.386431543116544,40.90132291269534
2022-10-11,36.31210436107399,42.77286308623309,20.45066145634767
2022-10-12,36.31210436107399,21.386431543116544,40.90132291269534
2022-10-13,36.31210436107399,42.77286308623309,40.90132291269534
2022-10-14,36.31210436107399,0.0,0.0
2022-10-15,0.0,21.386431543116544,20.45066145634767
2022-10-16,36.31210436107399,42.77286308623309,40.90132291269534
2022-10-17,18.156052180536996,21.386431543116544,20.45066145634767
2022-10-18,18.156052180536996,42.77286308623309,20.45066145634767
2022-10-19,36.31210436107399,42.77286308623309,20.45066145634767
2022-10-20,36.31210436107399,42.77286308623309,40.90132291269534
2022-10-21,36.31210436107399,0.0,40.90132291269534
2022-10-22,0.0,21.386431543116544,40.90132291269534
2022-10-23,36.31210436107399,21.386431543116544,20.45066145634767
2022-10-24,36.31210436107399,21.386431543116544,20.45066145634767
2022-10-25,36.31210436107399,42.77286308623309,40.90132291269534
2022-10-26,36.31210436107399,42.77286308623309,40.90132291269534
2022-10-27,18.156052180536996,0.0,40.90132291269534
2022-10-28,18.156052180536996,21.386431543116544,20.45066145634767
2022-10-29,0.0,21.386431543116544,40.90132291269534
2022-10-30,36.31210436107399,21.386431543116544,40.90132291269534
2022-10-31,36.31210436107399,21.386431543116544,40.90132291269534
2022-11-01,36.31210436107399,42.77286308623309,40.90132291269534
2022-11-02,18.156052180536996,0.0,40.90132291269534
2022-11-03,36.31210436107399,21.386431543116544,20.45066145634767
2022-11-04,36.31210436107399,42.77286308623309,40.90132291269534
2022-11-05,0.0,21.386431543116544,20.45066145634767
2022-11-06,18.156052180536996,42.77286308623309,40.90132291269534
2022-11-07,36.31210436107399,21.386431543116544,40.90132291269534
2022-11-08,36.31210436107399,42.77286308623309,20.45066145634767
2022-11-09,36.31210436107399,21.386431543116544,40.90132291269534
2022-11-10,36.31210436107399,21.386431543116544,40.90132291269534
2022-11-11,36.31210436107399,0.0,20.45066145634767
2022-11-12,0.0,21.386431543116544,40.90132291269534
2022-11-13,36.31210436107399,21.386431543116544,20.45066145634767
2022-11-14,18.156052180536996,42.77286308623309,20.45066145634767
2022-11-15,36.31210436107399,21.386431543116544,40.90132291269534
2022-11-16,36.31210436107399,42.77286308623309,40.90132291269534
2022-11-17,18.156052180536996,21.386431543116544,0.0
2022-11-18,36.31210436107399,21.386431543116544,20.45066145634767
2022-11-19,0.0,21.386431543116544,20.45066145634767
2022-11-20,36.31210436107399,21.386431543116544,40.90132291269534
2022-11-21,36.31210436107399,42.77286308623309,0.0
2022-11-22,36.31210436107399,0.0,40.90132291269534
2022-11-23,36.31210436107399,42.77286308623309,40.90132291269534
2022-11-24,36.31210436107399,21.386431543116544,20.45066145634767
2022-11-25,36.31210436107399,21.386431543116544,40.90132291269534
2022-11-26,0.0,21.386431543116544,20.45066145634767
2022-11-27,36.31210436107399,21.386431543116544,20.45066145634767
2022-11-28,36.31210436107399,42.77286308623309,20.45066145634767
2022-11-29,36.31210436107399,0.0,20.45066145634767
2022-11-30,36.31210436107399,42.77286308623309,20.45066145634767
2022-12-01(목),36.31210436107399,42.77286308623309,40.90132291269534
2022-12-02(금),18.156052180536996,42.77286308623309,20.45066145634767
2022-12-03(토),0.0,21.386431543116544,40.90132291269534
2022-12-04(일),18.156052180536996,21.386431543116544,40.90132291269534
2022-12-05(월),36.31210436107399,21.386431543116544,40.90132291269534
2022-12-06(화),36.31210436107399,42.77286308623309,20.45066145634767
2022-12-07(수),36.31210436107399,21.386431543116544,20.45066145634767
2022-12-08(목),36.31210436107399,21.386431543116544,40.90132291269534
2022-12-09(금),36.31210436107399,42.77286308623309,20.45066145634767
2022-12-10(토),0.0,42.77286308623309,20.45066145634767
2022-12-11(일),36.31210436107399,21.386431543116544,20.45066145634767
2022-12-12(월),18.156052180536996,42.77286308623309,0.0
2022-12-13(화),18.156052180536996,21.386431543116544,40.90132291269534
2022-12-14(수),36.31210436107399,42.77286308623309,0.0
2022-12-15(목),36.31210436107399,42.77286308623309,0.0
2022-12-16(금),36.31210436107399,21.386431543116544,0.0
2022-12-17(토),0.0,0.0,20.45066145634767
2022-12-18(일),36.31210436107399,42.77286308623309,20.45066145634767
2022-12-19(월),36.31210436107399,42.77286308623309,40.90132291269534
2022-12-20(화),36.31210436107399,42.77286308623309,40.90132291269534
2022-12-21(수),36.31210436107399,0.0,40.90132291269534
2022-12-22(목),36.31210436107399,21.386431543116544,20.45066145634767
2022-12-23(금),18.156052180536996,0.0,40.90132291269534
2022-12-24(토),0.0,42.77286308623309,20.45066145634767
2022-12-25(일),36.31210436107399,21.386431543116544,40.90132291269534
2022-12-26(월),36.31210436107399,42.77286308623309,20.45066145634767
2022-12-27(화),36.31210436107399,21.386431543116544,40.90132291269534
2022-12-28(수),36.31210436107399,42.77286308623309,20.45066145634767
2022-12-29(목),54.46815654161099,21.386431543116544,20.45066145634767
2022-12-30(금),18.156052180536996,42.77286308623309,0.0
2022-12-31(토),0.0,21.386431543116544,40.90132291269534
2023-01-01(일),18.156052180536996,42.77286308623309,20.45066145634767
2023-01-02(월),36.31210436107399,42.77286308623309,40.90132291269534
2023-01-03(화),18.156052180536996,21.386431543116544,40.90132291269534
2023-01-04(수),36.31210436107399,42.77286308623309,20.45066145634767
2023-01-05(목),36.31210436107399,21.386431543116544,20.45066145634767
2023-01-06(금),36.31210436107399,42.77286308623309,0.0
2023-01-07(토),0.0,42.77286308623309,20.45066145634767
2023-01-08(일),36.31210436107399,64.15929462934963,40.90132291269534
2023-01-09(월),36.31210436107399,42.77286308623309,40.90132291269534
2023-01-10(화),18.156052180536996,21.386431543116544,20.45066145634767
2023-01-11(수),36.31210436107399,21.386431543116544,40.90132291269534
2023-01-12(목),36.31210436107399,42.77286308623309,40.90132291269534
2023-01-13(금),36.31210436107399,42.77286308623309,0.0
2023-01-14(토),0.0,42.77286308623309,20.45066145634767
2023-01-15(일),18.156052180536996,42.77286308623309,20.45066145634767
2023-01-16(월),36.31210436107399,21.386431543116544,40.90132291269534
2023-01-17(화),0.0,42.77286308623309,40.90132291269534
2023-01-18(수),36.31210436107399,0.0,20.45066145634767
2023-01-19(목),36.31210436107399,42.77286308623309,0.0
2023-01-20(금),18.156052180536996,0.0,20.45066145634767
2023-01-21(토),0.0,42.77286308623309,20.45066145634767
2023-01-22(일),18.156052180536996,42.77286308623309,20.45066145634767
2023-01-23(월),0.0,42.77286308623309,20.45066145634767
2023-01-24(화),36.31210436107399,21.386431543116544,20.45066145634767
2023-01-25(수),36.31210436107399,42.77286308623309,20.45066145634767
2023-01-26(목),36.31210436107399,21.386431543116544,20.45066145634767
2023-01-27(금),36.31210436107399,42.77286308623309,20.45066145634767
2023-01-28(토),0.0,21.386431543116544,20.45066145634767
2023-01-29(일),36.31210436107399,21.386431543116544,40.90132291269534
2023-01-30(월),36.31210436107399,21.386431543116544,20.45066145634767
2023-01-31(화),36.31210436107399,21.386431543116544,20.45066145634767
2023-02-01(수),36.31210436107399,42.77286308623309,20.45066145634767
2023-02-02(목),36.31210436107399,42.77286308623309,20.45066145634767
2023-02-03(금),18.156052180536996,42.77286308623309,20.45066145634767
2023-02-04(토),0.0,21.386431543116544,40.90132291269534
2023-02-05(일),0.0,42.77286308623309,20.45066145634767
2023-02-06(월),36.31210436107399,21.386431543116544,40.90132291269534
2023-02-07(화),36.31210436107399,21.386431543116544,20.45066145634767
2023-02-08(수),36.31210436107399,42.77286308623309,20.45066145634767
2023-02-09(목),36.31210436107399,42.77286308623309,0.0
2023-02-10(금),36.31210436107399,42.77286308623309,20.45066145634767
2023-02-11(토),0.0,0.0,20.45066145634767
2023-02-12(일),0.0,21.386431543116544,40.90132291269534
2023-02-13(월),36.31210436107399,42.77286308623309,20.45066145634767
2023-02-14(화),36.31210436107399,21.386431543116544,20.45066145634767
2023-02-15(수),36.31210436107399,21.386431543116544,40.90132291269534
2023-02-16(목),36.31210436107399,42.77286308623309,40.90132291269534
2023-02-17(금),36.31210436107399,21.386431543116544,20.45066145634767
2023-02-18(토),0.0,21.386431543116544,40.90132291269534
2023-02-19(일),0.0,21.386431543116544,40.90132291269534
2023-02-20(월),18.156052180536996,42.77286308623309,40.90132291269534
2023-02-21(화),36.31210436107399,21.386431543116544,20.45066145634767
2023-02-22(수),36.31210436107399,0.0,20.45066145634767
2023-02-23(목),54.46815654161099,42.77286308623309,0.0
2023-02-24(금),36.31210436107399,21.386431543116544,20.45066145634767
2023-02-25(토),0.0,42.77286308623309,20.45066145634767
2023-02-26(일),0.0,42.77286308623309,20.45066145634767
2023-02-27(월),18.156052180536996,42.77286308623309,40.90132291269534
2023-02-28(화),36.31210436107399,0.0,40.90132291269534
2023-03-01(수),36.31210436107399,42.77286308623309,40.90132291269534
2023-03-02(목),18.156052180536996,42.77286308623309,40.90132291269534
2023-03-03(금),36.31210436107399,42.77286308623309,20.45066145634767
2023-03-04(토),0.0,42.77286308623309,20.45066145634767
2023-03-05(일),0.0,21.386431543116544,40.90132291269534
2023-03-06(월),36.31210436107399,42.77286308623309,20.45066145634767
2023-03-07(화),36.31210436107399,0.0,20.45066145634767
2023-03-08(수),18.156052180536996,42.77286308623309,40.90132291269534
2023-03-09(목),36.31210436107399,21.386431543116544,40.90132291269534
2023-03-10(금),36.31210436107399,42.77286308623309,40.90132291269534
2023-03-11(토),0.0,21.386431543116544,40.90132291269534
2023-03-12(일),0.0,42.77286308623309,20.45066145634767
2023-03-13(월),36.31210436107399,42.77286308623309,20.45066145634767
2023-03-14(화),36.31210436107399,21.386431543116544,20.45066145634767
2023-03-15(수),36.31210436107399,42.77286308623309,20.45066145634767
2023-03-16(목),18.156052180536996,21.386431543116544,40.90132291269534
2023-03-17(금),36.31210436107399,0.0,20.45066145634767
2023-03-18(토),0.0,0.0,20.45066145634767
2023-03-19(일),0.0,21.386431543116544,20.45066145634767
2023-03-20(월),18.156052180536996,21.386431543116544,40.90132291269534
2023-03-21(화),36.31210436107399,42.77286308623309,20.45066145634767
2023-03-22(수),36.31210436107399,21.386431543116544,20.45066145634767
2023-03-23(목),36.31210436107399,42.77286308623309,0.0
2023-03-24(금),36.31210436107399,0.0,20.45066145634767
2023-03-25(토),0.0,42.77286308623309,40.90132291269534
2023-03-26(일),0.0,42.77286308623309,20.45066145634767
2023-03-27(월),18.156052180536996,42.77286308623309,20.45066145634767
2023-03-28(화),36.31210436107399,42.77286308623309,40.90132291269534
2023-03-29(수),36.31210436107399,42.77286308623309,20.45066145634767
2023-03-30(목),36.31210436107399,42.77286308623309,20.45066145634767
2023-03-31(금),18.156052180536996,42.77286308623309,20.45066145634767
2023-04-01(토),0.0,42.77286308623309,40.90132291269534
2023-04-02(일),0.0,42.77286308623309,20.45066145634767
2023-04-03(월),36.31210436107399,21.386431543116544,20.45066145634767
2023-04-04(화),36.31210436107399,21.386431543116544,20.45066145634767
2023-04-05(수),36.31210436107399,21.386431543116544,20.45066145634767
2023-04-06(목),36.31210436107399,64.15929462934963,20.45066145634767
2023-04-07(금),36.31210436107399,21.386431543116544,40.90132291269534
2023-04-08(토),0.0,21.386431543116544,40.90132291269534
2023-04-09(일),0.0,21.386431543116544,40.90132291269534
2023-04-10(월),18.156052180536996,42.77286308623309,40.90132291269534
2023-04-11(화),36.31210436107399,42.77286308623309,20.45066145634767
2023-04-12(수),36.31210436107399,21.386431543116544,40.90132291269534
2023-04-13(목),36.31210436107399,21.386431543116544,40.90132291269534
2023-04-14(금),36.31210436107399,0.0,20.45066145634767
2023-04-15(토),0.0,42.77286308623309,40.90132291269534
2023-04-16(일),0.0,21.386431543116544,40.90132291269534
2023-04-17(월),18.156052180536996,0.0,40.90132291269534
2023-04-18(화),36.31210436107399,42.77286308623309,20.45066145634767
2023-04-19(수),36.31210436107399,21.386431543116544,40.90132291269534
2023-04-20(목),36.31210436107399,21.386431543116544,20.45066145634767
2023-04-21(금),18.156052180536996,42.77286308623309,20.45066145634767
2023-04-22(토),0.0,21.386431543116544,20.45066145634767
2023-04-23(일),0.0,42.77286308623309,40.90132291269534
2023-04-24(월),36.31210436107399,21.386431543116544,20.45066145634767
2023-04-25(화),36.31210436107399,21.386431543116544,20.45066145634767
2023-04-26(수),36.31210436107399,42.77286308623309,0.0
2023-04-27(목),36.31210436107399,0.0,20.45066145634767
2023-04-28(금),36.31210436107399,21.386431543116544,20.45066145634767
2023-04-29(토),0.0,42.77286308623309,40.90132291269534
2023-04-30(일),18.156052180536996,21.386431543116544,20.45066145634767
2023-05-01(월),36.31210436107399,21.386431543116544,40.90132291269534
2023-05-02(화),54.46815654161099,42.77286308623309,0.0
2023-05-03(수),36.31210436107399,42.77286308623309,20.45066145634767
2023-05-04(목),36.31210436107399,21.386431543116544,40.90132291269534
2023-05-05(금),18.156052180536996,21.386431543116544,40.90132291269534
2023-05-06(토),0.0,21.386431543116544,40.90132291269534
2023-05-07(일),36.31210436107399,21.386431543116544,40.90132291269534
2023-05-08(월),36.31210436107399,21.386431543116544,40.90132291269534
2023-05-09(화),36.31210436107399,21.386431543116544,40.90132291269534
2023-05-10(수),36.31210436107399,42.77286308623309,20.45066145634767
2023-05-11(목),36.31210436107399,42.77286308623309,20.45066145634767
2023-05-12(금),36.31210436107399,21.386431543116544,20.45066145634767
2023-05-13(토),0.0,42.77286308623309,20.45066145634767
2023-05-14(일),0.0,21.386431543116544,20.45066145634767
2023-05-15(월),36.31210436107399,21.386431543116544,0.0
2023-05-16(화),18.156052180536996,42.77286308623309,40.90132291269534
2023-05-17(수),36.31210436107399,21.386431543116544,20.45066145634767
2023-05-18(목),36.31210436107399,21.386431543116544,40.90132291269534
2023-05-19(금),18.156052180536996,42.77286308623309,0.0
2023-05-20(토),0.0,42.77286308623309,20.45066145634767
2023-05-21(일),18.156052180536996,42.77286308623309,40.90132291269534
2023-05-22(월),18.156052180536996,42.77286308623309,40.90132291269534
2023-05-23(화),36.31210436107399,21.386431543116544,0.0
2023-05-24(수),36.31210436107399,42.77286308623309,40.90132291269534
2023-05-25(목),36.31210436107399,21.386431543116544,20.45066145634767
2023-05-26(금),36.31210436107399,21.386431543116544,20.45066145634767
2023-05-27(토),0.0,21.386431543116544,40.90132291269534
2023-05-28(일),0.0,21.386431543116544,40.90132291269534
2023-05-29(월),36.31210436107399,21.386431543116544,20.45066145634767
2023-05-30(화),36.31210436107399,42.77286308623309,0.0
2023-05-31(수),36.31210436107399,21.386431543116544,40.90132291269534
2023-06-01(목),36.31210436107399,21.386431543116544,20.45066145634767
2023-06-02(금),36.31210436107399,42.77286308623309,40.90132291269534
2023-06-03(토),0.0,42.77286308623309,40.90132291269534
2023-06-04(일),0.0,21.386431543116544,20.45066145634767
2023-06-05(월),54.46815654161099,21.386431543116544,20.45066145634767
2023-06-06(화),18.156052180536996,21.386431543116544,40.90132291269534
2023-06-07(수),36.31210436107399,21.386431543116544,40.90132291269534
2023-06-08(목),18.156052180536996,0.0,40.90132291269534
2023-06-09(금),36.31210436107399,21.386431543116544,40.90132291269534
2023-06-10(토),0.0,21.386431543116544,40.90132291269534
2023-06-11(일),36.31210436107399,42.77286308623309,20.45066145634767
2023-06-12(월),36.31210436107399,42.77286308623309,20.45066145634767
2023-06-13(화),36.31210436107399,21.386431543116544,40.90132291269534
2023-06-14(수),36.31210436107399,42.77286308623309,20.45066145634767
2023-06-15(목),36.31210436107399,21.386431543116544,40.90132291269534
2023-06-16(금),36.31210436107399,21.386431543116544,0.0
2023-06-17(토),0.0,21.386431543116544,20.45066145634767
2023-06-18(일),36.31210436107399,42.77286308623309,20.45066145634767
2023-06-19(월),36.31210436107399,21.386431543116544,40.90132291269534
2023-06-20(화),18.156052180536996,21.386431543116544,40.90132291269534
2023-06-21(수),36.31210436107399,21.386431543116544,40.90132291269534
2023-06-22(목),36.31210436107399,21.386431543116544,20.45066145634767
2023-06-23(금),36.31210436107399,21.386431543116544,40.90132291269534
2023-06-24(토),0.0,42.77286308623309,40.90132291269534
2023-06-25(일),0.0,21.386431543116544,40.90132291269534
2023-06-26(월),36.31210436107399,21.386431543116544,20.45066145634767
2023-06-27(화),36.31210436107399,0.0,40.90132291269534
2023-06-28(수),36.31210436107399,42.77286308623309,40.90132291269534
2023-06-29(목),36.31210436107399,42.77286308623309,40.90132291269534
