날짜,조식,중식,석식,breakfast_embedding,lunch_embedding,dinner_embedding
2023-12-07(목),김자반,브로콜리&초고추장,배추김치,"[3.93, 4.58, 3.51, [1, 0, 0, 0, 0]]","[7.14, 0.41, 2.37, [1, 0, 0, 0, 0]]",
2023-12-07(목),에그타르트,배추김치,,"[22.0, 4.6, 2.0, [1, 0, 0, 0, 0]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-12-07(목),배추김치,,,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-12-08(금),밥1,밥1,고추참치덮밥,,,
2023-12-08(금),쇠고기무국,호박고추장찌개,팽이버섯계란국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]","[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-12-08(금),비엔나소시지야채볶음,오삼불고기,오징어튀김,"[0, 0, 0, [0, 0, 0, 0, 1]]","[6.02, 8.64, 11.35, [1, 0, 0, 0, 0]]","[6.44, 2.12, 5.8, [1, 0, 0, 0, 0]]"
2023-12-08(금),계란찜,연근조림,깍두기,"[2.07, 10.11, 10.05, [1, 0, 0, 0, 0]]","[20.13, 1.21, 2.84, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2023-12-08(금),시리얼우유,깍두기,,"[18.0, 3.0, 4.0, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-12-08(금),배추김치,,,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-12-09(토),베이컨구이,김밥볶음밥,영양밥,"[0, 0, 0, [0, 0, 0, 0, 1]]",,
2023-12-09(토),스모크닭다리,유부된장국,버섯된장찌개,"[2.0, 21.0, 33.0, [1, 0, 0, 0, 0]]","[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]","[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]"
2023-12-09(토),시리얼,통삼겹살오븐구이,콩나물불고기,"[27.4, 1.12, 2.39, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[5.0, 9.69, 10.21, [1, 0, 0, 0, 0]]"
2023-12-09(토),초코다쿠아즈,배추김치,메추리알조랭이떡조림,"[5.4, 14.5, 7.35, [1, 0, 0, 0, 0]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-12-09(토),,,깍두기,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2023-12-10(일),밥1,밥1,밥1,,,
2023-12-10(일),콩나물국,버섯매운탕,김치찌개,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]","[78.0, 8.0, 38.0, [1, 0, 0, 0, 0]]","[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]"
2023-12-10(일),참치김치볶음,오리불고기,닭고기야채조림,"[2.63, 6.94, 9.5, [1, 0, 0, 0, 0]]","[5.14, 7.57, 11.76, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-12-10(일),미트볼케찹조림,콘샐러드,야채전,"[0, 0, 0, [0, 0, 0, 0, 1]]","[19.83, 7.59, 2.32, [1, 0, 0, 0, 0]]","[13.39, 4.8, 5.11, [1, 0, 0, 0, 0]]"
2023-12-10(일),시리얼우유,깍두기,배추김치,"[18.0, 3.0, 4.0, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]",
2023-12-10(일),배추김치,,,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-12-10(일),"가공우유,남양유업,우유듬뿍딸기에몽,200mL",,,"[20.0, 7.0, 5.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-12-11(월),돼지국밥,밥1,영양밥,,,
2023-12-11(월),계란말이,청국장,굴림만두버섯들깨탕,"[2.61, 8.96, 10.18, [1, 0, 0, 0, 0]]","[11.05, 4.19, 10.03, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-12-11(월),오징어젓무침,돼지불고기,닭갈비,"[34.0, 1.7, 9.0, [1, 0, 0, 0, 0]]","[5.1, 12.36, 12.13, [1, 0, 0, 0, 0]]","[14.39, 8.99, 13.4, [1, 0, 0, 0, 0]]"
2023-12-11(월),브리또,양배추쌈,오이양파무침,"[50.0, 15.0, 17.0, [1, 0, 0, 0, 0]]","[5.58, 0.12, 1.44, [1, 0, 0, 0, 0]]","[7.72, 1.55, 1.58, [1, 0, 0, 0, 0]]"
2023-12-11(월),깍두기,무생채,배추김치,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[7.17, 1.14, 1.15, [1, 0, 0, 0, 0]]",
2023-12-11(월),,배추김치,,"[0, 0, 0, [0, 0, 0, 0, 1]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-12-12(화),밥1,밥1,날치알김치볶음밥,,,
2023-12-12(화),어묵탕,닭곰탕,뉴욕핫도그,"[13.06, 2.45, 13.11, [1, 0, 0, 0, 0]]","[1.87, 4.75, 18.72, [1, 0, 0, 0, 0]]","[15.0, 8.1, 15.0, [1, 0, 0, 0, 0]]"
2023-12-12(화),햄슬라이스야채볶음,언양식불고기,치킨너겟,"[0, 0, 0, [0, 0, 0, 0, 1]]","[7.0, 8.0, 12.0, [1, 0, 0, 0, 0]]","[2.61, 3.01, 2.49, [1, 0, 0, 0, 0]]"
2023-12-12(화),콩나물불고기,와플,콘샐러드,"[5.0, 9.69, 10.21, [1, 0, 0, 0, 0]]","[19.05, 3.72, 2.85, [1, 0, 0, 0, 0]]","[19.83, 7.59, 2.32, [1, 0, 0, 0, 0]]"
2023-12-12(화),모닝빵,연두부&양념장,시리얼,"[17.42, 1.43, 3.28, [1, 0, 0, 0, 0]]","[2.0, 2.3, 4.0, [1, 0, 0, 0, 0]]","[27.4, 1.12, 2.39, [1, 0, 0, 0, 0]]"
2023-12-12(화),배추김치,배추김치,,,,"[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-12-13(수),밥1,영양밥,자장면,,,"[129.41, 19.98, 26.81, [1, 0, 0, 0, 0]]"
2023-12-13(수),사골떡국,돼지갈비김치찌개,짬뽕찌개,"[0.42, 1.8, 5.57, [1, 0, 0, 0, 0]]","[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-12-13(수),베이컨구이,크림청양함박스테이크,찹쌀탕수육,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[23.01, 7.74, 9.38, [1, 0, 0, 0, 0]]"
2023-12-13(수),돈육메추리알장조림,오이양파무침,단무지무침,"[2.63, 7.73, 16.25, [1, 0, 0, 0, 0]]","[7.72, 1.55, 1.58, [1, 0, 0, 0, 0]]","[3.3, 1.28, 0.72, [1, 0, 0, 0, 0]]"
2023-12-13(수),무부추무침,크로와상,,"[3.5, 5.5, 2.1, [1, 0, 0, 0, 0]]","[26.11, 11.97, 4.67, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-12-13(수),배추김치,백김치,,,"[4.75, 0.19, 1.21, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-12-14(목),밥1,날치알김가루주먹밥,치킨스테이크,,,"[8.0, 7.0, 21.0, [1, 0, 0, 0, 0]]"
2023-12-14(목),쇠고기무국,콩나물국,오이피클,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]","[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]","[9.0, 0.0, 0.0, [1, 0, 0, 0, 0]]"
2023-12-14(목),제육간장불고기,대패삼겹곱창볶음,토마토스파게티,"[16.0, 22.0, 22.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[48.0, 3.5, 6.0, [1, 0, 0, 0, 0]]"
2023-12-14(목),단호박전,계란찜,그린샐러드,"[6.7, 6.79, 2.37, [1, 0, 0, 0, 0]]","[2.07, 10.11, 10.05, [1, 0, 0, 0, 0]]","[6.2, 0.2, 1.5, [1, 0, 0, 0, 0]]"
2023-12-14(목),에그타르트,치즈핫도그,,"[22.0, 4.6, 2.0, [1, 0, 0, 0, 0]]","[25.78, 22.6, 14.75, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-12-14(목),배추김치,배추김치,,,,"[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-12-15(금),밥1,쇠고기콩나물밥양념간장,영양밥,,,
2023-12-15(금),닭고기미역국,팽이버섯된장국,김치찌개,"[2.0, 3.0, 9.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]"
2023-12-15(금),오징어볶음,닭불고기,낙지대패불고기,"[8.66, 4.59, 12.41, [1, 0, 0, 0, 0]]","[33.0, 7.0, 58.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-12-15(금),비엔나야채떡조림,탕후루,숙주미나리무침,"[0, 0, 0, [0, 0, 0, 0, 1]]","[66.98, 0.66, 0.46, [1, 0, 0, 0, 0]]","[6.68, 1.31, 1.84, [1, 0, 0, 0, 0]]"
2023-12-15(금),시리얼우유,배추김치,배추김치,"[18.0, 3.0, 4.0, [1, 0, 0, 0, 0]]",,
2023-12-15(금),깍두기,,,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-12-16(토),치킨스테이크,베이컨김치덮밥,제육덮밥,"[8.0, 7.0, 21.0, [1, 0, 0, 0, 0]]",,
2023-12-16(토),초코다쿠아즈,꼬치어묵국,부대찌개,"[5.4, 14.5, 7.35, [1, 0, 0, 0, 0]]","[23.0, 4.7, 12.0, [1, 0, 0, 0, 0]]","[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]"
2023-12-16(토),시리얼,왕소시지구이,떡갈비조림,"[27.4, 1.12, 2.39, [1, 0, 0, 0, 0]]","[23.0, 20.0, 11.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-12-16(토),에그타르트,배추김치,깍두기,"[22.0, 4.6, 2.0, [1, 0, 0, 0, 0]]",,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2023-12-16(토),제로콜라,,,"[0.0, 0.0, 0.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-12-17(일),밥1,짜계치밥,밥1,,,
2023-12-17(일),꼬리곰탕,겉바속쫄핫도그,닭고기육개장,"[7.0, 13.0, 32.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]"
2023-12-17(일),비엔나소시지야채볶음,짬뽕찌개,쇠고기버섯볶음,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[3.91, 6.23, 10.92, [1, 0, 0, 0, 0]]"
2023-11-20(월),계란찜,야채샐러드,김치메밀전병,"[2.07, 10.11, 10.05, [1, 0, 0, 0, 0]]","[3.22, 0.07, 1.25, [1, 0, 0, 0, 0]]","[26.0, 8.0, 6.0, [1, 0, 0, 0, 0]]"
2023-11-20(월),갈비산적,마들렌,배추김치,"[5.0, 7.0, 4.0, [1, 0, 0, 0, 0]]","[7.0, 4.5, 1.0, [1, 0, 0, 0, 0]]",
2023-11-20(월),시리얼우유,깍두기,,"[18.0, 3.0, 4.0, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-11-20(월),갓김치,,,"[13.83, 1.75, 5.89, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-11-20(월),우유),,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-11-21(화),영양밥,참치회덮밥,로제떡볶이,,,"[60.5, 3.5, 7.6, [1, 0, 0, 0, 0]]"
2023-11-21(화),시원한홍합뭇국,미니우동,옛날통닭,"[0, 0, 0, [0, 0, 0, 0, 1]]","[47.56, 0.62, 7.04, [1, 0, 0, 0, 0]]","[5.0, 42.0, 64.0, [1, 0, 0, 0, 0]]"
2023-11-21(화),참치김치볶음,꽈리고추멸치볶음,치킨무,"[2.63, 6.94, 9.5, [1, 0, 0, 0, 0]]","[4.7, 2.46, 4.98, [1, 0, 0, 0, 0]]","[19.59, 0.25, 2.48, [1, 0, 0, 0, 0]]"
2023-11-21(화),두부조림,고구마맛탕,콜라,"[2.51, 9.94, 6.42, [1, 0, 0, 0, 0]]","[12.29, 8.37, 0.81, [1, 0, 0, 0, 0]]","[23.0, 0.0, 0.0, [1, 0, 0, 0, 0]]"
2023-11-21(화),모닝빵,갓김치,,"[17.42, 1.43, 3.28, [1, 0, 0, 0, 0]]","[13.83, 1.75, 5.89, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-11-21(화),배추김치,,,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-11-21(화),배,,,"[15.46, 0.12, 0.38, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-11-22(수),밥1,밥1,대패삼겹살볶음밥,,,
2023-11-22(수),감자국,순대국,호박고추장찌개,"[9.86, 3.52, 4.54, [1, 0, 0, 0, 0]]","[33.78, 10.35, 23.25, [1, 0, 0, 0, 0]]","[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]"
2023-11-22(수),닭순살야채조림,훈제오리야채볶음,새우튀김,"[0, 0, 0, [0, 0, 0, 0, 1]]","[100.0, 23.0, 39.0, [1, 0, 0, 0, 0]]","[1.14, 0.31, 2.0, [1, 0, 0, 0, 0]]"
2023-11-22(수),계란말이,무부추무침,깍두기,"[2.61, 8.96, 10.18, [1, 0, 0, 0, 0]]","[3.5, 5.5, 2.1, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2023-11-22(수),샌드위치,깍두기,,"[33.35, 15.48, 20.69, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-11-22(수),배추김치,비타민음료,,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-11-23(목),밥1,영양밥,밥1,,,
2023-11-23(목),쇠고기미역국,감자탕,반마리삼계탕,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]","[10.01, 5.58, 14.74, [1, 0, 0, 0, 0]]","[29.0, 9.0, 43.0, [1, 0, 0, 0, 0]]"
2023-11-23(목),어묵볶음1,너비아니구이,오징어채볶음,"[14.2, 4.9, 7.19, [1, 0, 0, 0, 0]]","[3.47, 16.54, 16.43, [1, 0, 0, 0, 0]]","[8.56, 4.36, 12.09, [1, 0, 0, 0, 0]]"
2023-11-23(목),미트볼케찹조림,과일샐러드,타코야끼,"[0, 0, 0, [0, 0, 0, 0, 1]]","[13.16, 0.86, 0.67, [1, 0, 0, 0, 0]]","[4.28, 0.63, 1.3, [1, 0, 0, 0, 0]]"
2023-11-23(목),배추김치,배추김치,배추김치,,,
2023-11-23(목),우유),훈제닭다리,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[5.0, 14.0, 27.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-11-23(목),,감귤,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[9.34, 0.22, 0.57, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-11-24(금),찹쌀밥,자장밥,영양밥,,,
2023-11-24(금),무두부조개탕,나가사키짬뽕국,콩나물국,"[0, 0, 0, [0, 0, 0, 0, 1]]","[77.0, 6.0, 19.0, [1, 0, 0, 0, 0]]","[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]"
2023-11-24(금),견과류멸치볶음,멘보샤,순대야채볶음,"[17.5, 14.3, 14.0, [1, 0, 0, 0, 0]]","[5.39, 4.64, 2.81, [1, 0, 0, 0, 0]]","[25.35, 7.87, 17.16, [1, 0, 0, 0, 0]]"
2023-11-24(금),쇠고기장조림,단무지무침,감자조림,"[2.86, 7.38, 16.68, [1, 0, 0, 0, 0]]","[3.3, 1.28, 0.72, [1, 0, 0, 0, 0]]","[6.66, 1.68, 0.79, [1, 0, 0, 0, 0]]"
2023-11-24(금),시리얼우유,,배추김치,"[18.0, 3.0, 4.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]",
2023-11-24(금),배추김치,,,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-11-24(금),우유),,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-11-25(토),치킨텐더,제육덮밥,푸팟퐁커리,"[5.06, 5.32, 4.93, [1, 0, 0, 0, 0]]",,"[15.0, 15.0, 6.0, [1, 0, 0, 0, 0]]"
2023-11-25(토),두부피자,배추된장국,감자짜글이,"[43.0, 25.0, 9.0, [1, 0, 0, 0, 0]]","[8.64, 2.01, 3.8, [1, 0, 0, 0, 0]]","[32.0, 1.8, 5.0, [1, 0, 0, 0, 0]]"
2023-11-25(토),매쉬포테이토,물만두찜/초간장,갈비산적,"[15.0, 3.0, 2.5, [1, 0, 0, 0, 0]]","[0.45, 0.0, 0.27, [1, 0, 0, 0, 0]]","[5.0, 7.0, 4.0, [1, 0, 0, 0, 0]]"
2023-11-25(토),크로크무슈,갓김치,깍두기,"[40.0, 7.0, 14.0, [1, 0, 0, 0, 0]]","[13.83, 1.75, 5.89, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2023-11-25(토),제로콜라,,,"[0.0, 0.0, 0.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-11-26(일),모닝빵,밥1,해물볶음밥,"[17.42, 1.43, 3.28, [1, 0, 0, 0, 0]]",,
2023-11-26(일),밥1,팽이버섯계란국,닭고기미역국,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[2.0, 3.0, 9.0, [1, 0, 0, 0, 0]]"
2023-11-26(일),닭고기육개장,소불고기,베이컨감자피망볶음,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]","[5.0, 6.83, 18.84, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-11-26(일),오징어볶음,오이무침,갓김치,"[8.66, 4.59, 12.41, [1, 0, 0, 0, 0]]","[7.72, 1.55, 1.58, [1, 0, 0, 0, 0]]","[13.83, 1.75, 5.89, [1, 0, 0, 0, 0]]"
2023-11-26(일),메추리알조랭이떡조림,배추김치,,"[0, 0, 0, [0, 0, 0, 0, 1]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-11-26(일),배추김치,가공우유,,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-11-27(월),밥1,셀프주먹밥,밥1,,,
2023-11-27(월),버섯김치찌개,콩나물국,호박된장찌개,"[10.55, 5.06, 9.28, [1, 0, 0, 0, 0]]","[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]","[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]"
2023-11-27(월),언양식불고기,무뼈닭발,돼지불고기,"[7.0, 8.0, 12.0, [1, 0, 0, 0, 0]]","[4.39, 12.73, 16.9, [1, 0, 0, 0, 0]]","[5.1, 12.36, 12.13, [1, 0, 0, 0, 0]]"
2023-11-27(월),스크램블에그,소떡소떡,납작만두,"[1.96, 15.21, 13.01, [1, 0, 0, 0, 0]]","[43.32, 13.61, 10.46, [1, 0, 0, 0, 0]]","[9.43, 0.66, 1.26, [1, 0, 0, 0, 0]]"
2023-11-27(월),시리얼우유,마들렌,배추김치,"[18.0, 3.0, 4.0, [1, 0, 0, 0, 0]]","[7.0, 4.5, 1.0, [1, 0, 0, 0, 0]]",
2023-11-27(월),깍두기,백김치,,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[4.75, 0.19, 1.21, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-11-27(월),우유),,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-11-28(화),밥1,영양밥,해물스파게티,,,"[25.29, 4.99, 12.6, [1, 0, 0, 0, 0]]"
2023-11-28(화),쇠고기미역국,부대찌개,등심돈까스,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]","[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]","[24.56, 18.98, 51.77, [1, 0, 0, 0, 0]]"
2023-11-28(화),비엔나소시지야채볶음,햄야채볶음,후르츠칵테일샐러드,"[0, 0, 0, [0, 0, 0, 0, 1]]","[14.89, 10.96, 12.14, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-11-28(화),견과류멸치볶음,통삼겹살오븐구이,깍두기,"[17.5, 14.3, 14.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2023-11-28(화),모닝빵,배추김치,"농심,카프리썬오렌지,200ml","[17.42, 1.43, 3.28, [1, 0, 0, 0, 0]]",,"[0.0, 18.16, 19.61, [1, 0, 0, 0, 0]]"
2023-11-28(화),배추김치,"매일유업가공우유, 유기농코코아우유 125ML",,,"[14.0, 3.5, 5.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-11-28(화),단감,,,"[18.48, 0.22, 0.44, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-11-29(수),밥1,영양밥,날치알김가루주먹밥,,,
2023-11-29(수),맑은순두부찌개,돼지국밥,꼬치어묵국,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",,"[23.0, 4.7, 12.0, [1, 0, 0, 0, 0]]"
2023-11-29(수),쇠고기당면볶음,김말이튀김,로제떡볶이,"[3.91, 6.23, 10.92, [1, 0, 0, 0, 0]]","[7.32, 2.88, 1.84, [1, 0, 0, 0, 0]]","[60.5, 3.5, 7.6, [1, 0, 0, 0, 0]]"
