날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
2022-05-10,깍두기,15.2kcal,쌈무,12.59kcal,대추방울토마토(비생산기)(12),10.2kcal,,,3487.63kcal
2022-05-10,"매일유업,피크닉청포도,200ml",,모듬쌈(05)(06),37.16kcal,,,,,3487.63kcal
2022-05-10,,,배추김치,10kcal,,,,,3487.63kcal
2022-05-11,간장계란밥(01)(05)(06),521.24kcal,잡곡밥,388.57kcal,낙지볶음밥(완),0kcal,,,3067.44kcal
2022-05-11,팽이버섯된장국(05)(06),52.57kcal,감자수제비국(01)(05)(06),182.18kcal,돈가스(06)(10),514.62kcal,,,3067.44kcal
2022-05-11,비엔나소시지야채볶음(05)(06)(10)(12),257.69kcal,치킨텐더(01),622.74kcal,양상추샐러드,18.53kcal,,,3067.44kcal
2022-05-11,조미김(8절형),5.25kcal,골뱅이야채무침(06)(17),179.85kcal,가공우유(바나나맛)(02),167kcal,,,3067.44kcal
2022-05-11,깍두기,15.2kcal,배추김치,10kcal,배추김치,10kcal,,,3067.44kcal
2022-05-11,"우유(백색우유(200ML,연간))(02)",122kcal,,,,,,,3067.44kcal
2022-05-12,삶은계란(01),70.09kcal,팔보채덮밥(08)(09)(17)(18),552.28kcal,밥,363kcal,,,3551.41kcal
2022-05-12,양송이스프(02)(06),120kcal,짬뽕찌개(06)(08)(09)(10)(17)(18),107.34kcal,김치짜글이찌개(10),198.48kcal,,,3551.41kcal
2022-05-12,씨리얼,151.2kcal,군만두튀김(01)(05)(06)(10),414.86kcal,김말이튀김(05)(06),410.72kcal,,,3551.41kcal
2022-05-12,샌드위치,416.15kcal,미나리콩나물무침(05)(06),45.66kcal,감자튀김&케첩(12),367.15kcal,,,3551.41kcal
2022-05-12,"우유(백색우유(200ML,연간))(02)",122kcal,배추김치,10kcal,닭살냉채&무쌈(17)(15),181.24kcal,,,3551.41kcal
2022-05-12,커피음료,,,,파김치,21.24kcal,,,3551.41kcal
2022-05-13,흑미밥,370.62kcal,산채비빔밥/약고추장(05)(06),586.51kcal,후리카케밥,498.45kcal,,,3301.15kcal
2022-05-13,얼갈이된장국(05),33.58kcal,미소된장국(05)(06),33.96kcal,해물볶음우동(06)(08)(09)(17)(18),189.74kcal,,,3301.15kcal
2022-05-13,돼지고기김치볶음(06)(10),374.85kcal,데리야끼갈비산적구이(17)(05)(06),544.79kcal,달걀국(01)(05),114.71kcal,,,3301.15kcal
2022-05-13,후르츠양배추샐러드(01)(12),91.55kcal,배추김치,10kcal,맛살오이겨자냉채(17),65.99kcal,,,3301.15kcal
2022-05-13,깍두기,15.2kcal,아이스크림 팩형(02),234kcal,깍두기,15.2kcal,,,3301.15kcal
2022-05-13,"우유(백색우유(200ML,연간))(02)",122kcal,,,,,,,3301.15kcal
2022-05-13,"생수(500ML,후식)",0kcal,,,,,,,3301.15kcal
2022-05-14,밥,363kcal,핫도그빵(01)(06)(10)(12),759.08kcal,밥,363kcal,,,2745.53kcal
2022-05-14,배추두부국(05)(06),58.22kcal,스크램블에그(01),168.15kcal,김치어묵국(05)(06),51.21kcal,,,2745.53kcal
2022-05-14,비엔나조랭이떡볶음(05)(06)(10)(12),309.07kcal,씨리얼,151.2kcal,오징어볶음(05)(06)(17),222.15kcal,,,2745.53kcal
2022-05-14,시금치무침,35.75kcal,탄산음료,117.5kcal,콘샐러드(완),0kcal,,,2745.53kcal
2022-05-14,배추김치,10kcal,"우유(백색우유(200ML,연간))(02)",122kcal,깍두기,15.2kcal,,,2745.53kcal
2022-05-15,밥,363kcal,참치마요덮밥(01),450.42kcal,밥,363kcal,,,2546.56kcal
2022-05-15,호박된장국(05)(06),47.64kcal,햄김치찌개(05)(10)(13),234.72kcal,제육볶음(05)(06)(10),487.5kcal,,,2546.56kcal
2022-05-15,쇠고기메추리알조림(05)(06),30.59kcal,매콤두부조림(05)(06),153.17kcal,오징어젓갈무침(17)(17),37.64kcal,,,2546.56kcal
2022-05-15,오이무침(05)(06),47.36kcal,백김치,15.12kcal,모듬쌈(05)(06),37.16kcal,,,2546.56kcal
2022-05-15,배추김치,10kcal,과일푸딩,126kcal,파김치,21.24kcal,,,2546.56kcal
2022-05-15,"우유(백색우유(200ML,연간))(02)",122kcal,,,,,,,2546.56kcal
2022-05-16,밥,363kcal,밥,363kcal,밥,363kcal,,,2746.27kcal
2022-05-16,쇠고기미역국(완),206.72kcal,오징어무국(05)(17),91.57kcal,짬뽕찌개(06)(08)(09)(10)(17)(18),107.34kcal,,,2746.27kcal
2022-05-16,햄감자채볶음(10),78.08kcal,훈제삼겹살&무쌈(01),427.09kcal,너비아니양념구이(05)(06),422.37kcal,,,2746.27kcal
2022-05-16,계란찜(01)(09),107.05kcal,상추겉절이,33.94kcal,김자반,25kcal,,,2746.27kcal
2022-05-16,배추김치,10kcal,배추김치,10kcal,깍두기,15.2kcal,,,2746.27kcal
2022-05-16,짜먹는요구르트(02),38.4kcal,,,"코카콜라음료,미닛메이도포도,180ml",84.51kcal,,,2746.27kcal
2022-05-17,밥,363kcal,밥,363kcal,후리카케밥,498.45kcal,,,3318.60kcal
2022-05-17,버섯감자국(05),57.91kcal,쇠고기무국(05)(16),54.38kcal,함박스테이크*소스(06)(10)(16),357.27kcal,,,3318.60kcal
2022-05-17,돈육굴소스양배추볶음(05)(06)(10)(18),396.68kcal,닭살순대볶음(17)(05)(06)(10)(15),413.4kcal,오이피클,31.8kcal,,,3318.60kcal
2022-05-17,조미김(8절형),5.25kcal,김치전(완)(05)(06),145.79kcal,마늘빵,127.2kcal,,,3318.60kcal
2022-05-17,오이부추무침,28.22kcal,배추김치,10kcal,양송이스프(02)(06),120kcal,,,3318.60kcal
2022-05-17,깍두기,15.2kcal,,,후르츠양배추샐러드(01)(12),91.55kcal,,,3318.60kcal
2022-05-17,"우유(백색우유(200ML,연간))(02)",122kcal,,,탄산음료,117.5kcal,,,3318.60kcal
2022-05-18,밥,363kcal,흑미밥,370.62kcal,밥,363kcal,,,3976.78kcal
2022-05-18,쇠고기버섯탕(05)(16),79.93kcal,닭개장(완),920kcal,돼지고기콩나물볶음(05)(06)(10),416.13kcal,,,3976.78kcal
2022-05-18,조랭이떡베이컨조림(17)(05)(06)(10),155.9kcal,데리야끼갈비산적구이(17)(05)(06),544.79kcal,야채춘권튀김(06)(12),265.04kcal,,,3976.78kcal
2022-05-18,매콤볼어묵조림(17)(05)(06)(08)(09)(17),139.81kcal,오징어초고추장무침(05)(06)(17),158.11kcal,조미김(8절형),5.25kcal,,,3976.78kcal
2022-05-18,배추김치,10kcal,깍두기,15.2kcal,배추김치,10kcal,,,3976.78kcal
2022-05-18,"우유(백색우유(200ML,연간))(02)",122kcal,,,참외(4월~5월),38kcal,,,3976.78kcal
2022-05-19,밥,363kcal,불고기버거(01)(06)(10)(12),646.35kcal,밥,363kcal,,,3432.12kcal
2022-05-19,김치국(05),62.59kcal,케이준감자튀김(05)(12),480.52kcal,생선묵국(05)(06),65.51kcal,,,3432.12kcal
2022-05-19,쇠고기버섯볶음(05)(06)(16),363.3kcal,씨리얼,151.2kcal,돈가스(06)(10),514.62kcal,,,3432.12kcal
2022-05-19,연두부찜&양념간장(05)(06),87.81kcal,사과(후지),51.156kcal,조미김(8절형),5.25kcal,,,3432.12kcal
2022-05-19,깍두기,15.2kcal,"남양유업,과수원오렌지,190ml",,꽃맛살샐러드(01)(05)(06),130.61kcal,,,3432.12kcal
2022-05-19,"우유(백색우유(200ML,연간))(02)",122kcal,,,배추김치,10kcal,,,3432.12kcal
2022-05-20,밥,363kcal,쇠고기국밥(05)(06)(16),497.7kcal,유부어묵국(17)(05)(06),30.76kcal,,,3718.78kcal
2022-05-20,꼬리곰탕(완),225.39kcal,두부김치(05)(06)(10),229.66kcal,야채튀김(06)(12),289.12kcal,,,3718.78kcal
2022-04-21,조랭이떡베이컨조림(17)(05)(06)(10),253.95kcal,해물파전(완),340.14kcal,맛살오이겨자냉채(17),71.89kcal,,,2689.32kcal
2022-04-21,토마토스크램블에그(01)(12),136.16kcal,오징어젓갈무침(17)(17),37.71kcal,배추김치,10kcal,,,2689.32kcal
2022-04-21,배추김치,10kcal,배추김치,10kcal,,,,,2689.32kcal
2022-04-21,떠먹는 토핑형 발효유,,"웅진식품,자연은망고,180ml",26kcal,,,,,2689.32kcal
2022-04-22,밥,363kcal,잡곡밥,382.25kcal,밥,363kcal,,,3338.25kcal
2022-04-22,콩나물국(05),23.95kcal,김치어묵국(05)(06),51.21kcal,사골우거지국(완)(16),480kcal,,,3338.25kcal
2022-04-22,돈육굴소스양배추볶음(05)(06)(10)(18),300.52kcal,치즈불닭(02)(05)(06)(15),486.34kcal,너비아니양념구이(05)(06),422.37kcal,,,3338.25kcal
2022-04-22,꽈리고추멸치조림(05)(06),70.47kcal,모듬과일샐러드(01)(12),70.94kcal,조미김(8절형),5.25kcal,,,3338.25kcal
2022-04-22,배추김치,10kcal,배추김치,10kcal,시금치무침,35.75kcal,,,3338.25kcal
2022-04-22,"생수(500ML,후식)",0kcal,,,가공우유(초코맛)(02),126kcal,,,3338.25kcal
2022-04-22,"우유(백색우유(200ML,연간))(02)",122kcal,,,깍두기,15.2kcal,,,3338.25kcal
2022-04-23,밥,363kcal,미니우동(05)(06),323.96kcal,쇠고기국밥(05)(06)(16),512.37kcal,,,3331.01kcal
2022-04-23,쇠고기미역국(05)(16),58.51kcal,죽봉어묵볶음(06),428.29kcal,어묵야채볶음(05)(06)(08)(09)(17),110.25kcal,,,3331.01kcal
2022-04-23,비엔나소시지야채볶음(05)(06)(10)(12),242.34kcal,양상추샐러드,18.53kcal,오징어채볶음(01)(05)(06)(17),139.91kcal,,,3331.01kcal
2022-04-23,알감자조림(05)(06),101.95kcal,마늘빵,127.2kcal,깍두기,15.2kcal,,,3331.01kcal
2022-04-23,배추김치,10kcal,탄산음료,117.5kcal,"국수,라면용",762kcal,,,3331.01kcal
2022-04-24,밥,363kcal,밥,363kcal,밥,363kcal,,,2957.35kcal
2022-04-24,감자수제비국(01)(05)(06),209.08kcal,뚝배기불고기(완),640kcal,돼지국밥(완),187.5kcal,,,2957.35kcal
2022-04-24,오징어젓갈무침(17)(17),37.71kcal,매콤감자조림(05)(06),77.67kcal,깻잎지(완),9kcal,,,2957.35kcal
2022-04-24,김자반,25kcal,쌈무,8.4kcal,김치전(완)(05)(06),145.79kcal,,,2957.35kcal
2022-04-24,배추김치,10kcal,배추김치,10kcal,깍두기,15.2kcal,,,2957.35kcal
2022-04-24,"우유(백색우유(200ML,연간))(02)",122kcal,,,스트링치즈,371kcal,,,2957.35kcal
2022-04-25,밥,363kcal,흑미밥,370.62kcal,삼겹살갈릭볶음밥(10)(18),672.42kcal,,,2834.80kcal
2022-04-25,시금치된장국(05)(06),58.68kcal,쇠고기버섯탕(05)(16),80.2kcal,콩나물국(05),23.95kcal,,,2834.80kcal
2022-04-25,돼지고기감자조림(05)(06),46.18kcal,고구마치즈돈가스,334.84kcal,조미김(8절형),5.25kcal,,,2834.80kcal
2022-04-25,오이콩나물무침(05)(06),42.49kcal,도토리묵&양념장(05)(06),47.79kcal,비빔만두(01)(05)(06)(10),425.26kcal,,,2834.80kcal
2022-04-25,배추김치,10kcal,배추김치,10kcal,백김치,15.12kcal,,,2834.80kcal
2022-04-25,"남양유업,과수원복숭아,190ml",81kcal,,,과일푸딩,126kcal,,,2834.80kcal
2022-04-25,"우유(백색우유(200ML,연간))(02)",122kcal,,,,,,,2834.80kcal
2022-04-26,밥,363kcal,미트스파게티(01)(05)(06)(10)(12),810.21kcal,밥,363kcal,,,3415.09kcal
2022-04-26,순두부국(05)(08)(09)(17)(18),57.3kcal,양송이스프(02)(06),120kcal,버섯들깨탕(05)(16),82.8kcal,,,3415.09kcal
2022-04-26,쇠고기야채볶음(05)(06)(16),204.27kcal,케이준치킨샐러드(01)(06)(15),554.81kcal,두부김치(05)(06)(10),208.06kcal,,,3415.09kcal
2022-04-26,멸치땅콩엿장조림(17)(05)(06),144.71kcal,오이피클,31.8kcal,삼치데리야끼구이(05)(06),141.19kcal,,,3415.09kcal
2022-04-26,깍두기,15.2kcal,깍두기,15.2kcal,파김치,21.24kcal,,,3415.09kcal
2022-04-26,"우유(백색우유(200ML,연간))(02)",122kcal,,,참외(4월~5월),38kcal,,,3415.09kcal
2022-04-26,"해태에이치티비,코코팜망고코넛,340ml",122.3kcal,,,,,,,3415.09kcal
2022-04-27,떡만둣국(01)(05)(06)(10)(16),600.64kcal,밥,363kcal,잡곡밥,382.25kcal,,,3899.94kcal
2022-04-27,돈육피망볶음(05)(06)(10),435.54kcal,삼겹살구이(10),1052.58kcal,등뼈감자탕(05)(06)(10),238.73kcal,,,3899.94kcal
2022-04-27,오이무침(05)(06),47.36kcal,모듬쌈(05)(06),36.82kcal,야채춘권튀김(06)(12),265.04kcal,,,3899.94kcal
2022-04-27,배추김치,10kcal,오징어파채초무침(17)(05)(17),88.92kcal,조미김(8절형),5.25kcal,,,3899.94kcal
2022-04-27,"우유(백색우유(200ML,연간))(02)",122kcal,배추김치,10kcal,꽃맛살샐러드(01)(05)(06),130.61kcal,,,3899.94kcal
2022-04-27,,,"매일유업,썬업오렌지,200ml",96kcal,깍두기,15.2kcal,,,3899.94kcal
2022-04-28,삶은계란(01),70.09kcal,잡곡밥,382.25kcal,밥,363kcal,,,3217.05kcal
2022-04-28,초코씨리얼,157.32kcal,유부어묵국(17)(05)(06),31.02kcal,햄소시지찌개(05)(06)(10),139.86kcal,,,3217.05kcal
2022-04-28,고구마샐러드(01),174.64kcal,함박스테이크*소스(06)(10)(16),357.27kcal,치킨텐더(01),549.34kcal,,,3217.05kcal
2022-04-28,샌드위치,416.15kcal,멕시칸샐러드(01)(10),117.16kcal,시금치무침,35.75kcal,,,3217.05kcal
2022-04-28,"우유(백색우유(200ML,연간))(02)",122kcal,배추김치,10kcal,깍두기,15.2kcal,,,3217.05kcal
2022-04-28,농후 발효유(02),96kcal,,,"아이스크림, 떠먹는형",180kcal,,,3217.05kcal
2022-04-29,밥,363kcal,밥,363kcal,흑미밥,370.62kcal,,,3812.23kcal
2022-04-29,황태채미역국(05),38.94kcal,해물볶음우동(06)(08)(09)(17)(18),176.34kcal,호박된장국(05)(06),47.64kcal,,,3812.23kcal
2022-04-29,조미김(8절형),5.25kcal,돼지고기김치국(05)(10),174.91kcal,돼지갈비구이(완),880.28kcal,,,3812.23kcal
2022-04-29,쇠고기메추리알조림(05)(06),240.59kcal,데리야끼갈비산적구이(17)(05)(06),544.79kcal,상추겉절이,33.94kcal,,,3812.23kcal
2022-04-29,감자매운조림(05)(06),91.73kcal,깍두기,15.2kcal,배추김치,10kcal,,,3812.23kcal
2022-04-29,배추김치,10kcal,,,"웅진식품,웅진자연은샤인머스켓,340ml",,,,3812.23kcal
2022-04-29,"우유(백색우유(200ML,연간))(02)",122kcal,,,케이크,324kcal,,,3812.23kcal
2022-04-29,"생수(500ML,후식)",0kcal,,,,,,,3812.23kcal
2022-04-30,밥,363kcal,햄치즈버거(01)(02)(06)(10)(12),683.86kcal,밥,363kcal,,,3775.17kcal
2022-04-30,팽이버섯된장국(05)(06),52.57kcal,계란후라이(완제품),88.2kcal,꼬리곰탕(완),247.19kcal,,,3775.17kcal
2022-04-30,닭살순대볶음(17)(05)(06)(10)(15),396.8kcal,씨리얼,151.6kcal,비엔나소시지야채볶음(05)(06)(10)(12),242.34kcal,,,3775.17kcal
2022-04-30,콘샐러드(완),0kcal,양송이스프(02)(06),120kcal,콩나물무침(05),39.91kcal,,,3775.17kcal
2022-04-30,배추김치,10kcal,탄산음료,117.5kcal,깍두기,15.2kcal,,,3775.17kcal
2022-04-30,"우유(백색우유(200ML,연간))(02)",122kcal,,,"국수,라면용",762kcal,,,3775.17kcal
2022-05-01,밥,363kcal,밥,363kcal,밥,363kcal,,,3091.20kcal
2022-05-01,감자수제비국(01)(05)(06),182.18kcal,부대찌개(완)(06)(10),280kcal,낙지삼겹살볶음(05)(06)(10)(18),326.6kcal,,,3091.20kcal
2022-05-01,대패삼겹살김치볶음(06)(10),484.55kcal,돼지고기메추리알장조림(05)(06)(10)(18),212.1kcal,모듬쌈(05)(06),37.16kcal,,,3091.20kcal
2022-05-01,조미김(8절형),5.25kcal,매쉬포테이토(01),221.1kcal,콩나물무침(05),37.26kcal,,,3091.20kcal
2022-05-01,배추김치,10kcal,깍두기,15.2kcal,배추김치,10kcal,,,3091.20kcal
2022-05-01,"우유(백색우유(200ML,연간))(02)",122kcal,,,이온음료,58.8kcal,,,3091.20kcal
2022-05-02,간장계란밥(01)(05)(06),521.24kcal,잡곡밥,388.57kcal,돈가스마요덮밥(01)(06)(10),932.09kcal,,,3260.91kcal
2022-05-02,쇠고기무국(05)(16),54.38kcal,순두부해물찌개(05)(08)(09)(17)(18),94.38kcal,얼갈이된장국(05),33.58kcal,,,3260.91kcal
2022-05-02,멸치땅콩엿장조림(17)(05)(06),144.71kcal,오리불고기(05)(06),476.45kcal,크래미샐러드(17)(01),172.57kcal,,,3260.91kcal
2022-05-02,가공우유(딸기맛)(02),116kcal,웨지감자튀김,235.74kcal,배추김치,10kcal,,,3260.91kcal
2022-05-02,깍두기,15.2kcal,배추김치,10kcal,유산균 발효 음료(02),56kcal,,,3260.91kcal
2022-05-03,모닝빵&딸기잼,218.13kcal,쇠고기콩나물밥&부추양념장(05)(06),422.78kcal,흑미밥,370.62kcal,,,3272.88kcal
2022-05-03,비엔나구이(10)(12),282.75kcal,쇠고기육개장(01)(05)(16),126.43kcal,참치김치찌개(05),120.06kcal,,,3272.88kcal
2022-05-03,삶은계란(01),70.09kcal,너비아니양념구이(05)(06),422.37kcal,닭강정(01)(05)(06)(12)(15),731.56kcal,,,3272.88kcal
2022-05-03,두유(05),140kcal,배추김치,10kcal,양상추샐러드,18.53kcal,,,3272.88kcal
2022-05-03,씨리얼,151.2kcal,"매일유업,썬업파인애플,200ml",,깍두기,15.2kcal,,,3272.88kcal
2022-05-03,사과(후지),51.156kcal,,,,,,,3272.88kcal
2022-05-03,"우유(백색우유(200ML,연간))(02)",122kcal,,,,,,,3272.88kcal
2022-05-04,밥,363kcal,잡곡밥,388.57kcal,자장면(05)(06)(10),810.04kcal,,,3600.57kcal
2022-05-04,배추된장국(05)(06),47.24kcal,등뼈감자탕(05)(06)(10),238.73kcal,비빔만두(01)(05)(06)(10),425.26kcal,,,3600.57kcal
2022-05-04,제육볶음(05)(06)(10),487.5kcal,생선가스(01)(06),499.94kcal,배추김치,10kcal,,,3600.57kcal
2022-05-04,시금치무침,35.75kcal,오이부추무침,28.22kcal,단무지,5.4kcal,,,3600.57kcal
2022-05-04,배추김치,10kcal,김자반,25kcal,"컵과일(사과, 대추방울토마토)",44.72kcal,,,3600.57kcal
2022-05-04,"우유(백색우유(200ML,연간))(02)",122kcal,깍두기,15.2kcal,"웅진식품,가야농장 제주감귤,340ml",44kcal,,,3600.57kcal
2022-05-05,흑미밥,370.62kcal,밥,363kcal,밥,363kcal,,,3182.98kcal
2022-05-05,조갯살미역국(18),30.54kcal,감자양파국(05),38.2kcal,차돌박이된장찌개(17),74kcal,,,3182.98kcal
2022-05-05,닭갈비(05)(06)(15),435.47kcal,훈제삼겹살&무쌈(01),427.09kcal,어묵야채볶음(05)(06)(08)(09)(17),110.25kcal,,,3182.98kcal
2022-05-05,콘샐러드(완),0kcal,후르츠양배추샐러드(01)(12),91.55kcal,돼지고기버섯볶음(05)(06)(10)(18),386.82kcal,,,3182.98kcal
2022-05-05,깍두기,15.2kcal,파김치,21.24kcal,배추김치,10kcal,,,3182.98kcal
2022-04-07,스크램블에그(01),168.15kcal,감자수제비국(01)(05)(06),209.08kcal,쇠고기육개장(01)(05)(16),134.46kcal,,,3572.66kcal
2022-04-07,씨리얼,151.6kcal,오징어볶음(05)(06)(17),213.35kcal,계란부추볶음(01),162.94kcal,,,3572.66kcal
2022-04-07,가공우유(바나나맛)(02),167kcal,야채춘권튀김(06)(12),265.04kcal,생선가스(01)(06),499.94kcal,,,3572.66kcal
2022-04-07,"우유(백색우유(200ML,연간))(02)",122kcal,파김치,21.24kcal,배추김치,10kcal,,,3572.66kcal
2022-04-07,,,,,참외(4월~5월),38kcal,,,3572.66kcal
2022-04-08,밥,363kcal,매운갈비찜볶음밥(완),0kcal,잡곡밥,382.25kcal,,,3659.74kcal
2022-04-08,배추두부국(05)(06),58.22kcal,생선묵국(05)(06),65.82kcal,김치짜글이찌개(10),200.98kcal,,,3659.74kcal
2022-04-08,돈육굴소스양배추볶음(05)(06)(10)(18),300.52kcal,떡볶이(05)(06),323.79kcal,잡채(05)(06)(10),281.8kcal,,,3659.74kcal
2022-04-08,멸치땅콩엿장조림(17)(05)(06),144.71kcal,오징어튀김(05)(06),346.09kcal,데리야끼갈비산적구이(17)(05)(06),544.79kcal,,,3659.74kcal
2022-04-08,배추김치,10kcal,김말이튀김(05)(06),410.72kcal,깍두기,15.2kcal,,,3659.74kcal
2022-04-08,"생수(500ML,후식)",0kcal,단무지,6.3kcal,한라봉,73.554kcal,,,3659.74kcal
2022-04-08,"우유(백색우유(200ML,연간))(02)",122kcal,배추김치,10kcal,,,,,3659.74kcal
2022-04-09,낙지볶음밥(완),0kcal,핫도그빵(01)(06)(10)(12),759.08kcal,밥,363kcal,,,2566.93kcal
2022-04-09,유부어묵국(17)(05)(06),31.02kcal,스크램블에그(01),168.15kcal,시금치된장국(05)(06),58.68kcal,,,2566.93kcal
2022-04-09,조랭이떡베이컨조림(17)(05)(06)(10),253.95kcal,씨리얼,151.6kcal,닭감자찜(05)(06)(15),348.62kcal,,,2566.93kcal
2022-04-09,배추김치,10kcal,,,도토리묵무침,31.63kcal,,,2566.93kcal
2022-04-09,대추방울토마토(비생산기)(12),10.2kcal,,,배추김치,10kcal,,,2566.93kcal
2022-04-09,건빵(야채맛),249kcal,,,,,,,2566.93kcal
2022-04-09,"우유(백색우유(200ML,연간))(02)",122kcal,,,,,,,2566.93kcal
2022-04-10,밥,363kcal,밥,363kcal,낙지불고기덮밥(05)(06)(16),576.15kcal,,,2532.35kcal
2022-04-10,호박된장찌개(05)(06),61.82kcal,제육볶음(05)(06)(10),483.97kcal,콩나물국(05),23.95kcal,,,2532.35kcal
2022-04-10,햄감자채볶음(10),78.08kcal,오이무침(05)(06),47.36kcal,연두부찜&양념간장(05)(06),87.81kcal,,,2532.35kcal
2022-04-10,메추리알조랭이떡조림(17)(05)(06)(18),109.83kcal,모듬쌈(05)(06),36.82kcal,조미김(8절형),5.25kcal,,,2532.35kcal
2022-04-10,배추김치,10kcal,배추김치,10kcal,배추김치,10kcal,,,2532.35kcal
2022-04-10,"우유(백색우유(200ML,연간))(02)",122kcal,,,이온음료,58.8kcal,,,2532.35kcal
2022-04-10,"코카콜라음료,미닛메이도포도,180ml",84.51kcal,,,,,,,2532.35kcal
2022-04-11,밥,363kcal,흑미밥,370.62kcal,밥,363kcal,,,3142.80kcal
2022-04-11,건새우아욱국(05)(06)(09),49.83kcal,등뼈감자탕(05)(06)(10),238.73kcal,햄소시지찌개(05)(06)(10),139.86kcal,,,3142.80kcal
2022-04-11,순살닭고기고구마조림(05)(06)(15),373.1kcal,두부김치(05)(06)(10),208.06kcal,돈가스(06)(10),514.62kcal,,,3142.80kcal
2022-04-11,콩나물무침(05),39.91kcal,야채튀김(06)(12),289.12kcal,시금치무침,35.75kcal,,,3142.80kcal
2022-04-11,배추김치,10kcal,깍두기,15.2kcal,배추김치,10kcal,,,3142.80kcal
2022-04-11,"우유(백색우유(200ML,연간))(02)",122kcal,,,,,,,3142.80kcal
2022-04-12,밥,363kcal,밥,363kcal,잡곡밥,382.25kcal,,,3195.89kcal
