날짜,breakfast,breakfast_embedding,lunch,lunch_embedding,dinner,dinner_embedding,breakfast_count,lunch_count,dinner_count
2024-04-30(화),유부된장국,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]",소갈비탕,"[11.63, 31.26, 33.29, [1, 0, 0, 0, 0]]",호박된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",1,2,1
2024-05-01(수),매운어묵탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",치킨너겟소스,"[10.0, 12.0, 15.0, [1, 0, 0, 0, 0]]",닭가슴살떡국,"[0.0, 1.23, 22.98, [1, 0, 0, 0, 0]]",2,1,2
2024-05-02(목),감자계란국,"[0, 0, 0, [0, 0, 0, 0, 1]]",고기듬뿍순댓국,"[5.0, 3.2, 6.0, [1, 0, 0, 0, 0]]",해물짬뽕국,"[69.0, 8.0, 18.0, [1, 0, 0, 0, 0]]",4,7,6
2024-05-03(금),쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",광어매운탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",부대찌개,"[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]",10,1,14
2024-05-04(토),팽이버섯장국,"[6.96, 0.41, 2.7, [1, 0, 0, 0, 0]]",바베큐폭립,"[17.0, 9.0, 25.0, [1, 0, 0, 0, 0]]",만두육개장,"[0, 0, 0, [0, 0, 0, 0, 1]]",7,1,6
2024-05-05(일),버섯쇠고기찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",순두부해물찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",돈코츠숙주국,"[0, 0, 0, [0, 0, 0, 0, 1]]",4,3,3
2024-05-06(월),돼지고기김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",햄듬뿍찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",1,20,4
2024-05-07(화),돼지고기애호박찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",김치어묵수제비,"[57.67, 6.81, 15.37, [1, 0, 0, 0, 0]]",소갈비탕,"[11.63, 31.26, 33.29, [1, 0, 0, 0, 0]]",9,1,4
2024-05-08(수),쇠고기장조림,"[2.86, 7.38, 16.68, [1, 0, 0, 0, 0]]",맑은콩나물국,"[3.0, 1.0, 5.0, [1, 0, 0, 0, 0]]",부대찌개,"[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]",1,6,14
2024-05-09(목),쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",닭장각곰탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",나가사끼짬뽕국,"[74.0, 9.0, 9.0, [1, 0, 0, 0, 0]]",10,1,4
2024-05-10(금),물만둣국,"[29.95, 21.79, 24.12, [1, 0, 0, 0, 0]]",돈코츠숙주국,"[0, 0, 0, [0, 0, 0, 0, 1]]",마라탕,"[16.1, 8.99, 10.08, [1, 0, 0, 0, 0]]",10,3,1
2024-05-11(토),햄토마토소스닭가슴살,"[53.0, 6.0, 15.0, [1, 0, 0, 0, 0]]",에그마요샌드위치,"[45.0, 26.0, 16.4, [1, 0, 0, 0, 0]]",닭고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",2,1,5
2024-05-12(일),황태채국,"[1.0, 3.1, 12.0, [1, 0, 0, 0, 0]]",참치김치찌개,"[6.11, 4.71, 9.71, [1, 0, 0, 0, 0]]",순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",8,1,2
2024-05-13(월),오징어콩나물국,"[0, 0, 0, [0, 0, 0, 0, 1]]",닭고기미역국,"[2.0, 3.0, 9.0, [1, 0, 0, 0, 0]]",소고기된장찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",4,3,3
2024-05-14(화),닭가슴살떡국,"[0.0, 1.23, 22.98, [1, 0, 0, 0, 0]]",청양나폴리탄파스타,"[0, 0, 0, [0, 0, 0, 0, 1]]",쇠고기버섯전골,"[57.0, 6.0, 46.0, [1, 0, 0, 0, 0]]",4,2,1
2024-05-15(수),소시지구이,"[23.0, 20.0, 11.0, [1, 0, 0, 0, 0]]",배추쇠고기국,"[0, 0, 0, [0, 0, 0, 0, 1]]",부대찌개,"[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]",3,2,14
2024-05-16(목),팽이버섯장국,"[6.96, 0.41, 2.7, [1, 0, 0, 0, 0]]",얼큰새우탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",차돌된장찌개,"[14.67, 10.78, 19.1, [1, 0, 0, 0, 0]]",7,3,2
2024-05-17(금),돼지고기애호박찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",쇠고기샤브국,"[7.0, 2.4, 13.0, [1, 0, 0, 0, 0]]",종합어묵국,"[26.0, 0.0, 12.0, [1, 0, 0, 0, 0]]",9,3,8
2024-05-18(토),비프찹스테이크,"[20.0, 8.0, 12.0, [1, 0, 0, 0, 0]]",유부장국,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]",닭곰탕,"[1.87, 4.75, 18.72, [1, 0, 0, 0, 0]]",1,14,4
2024-05-19(일),얼큰쇠고기무국,"[9.6, 3.4, 10.0, [1, 0, 0, 0, 0]]",들깨두부탕,"[4.0, 4.2, 5.0, [1, 0, 0, 0, 0]]",참치김치찌개,"[6.11, 4.71, 9.71, [1, 0, 0, 0, 0]]",13,2,6
2024-05-20(월),맛김,"[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]",겉절이김치,"[0, 0, 0, [0, 0, 0, 0, 1]]",카레소스,"[29.0, 5.0, 8.0, [1, 0, 0, 0, 0]]",1,2,1
2024-05-21(화),소고기된장찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",유부장국,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]",김치물만둣국,"[9.5, 55.0, 39.0, [1, 0, 0, 0, 0]]",10,14,2
2024-05-22(수),햄치즈샌드위치,"[42.0, 11.0, 17.0, [1, 0, 0, 0, 0]]",차돌볶음우동,"[69.0, 4.3, 7.0, [1, 0, 0, 0, 0]]",얼큰콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",1,1,6
2024-05-23(목),얼큰쇠고기무국,"[9.6, 3.4, 10.0, [1, 0, 0, 0, 0]]",시래기등뼈감자탕,"[15.0, 9.0, 30.0, [1, 0, 0, 0, 0]]",쇠고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",13,2,7
2024-05-24(금),쇠고기두부탕국,"[0, 0, 0, [0, 0, 0, 0, 1]]",대구지리탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",매운어묵탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",7,2,6
2024-05-25(토),갈릭치킨스테이크,"[46.0, 51.0, 62.0, [1, 0, 0, 0, 0]]",불고기버거,"[50.0, 22.0, 20.0, [1, 0, 0, 0, 0]]",쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",2,4,4
2024-05-26(일),황태채국,"[1.0, 3.1, 12.0, [1, 0, 0, 0, 0]]",오징어무국,"[3.8, 0.96, 10.35, [1, 0, 0, 0, 0]]",전투식량,"[0, 0, 0, [0, 0, 0, 0, 1]]",8,4,1
2024-05-27(월),닭곰탕,"[1.87, 4.75, 18.72, [1, 0, 0, 0, 0]]",쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",부추달걀국,"[0, 0, 0, [0, 0, 0, 0, 1]]",4,20,6
2024-05-28(화),참치두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",순두부해물찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",돼지고기짜글이,"[5.0, 8.0, 9.0, [1, 0, 0, 0, 0]]",1,3,3
2024-05-29(수),종합어묵국,"[26.0, 0.0, 12.0, [1, 0, 0, 0, 0]]",유부장국,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]",물만둣국,"[29.95, 21.79, 24.12, [1, 0, 0, 0, 0]]",2,14,2
2024-05-30(목),버섯쇠고기찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",고기듬뿍돼지국밥,"[0, 0, 0, [1, 0, 0, 0, 0]]",스팸짜글이,"[0, 0, 0, [0, 0, 0, 0, 1]]",4,4,2
2024-05-31(금),새우계란탕,"[39.0, 7.0, 7.0, [1, 0, 0, 0, 0]]",꽃게된장찌개,"[15.2, 5.67, 18.57, [1, 0, 0, 0, 0]]",사골곰탕,"[0.0, 2.4, 3.0, [1, 0, 0, 0, 0]]",2,1,4
2024-06-01(토),LA갈비구이,"[1.7, 20.92, 18.03, [1, 0, 0, 0, 0]]",시원한묵사발,"[0, 0, 0, [0, 0, 0, 0, 1]]",쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",1,1,1
2024-06-02(일),모듬장조림,"[0, 0, 0, [0, 0, 0, 0, 1]]",쇠고기버섯볶음,"[3.91, 6.23, 10.92, [1, 0, 0, 0, 0]]",진미채무침,"[0, 0, 0, [0, 0, 0, 0, 1]]",1,1,1
2024-06-03(월),오징어무국,"[3.8, 0.96, 10.35, [1, 0, 0, 0, 0]]",부대찌개,"[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]",소갈비탕,"[11.63, 31.26, 33.29, [1, 0, 0, 0, 0]]",2,5,4
2024-06-04(화),닭곰탕,"[1.87, 4.75, 18.72, [1, 0, 0, 0, 0]]",고기듬뿍순댓국,"[5.0, 3.2, 6.0, [1, 0, 0, 0, 0]]",돈코츠숙주국,"[0, 0, 0, [0, 0, 0, 0, 1]]",4,7,3
2024-06-05(수),물만둣국,"[29.95, 21.79, 24.12, [1, 0, 0, 0, 0]]",팽이버섯된장국,"[0, 0, 0, [0, 0, 0, 0, 1]]",게살계란탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",10,3,2
2024-06-06(목),쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",돼지고기김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",부추달걀국,"[0, 0, 0, [0, 0, 0, 0, 1]]",10,3,6
2024-06-07(금),쇠고기두부탕국,"[0, 0, 0, [0, 0, 0, 0, 1]]",치킨가스소스,"[27.0, 3.5, 2.0, [1, 0, 0, 0, 0]]",종합어묵국,"[26.0, 0.0, 12.0, [1, 0, 0, 0, 0]]",7,1,8
2024-06-08(토),돈육탄두리또띠아,"[0, 0, 0, [0, 0, 0, 0, 1]]",닭고기또띠아롤,"[26.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",쇠고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",1,1,7
2024-06-09(일),쇠고기떡국,"[0.0, 2.5, 20.0, [1, 0, 0, 0, 0]]",순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",팽이버섯장국,"[6.96, 0.41, 2.7, [1, 0, 0, 0, 0]]",3,1,4
2024-06-10(월),참치김치찌개,"[6.11, 4.71, 9.71, [1, 0, 0, 0, 0]]",들깨미역국,"[11.76, 5.28, 2.78, [1, 0, 0, 0, 0]]",쇠고기샤브국,"[7.0, 2.4, 13.0, [1, 0, 0, 0, 0]]",4,5,3
2024-06-11(화),소시지구이,"[23.0, 20.0, 11.0, [1, 0, 0, 0, 0]]",부대찌개,"[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]",얼큰쇠고기무국,"[9.6, 3.4, 10.0, [1, 0, 0, 0, 0]]",3,5,2
2024-06-12(수),황태채국,"[1.0, 3.1, 12.0, [1, 0, 0, 0, 0]]",차돌된장찌개,"[14.67, 10.78, 19.1, [1, 0, 0, 0, 0]]",햄듬뿍찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",8,1,4
2024-06-13(목),김치어묵국,"[190.0, 17.0, 38.0, [1, 0, 0, 0, 0]]",바지락수제비,"[0, 0, 0, [0, 0, 0, 0, 1]]",얼큰콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",2,1,6
2024-06-14(금),나가사끼짬뽕국,"[74.0, 9.0, 9.0, [1, 0, 0, 0, 0]]",명태매운탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",사골떡만둣국,"[202.0, 28.0, 36.0, [1, 0, 0, 0, 0]]",3,2,3
2024-06-15(토),돈육큐브토마토소스조림,"[0, 0, 0, [0, 0, 0, 0, 1]]",바지락무국,"[6.68, 2.29, 28.91, [1, 0, 0, 0, 0]]",꽃게해물탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",1,1,2
2024-06-16(일),순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",배추쇠고기국,"[0, 0, 0, [0, 0, 0, 0, 1]]",닭고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",1,2,5
2024-06-17(월),돼지고기애호박찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",유부장국,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]",9,20,2
2024-06-18(화),소고기된장찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",새우계란탕,"[39.0, 7.0, 7.0, [1, 0, 0, 0, 0]]",고기짬뽕국,"[30.0, 2.6, 6.0, [1, 0, 0, 0, 0]]",10,1,1
2024-06-19(수),오징어콩나물국,"[0, 0, 0, [0, 0, 0, 0, 1]]",유부장국,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]",감자계란국,"[0, 0, 0, [0, 0, 0, 0, 1]]",4,14,4
2024-06-20(목),배추쇠고기국,"[0, 0, 0, [0, 0, 0, 0, 1]]",시래기등뼈감자탕,"[15.0, 9.0, 30.0, [1, 0, 0, 0, 0]]",사골곰탕,"[0.0, 2.4, 3.0, [1, 0, 0, 0, 0]]",4,2,4
2024-06-21(금),물만둣국,"[29.95, 21.79, 24.12, [1, 0, 0, 0, 0]]",팽이버섯장국,"[6.96, 0.41, 2.7, [1, 0, 0, 0, 0]]",매운어묵탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",10,3,6
2024-06-22(토),베이글크림치즈,"[33.0, 12.0, 10.0, [1, 0, 0, 0, 0]]",투움바파스타,"[33.0, 48.0, 18.0, [1, 0, 0, 0, 0]]",모듬바베큐,"[0, 0, 0, [0, 0, 0, 0, 1]]",1,1,1
2024-06-23(일),돼지고기짜글이,"[5.0, 8.0, 9.0, [1, 0, 0, 0, 0]]",만두육개장,"[0, 0, 0, [0, 0, 0, 0, 1]]",닭곰탕,"[1.87, 4.75, 18.72, [1, 0, 0, 0, 0]]",2,1,4
2024-06-24(월),새우계란탕,"[39.0, 7.0, 7.0, [1, 0, 0, 0, 0]]",쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",해물짬뽕국,"[69.0, 8.0, 18.0, [1, 0, 0, 0, 0]]",2,20,6
2024-06-25(화),쇠고기떡국,"[0.0, 2.5, 20.0, [1, 0, 0, 0, 0]]",고기듬뿍돼지국밥,"[0, 0, 0, [1, 0, 0, 0, 0]]",부대찌개,"[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]",3,4,14
2024-06-26(수),쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",하이라이스,"[49.14, 9.49, 10.26, [1, 0, 0, 0, 0]]",쇠고기샤브국,"[7.0, 2.4, 13.0, [1, 0, 0, 0, 0]]",10,2,3
2024-06-27(목),생수,"[29.0, 2.2, 6.0, [1, 0, 0, 0, 0]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]",2,1,2
2024-06-28(금),소고기된장찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",김치물만둣국,"[9.5, 55.0, 39.0, [1, 0, 0, 0, 0]]",비빔쫄면,"[82.0, 13.0, 9.0, [1, 0, 0, 0, 0]]",10,3,2
2024-06-29(토),치즈함박스테이크,"[77.0, 31.0, 35.0, [1, 0, 0, 0, 0]]",불고기버거,"[50.0, 22.0, 20.0, [1, 0, 0, 0, 0]]",부추달걀국,"[0, 0, 0, [0, 0, 0, 0, 1]]",1,4,6
2024-06-30(일),얼큰쇠고기무국,"[9.6, 3.4, 10.0, [1, 0, 0, 0, 0]]",돼지고기짜글이,"[5.0, 8.0, 9.0, [1, 0, 0, 0, 0]]",얼큰새우탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",13,1,6
2024-07-01(월),황태채국,"[1.0, 3.1, 12.0, [1, 0, 0, 0, 0]]",쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",새우완자탕,"[10.0, 3.0, 8.0, [1, 0, 0, 0, 0]]",8,20,3
2024-07-02(화),얼큰콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",부대찌개,"[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]",3,2,14
2024-07-03(수),닭곰탕,"[1.87, 4.75, 18.72, [1, 0, 0, 0, 0]]",부추달걀국,"[0, 0, 0, [0, 0, 0, 0, 1]]",만두육개장,"[0, 0, 0, [0, 0, 0, 0, 1]]",4,4,6
2024-07-04(목),닭가슴살떡국,"[0.0, 1.23, 22.98, [1, 0, 0, 0, 0]]",고기듬뿍순댓국,"[5.0, 3.2, 6.0, [1, 0, 0, 0, 0]]",해물짬뽕국,"[69.0, 8.0, 18.0, [1, 0, 0, 0, 0]]",4,7,6
2024-07-05(금),돈코츠숙주국,"[0, 0, 0, [0, 0, 0, 0, 1]]",소고기된장찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",매운어묵탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",3,2,6
2024-07-06(토),어묵바,"[11.0, 2.5, 8.0, [1, 0, 0, 0, 0]]",불고기또띠아,"[26.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",해물순두부찌개,"[13.31, 16.19, 25.76, [1, 0, 0, 0, 0]]",1,1,4
2024-07-07(일),얼큰쇠고기무국,"[9.6, 3.4, 10.0, [1, 0, 0, 0, 0]]",오징어무국,"[3.8, 0.96, 10.35, [1, 0, 0, 0, 0]]",맑은콩나물국,"[3.0, 1.0, 5.0, [1, 0, 0, 0, 0]]",13,4,3
2024-07-08(월),게살계란탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",돼지고기짜글이,"[5.0, 8.0, 9.0, [1, 0, 0, 0, 0]]",2,20,3
2024-07-09(화),얼큰쇠고기무국,"[9.6, 3.4, 10.0, [1, 0, 0, 0, 0]]",유부장국,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]",참치찌개,"[6.11, 4.71, 9.71, [1, 0, 0, 0, 0]]",13,14,2
2024-07-10(수),진미채무침,"[0, 0, 0, [0, 0, 0, 0, 1]]",새우꼬치,"[17.0, 2.0, 18.0, [1, 0, 0, 0, 0]]",돼지고기채소볶음,"[2.86, 9.51, 8.69, [1, 0, 0, 0, 0]]",1,1,1
2024-07-11(목),에그햄샌드위치,"[4.0, 5.0, 14.0, [1, 0, 0, 0, 0]]",돈등뼈감자탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",오징어무국,"[3.8, 0.96, 10.35, [1, 0, 0, 0, 0]]",1,4,3
2024-07-12(금),배추쇠고기국,"[0, 0, 0, [0, 0, 0, 0, 1]]",낙지연포탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",시원한묵사발,"[0, 0, 0, [0, 0, 0, 0, 1]]",4,2,2
2024-07-13(토),유부장국,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]",모듬채소볶음,"[9.72, 2.78, 3.53, [1, 0, 0, 0, 0]]",김치어묵국,"[190.0, 17.0, 38.0, [1, 0, 0, 0, 0]]",4,1,2
