날짜,breakfast,breakfast_embedding,lunch,lunch_embedding,dinner,dinner_embedding,breakfast_count,lunch_count,dinner_count,breakfast_kobert,lunch_kobert,dinner_kobert,breakfast_cuisine,lunch_cuisine,dinner_cuisine
2024-09-16(월),쇠고기곰탕,"0.0, 6.0, 9.0",뼈없는감자탕,"14.82, 12.0, 22.56",유부장국,"8.17, 2.48, 5.99",1,1,2,[-3.73768263e+00 -8.50203283e-04 -2.12453660e-03],[-4.23001541 -0.0137167  -0.02346857],[6.26008878 1.10336415 2.51826326],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-09-17(화),쇠고기무국,"12.07, 8.62, 16.43",쇠고기육개장,"6.0, 6.0, 8.0",스팸짜글이,"10.31578947368421, 2.868421052631579, 8.561578947368423",4,4,3,[-3.73768263e+00 -8.50203283e-04 -2.12453660e-03],[-4.23001541 -0.0137167  -0.02346857],[-5.94761575 -0.01405086 -0.01219996],"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-09-19(목),맑은콩나물국,"3.0, 1.0, 5.0",김치말이국수,"76.7, 7.01, 17.37",닭곰탕,"1.87, 4.75, 18.72",2,1,1,[-3.73768263e+00 -8.50203283e-04 -2.12453660e-03],[ 8.31407719 -0.7872887  -0.36013959],[-5.94761575 -0.01405086 -0.01219996],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-09-20(금),순두부국,"3.61, 2.62, 4.01",쇠고기미역국,"16.08, 6.78, 15.06",우동국물,"12.38, 2.74, 1.62",1,1,5,[ 7.58454655 -3.08141112 -0.08830181],[-4.23001541 -0.0137167  -0.02346857],[ 6.46390854  2.1652564  -0.87732677],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-09-22(일),두부고추장찌개,"13.53, 2.9, 6.9",쇠고기육개장,"6.0, 6.0, 8.0",감자짜글이,"32.0, 1.8, 5.0",2,4,1,[-3.73768263e+00 -8.50203283e-04 -2.12453660e-03],[-4.23001541 -0.0137167  -0.02346857],[-5.94761575 -0.01405086 -0.01219996],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-09-23(월),전주식콩나물국,"11.097, 4.851000000000001, 8.677",사골곰탕,"0.0, 2.4, 3.0",우동국물,"12.38, 2.74, 1.62",3,1,5,[ 9.01022368 -2.11075869 -0.08986021],[ 7.70154398 -0.56577767 -0.90867836],[ 6.46390854  2.1652564  -0.87732677],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-09-24(화),쇠고기미역국,"16.08, 6.78, 15.06",비프마살라커리,"17.0, 12.0, 6.0",모듬어묵탕,"19.0, 2.7, 9.0",2,1,1,[-3.73768263e+00 -8.50203283e-04 -2.12453660e-03],[ 8.6588438   1.37172645 -2.02378637],[ 6.5748471  -1.78151137 -0.47465382],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-09-25(수),미니시카고피자,"27.0, 5.0, 10.0",꽃게탕,"3.95, 1.58, 12.87",미소된장국,"7.78, 3.36, 6.02",1,1,1,[8.99303629 2.74174997 0.8661363 ],[-4.23001541 -0.0137167  -0.02346857],[-5.94761575 -0.01405086 -0.01219996],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-09-26(목),쇠고기무국,"12.07, 8.62, 16.43",메밀소바,"75.0, 2.1, 11.0",돼지찌개,"14.0, 3.0, 10.0",4,1,2,[-3.73768263e+00 -8.50203283e-04 -2.12453660e-03],[7.53250838 1.45738469 0.39137062],[-5.94761575 -0.01405086 -0.01219996],"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-09-27(금),조갯살미역국,"11.097, 4.851000000000001, 8.677",도토리묵냉국,"34.0, 0.5, 1.0",돼지고기무찌개,"6.38, 8.09, 8.17",1,1,1,[-3.73768263e+00 -8.50203283e-04 -2.12453660e-03],[ 8.40107744 -2.00112923  0.38220584],[-5.94761575 -0.01405086 -0.01219996],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-09-28(토),모닝빵,"17.42, 1.43, 3.28",버팔로윙봉,"5.0, 11.0, 18.0",스팸짜글이,"10.31578947368421, 2.868421052631579, 8.561578947368423",1,1,3,[-3.73768263e+00 -8.50203283e-04 -2.12453660e-03],[-4.23001541 -0.0137167  -0.02346857],[-5.94761575 -0.01405086 -0.01219996],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-09-29(일),전주식콩나물국,"11.097, 4.851000000000001, 8.677",감자양파찌개,"14.04, 1.86, 2.04",얼큰오징어국,"12.11, 3.33, 35.99",3,1,2,[ 9.01022368 -2.11075869 -0.08986021],[-4.23001541 -0.0137167  -0.02346857],[ 6.8754269  -2.62361633 -0.58907988],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-09-30(월),돼지고기무찌개,"6.38, 8.09, 8.17",쇠고기육개장,"6.0, 6.0, 8.0",우동국물,"12.38, 2.74, 1.62",3,4,5,[-3.73768263e+00 -8.50203283e-04 -2.12453660e-03],[-4.23001541 -0.0137167  -0.02346857],[ 6.46390854  2.1652564  -0.87732677],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
