날짜,조식,중식,석식,breakfast_embedding,lunch_embedding,dinner_embedding
2023-07-05,콩나물무침,감자전,콘슬로우샐러드,"[5.99, 1.13, 2.31, [1, 0, 0, 0, 0]]","[15.03, 8.18, 1.92, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-07-05,가공우유,열무김치,배추김치,"[0, 0, 0, [0, 0, 0, 0, 1]]",,
2023-07-05,배추김치,,멜론,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[8.16, 0.19, 0.84, [1, 0, 0, 0, 0]]"
2023-07-06,김치볶음밥,후리카케밥,현미밥,,,
2023-07-06,미소된장국,새우튀김우동,양지수육곰탕,"[7.78, 3.36, 6.02, [1, 0, 0, 0, 0]]","[87.0, 7.0, 12.0, [1, 0, 0, 0, 0]]","[2.0, 1.1, 17.0, [1, 0, 0, 0, 0]]"
2023-07-06,햄야채볶음,단무지,너비아니구이,"[14.89, 10.96, 12.14, [1, 0, 0, 0, 0]]","[0.98, 0.06, 0.21, [1, 0, 0, 0, 0]]","[3.47, 16.54, 16.43, [1, 0, 0, 0, 0]]"
2023-07-06,멸치볶음,배추김치,오징어젓무침,"[0.87, 10.22, 18.58, [1, 0, 0, 0, 0]]",,"[34.0, 1.7, 9.0, [1, 0, 0, 0, 0]]"
2023-07-06,두유,,총각김치,"[4.0, 5.0, 9.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]",
2023-07-06,백김치,,커피음료,"[4.75, 0.19, 1.21, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-07-06,"해태에이치티비,갈아만든배,238ml",,,"[19.0, 0.0, 0.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-07-07,밥,밥,자장밥,,,
2023-07-07,쇠고기미역국,버섯된장찌개,중화식계란탕,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]","[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-07-07,돈육새송이야채볶음,오징어스틱튀김,찹쌀탕수육,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0.96, 0.21, 1.47, [1, 0, 0, 0, 0]]","[23.01, 7.74, 9.38, [1, 0, 0, 0, 0]]"
2023-07-07,맛김,우엉채조림,배추김치,"[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]","[16.54, 1.95, 1.96, [1, 0, 0, 0, 0]]",
2023-07-07,메추리알장조림,훈제오리샐러드,,"[2.63, 7.73, 16.25, [1, 0, 0, 0, 0]]","[24.0, 23.0, 23.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-07-07,총각김치,배추김치,,,,"[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-07-07,생수,수박,,"[29.0, 2.2, 6.0, [1, 0, 0, 0, 0]]","[7.55, 0.15, 0.61, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-07-07,우유),,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-07-08,밥,스파게티,밥,,"[42.95, 1.29, 8.06, [1, 0, 0, 0, 0]]",
2023-07-08,에그맥머핀,데리야끼닭꼬치,사골우거지국,"[30.0, 12.0, 18.0, [1, 0, 0, 0, 0]]","[13.0, 5.0, 16.0, [1, 0, 0, 0, 0]]","[6.0, 7.0, 14.0, [1, 0, 0, 0, 0]]"
2023-07-08,크림스프,단호박샐러드,간장돼지불고기,"[11.0, 2.4, 1.0, [1, 0, 0, 0, 0]]","[20.0, 13.0, 1.0, [1, 0, 0, 0, 0]]","[6.0, 12.0, 15.0, [1, 0, 0, 0, 0]]"
2023-07-08,모듬과일샐러드,모듬피클,부추겉절이,"[13.16, 0.86, 0.67, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[5.46, 1.66, 3.02, [1, 0, 0, 0, 0]]"
2023-07-08,우유),탄산음료,배추김치,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]",
2023-07-09,닭죽,밥,밥,"[5.52, 12.18, 27.21, [1, 0, 0, 0, 0]]",,
2023-07-09,동그랑땡,얼큰콩나물국,사골순댓국,"[0.93, 2.11, 1.72, [1, 0, 0, 0, 0]]","[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]","[12.0, 8.0, 26.0, [1, 0, 0, 0, 0]]"
2023-07-09,무말랭이무침,소불고기당면볶음,배추겉절이,"[30.6, 7.42, 4.62, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[4.87, 1.76, 1.99, [1, 0, 0, 0, 0]]"
2023-07-09,배추김치,쌈무,골뱅이소면무침,,"[0.6, 0.04, 0.16, [1, 0, 0, 0, 0]]","[34.68, 4.46, 29.85, [1, 0, 0, 0, 0]]"
2023-07-09,우유),배추김치,깍두기,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]",,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2023-07-09,,,아이스크림 팩형,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[6.49, 0.08, 0.0, [1, 0, 0, 0, 0]]"
2023-07-10,밥,밥,밥,,,
2023-07-10,조랭이떡미역국,광어매운탕,버섯된장찌개,"[25.0, 1.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]"
2023-07-10,비엔나소시지구이,제육고추장불고기,양파크림치킨,"[10.0, 23.0, 12.0, [1, 0, 0, 0, 0]]","[8.35, 8.39, 15.95, [1, 0, 0, 0, 0]]","[15.0, 12.0, 2.0, [1, 0, 0, 0, 0]]"
2023-07-10,맛김,채소스틱,모듬피클,"[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]","[14.0, 6.0, 4.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-07-10,계란말이,열무김치,양배추샐러드,"[2.61, 8.96, 10.18, [1, 0, 0, 0, 0]]",,"[7.45, 1.57, 0.77, [1, 0, 0, 0, 0]]"
2023-07-10,총각김치,,복숭아,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[9.35, 0.24, 0.89, [1, 0, 0, 0, 0]]"
2023-07-10,생수,,,"[29.0, 2.2, 6.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-07-10,"코카콜라음료,미닛메이도포도,180ml",,,"[17.0, 0.0, 0.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-07-10,우유),,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-07-11,밥,찹쌀밥,현미밥,,,
2023-07-11,두부맑은국,삼계탕,짬뽕국,"[0, 0, 0, [0, 0, 0, 0, 1]]","[20.41, 15.89, 55.5, [1, 0, 0, 0, 0]]","[22.49, 3.23, 8.76, [1, 0, 0, 0, 0]]"
2023-07-11,콩나물쇠고기볶음,김치전,순대야채볶음,"[0, 0, 0, [0, 0, 0, 0, 1]]","[17.22, 6.71, 6.32, [1, 0, 0, 0, 0]]","[25.35, 7.87, 17.16, [1, 0, 0, 0, 0]]"
2023-07-11,오징어실채무침,오이풋고추된장무침,지파이,"[3.38, 2.99, 4.8, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0.0, 6.8, 20.0, [1, 0, 0, 0, 0]]"
2023-07-11,배추김치,배추김치,열무김치,,,
2023-07-11,우유),이온음료,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[38.0, 0.0, 0.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-07-12,밥,잡곡밥,밥,,,
2023-07-12,물만두국,부대찌개,생선묵국,"[29.95, 21.79, 24.12, [1, 0, 0, 0, 0]]","[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-07-12,햄김치볶음,갈치순살튀김,눈꽃치즈닭갈비,"[34.0, 7.0, 5.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[83.0, 39.0, 51.0, [1, 0, 0, 0, 0]]"
2023-07-12,김자반,맛김,양념깻잎지무침,"[3.93, 4.58, 3.51, [1, 0, 0, 0, 0]]","[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-07-12,돈육장조림,치커리무침,배추김치,"[29.0, 1.8, 6.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]",
2023-07-12,깍두기,총각김치,자두,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]",,"[5.97, 0.15, 0.37, [1, 0, 0, 0, 0]]"
2023-07-12,우유),,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-07-13,소불고기볶음밥,비빔막국수,밥,,"[58.96, 7.03, 17.39, [1, 0, 0, 0, 0]]",
2023-07-13,유부장국,돼지고기수육,스팸짜글이,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]","[1.59, 9.12, 20.91, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-07-13,멸치볶음,명태회무침,구운불고기,"[0.87, 10.22, 18.58, [1, 0, 0, 0, 0]]","[34.0, 1.7, 15.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-07-13,가공우유,무말랭이무침,오이무침,"[0, 0, 0, [0, 0, 0, 0, 1]]","[30.6, 7.42, 4.62, [1, 0, 0, 0, 0]]","[7.72, 1.55, 1.58, [1, 0, 0, 0, 0]]"
2023-07-13,유자드레싱샐러드,백김치,배추겉절이,"[0, 0, 0, [0, 0, 0, 0, 1]]","[4.75, 0.19, 1.21, [1, 0, 0, 0, 0]]","[4.87, 1.76, 1.99, [1, 0, 0, 0, 0]]"
2023-07-13,배추김치,복숭아,,,"[9.35, 0.24, 0.89, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-07-14,밥,밥,흑미밥,,,
2023-07-14,사골우거지국,감자된장국,순두부찌개,"[6.0, 7.0, 14.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]"
2023-07-14,비엔나야채떡조림,낙지새우삼겹살볶음,잡채,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[28.82, 6.78, 5.06, [1, 0, 0, 0, 0]]"
2023-07-14,진미채무침,양배추쌈,간장찜닭,"[0, 0, 0, [0, 0, 0, 0, 1]]","[5.58, 0.12, 1.44, [1, 0, 0, 0, 0]]","[18.0, 9.0, 10.0, [1, 0, 0, 0, 0]]"
2023-07-14,배추김치,열무김치,배추김치,,,
2023-07-14,"웅진식품,가야농장 제주감귤,340ml",,,"[24.0, 0.8, 0.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-07-14,생수,,,"[29.0, 2.2, 6.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-07-14,액상요구르트,,,"[18.64, 1.15, 3.98, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-07-15,모닝빵&크로와상,스팸마요덮밥,밥,"[17.42, 1.43, 3.28, [1, 0, 0, 0, 0]]",,
2023-07-15,스크램블에그,파인애플샐러드,닭곰탕,"[1.96, 15.21, 13.01, [1, 0, 0, 0, 0]]","[27.0, 0.0, 2.0, [1, 0, 0, 0, 0]]","[1.87, 4.75, 18.72, [1, 0, 0, 0, 0]]"
2023-07-15,감자샐러드,양송이스프,오징어볶음,"[18.0, 8.0, 2.0, [1, 0, 0, 0, 0]]","[7.0, 14.0, 3.0, [1, 0, 0, 0, 0]]","[8.66, 4.59, 12.41, [1, 0, 0, 0, 0]]"
2023-07-15,시리얼,깍두기,찐만두,"[27.4, 1.12, 2.39, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[3.54, 0.98, 4.27, [1, 0, 0, 0, 0]]"
2023-07-15,우유),탄산음료,총각김치,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]",
2023-07-15,"웅진식품,웅진자연은샤인머스켓,340ml",,,"[42.0, 0.0, 1.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-07-16,밥,밥,밥,,,
2023-07-16,꼬리곰탕,콩나물국,감자탕,"[7.0, 13.0, 32.0, [1, 0, 0, 0, 0]]","[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]","[10.01, 5.58, 14.74, [1, 0, 0, 0, 0]]"
2023-07-16,베이컨구이,춘천닭갈비,해물파전,"[0, 0, 0, [0, 0, 0, 0, 1]]","[12.0, 6.0, 13.0, [1, 0, 0, 0, 0]]","[24.54, 9.82, 13.2, [1, 0, 0, 0, 0]]"
2023-07-16,볼어묵조림,무생채,오이풋고추된장무침,"[19.46, 3.84, 5.02, [1, 0, 0, 0, 0]]","[7.17, 1.14, 1.15, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-07-16,깍두기,배추김치,깍두기,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]",,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2023-07-16,우유),블루베리,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[12.17, 0.64, 0.42, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-07-16,"남양유업,과수원복숭아,190ml",,,"[22.0, 0.0, 1.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-07-17,밥,참치마요덮밥,흑미밥,,,
2023-07-17,감자옹심이국,우동장국,팽이미소된장국,"[48.72, 5.3, 5.23, [1, 0, 0, 0, 0]]","[18.0, 0.0, 6.0, [1, 0, 0, 0, 0]]","[7.78, 3.36, 6.02, [1, 0, 0, 0, 0]]"
2023-07-17,맛살계란찜,치킨텐더,주꾸미조랭떡볶음,"[0, 0, 0, [0, 0, 0, 0, 1]]","[5.06, 5.32, 4.93, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-08-20,가공우유,명이나물,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[6.15, 0.14, 2.85, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-08-20,열무김치,배추김치,,,,"[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-08-20,생수,액상요구르트,,"[29.0, 2.2, 6.0, [1, 0, 0, 0, 0]]","[18.64, 1.15, 3.98, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-08-21,밥,잡곡밥,쇠고기국밥,,,
2023-08-21,감자된장국,짬뽕국,조기튀김,"[0, 0, 0, [0, 0, 0, 0, 1]]","[22.49, 3.23, 8.76, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-08-21,참치김치볶음,쌈무,베이컨계란찜,"[2.63, 6.94, 9.5, [1, 0, 0, 0, 0]]","[0.6, 0.04, 0.16, [1, 0, 0, 0, 0]]","[80.0, 16.0, 14.0, [1, 0, 0, 0, 0]]"
2023-08-21,맛김,훈제오리샐러드,배추김치,"[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]","[24.0, 23.0, 23.0, [1, 0, 0, 0, 0]]",
2023-08-21,너비아니구이,열무김치,"포도,신선형)","[3.47, 16.54, 16.43, [1, 0, 0, 0, 0]]",,"[15.78, 0.32, 0.58, [1, 0, 0, 0, 0]]"
2023-08-21,배추김치,,,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-08-21,"코카콜라음료,미닛메이도포도,180ml",,,"[17.0, 0.0, 0.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-08-22,스크램블에그,밥,밥,"[1.96, 15.21, 13.01, [1, 0, 0, 0, 0]]",,
2023-08-22,파인애플샐러드,순두부찌개,꼬리곰탕,"[27.0, 0.0, 2.0, [1, 0, 0, 0, 0]]","[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]","[7.0, 13.0, 32.0, [1, 0, 0, 0, 0]]"
2023-08-22,모닝빵,닭가슴살치킨가스,감자조림,"[17.42, 1.43, 3.28, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[6.66, 1.68, 0.79, [1, 0, 0, 0, 0]]"
2023-08-22,양송이스프,양배추샐러드,오징어야채무침,"[7.0, 14.0, 3.0, [1, 0, 0, 0, 0]]","[7.45, 1.57, 0.77, [1, 0, 0, 0, 0]]","[3.38, 2.99, 4.8, [1, 0, 0, 0, 0]]"
2023-08-22,시리얼,깍두기,배추김치,"[27.4, 1.12, 2.39, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]",
2023-08-22,우유),사인머스켓,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[7.94, 11.38, 8.22, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-08-23,밥,밥,흑미밥,,,
2023-08-23,갈비탕,조랭이떡미역국,감자수제비국,"[11.63, 31.26, 33.29, [1, 0, 0, 0, 0]]","[25.0, 1.0, 3.0, [1, 0, 0, 0, 0]]","[66.44, 6.59, 15.81, [1, 0, 0, 0, 0]]"
2023-08-23,비엔나소시지케찹볶음,맛김,간장찜닭,"[0, 0, 0, [0, 0, 0, 0, 1]]","[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]","[18.0, 9.0, 10.0, [1, 0, 0, 0, 0]]"
2023-08-23,계란장조림,돼지갈비찜,오이양파장아찌,"[1.62, 4.63, 9.75, [1, 0, 0, 0, 0]]","[6.36, 19.64, 19.4, [1, 0, 0, 0, 0]]","[3.74, 0.32, 0.55, [1, 0, 0, 0, 0]]"
2023-08-23,깍두기,부추전,열무김치,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[20.56, 5.49, 10.48, [1, 0, 0, 0, 0]]",
2023-08-23,우유),배추김치,복숭아,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]",,"[9.35, 0.24, 0.89, [1, 0, 0, 0, 0]]"
2023-08-23,,,"농심,카프리썬오렌지,200ml","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0.0, 18.16, 19.61, [1, 0, 0, 0, 0]]"
2023-08-24,버터장조림덮밥,자장밥,차슈덮밥,,,
2023-08-24,황태채국,중화식계란탕,팽이미소된장국,"[1.0, 3.1, 12.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[7.78, 3.36, 6.02, [1, 0, 0, 0, 0]]"
2023-08-24,볼어묵조림,찹쌀탕수육,감자고로케,"[19.46, 3.84, 5.02, [1, 0, 0, 0, 0]]","[23.01, 7.74, 9.38, [1, 0, 0, 0, 0]]","[19.31, 12.91, 4.07, [1, 0, 0, 0, 0]]"
2023-08-24,진미채무침,단무지무침,깍두기,"[0, 0, 0, [0, 0, 0, 0, 1]]","[3.3, 1.28, 0.72, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2023-08-24,두유,배추김치,,"[4.0, 5.0, 9.0, [1, 0, 0, 0, 0]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-08-24,배추김치,거봉포도,,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-08-25,밥,현미밥,후리카케밥,,,
2023-08-25,사골떡왕만둣국,부대찌개,콩나물국,"[9.0, 4.0, 2.0, [1, 0, 0, 0, 0]]","[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]","[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]"
2023-08-25,오징어볶음,삼치순살조림,족발&매운소스,"[8.66, 4.59, 12.41, [1, 0, 0, 0, 0]]","[3.51, 3.85, 11.39, [1, 0, 0, 0, 0]]","[0.64, 31.42, 43.06, [1, 0, 0, 0, 0]]"
2023-08-25,무생채,치커리사과무침,모듬야채&쌈장,"[7.17, 1.14, 1.15, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[3.8, 0.17, 0.87, [1, 0, 0, 0, 0]]"
2023-08-25,가공우유,배추김치,배추김치,"[0, 0, 0, [0, 0, 0, 0, 1]]",,
2023-08-25,배추김치,,사인머스켓,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[7.94, 11.38, 8.22, [1, 0, 0, 0, 0]]"
2023-08-26,시리얼,오므라이스,밥,"[27.4, 1.12, 2.39, [1, 0, 0, 0, 0]]","[46.8, 14.75, 14.77, [1, 0, 0, 0, 0]]",
2023-08-26,부시맨브레드,유부장국,쇠고기육개장,"[44.0, 4.0, 5.0, [1, 0, 0, 0, 0]]","[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]","[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]"
2023-08-26,블루베리야채샐러드,바베큐폭립,잡채,"[11.0, 11.0, 7.0, [1, 0, 0, 0, 0]]","[17.0, 9.0, 25.0, [1, 0, 0, 0, 0]]","[28.82, 6.78, 5.06, [1, 0, 0, 0, 0]]"
2023-08-26,치즈어묵바,할라피뇨&오이피클,치즈떡닭갈비,"[10.0, 2.9, 8.0, [1, 0, 0, 0, 0]]","[0.83, 0.09, 0.19, [1, 0, 0, 0, 0]]","[12.0, 17.0, 12.0, [1, 0, 0, 0, 0]]"
2023-08-26,우유),"포도,신선형)",백김치,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[15.78, 0.32, 0.58, [1, 0, 0, 0, 0]]","[4.75, 0.19, 1.21, [1, 0, 0, 0, 0]]"
2023-08-26,생수,,,"[29.0, 2.2, 6.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-08-27,쇠고기야채죽,흑미밥,밥,"[30.0, 4.7, 6.0, [1, 0, 0, 0, 0]]",,
2023-08-27,돈육장조림,배추두부국,사골순댓국,"[29.0, 1.8, 6.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[12.0, 8.0, 26.0, [1, 0, 0, 0, 0]]"
2023-08-27,오징어실채무침,닭간장소스찜,오이풋고추된장무침,"[3.38, 2.99, 4.8, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-08-27,배추김치,부추겉절이,오징어젓무침,,"[5.46, 1.66, 3.02, [1, 0, 0, 0, 0]]","[34.0, 1.7, 9.0, [1, 0, 0, 0, 0]]"
2023-08-27,생수,배추김치,깍두기,"[29.0, 2.2, 6.0, [1, 0, 0, 0, 0]]",,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2023-08-27,우유),대추방울토마토,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[3.54, 0.18, 0.79, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-08-28,밥,참치마요덮밥,현미밥,,,
2023-08-28,호박고추장찌개,꼬치어묵탕,닭고기육개장,"[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]","[23.0, 4.7, 12.0, [1, 0, 0, 0, 0]]","[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]"
