날짜,breakfast,breakfast_embedding,lunch,lunch_embedding,dinner,dinner_embedding,breakfast_count,lunch_count,dinner_count,breakfast_kobert,lunch_kobert,dinner_kobert,breakfast_cuisine,lunch_cuisine,dinner_cuisine
2023-04-04(화),두부고추장찌개,"13.53, 2.9, 6.9",짬뽕수제비국,"93.0, 3.7, 10.0",근대된장국,"5.82, 1.36, 3.47",6,9,2,[-2.73089524  0.01501581  0.07112982],[-4.57592667  0.1044397  -0.07190806],[-3.00507912  0.18262335 -0.01218277],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-04-05(수),쇠고기미역국,"16.08, 6.78, 15.06",버섯감자찌개,"10.55, 5.06, 9.28",콩나물국,"5.87, 1.54, 2.17",61,6,9,[-2.73089524  0.01501581  0.07112982],[-4.57592667  0.1044397  -0.07190806],[ 9.23905378  0.05491836 -0.77010861],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-04-06(목),쇠고기장터국,"7.0, 3.7, 9.0",우렁강된장찌개,"12.0, 1.8, 7.0",맑은황태채국,"25.500476190476242, 9.815258799171845, 13.478695652173906",15,3,6,[-2.73089524  0.01501581  0.07112982],[-4.57592667  0.1044397  -0.07190806],[-3.00507912  0.18262335 -0.01218277],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-04-07(금),감자수제비국,"66.44, 6.59, 15.81",쇠고기전골,"47.0, 7.0, 13.0",누룽지탕,"52.27, 0.33, 5.09",12,10,6,[ 9.52812834 -0.10388295 -0.52940776],[-4.57592667  0.1044397  -0.07190806],[ 8.53666802 -1.01812244 -0.46770849],"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-04-09(일),맑은쇠고기무국,"0.0, 2.5, 20.0",스팸감자짜글이,"32.0, 1.8, 5.0",참치김치찌개,"6.11, 4.71, 9.71",44,6,13,[-2.73089524  0.01501581  0.07112982],[-4.57592667  0.1044397  -0.07190806],[-3.00507912  0.18262335 -0.01218277],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-04-10(월),감자계란국,"15.002559652928412, 4.838047722342731, 11.0410845986985",꽃게탕,"3.95, 1.58, 12.87",닭곰탕,"1.87, 4.75, 18.72",15,13,3,[-2.73089524  0.01501581  0.07112982],[-4.57592667  0.1044397  -0.07190806],[-3.00507912  0.18262335 -0.01218277],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-04-11(화),쇠고기미역국,"16.08, 6.78, 15.06",미소장국,"7.78, 3.36, 6.02",돼지국밥,"25.500476190476242, 9.815258799171845, 13.478695652173906",61,16,8,[-2.73089524  0.01501581  0.07112982],[7.70182131 2.17412999 0.24394263],[-3.00507912  0.18262335 -0.01218277],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-04-12(수),,"15.002559652928412, 4.838047722342731, 11.0410845986985",대추방울토마토,"3.54, 0.18, 0.79",,"25.500476190476242, 9.815258799171845, 13.478695652173906",5,1,13,[-1.73899969 -1.87102136 -5.47845175],[ 8.23944584 -1.33563279 -0.38821742],[-2.13123446 -6.43338269  0.84430434],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-04-13(목),호박된장찌개,"16.77, 5.6, 15.01",모닝빵&딸기잼,"17.42, 1.43, 3.28",돼지고기김치찌개,"6.38, 8.09, 8.17",10,11,28,[-2.73089524  0.01501581  0.07112982],[-2.2062588  -3.03490139  4.91401341],[-3.00507912  0.18262335 -0.01218277],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-04-14(금),계란파국,"0.97, 1.08, 1.58",쇠고기전골,"47.0, 7.0, 13.0",모듬어묵국,"19.0, 2.7, 9.0",8,10,20,[-2.73089524  0.01501581  0.07112982],[-4.57592667  0.1044397  -0.07190806],[ 9.25760191  0.15679874 -2.02959642],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-04-15(토),닭죽,"5.52, 12.18, 27.21",두부고추장찌개,"13.53, 2.9, 6.9",쇠고기미역국,"16.08, 6.78, 15.06",9,1,12,[-2.73089524  0.01501581  0.07112982],[-4.57592667  0.1044397  -0.07190806],[-3.00507912  0.18262335 -0.01218277],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
