날짜,breakfast,breakfast_embedding,lunch,lunch_embedding,dinner,dinner_embedding,breakfast_count,lunch_count,dinner_count
2023-01-13,황태채콩나물국,"[5.0, 1.5, 8.0, [1, 0, 0, 0, 0]]",마라탕,"[16.1, 8.99, 10.08, [1, 0, 0, 0, 0]]",햄감자짜글이,"[32.0, 1.8, 5.0, [1, 0, 0, 0, 0]]",9,4,4
2023-01-14,핫도그빵,"[24.74, 2.16, 4.75, [1, 0, 0, 0, 0]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]",라면,"[55.68, 14.54, 7.9, [1, 0, 0, 0, 0]]",2,38,5
2023-01-15,물만둣국,"[29.95, 21.79, 24.12, [1, 0, 0, 0, 0]]",배추된장국,"[8.64, 2.01, 3.8, [1, 0, 0, 0, 0]]",깻잎전,"[21.62, 9.15, 10.43, [1, 0, 0, 0, 0]]",10,8,1
2023-01-16,쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",부대찌개,"[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]",콩나물김치국,"[1.79, 1.82, 1.92, [1, 0, 0, 0, 0]]",31,5,3
2023-01-17,순두부국,"[3.61, 2.62, 4.01, [1, 0, 0, 0, 0]]",돈코츠라멘,"[83.47, 10.74, 14.48, [1, 0, 0, 0, 0]]",유부장국,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]",4,4,18
2023-01-18,닭고기미역국,"[3.0, 1.3, 4.0, [1, 0, 0, 0, 0]]",전투식량,"[0, 0, 0, [0, 0, 0, 0, 1]]",메추리알장조림,"[2.63, 7.73, 16.25, [1, 0, 0, 0, 0]]",5,3,1
2023-01-19,두부된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",닭곰탕,"[1.87, 4.75, 18.72, [1, 0, 0, 0, 0]]",새우버거,"[46.0, 26.0, 15.0, [1, 0, 0, 0, 0]]",4,2,4
2023-01-20,쇠고기감자국,"[7.0, 2.4, 13.0, [1, 0, 0, 0, 0]]",베이컨크림스파게티,"[71.0, 18.0, 16.0, [1, 0, 0, 0, 0]]",유부장국,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]",9,2,18
2023-01-21,반미샌드위치,"[34.0, 22.0, 13.0, [1, 0, 0, 0, 0]]",사골우거지국,"[6.0, 7.0, 14.0, [1, 0, 0, 0, 0]]",닭볶음탕,"[9.4, 9.5, 25.72, [1, 0, 0, 0, 0]]",4,7,9
2023-01-22,꼬꼬떡만둣국,"[68.42, 11.05, 15.0, [1, 0, 0, 0, 0]]",조갯살미역국,"[0, 0, 0, [0, 0, 0, 0, 1]]",돼지고기감자찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",9,1,5
2023-01-23,얼큰황태채국,"[0, 0, 0, [0, 0, 0, 0, 1]]",호박된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",김계란국,"[5.0, 2.0, 2.0, [1, 0, 0, 0, 0]]",4,14,5
2023-01-24,쇠고기죽,"[27.0, 3.8, 5.0, [1, 0, 0, 0, 0]]",쇠고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",꼬지어묵탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",10,10,1
2023-01-25,햄감자찌개,"[14.04, 1.86, 2.04, [1, 0, 0, 0, 0]]",닭장각삼계탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",우족탕,"[13.0, 9.0, 22.0, [1, 0, 0, 0, 0]]",5,4,1
2023-01-26,계란장조림,"[1.62, 4.63, 9.75, [1, 0, 0, 0, 0]]",알배기배추겉절이,"[0, 0, 0, [0, 0, 0, 0, 1]]",콩나물무침,"[5.99, 1.13, 2.31, [1, 0, 0, 0, 0]]",2,1,1
2023-01-27,조갯살미역국,"[0, 0, 0, [0, 0, 0, 0, 1]]",버섯매운탕,"[78.0, 8.0, 38.0, [1, 0, 0, 0, 0]]",홍합짬뽕찌개,"[135.04, 12.72, 23.25, [1, 0, 0, 0, 0]]",6,1,3
2023-01-28,함박스테이크버거,"[14.18, 8.81, 12.25, [1, 0, 0, 0, 0]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]",라면,"[55.68, 14.54, 7.9, [1, 0, 0, 0, 0]]",3,38,5
2023-01-29,사골우거지국,"[6.0, 7.0, 14.0, [1, 0, 0, 0, 0]]",두부맑은국,"[0, 0, 0, [0, 0, 0, 0, 1]]",쇠고기호박수제비,"[0, 0, 0, [0, 0, 0, 0, 1]]",5,5,7
2023-01-30,생선묵국,"[0, 0, 0, [0, 0, 0, 0, 1]]",팽이버섯된장국,"[0, 0, 0, [0, 0, 0, 0, 1]]",나가사끼짬뽕찌개,"[74.0, 9.0, 9.0, [1, 0, 0, 0, 0]]",3,7,3
2023-01-31,쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",고기국수,"[74.18, 12.22, 14.14, [1, 0, 0, 0, 0]]",꼬리곰탕,"[7.0, 13.0, 32.0, [1, 0, 0, 0, 0]]",31,4,2
2023-02-01,돼지고기김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",전복미역국,"[6.0, 1.5, 5.0, [1, 0, 0, 0, 0]]",호박된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",10,2,11
2023-02-02,얼큰만둣국,"[0, 0, 0, [0, 0, 0, 0, 1]]",파개장,"[10.45, 7.57, 14.32, [1, 0, 0, 0, 0]]",새우버거,"[46.0, 26.0, 15.0, [1, 0, 0, 0, 0]]",7,2,4
2023-02-03,황태채콩나물국,"[5.0, 1.5, 8.0, [1, 0, 0, 0, 0]]",건새우아욱된장국,"[0, 0, 0, [0, 0, 0, 0, 1]]",유부장국,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]",9,5,18
2023-02-04,함박스테이크버거,"[14.18, 8.81, 12.25, [1, 0, 0, 0, 0]]",도가니탕,"[8.23, 25.08, 55.98, [1, 0, 0, 0, 0]]",근대된장국,"[5.82, 1.36, 3.47, [1, 0, 0, 0, 0]]",3,1,5
2023-02-05,쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",31,6,4
2023-02-06,새우계란죽,"[39.0, 7.0, 7.0, [1, 0, 0, 0, 0]]",미더덕된장찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",사골우거지국,"[6.0, 7.0, 14.0, [1, 0, 0, 0, 0]]",4,1,8
2023-02-07,닭고기무국,"[6.0, 1.1, 6.0, [1, 0, 0, 0, 0]]",햄토마토스파게티,"[48.0, 3.5, 6.0, [1, 0, 0, 0, 0]]",맑은순두부계란탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",20,2,5
2023-02-08,건새우아욱된장국,"[0, 0, 0, [0, 0, 0, 0, 1]]",유부장국,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]",햄김치찌개,"[6.47, 7.57, 7.51, [1, 0, 0, 0, 0]]",5,12,2
2023-02-09,오징어무국,"[3.8, 0.96, 10.35, [1, 0, 0, 0, 0]]",잔치국수,"[83.16, 3.94, 20.78, [1, 0, 0, 0, 0]]",에그불고기버거,"[54.0, 18.0, 20.0, [1, 0, 0, 0, 0]]",12,4,1
2023-02-10,호박된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",냉이등뼈감자탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",부대찌개,"[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]",3,1,17
2023-02-11,햄&치즈베이글,"[2.14, 4.82, 9.3, [1, 0, 0, 0, 0]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]",라면,"[55.68, 14.54, 7.9, [1, 0, 0, 0, 0]]",8,38,5
2023-02-12,무청시래기국,"[26.0, 10.0, 5.0, [1, 0, 0, 0, 0]]",참치김치찌개,"[6.11, 4.71, 9.71, [1, 0, 0, 0, 0]]",햄감자채볶음,"[18.0, 7.0, 4.0, [1, 0, 0, 0, 0]]",3,1,1
2023-02-13,닭고기무국,"[6.0, 1.1, 6.0, [1, 0, 0, 0, 0]]",부추재첩국,"[0, 0, 0, [0, 0, 0, 0, 1]]",쇠고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",20,2,6
2023-02-14,돼지고기감자찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",낙지짬뽕,"[0, 0, 0, [0, 0, 0, 0, 1]]",쇠고기호박수제비,"[0, 0, 0, [0, 0, 0, 0, 1]]",6,2,7
2023-02-15,해물순두부찌개,"[13.31, 16.19, 25.76, [1, 0, 0, 0, 0]]",쇠고기감자국,"[7.0, 2.4, 13.0, [1, 0, 0, 0, 0]]",미소된장국,"[7.78, 3.36, 6.02, [1, 0, 0, 0, 0]]",2,2,20
2023-02-16,쇠고기모듬버섯찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",콩나물무채국,"[5.99, 1.13, 2.31, [1, 0, 0, 0, 0]]",게살스프,"[4.13, 4.72, 16.96, [1, 0, 0, 0, 0]]",4,4,5
2023-02-17,두부된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",유부장국,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]",돼지고기김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",4,12,8
2023-02-18,반미샌드위치,"[34.0, 22.0, 13.0, [1, 0, 0, 0, 0]]",홍합짬뽕찌개,"[135.04, 12.72, 23.25, [1, 0, 0, 0, 0]]",돼지불고기,"[5.1, 12.36, 12.13, [1, 0, 0, 0, 0]]",4,2,1
2023-02-19,떡만둣국,"[68.42, 11.05, 15.0, [1, 0, 0, 0, 0]]",쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",파인애플함박스테이크,"[0, 0, 0, [0, 0, 0, 0, 1]]",10,5,1
2023-02-20,쇠고기죽,"[27.0, 3.8, 5.0, [1, 0, 0, 0, 0]]",청국장,"[11.05, 4.19, 10.03, [1, 0, 0, 0, 0]]",감자수제비,"[66.44, 6.59, 15.81, [1, 0, 0, 0, 0]]",10,12,3
2023-02-21,닭고기무국,"[6.0, 1.1, 6.0, [1, 0, 0, 0, 0]]",유부우동,"[77.0, 3.7, 10.0, [1, 0, 0, 0, 0]]",등뼈감자탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",20,3,3
2023-02-22,황태채콩나물국,"[5.0, 1.5, 8.0, [1, 0, 0, 0, 0]]",호박된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",돼지고기무찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",9,14,4
2023-02-23,배추된장국,"[8.64, 2.01, 3.8, [1, 0, 0, 0, 0]]",미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",돼지갈비김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",6,12,1
2023-02-24,오징어무국,"[3.8, 0.96, 10.35, [1, 0, 0, 0, 0]]",팽이버섯계란국,"[0, 0, 0, [0, 0, 0, 0, 1]]",쇠고기감자국,"[7.0, 2.4, 13.0, [1, 0, 0, 0, 0]]",12,5,8
2023-02-25,리코타치즈샐러드,"[7.11, 8.81, 6.13, [1, 0, 0, 0, 0]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]",1,38,4
2023-02-26,두부맑은국,"[0, 0, 0, [0, 0, 0, 0, 1]]",차돌육개장,"[9.0, 12.0, 18.0, [1, 0, 0, 0, 0]]",쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",8,1,4
2023-02-27,물만둣국,"[29.95, 21.79, 24.12, [1, 0, 0, 0, 0]]",갈낙탕,"[11.63, 31.26, 33.29, [1, 0, 0, 0, 0]]",얼큰김치수제비,"[108.0, 1.5, 10.0, [1, 0, 0, 0, 0]]",10,2,3
2023-02-28,쇠고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",크림카레스파게티,"[62.0, 5.0, 9.0, [1, 0, 0, 0, 0]]",시래기감자탕,"[15.0, 9.0, 30.0, [1, 0, 0, 0, 0]]",1,2,4
2023-03-01,물만둣국,"[29.95, 21.79, 24.12, [1, 0, 0, 0, 0]]",콩나물김치국,"[1.79, 1.82, 1.92, [1, 0, 0, 0, 0]]",근대된장국,"[5.82, 1.36, 3.47, [1, 0, 0, 0, 0]]",10,5,5
2023-03-02,전복죽,"[25.0, 6.0, 3.0, [1, 0, 0, 0, 0]]",쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",계란조갯살찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",10,7,2
2023-03-03,감자수제비,"[66.44, 6.59, 15.81, [1, 0, 0, 0, 0]]",청국장,"[11.05, 4.19, 10.03, [1, 0, 0, 0, 0]]",쇠고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",10,12,6
2023-03-04,햄치즈에그샌드위치,"[58.0, 15.0, 16.0, [1, 0, 0, 0, 0]]",황태채콩나물국,"[5.0, 1.5, 8.0, [1, 0, 0, 0, 0]]",쇠고기모듬버섯찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",3,1,2
2023-03-05,두부맑은국,"[0, 0, 0, [0, 0, 0, 0, 1]]",강된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",감자계란국,"[0, 0, 0, [0, 0, 0, 0, 1]]",8,17,14
2023-03-06,오징어무국,"[3.8, 0.96, 10.35, [1, 0, 0, 0, 0]]",콩나물김치국,"[1.79, 1.82, 1.92, [1, 0, 0, 0, 0]]",꽃게탕,"[3.95, 1.58, 12.87, [1, 0, 0, 0, 0]]",12,5,1
2023-03-07,건새우아욱된장국,"[0, 0, 0, [0, 0, 0, 0, 1]]",햄토마토스파게티,"[48.0, 3.5, 6.0, [1, 0, 0, 0, 0]]",생선묵찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",5,2,2
2023-03-08,순두부김치찌개,"[18.0, 19.0, 18.0, [1, 0, 0, 0, 0]]",무청시래기국,"[26.0, 10.0, 5.0, [1, 0, 0, 0, 0]]",닭고기무국,"[6.0, 1.1, 6.0, [1, 0, 0, 0, 0]]",5,2,3
2023-03-09,쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",해물된장찌개,"[15.2, 5.67, 18.57, [1, 0, 0, 0, 0]]",함박스테이크버거,"[14.18, 8.81, 12.25, [1, 0, 0, 0, 0]]",31,2,4
2023-03-10,,"[0, 0, 0, [0, 0, 0, 0, 1]]",농후 발효유,"[25.94, 0.0, 0.25, [1, 0, 0, 0, 0]]",대추방울토마토,"[3.54, 0.18, 0.79, [1, 0, 0, 0, 0]]",3,1,1
2023-03-11,햄&치즈베이글,"[2.14, 4.82, 9.3, [1, 0, 0, 0, 0]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]",라면,"[55.68, 14.54, 7.9, [1, 0, 0, 0, 0]]",8,38,5
2023-03-12,쇠고기감자국,"[7.0, 2.4, 13.0, [1, 0, 0, 0, 0]]",쇠고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",부대찌개,"[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]",9,10,17
2023-03-13,황태채무국,"[0, 0, 0, [0, 0, 0, 0, 1]]",나가사끼짬뽕찌개,"[74.0, 9.0, 9.0, [1, 0, 0, 0, 0]]",맑은순두부계란탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",8,3,5
2023-03-14,콩나물무채국,"[5.99, 1.13, 2.31, [1, 0, 0, 0, 0]]",팽이버섯된장국,"[0, 0, 0, [0, 0, 0, 0, 1]]",차돌육개장,"[9.0, 12.0, 18.0, [1, 0, 0, 0, 0]]",6,7,2
2023-03-15,쇠고기호박찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",빈달루커리,"[21.0, 3.6, 6.0, [1, 0, 0, 0, 0]]",만두전골,"[75.86, 22.19, 23.48, [1, 0, 0, 0, 0]]",6,2,2
2023-03-16,생선묵국,"[0, 0, 0, [0, 0, 0, 0, 1]]",자장면,"[129.41, 19.98, 26.81, [1, 0, 0, 0, 0]]",갑오징어야채무침,"[3.38, 2.99, 4.8, [1, 0, 0, 0, 0]]",3,1,1
2023-03-17,두부김치국,"[18.0, 26.0, 28.0, [1, 0, 0, 0, 0]]",감자샌드위치,"[40.0, 18.0, 12.0, [1, 0, 0, 0, 0]]",짬뽕국물,"[22.49, 3.23, 8.76, [1, 0, 0, 0, 0]]",5,2,3
2023-03-18,야채크림스프,"[15.0, 1.3, 1.0, [1, 0, 0, 0, 0]]",돼지불고기,"[5.1, 12.36, 12.13, [1, 0, 0, 0, 0]]",파채너비아니구이,"[0, 0, 0, [0, 0, 0, 0, 1]]",4,2,1
2023-03-19,크래미계란찜,"[0, 0, 0, [0, 0, 0, 0, 1]]",핫바,"[8.02, 12.22, 10.26, [1, 0, 0, 0, 0]]",콩나물매운무침,"[5.99, 1.13, 2.31, [1, 0, 0, 0, 0]]",1,1,2
2023-03-20,쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",사골우거지국,"[6.0, 7.0, 14.0, [1, 0, 0, 0, 0]]",새우짬뽕찌개,"[81.0, 3.8, 9.0, [1, 0, 0, 0, 0]]",22,7,3
2023-03-21,황태채무국,"[0, 0, 0, [0, 0, 0, 0, 1]]",돈코츠라멘,"[83.47, 10.74, 14.48, [1, 0, 0, 0, 0]]",하이라이스,"[49.14, 9.49, 10.26, [1, 0, 0, 0, 0]]",8,4,8
2023-03-22,소머리곰탕,"[3.0, 7.0, 36.0, [1, 0, 0, 0, 0]]",꼬지어묵탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",돼지고기감자찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",1,1,5
2023-03-23,감자수제비,"[66.44, 6.59, 15.81, [1, 0, 0, 0, 0]]",근대된장국,"[5.82, 1.36, 3.47, [1, 0, 0, 0, 0]]",치킨알라킹,"[0, 0, 0, [0, 0, 0, 0, 1]]",10,1,1
2023-03-24,밥,"[0, 0, 0, [1, 0, 0, 0, 0]]",찰보리밥,"[0, 0, 0, [1, 0, 0, 0, 0]]","딸기,신선형)","[0.92, 0.04, 0.08, [1, 0, 0, 0, 0]]",1,1,1
2023-03-25,군모닝,"[32.0, 13.0, 21.0, [1, 0, 0, 0, 0]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]",라면,"[55.68, 14.54, 7.9, [1, 0, 0, 0, 0]]",5,38,5
2023-03-26,황태채콩나물국,"[5.0, 1.5, 8.0, [1, 0, 0, 0, 0]]",닭고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",부대찌개,"[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]",9,2,17
2023-03-27,꼬꼬떡만둣국,"[68.42, 11.05, 15.0, [1, 0, 0, 0, 0]]",콩나물무채국,"[5.99, 1.13, 2.31, [1, 0, 0, 0, 0]]",아욱고추장찌개,"[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]",9,4,5
2023-03-28,누룽지,"[84.29, 0.51, 7.31, [1, 0, 0, 0, 0]]",등뼈감자탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",팽이버섯된장국,"[0, 0, 0, [0, 0, 0, 0, 1]]",3,8,18
2023-03-29,햄감자찌개,"[14.04, 1.86, 2.04, [1, 0, 0, 0, 0]]",김계란국,"[5.0, 2.0, 2.0, [1, 0, 0, 0, 0]]",홍합짬뽕찌개,"[135.04, 12.72, 23.25, [1, 0, 0, 0, 0]]",5,4,3
2023-03-30,조랭이떡국,"[25.0, 1.0, 3.0, [1, 0, 0, 0, 0]]",유부우동,"[77.0, 3.7, 10.0, [1, 0, 0, 0, 0]]",돼지고기감자찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",2,3,5
2023-03-31,두부된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",마라탕,"[16.1, 8.99, 10.08, [1, 0, 0, 0, 0]]",닭볶음탕,"[9.4, 9.5, 25.72, [1, 0, 0, 0, 0]]",4,4,9
2023-04-01,누룽지,"[84.29, 0.51, 7.31, [1, 0, 0, 0, 0]]",두부김치국,"[18.0, 26.0, 28.0, [1, 0, 0, 0, 0]]",돼지고기애호박찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",3,3,3
2023-04-02,스크램블에그,"[1.96, 15.21, 13.01, [1, 0, 0, 0, 0]]",돼지불고기,"[5.1, 12.36, 12.13, [1, 0, 0, 0, 0]]",쇠고기불낙볶음,"[3.91, 6.23, 10.92, [1, 0, 0, 0, 0]]",2,2,1
2023-04-03,건새우아욱된장국,"[0, 0, 0, [0, 0, 0, 0, 1]]",젓가락떡국,"[0, 0, 0, [0, 0, 0, 0, 1]]",생선묵김치찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",5,2,2
2023-04-04,근대콩나물조개국,"[0, 0, 0, [0, 0, 0, 0, 1]]",도토리수제비,"[0, 0, 0, [0, 0, 0, 0, 1]]",짬뽕찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",4,2,3
2023-04-05,쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",느타리버섯배추국,"[0, 0, 0, [0, 0, 0, 0, 1]]",강된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",22,4,8
2023-04-06,돼지고기김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",돈코츠라멘,"[83.47, 10.74, 14.48, [1, 0, 0, 0, 0]]",동그랑땡강정,"[0.93, 2.11, 1.72, [1, 0, 0, 0, 0]]",10,4,1
2023-04-07,나가사끼짬뽕찌개,"[74.0, 9.0, 9.0, [1, 0, 0, 0, 0]]",얼큰만둣국,"[0, 0, 0, [0, 0, 0, 0, 1]]",비빔당면,"[75.92, 9.34, 17.37, [1, 0, 0, 0, 0]]",3,1,2
2023-04-08,불고기브리또,"[62.5, 12.7, 23.1, [1, 0, 0, 0, 0]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]",엄나무닭가슴살삼계탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",1,38,1
2023-04-09,맑은순두부계란탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",팽이버섯계란국,"[0, 0, 0, [0, 0, 0, 0, 1]]",황태채무국,"[0, 0, 0, [0, 0, 0, 0, 1]]",2,5,2
2023-04-10,함박스테이크,"[14.18, 8.81, 12.25, [1, 0, 0, 0, 0]]",오색옹심이국,"[0, 0, 0, [0, 0, 0, 0, 1]]",두부된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",1,1,13
2023-04-11,참치김치찌개,"[6.11, 4.71, 9.71, [1, 0, 0, 0, 0]]",사골우거지국,"[6.0, 7.0, 14.0, [1, 0, 0, 0, 0]]",팽이버섯계란국,"[0, 0, 0, [0, 0, 0, 0, 1]]",2,7,5
2023-04-12,닭순살양배추볶음,"[0, 0, 0, [0, 0, 0, 0, 1]]",순두부오징어국,"[0, 0, 0, [0, 0, 0, 0, 1]]",계란조갯살찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",2,1,2
2023-04-13,감자계란국,"[0, 0, 0, [0, 0, 0, 0, 1]]",어묵&물떡꽂이,"[9.36, 6.86, 9.36, [1, 0, 0, 0, 0]]",등뼈감자탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",2,2,3
2023-04-14,쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",배추된장국,"[8.64, 2.01, 3.8, [1, 0, 0, 0, 0]]",반미샌드위치,"[34.0, 22.0, 13.0, [1, 0, 0, 0, 0]]",31,8,1
2023-04-15,햄치즈에그버거,"[75.0, 10.0, 47.0, [1, 0, 0, 0, 0]]",감자수제비,"[66.44, 6.59, 15.81, [1, 0, 0, 0, 0]]",순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",1,3,16
2023-04-16,감자돈육짜글이,"[0, 0, 0, [0, 0, 0, 0, 1]]",계란파국,"[0.97, 1.08, 1.58, [1, 0, 0, 0, 0]]",두부고추장찌개,"[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]",3,1,5
